Date,BUROF_stock_Open_average,BUROF_stock_Open_max,BUROF_stock_Open_min,BUROF_stock_Open_volatility,BUROF_stock_Open_change,BUROF_stock_High_average,BUROF_stock_High_max,BUROF_stock_High_min,BUROF_stock_High_volatility,BUROF_stock_High_change,BUROF_stock_Low_average,BUROF_stock_Low_max,BUROF_stock_Low_min,BUROF_stock_Low_volatility,BUROF_stock_Low_change,BUROF_stock_Close_average,BUROF_stock_Close_max,BUROF_stock_Close_min,BUROF_stock_Close_volatility,BUROF_stock_Close_change,BUROF_stock_Volume_average,BUROF_stock_Volume_max,BUROF_stock_Volume_min,BUROF_stock_Volume_volatility,BUROF_stock_Volume_change
2017-09-17,0.6382,0.72,0.6,0.12,-0.09199999999999997,0.6778000000000001,0.75,0.65,0.09999999999999998,-0.09999999999999998,0.6132,0.64,0.6,0.040000000000000036,-0.03400000000000003,0.6254,0.65,0.61,0.040000000000000036,-0.039000000000000035,132879,322255,38478,283777,-283777
2017-09-24,0.6634,0.7,0.612,0.08799999999999997,0.050000000000000044,0.7096,0.77,0.648,0.122,0.03200000000000003,0.6508,0.69,0.612,0.07799999999999996,0.038000000000000034,0.6846,0.732,0.64,0.09199999999999997,0.030999999999999917,37271,99184,16523,82661,8042
2017-10-01,0.6306,0.65,0.61,0.040000000000000036,-0.020000000000000018,0.6516,0.6579999999999999,0.65,0.007999999999999896,0.007999999999999896,0.6103999999999999,0.62,0.6,0.020000000000000018,0.020000000000000018,0.63,0.65,0.61,0.040000000000000036,-0.010000000000000009,32572,52039,12175,39864,39864
2017-10-08,0.6033999999999999,0.64,0.58,0.06000000000000005,-0.05700000000000005,0.612,0.64,0.59,0.050000000000000044,-0.050000000000000044,0.5766,0.6,0.55,0.04999999999999993,-0.04700000000000004,0.589,0.62,0.565,0.05500000000000005,-0.04600000000000004,34643,75044,7905,67139,-27021
2017-10-15,0.5814,0.609,0.56,0.04899999999999993,-0.029999999999999916,0.5952,0.609,0.5760000000000001,0.03299999999999992,-0.009000000000000008,0.5604,0.57,0.55,0.019999999999999907,-0.009999999999999898,0.572,0.59,0.56,0.029999999999999916,-0.010000000000000009,30855,90218,5919,84299,-27258
2017-10-22,0.5498000000000001,0.56,0.534,0.026000000000000023,0.0,0.5756,0.588,0.56,0.027999999999999914,0.008000000000000007,0.5272,0.55,0.47200000000000003,0.07800000000000001,-0.068,0.5544,0.58,0.51,0.06999999999999995,-0.06999999999999995,33535,140745,638,140107,126828
2017-10-29,0.5082,0.528,0.493,0.03500000000000003,0.0,0.5224,0.535,0.5,0.03500000000000003,-0.006000000000000005,0.47500000000000003,0.499,0.45,0.04899999999999999,-0.03199999999999997,0.4998,0.52,0.47,0.050000000000000044,-0.004999999999999949,50420,87717,12790,74927,51921
2017-11-05,0.4844,0.504,0.452,0.05199999999999999,-0.01100000000000001,0.4944,0.514,0.48100000000000004,0.032999999999999974,-0.01899999999999996,0.4612,0.49,0.42,0.07,-0.02100000000000002,0.4698,0.491,0.43,0.061,-0.02200000000000002,9208,17450,1458,15992,-2931
2017-11-12,0.4794,0.55,0.456,0.09400000000000003,-0.08600000000000008,0.4838,0.55,0.461,0.08900000000000002,-0.08600000000000008,0.44739999999999996,0.45399999999999996,0.429,0.024999999999999967,-0.02100000000000002,0.4546,0.46,0.449,0.01100000000000001,-0.01100000000000001,10839,21972,2969,19003,-12775
2017-11-19,0.4325,0.449,0.41200000000000003,0.03699999999999998,-0.01699999999999996,0.446,0.449,0.43700000000000006,0.011999999999999955,-0.011999999999999955,0.4275,0.44,0.41,0.030000000000000027,-0.019000000000000017,0.4345,0.449,0.418,0.031000000000000028,-0.031000000000000028,3545,5943,452,5491,434
2017-11-26,0.46699999999999997,0.565,0.41,0.15499999999999997,0.07400000000000001,0.5172,0.68,0.41,0.2700000000000001,0.07400000000000001,0.4188,0.452,0.402,0.04999999999999999,0.010000000000000009,0.46240000000000003,0.55,0.402,0.14800000000000002,0.0,436985,1265031,18783,1246248,134270
2017-12-03,0.456,0.499,0.42,0.07900000000000001,0.04999999999999999,0.5656,0.88,0.47,0.41000000000000003,0.38,0.438,0.489,0.42,0.069,0.059,0.5108,0.72,0.43,0.29,0.235,2041495,9466701,33837,9432864,8978113
2017-12-10,0.526,0.7,0.46,0.23999999999999994,-0.21999999999999997,0.5494,0.7,0.48700000000000004,0.2129999999999999,-0.2129999999999999,0.4618,0.513,0.43,0.08300000000000002,-0.08300000000000002,0.486,0.55,0.431,0.11900000000000005,-0.11900000000000005,610250,1530945,179692,1351253,-1335315
2017-12-17,0.4868,0.542,0.43,0.11200000000000004,0.11200000000000004,0.5484,0.66,0.46,0.2,0.08200000000000002,0.4736,0.515,0.43,0.08500000000000002,0.08500000000000002,0.5044,0.542,0.45399999999999996,0.08800000000000008,0.07300000000000006,250060,764673,34343,730330,-22007
2017-12-24,0.5265,0.55,0.51,0.040000000000000036,0.014000000000000012,0.5505,0.5720000000000001,0.53,0.04200000000000004,0.020000000000000018,0.5075000000000001,0.51,0.5,0.010000000000000009,0.010000000000000009,0.527,0.5479999999999999,0.514,0.03399999999999992,0.006000000000000005,118493,234430,20449,213981,115363
2017-12-31,0.56125,0.595,0.54,0.05499999999999994,0.05499999999999994,0.5762499999999999,0.596,0.55,0.04599999999999993,0.04499999999999993,0.529,0.547,0.512,0.03500000000000003,0.0050000000000000044,0.548,0.588,0.517,0.07099999999999995,-0.02300000000000002,140691,279650,72003,207647,41355
