Date,iShares Europe Developed Real Estate_etf_Open_average,iShares Europe Developed Real Estate_etf_Open_max,iShares Europe Developed Real Estate_etf_Open_min,iShares Europe Developed Real Estate_etf_Open_volatility,iShares Europe Developed Real Estate_etf_Open_change,iShares Europe Developed Real Estate_etf_High_average,iShares Europe Developed Real Estate_etf_High_max,iShares Europe Developed Real Estate_etf_High_min,iShares Europe Developed Real Estate_etf_High_volatility,iShares Europe Developed Real Estate_etf_High_change,iShares Europe Developed Real Estate_etf_Low_average,iShares Europe Developed Real Estate_etf_Low_max,iShares Europe Developed Real Estate_etf_Low_min,iShares Europe Developed Real Estate_etf_Low_volatility,iShares Europe Developed Real Estate_etf_Low_change,iShares Europe Developed Real Estate_etf_Close_average,iShares Europe Developed Real Estate_etf_Close_max,iShares Europe Developed Real Estate_etf_Close_min,iShares Europe Developed Real Estate_etf_Close_volatility,iShares Europe Developed Real Estate_etf_Close_change
2016-07-17,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2016-07-24,37.19,37.19,37.19,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2016-07-31,37.43,37.43,37.43,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2016-08-07,37.72,37.72,37.72,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2016-08-14,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2016-08-21,38.06,38.06,38.06,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2016-08-28,38.37,38.37,38.37,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2016-09-04,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2016-09-11,36.33,36.33,36.33,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2016-09-18,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-09-25,36.92,36.92,36.92,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2016-10-02,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2016-10-09,33.97,33.97,33.97,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2016-10-16,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2016-10-23,33.29,33.29,33.29,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2016-10-30,33.26,33.26,33.26,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2016-11-06,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2016-11-13,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-11-20,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2016-11-27,31.7,31.7,31.7,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-12-04,32.65,32.65,32.65,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2016-12-11,32.01,32.01,32.01,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2016-12-18,32.34,32.34,32.34,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2016-12-25,32.83,32.83,32.83,0.0,0.0,33.5,33.5,33.5,0.0,0.0,32.83,32.83,32.83,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2017-01-01,33.65,33.65,33.65,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2017-01-08,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2017-01-15,32.65,32.65,32.65,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2017-01-22,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-01-29,33.28,33.28,33.28,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2017-02-05,33.78,33.78,33.78,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2017-02-12,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2017-02-19,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-02-26,33.48,33.48,33.48,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-03-05,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2017-03-12,33.99,33.99,33.99,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-03-19,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2017-03-26,33.73,33.73,33.73,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.73,33.73,33.73,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2017-04-02,34.37,34.37,34.37,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2017-04-09,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2017-04-16,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-04-23,36.08,36.08,36.08,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-04-30,36.6,36.6,36.6,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-05-07,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-05-14,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2017-05-21,37.72,37.72,37.72,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2017-05-28,38.46,38.46,38.46,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2017-06-04,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2017-06-11,38.35,38.35,38.35,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2017-06-18,37.19,37.19,37.19,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2017-06-25,37.11,37.11,37.11,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2017-07-02,36.65,36.65,36.65,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2017-07-09,37.54,37.54,37.54,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2017-07-16,38.05,38.05,38.05,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2017-07-23,38.22,38.22,38.22,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2017-07-30,38.79,38.79,38.79,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2017-08-06,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2017-08-13,38.21,38.21,38.21,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2017-08-20,38.27,38.27,38.27,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2017-08-27,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2017-09-03,39.41,39.41,39.41,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2017-09-10,39.41,39.41,39.41,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-09-17,38.91,38.91,38.91,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-09-24,38.54,38.54,38.54,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2017-10-01,38.04,38.04,38.04,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2017-10-08,39.05,39.05,39.05,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-10-15,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2017-10-22,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2017-10-29,38.67,38.67,38.67,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2017-11-05,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2017-11-12,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2017-11-19,39.61,39.61,39.61,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2017-11-26,39.64,39.64,39.64,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2017-12-03,40.24,40.24,40.24,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2017-12-10,40.18,40.18,40.18,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2017-12-17,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2017-12-24,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-12-31,41.43,41.43,41.43,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.67,41.67,41.67,0.0,0.0
