Date,CTHR_stock_Open_average,CTHR_stock_Open_max,CTHR_stock_Open_min,CTHR_stock_Open_volatility,CTHR_stock_Open_change,CTHR_stock_High_average,CTHR_stock_High_max,CTHR_stock_High_min,CTHR_stock_High_volatility,CTHR_stock_High_change,CTHR_stock_Low_average,CTHR_stock_Low_max,CTHR_stock_Low_min,CTHR_stock_Low_volatility,CTHR_stock_Low_change,CTHR_stock_Close_average,CTHR_stock_Close_max,CTHR_stock_Close_min,CTHR_stock_Close_volatility,CTHR_stock_Close_change,CTHR_stock_Volume_average,CTHR_stock_Volume_max,CTHR_stock_Volume_min,CTHR_stock_Volume_volatility,CTHR_stock_Volume_change
2016-01-03,1.118,1.13,1.1,0.029999999999999805,0.0,1.14,1.15,1.12,0.029999999999999805,0.029999999999999805,1.1058000000000001,1.129,1.09,0.038999999999999924,0.010000000000000009,1.122,1.14,1.11,0.029999999999999805,0.029999999999999805,28000,76631,6694,69937,60271
2016-01-10,1.108,1.16,1.07,0.08999999999999986,-0.040000000000000036,1.144,1.18,1.09,0.08999999999999986,-0.08999999999999986,1.09,1.11,1.04,0.07000000000000006,-0.07000000000000006,1.1,1.13,1.04,0.08999999999999986,-0.08000000000000007,20547,42587,4425,38162,-28568
2016-01-17,1.0375,1.05,1.02,0.030000000000000027,-0.030000000000000027,1.05,1.09,1.02,0.07000000000000006,-0.07000000000000006,0.985,1.04,0.9,0.14,-0.09999999999999998,0.995,1.05,0.9,0.15000000000000002,-0.13,39700,134620,657,133963,126053
2016-01-24,0.9328,1.0,0.86,0.14,0.06999999999999995,0.964,1.0,0.9,0.09999999999999998,0.07999999999999996,0.8968,0.95,0.85,0.09999999999999998,0.09999999999999998,0.92,0.95,0.89,0.05999999999999994,0.04999999999999993,26118,58723,4445,54278,-34088
2016-01-31,0.91,0.95,0.88,0.06999999999999995,-0.06999999999999995,0.95,0.98,0.9,0.07999999999999996,-0.07999999999999996,0.892,0.95,0.86,0.08999999999999997,-0.06999999999999995,0.908,0.95,0.87,0.07999999999999996,-0.06999999999999995,12826,42816,940,41876,-41187
2016-02-07,0.836,0.86,0.77,0.08999999999999997,-0.07999999999999996,0.858,0.87,0.85,0.020000000000000018,-0.010000000000000009,0.794,0.85,0.75,0.09999999999999998,-0.07999999999999996,0.8178,0.85,0.77,0.07999999999999996,-0.04999999999999993,19082,35942,3564,32378,-15712
2016-02-14,0.855,0.89,0.82,0.07000000000000006,0.07000000000000006,0.87625,0.89,0.855,0.03500000000000003,0.03500000000000003,0.836,0.8540000000000001,0.82,0.03400000000000014,0.03400000000000014,0.856,0.88,0.84,0.040000000000000036,0.014000000000000123,32403,76242,3583,72659,-72659
2016-02-21,0.8396,0.8759999999999999,0.82,0.05599999999999994,-0.025999999999999912,0.8676,0.9,0.83,0.07000000000000006,-0.01200000000000001,0.8264,0.85,0.81,0.039999999999999925,0.030000000000000027,0.8586,0.89,0.813,0.07700000000000007,0.0,4738,13092,900,12192,-3241
2016-02-28,0.8908,0.91,0.86,0.050000000000000044,0.02200000000000002,0.9316,1.0,0.86,0.14,0.14,0.8622,0.898,0.8109999999999999,0.08700000000000008,0.04200000000000004,0.892,0.92,0.84,0.08000000000000007,0.07000000000000006,17555,39409,785,38624,14808
2016-03-06,1.044,1.2,0.92,0.2799999999999999,0.26,1.09,1.25,0.94,0.31000000000000005,0.31000000000000005,0.9738,1.1,0.83,0.27000000000000013,0.27000000000000013,1.038,1.17,0.9,0.2699999999999999,0.2699999999999999,55183,192179,2029,190150,185986
2016-03-13,1.336,1.48,1.19,0.29000000000000004,0.18000000000000016,1.424,1.49,1.29,0.19999999999999996,0.08000000000000007,1.2564,1.3219999999999998,1.1,0.22199999999999975,0.17999999999999994,1.3518000000000001,1.44,1.27,0.16999999999999993,0.030000000000000027,111387,268904,30089,238815,-48823
2016-03-20,1.3050000000000002,1.32,1.27,0.050000000000000044,-0.050000000000000044,1.35,1.39,1.32,0.06999999999999984,-0.04999999999999982,1.245,1.29,1.2,0.09000000000000008,0.010000000000000009,1.2845,1.34,1.25,0.09000000000000008,0.038000000000000034,20613,40986,10152,30834,6679
2016-03-27,1.22,1.23,1.21,0.020000000000000018,0.0,1.24,1.27,1.22,0.050000000000000044,-0.020000000000000018,1.1602000000000001,1.21,1.12,0.08999999999999986,-0.04899999999999993,1.188,1.24,1.14,0.10000000000000009,-0.050000000000000044,15354,28072,6688,21384,10110
2016-04-03,1.1676,1.2,1.14,0.06000000000000005,-0.020000000000000018,1.2024,1.21,1.192,0.018000000000000016,0.008000000000000007,1.1424,1.17,1.112,0.05799999999999983,0.019999999999999796,1.1802,1.2,1.16,0.040000000000000036,0.028999999999999915,13123,18830,5065,13765,3627
2016-04-10,1.1794,1.2,1.156,0.04400000000000004,-0.014999999999999902,1.198,1.2,1.19,0.010000000000000009,-0.010000000000000009,1.1388,1.16,1.1,0.05999999999999983,-0.05999999999999983,1.178,1.2,1.12,0.07999999999999985,-0.05999999999999983,7274,22341,976,21365,19930
2016-04-17,1.1,1.11,1.09,0.020000000000000018,-0.010000000000000009,1.128,1.15,1.1,0.04999999999999982,0.0,1.072,1.1,1.01,0.09000000000000008,0.0,1.0948,1.1340000000000001,1.06,0.07400000000000007,0.0,22097,65550,4815,60735,60494
2016-04-24,1.1688,1.2,1.13,0.07000000000000006,0.06000000000000005,1.19,1.26,1.14,0.1200000000000001,0.1200000000000001,1.1443999999999999,1.19,1.102,0.08799999999999986,0.08799999999999986,1.168,1.19,1.13,0.06000000000000005,0.06000000000000005,33088,88247,4080,84167,78748
2016-05-01,1.182,1.21,1.15,0.06000000000000005,-0.050000000000000044,1.198,1.21,1.19,0.020000000000000018,-0.020000000000000018,1.176,1.19,1.15,0.040000000000000036,-0.030000000000000027,1.186,1.2,1.16,0.040000000000000036,0.0,12991,35874,1160,34714,-5027
2016-05-08,1.1542,1.2,1.126,0.07400000000000007,-0.050000000000000044,1.17,1.2,1.14,0.06000000000000005,-0.050000000000000044,1.1296,1.16,1.1,0.05999999999999983,-0.05999999999999983,1.152,1.19,1.12,0.06999999999999984,-0.050000000000000044,11147,20620,2972,17648,6439
2016-05-15,1.101,1.13,1.07,0.05999999999999983,-0.05999999999999983,1.1239999999999999,1.15,1.09,0.05999999999999983,-0.04999999999999982,1.072,1.11,1.01,0.10000000000000009,-0.10000000000000009,1.08,1.13,1.01,0.11999999999999988,-0.11999999999999988,25415,90193,2065,88128,81406
2016-05-22,1.042,1.05,1.03,0.020000000000000018,-0.020000000000000018,1.06,1.09,1.04,0.050000000000000044,-0.020000000000000018,1.018,1.03,1.01,0.020000000000000018,0.0,1.038,1.06,1.01,0.050000000000000044,-0.040000000000000036,21473,36945,4913,32032,-14164
2016-05-29,1.04825,1.06,1.03,0.030000000000000027,0.02299999999999991,1.0775000000000001,1.1,1.05,0.050000000000000044,0.050000000000000044,1.03,1.05,1.02,0.030000000000000027,0.020000000000000018,1.065,1.09,1.03,0.06000000000000005,0.06000000000000005,39993,91270,1366,89904,28652
2016-06-05,1.046,1.09,1.01,0.08000000000000007,-0.06000000000000005,1.068,1.09,1.04,0.050000000000000044,-0.050000000000000044,1.0126,1.07,0.9329999999999999,0.13700000000000012,-0.06000000000000005,1.06,1.08,1.04,0.040000000000000036,-0.040000000000000036,17031,35864,9049,26815,4257
2016-06-12,1.036,1.05,1.01,0.040000000000000036,0.040000000000000036,1.066,1.14,1.04,0.09999999999999987,0.09999999999999987,1.008,1.02,1.0,0.020000000000000018,0.010000000000000009,1.032,1.05,1.01,0.040000000000000036,-0.020000000000000018,37210,110420,15402,95018,83572
2016-06-19,1.05,1.07,1.03,0.040000000000000036,-0.020000000000000018,1.106,1.14,1.07,0.06999999999999984,0.010000000000000009,1.032,1.05,1.0,0.050000000000000044,-0.050000000000000044,1.064,1.1,1.03,0.07000000000000006,0.010000000000000009,29454,48816,18528,30288,8281
2016-06-26,1.058,1.09,1.03,0.06000000000000005,-0.020000000000000018,1.0746,1.09,1.06,0.030000000000000027,-0.0029999999999998916,1.006,1.02,1.0,0.020000000000000018,0.010000000000000009,1.038,1.05,1.02,0.030000000000000027,-0.010000000000000009,28636,47413,11386,36027,-8427
2016-07-03,1.07,1.14,1.03,0.10999999999999988,0.030000000000000027,1.1225,1.18,1.07,0.10999999999999988,-0.10999999999999988,1.02,1.07,1.0,0.07000000000000006,-0.010000000000000009,1.0525,1.09,1.02,0.07000000000000006,-0.07000000000000006,332036,727837,112854,614983,-547632
2016-07-10,1.026,1.04,1.0,0.040000000000000036,0.010000000000000009,1.056,1.06,1.04,0.020000000000000018,0.0,1.016,1.04,0.99,0.050000000000000044,0.030000000000000027,1.034,1.04,1.02,0.020000000000000018,0.020000000000000018,96796,214214,24835,189379,-129952
2016-07-17,1.044,1.09,1.01,0.08000000000000007,-0.030000000000000027,1.07,1.09,1.05,0.040000000000000036,0.010000000000000009,1.0186,1.04,0.99,0.050000000000000044,-0.0029999999999998916,1.04,1.06,1.01,0.050000000000000044,-0.040000000000000036,57534,134160,16067,118093,41326
2016-07-24,1.034,1.05,1.02,0.030000000000000027,-0.010000000000000009,1.042,1.05,1.03,0.020000000000000018,-0.020000000000000018,1.018,1.03,1.01,0.020000000000000018,-0.010000000000000009,1.02,1.03,1.01,0.020000000000000018,-0.020000000000000018,23672,33627,12039,21588,3829
2016-07-31,1.0228,1.05,1.0,0.050000000000000044,0.02400000000000002,1.042,1.06,1.03,0.030000000000000027,0.020000000000000018,0.978,1.04,0.85,0.19000000000000006,0.050000000000000044,1.02,1.04,0.99,0.050000000000000044,0.050000000000000044,67999,175456,23938,151518,-2038
2016-08-07,1.0606,1.079,1.04,0.038999999999999924,0.028999999999999915,1.074,1.08,1.06,0.020000000000000018,0.020000000000000018,1.052,1.07,1.04,0.030000000000000027,0.030000000000000027,1.06,1.07,1.04,0.030000000000000027,0.020000000000000018,93842,209138,31020,178118,-75255
2016-08-14,1.104,1.22,1.06,0.15999999999999992,0.1499999999999999,1.1600000000000001,1.28,1.07,0.20999999999999996,0.18999999999999995,1.092,1.22,1.04,0.17999999999999994,0.17999999999999994,1.1360000000000001,1.27,1.05,0.21999999999999997,0.21999999999999997,184874,514613,44447,470166,32445
2016-08-21,1.278,1.3,1.24,0.06000000000000005,-0.030000000000000027,1.298,1.33,1.28,0.050000000000000044,-0.050000000000000044,1.2442,1.28,1.21,0.07000000000000006,-0.030999999999999917,1.274,1.3,1.22,0.08000000000000007,-0.08000000000000007,33987,101733,11988,89745,-89745
2016-08-28,1.212,1.24,1.18,0.06000000000000005,0.030000000000000027,1.238,1.28,1.22,0.06000000000000005,0.010000000000000009,1.188,1.21,1.15,0.06000000000000005,0.050000000000000044,1.212,1.24,1.17,0.07000000000000006,0.030000000000000027,18906,32734,3670,29064,-9469
2016-09-04,1.2349999999999999,1.25,1.21,0.040000000000000036,0.040000000000000036,1.2575,1.27,1.25,0.020000000000000018,0.0,1.2075,1.22,1.19,0.030000000000000027,-0.020000000000000018,1.22,1.24,1.19,0.050000000000000044,-0.050000000000000044,12054,16814,6806,10008,-8292
2016-09-11,1.196,1.25,1.16,0.09000000000000008,-0.020000000000000018,1.236,1.27,1.2,0.07000000000000006,-0.010000000000000009,1.162,1.2,1.15,0.050000000000000044,0.0,1.18,1.2,1.15,0.050000000000000044,0.050000000000000044,21954,48708,1705,47003,14273
2016-09-18,1.178,1.2,1.16,0.040000000000000036,-0.020000000000000018,1.218,1.24,1.2,0.040000000000000036,0.040000000000000036,1.164,1.17,1.16,0.010000000000000009,0.0,1.1862,1.2,1.16,0.040000000000000036,0.009000000000000119,22482,49125,2724,46401,10365
2016-09-25,1.188,1.21,1.16,0.050000000000000044,-0.030000000000000027,1.206,1.22,1.18,0.040000000000000036,-0.020000000000000018,1.164,1.17,1.16,0.010000000000000009,-0.010000000000000009,1.184,1.21,1.16,0.050000000000000044,-0.040000000000000036,17205,28571,6660,21911,-9504
2016-10-02,1.164,1.185,1.15,0.03500000000000014,-0.020000000000000018,1.184,1.2,1.16,0.040000000000000036,-0.040000000000000036,1.144,1.16,1.13,0.030000000000000027,-0.030000000000000027,1.158,1.18,1.13,0.050000000000000044,0.0,23099,45623,5712,39911,-2641
2016-10-09,1.1947999999999999,1.22,1.16,0.06000000000000005,0.050000000000000044,1.214,1.23,1.17,0.06000000000000005,0.050000000000000044,1.1832,1.214,1.15,0.06400000000000006,0.03200000000000003,1.1964,1.22,1.16,0.06000000000000005,0.03200000000000003,13262,46533,4045,42488,-481
2016-10-16,1.2,1.23,1.18,0.050000000000000044,-0.010000000000000009,1.21,1.23,1.18,0.050000000000000044,-0.030000000000000027,1.1792,1.19,1.16,0.030000000000000027,-0.030000000000000027,1.19,1.21,1.16,0.050000000000000044,-0.050000000000000044,14133,29031,3604,25427,18675
2016-10-23,1.146,1.16,1.12,0.039999999999999813,-0.029999999999999805,1.166,1.19,1.13,0.06000000000000005,-0.06000000000000005,1.1308,1.15,1.11,0.039999999999999813,-0.039999999999999813,1.14,1.17,1.11,0.05999999999999983,-0.04999999999999982,13287,24862,2280,22582,-10054
2016-10-30,1.13,1.17,1.11,0.05999999999999983,-0.019999999999999796,1.162,1.19,1.14,0.050000000000000044,-0.040000000000000036,1.1104,1.15,1.05,0.09999999999999987,-0.07999999999999985,1.1222,1.17,1.05,0.11999999999999988,-0.10099999999999998,33275,77991,2592,75399,46530
2016-11-06,1.0192,1.06,0.961,0.09900000000000009,-0.010000000000000009,1.072,1.11,1.05,0.06000000000000005,-0.06000000000000005,0.9852,1.06,0.95,0.1100000000000001,-0.07500000000000007,1.03,1.07,1.0,0.07000000000000006,-0.06000000000000005,31747,87360,10546,76814,1999
2016-11-13,0.9390000000000001,1.02,0.883,0.137,-0.07799999999999996,0.978,1.02,0.95,0.07000000000000006,-0.040000000000000036,0.9102,0.96,0.88,0.07999999999999996,-0.03200000000000003,0.922,0.9670000000000001,0.88,0.08700000000000008,0.007000000000000117,41048,68169,13822,54347,19058
2016-11-20,0.985,1.01,0.96,0.050000000000000044,0.050000000000000044,1.0025,1.02,0.98,0.040000000000000036,0.030000000000000027,0.9592499999999999,0.981,0.9359999999999999,0.04500000000000004,0.014000000000000012,0.99575,1.012,0.98,0.03200000000000003,0.030000000000000027,18501,45087,5389,39698,-12159
2016-11-27,0.918,1.01,0.882,0.128,-0.11199999999999999,0.9334,1.02,0.89,0.13,-0.12,0.861,0.915,0.83,0.08500000000000008,-0.07500000000000007,0.873,0.915,0.84,0.07500000000000007,-0.07500000000000007,82564,127059,21398,105661,41681
2016-12-04,0.899,0.97,0.84,0.13,0.13,0.9396,0.98,0.89,0.08999999999999997,0.08199999999999996,0.888,0.95,0.84,0.10999999999999999,0.10999999999999999,0.907,0.98,0.85,0.13,0.13,67038,76049,61735,14314,3982
2016-12-11,1.0054,1.07,0.95,0.1200000000000001,0.1200000000000001,1.038,1.08,1.0,0.08000000000000007,0.08000000000000007,0.9795999999999999,1.005,0.938,0.06699999999999995,0.06699999999999995,1.025,1.07,0.995,0.07500000000000007,0.07000000000000006,54898,87382,30126,57256,16646
2016-12-18,1.07,1.09,1.05,0.040000000000000036,-0.020000000000000018,1.0972,1.15,1.08,0.06999999999999984,0.05400000000000005,1.038,1.05,1.01,0.040000000000000036,0.0,1.066,1.14,1.02,0.11999999999999988,0.05999999999999983,83158,203990,32056,171934,138299
2016-12-25,1.085,1.12,1.06,0.06000000000000005,-0.020000000000000018,1.1175,1.13,1.1,0.029999999999999805,0.0,1.0525,1.06,1.04,0.020000000000000018,-0.010000000000000009,1.07275,1.1,1.06,0.040000000000000036,0.039000000000000146,32621,48965,12850,36115,-17668
2017-01-01,1.085,1.1,1.07,0.030000000000000027,-0.010000000000000009,1.12225,1.13,1.119,0.010999999999999899,0.0,1.07275,1.09,1.051,0.039000000000000146,-0.010000000000000009,1.0925,1.1,1.09,0.010000000000000009,-0.010000000000000009,45436,65936,22012,43924,-10557
2017-01-08,1.026,1.09,0.95,0.14000000000000012,-0.14000000000000012,1.0558,1.1,0.9890000000000001,0.11099999999999999,-0.06000000000000005,0.976,1.064,0.9,0.16400000000000003,-0.16400000000000003,1.025,1.07,0.965,0.1050000000000001,-0.030000000000000027,51413,126708,3210,123498,81544
2017-01-15,1.0075,1.04,0.988,0.052000000000000046,-0.052000000000000046,1.0150000000000001,1.04,0.99,0.050000000000000044,-0.050000000000000044,0.95075,0.99,0.92,0.06999999999999995,-0.04700000000000004,0.9775,1.01,0.94,0.07000000000000006,-0.07000000000000006,15763,30794,10052,20742,-20742
2017-01-22,0.982,1.01,0.94,0.07000000000000006,0.06000000000000005,1.004,1.04,0.97,0.07000000000000006,0.07000000000000006,0.9541999999999999,0.97,0.94,0.030000000000000027,0.030000000000000027,0.9803999999999999,0.99,0.97,0.020000000000000018,0.010000000000000009,28419,52181,10699,41482,41482
2017-01-29,0.994,1.08,0.94,0.14000000000000012,0.1200000000000001,1.02,1.09,0.96,0.13000000000000012,0.1100000000000001,0.9702,1.01,0.94,0.07000000000000006,0.07000000000000006,0.996,1.06,0.94,0.1200000000000001,0.1100000000000001,25180,78441,7937,70504,12784
2017-02-05,1.0456,1.09,1.03,0.06000000000000005,0.018000000000000016,1.114,1.19,1.09,0.09999999999999987,0.09999999999999987,0.9944000000000001,1.03,0.9420000000000001,0.08799999999999997,-0.030000000000000027,1.034,1.06,1.01,0.050000000000000044,-0.050000000000000044,193700,498065,86802,411263,371173
2017-02-12,1.0784,1.122,1.04,0.08200000000000007,-0.01200000000000001,1.1354,1.17,1.11,0.05999999999999983,0.04799999999999982,1.056,1.11,1.01,0.10000000000000009,0.10000000000000009,1.092,1.16,1.02,0.1399999999999999,0.1399999999999999,64632,107022,36577,70445,-65605
2017-02-19,1.13875,1.165,1.11,0.05499999999999994,-0.05499999999999994,1.1749999999999998,1.19,1.16,0.030000000000000027,-0.030000000000000027,1.0975000000000001,1.14,1.02,0.11999999999999988,-0.029999999999999805,1.14075,1.16,1.112,0.04799999999999982,0.018999999999999906,33728,50225,14773,35452,-7425
2017-02-26,1.1303999999999998,1.15,1.092,0.05799999999999983,-0.05799999999999983,1.1364,1.1520000000000001,1.1,0.052000000000000046,-0.04999999999999982,1.0652,1.1,1.04,0.06000000000000005,-0.06000000000000005,1.1,1.15,1.06,0.08999999999999986,-0.08999999999999986,42655,57514,9615,47899,42805
2017-03-05,1.0278,1.099,0.91,0.18899999999999995,-0.16000000000000003,1.0894,1.128,1.04,0.08799999999999986,-0.030000000000000027,0.9996,1.04,0.91,0.13,-0.13,1.046,1.11,0.99,0.1200000000000001,-0.050000000000000044,97013,284389,24988,259401,259401
2017-03-12,0.9856,1.0,0.968,0.03200000000000003,-0.030000000000000027,0.9956,1.0,0.99,0.010000000000000009,-0.010000000000000009,0.946,0.96,0.9,0.05999999999999994,0.05999999999999994,0.966,0.997,0.95,0.04700000000000004,0.008999999999999897,74116,233715,25392,208323,-208323
2017-03-19,0.986,1.0,0.97,0.030000000000000027,0.020000000000000018,0.9998,1.02,0.98,0.040000000000000036,-0.019000000000000128,0.97,0.98,0.96,0.020000000000000018,0.010000000000000009,0.988,1.0,0.98,0.020000000000000018,-0.020000000000000018,30045,81478,1004,80474,-80474
2017-03-26,0.9836,1.0,0.95,0.050000000000000044,-0.030000000000000027,0.998,1.01,0.98,0.030000000000000027,-0.030000000000000027,0.95,0.97,0.92,0.04999999999999993,-0.039999999999999925,0.9836,1.01,0.95,0.06000000000000005,-0.050000000000000044,36104,62928,19129,43799,23000
2017-04-02,0.9521999999999999,0.97,0.94,0.030000000000000027,-0.020000000000000018,0.968,0.99,0.9490000000000001,0.040999999999999925,-0.039000000000000035,0.9416,0.95,0.9329999999999999,0.017000000000000015,0.01200000000000001,0.9454,0.96,0.9329999999999999,0.027000000000000024,0.01200000000000001,26389,50752,2980,47772,-32468
2017-04-09,0.9465,0.96,0.93,0.029999999999999916,-0.029999999999999916,0.94775,0.96,0.9309999999999999,0.029000000000000026,-0.029000000000000026,0.9205,0.94,0.897,0.04299999999999993,-0.03499999999999992,0.9349999999999999,0.94,0.92,0.019999999999999907,-0.019999999999999907,31621,67833,4673,63160,20675
2017-04-16,0.8984,0.91,0.89,0.020000000000000018,0.020000000000000018,0.9256,0.94,0.9079999999999999,0.03200000000000003,-0.019999999999999907,0.891,0.91,0.875,0.03500000000000003,0.020000000000000018,0.9,0.92,0.88,0.040000000000000036,-0.010000000000000009,18360,33423,3836,29587,-2775
