Date,GSL_stock_Open_average,GSL_stock_Open_max,GSL_stock_Open_min,GSL_stock_Open_volatility,GSL_stock_Open_change,GSL_stock_High_average,GSL_stock_High_max,GSL_stock_High_min,GSL_stock_High_volatility,GSL_stock_High_change,GSL_stock_Low_average,GSL_stock_Low_max,GSL_stock_Low_min,GSL_stock_Low_volatility,GSL_stock_Low_change,GSL_stock_Close_average,GSL_stock_Close_max,GSL_stock_Close_min,GSL_stock_Close_volatility,GSL_stock_Close_change,GSL_stock_Volume_average,GSL_stock_Volume_max,GSL_stock_Volume_min,GSL_stock_Volume_volatility,GSL_stock_Volume_change
2016-01-03,2.49,2.6,2.35,0.25,-0.040000000000000036,2.5660000000000003,2.6,2.43,0.16999999999999993,0.0,2.39,2.51,2.26,0.25,-0.019999999999999574,2.492,2.6,2.37,0.22999999999999998,-0.0900000000000003,94577,159551,66091,93460,-11724
2016-01-10,2.238,2.51,1.84,0.6699999999999997,-0.6699999999999997,2.2479999999999998,2.51,1.86,0.6499999999999997,-0.6499999999999997,2.06,2.31,1.74,0.5700000000000001,-0.5499999999999998,2.112,2.32,1.79,0.5299999999999998,-0.5299999999999998,228262,604268,53597,550671,93342
2016-01-17,1.73,1.79,1.69,0.10000000000000009,-0.08000000000000007,1.78,1.85,1.73,0.1200000000000001,-0.08000000000000007,1.6675,1.69,1.64,0.050000000000000044,0.020000000000000018,1.6975,1.72,1.67,0.050000000000000044,0.010000000000000009,84978,147528,37203,110325,-65745
2016-01-24,1.74,1.77,1.68,0.09000000000000008,-0.050000000000000044,1.788,1.8,1.76,0.040000000000000036,-0.040000000000000036,1.672,1.69,1.66,0.030000000000000027,-0.010000000000000009,1.722,1.75,1.67,0.08000000000000007,0.020000000000000018,98536,145034,66244,78790,28343
2016-01-31,1.776,2.05,1.56,0.48999999999999977,0.2899999999999998,1.882,2.06,1.68,0.3800000000000001,0.2899999999999998,1.6740000000000002,1.87,1.54,0.33000000000000007,0.33000000000000007,1.798,2.06,1.56,0.5,0.2200000000000002,166185,194906,130362,64544,-17959
2016-02-07,1.658,1.88,1.53,0.34999999999999987,-0.34999999999999987,1.692,1.88,1.6,0.2799999999999998,-0.25,1.552,1.72,1.46,0.26,-0.22999999999999998,1.612,1.75,1.53,0.21999999999999997,-0.1200000000000001,132094,221771,47495,174276,-18239
2016-02-14,1.8775,2.04,1.66,0.3800000000000001,0.3800000000000001,2.0025,2.13,1.85,0.2799999999999998,0.2799999999999998,1.8225,1.94,1.63,0.31000000000000005,0.31000000000000005,1.9925,2.13,1.83,0.2999999999999998,0.2999999999999998,52839,83990,31479,52511,7586
2016-02-21,2.01,2.16,1.86,0.30000000000000004,-0.30000000000000004,2.054,2.19,1.95,0.24,-0.24,1.93,2.09,1.85,0.23999999999999977,-0.23999999999999977,1.984,2.11,1.88,0.22999999999999998,-0.16999999999999993,71620,107630,48894,58736,-19067
2016-02-28,1.5959999999999999,2.09,1.19,0.8999999999999999,-0.76,1.684,2.18,1.3,0.8800000000000001,-0.8400000000000001,1.298,1.95,1.02,0.9299999999999999,-0.79,1.3900000000000001,2.12,1.1,1.02,-0.8400000000000001,761750,1106933,99252,1007681,599943
2016-03-06,1.272,1.36,1.19,0.17000000000000015,-0.10000000000000009,1.312,1.36,1.24,0.1200000000000001,-0.1200000000000001,1.192,1.24,1.16,0.08000000000000007,-0.07000000000000006,1.234,1.32,1.18,0.14000000000000012,-0.14000000000000012,328857,664980,108833,556147,-480391
