Date,AIRIStock_Open_average,AIRIStock_Open_max,AIRIStock_Open_min,AIRIStock_Open_volatility,AIRIStock_Open_change,AIRIStock_High_average,AIRIStock_High_max,AIRIStock_High_min,AIRIStock_High_volatility,AIRIStock_High_change,AIRIStock_Low_average,AIRIStock_Low_max,AIRIStock_Low_min,AIRIStock_Low_volatility,AIRIStock_Low_change,AIRIStock_Close_average,AIRIStock_Close_max,AIRIStock_Close_min,AIRIStock_Close_volatility,AIRIStock_Close_change,AIRIStock_Volume_average,AIRIStock_Volume_max,AIRIStock_Volume_min,AIRIStock_Volume_volatility,AIRIStock_Volume_change
2016-01-03,8.13,8.23,8.06,0.16999999999999993,-0.16999999999999993,8.13,8.23,8.06,0.16999999999999993,-0.16999999999999993,8.055,8.23,7.76,0.47000000000000064,-0.47000000000000064,8.0725,8.23,7.83,0.40000000000000036,-0.40000000000000036,491,1587,100,1487,1408
2016-01-10,7.42,7.5,7.25,0.25,0.04999999999999982,7.4575,7.6,7.25,0.34999999999999964,-0.09999999999999964,7.27,7.33,7.25,0.08000000000000007,-0.08000000000000007,7.3375,7.6,7.25,0.34999999999999964,-0.34999999999999964,457,766,279,487,76
2016-01-17,6.973333333333334,7.15,6.66,0.4900000000000002,-0.4500000000000002,7.25,7.49,7.11,0.3799999999999999,0.3799999999999999,6.6033333333333335,7.1,6.05,1.0499999999999998,-0.4399999999999995,6.91,7.13,6.5,0.6299999999999999,0.03000000000000025,3978,8965,663,8302,1644
2016-01-24,7.122,7.19,7.01,0.1800000000000006,0.0600000000000005,7.172,7.3,7.1,0.20000000000000018,0.0600000000000005,7.116,7.18,7.01,0.16999999999999993,0.04999999999999982,7.1659999999999995,7.3,7.1,0.20000000000000018,0.04999999999999982,553,1111,202,909,298
2016-01-31,7.0575,7.56,6.71,0.8499999999999996,-0.8499999999999996,7.0575,7.56,6.71,0.8499999999999996,-0.8499999999999996,6.865,7.2,6.7,0.5,-0.4900000000000002,6.865,7.2,6.7,0.5,-0.4900000000000002,461,798,100,698,-552
2016-02-07,6.473333333333334,6.52,6.44,0.07999999999999918,-0.05999999999999961,6.526666666666666,6.57,6.46,0.11000000000000032,-0.11000000000000032,6.473333333333334,6.52,6.44,0.07999999999999918,-0.05999999999999961,6.526666666666666,6.57,6.46,0.11000000000000032,-0.11000000000000032,337,475,100,375,-375
2016-02-14,6.1850000000000005,6.46,6.0,0.45999999999999996,-0.45999999999999996,6.27,6.46,6.09,0.3700000000000001,-0.21999999999999975,6.175,6.46,6.0,0.45999999999999996,-0.45999999999999996,6.225,6.46,6.09,0.3700000000000001,-0.2599999999999998,2319,4800,876,3924,1682
2016-02-21,6.3933333333333335,6.5,6.25,0.25,0.25,6.51,6.6,6.43,0.16999999999999993,-0.09999999999999964,6.3533333333333335,6.43,6.25,0.17999999999999972,0.1299999999999999,6.47,6.6,6.38,0.21999999999999975,-0.21999999999999975,886,2187,100,2087,1814
2016-02-28,6.2925,6.4,6.17,0.23000000000000043,0.15000000000000036,6.38,6.65,6.25,0.40000000000000036,0.40000000000000036,6.2875,6.4,6.15,0.25,0.15000000000000036,6.3625,6.58,6.25,0.33000000000000007,0.33000000000000007,1538,4134,143,3991,3991
2016-03-06,6.3999999999999995,6.56,6.21,0.34999999999999964,-0.25,6.464,6.75,6.21,0.54,-0.34999999999999964,6.274,6.56,5.99,0.5699999999999994,-0.25,6.3740000000000006,6.66,6.0,0.6600000000000001,-0.2599999999999998,2080,5342,409,4933,-4933
