Date,JCI_stock_Open_average,JCI_stock_Open_max,JCI_stock_Open_min,JCI_stock_Open_volatility,JCI_stock_Open_change,JCI_stock_High_average,JCI_stock_High_max,JCI_stock_High_min,JCI_stock_High_volatility,JCI_stock_High_change,JCI_stock_Low_average,JCI_stock_Low_max,JCI_stock_Low_min,JCI_stock_Low_volatility,JCI_stock_Low_change,JCI_stock_Close_average,JCI_stock_Close_max,JCI_stock_Close_min,JCI_stock_Close_volatility,JCI_stock_Close_change,JCI_stock_Volume_average,JCI_stock_Volume_max,JCI_stock_Volume_min,JCI_stock_Volume_volatility,JCI_stock_Volume_change
2016-03-13,37.81,38.35,37.41,0.9400000000000048,0.6099999999999994,38.106,38.47,37.65,0.8200000000000003,0.4299999999999997,37.63,38.03,37.23,0.8000000000000043,0.3500000000000014,37.946,38.21,37.6,0.6099999999999994,0.13000000000000256,2103036,5077780,1071670,4006110,3887890
2016-03-20,37.682500000000005,38.17,37.11,1.0600000000000023,-1.0600000000000023,37.8575,38.17,37.53,0.6400000000000006,-0.6400000000000006,37.3725,37.88,36.87,1.0100000000000051,-1.0100000000000051,37.6075,38.03,37.21,0.8200000000000003,-0.5200000000000031,2439577,3207940,2000620,1207320,-123730
2016-03-27,37.854,38.14,37.5,0.6400000000000006,0.29999999999999716,38.174,38.43,37.82,0.6099999999999994,0.5300000000000011,37.69,37.95,37.41,0.5400000000000063,0.11999999999999744,38.018,38.35,37.67,0.6799999999999997,0.6700000000000017,2625958,3434670,1955110,1479560,-98300
2016-04-03,37.204,38.31,36.61,1.7000000000000028,-1.480000000000004,37.43,38.4,36.9,1.5,-0.9499999999999957,36.724000000000004,38.02,36.11,1.9100000000000037,-1.2100000000000009,37.01,38.03,36.51,1.5200000000000031,-1.1300000000000026,3659706,5541900,1383120,4158780,1070830
2016-04-10,37.722,38.63,36.94,1.6900000000000048,1.6900000000000048,38.174,38.7,37.43,1.2700000000000031,1.2700000000000031,37.58,38.19,36.94,1.25,1.25,37.95,38.58,37.13,1.4499999999999957,1.1999999999999957,2086270,2821740,1417410,1404330,-563120
2016-04-17,38.83,40.35,38.18,2.1700000000000017,2.1400000000000006,39.58,41.16,38.39,2.769999999999996,2.469999999999999,38.618,40.33,37.81,2.519999999999996,2.269999999999996,39.246,40.83,38.19,2.6400000000000006,2.3399999999999963,3157692,5590170,1324710,4265460,2032670
2016-04-24,40.834,41.09,40.51,0.5800000000000054,-0.28000000000000114,41.208,41.79,40.55,1.240000000000002,-0.2700000000000031,40.588,41.04,39.76,1.2800000000000011,-0.740000000000002,40.884,41.38,40.13,1.25,-0.6400000000000006,2901782,3602170,2443740,1158430,830110
2016-05-01,39.284,40.27,38.46,1.8100000000000023,-1.8100000000000023,39.618,40.45,39.3,1.1500000000000057,-1.1500000000000057,38.842,39.79,38.25,1.5399999999999991,-1.5399999999999991,39.242,39.92,38.8,1.1200000000000045,-0.6900000000000048,2839290,3548540,2313030,1235510,97950
2016-05-08,39.738,40.21,39.01,1.2000000000000028,1.2000000000000028,40.232,40.82,39.38,1.4399999999999977,1.4399999999999977,39.532000000000004,39.97,38.97,1.0,0.8000000000000043,39.902,40.32,39.25,1.0700000000000003,0.7199999999999989,2475674,3431400,1664370,1767030,318370
2016-05-15,41.464,42.3,40.06,2.239999999999995,2.239999999999995,42.346000000000004,42.89,42.1,0.7899999999999991,0.7899999999999991,41.236,42.29,39.82,2.469999999999999,2.469999999999999,42.096,42.85,41.8,1.0500000000000043,0.9400000000000048,4282422,5730780,2990230,2740550,-983540
2016-05-22,43.866,44.79,42.88,1.9099999999999966,1.4899999999999949,44.334,44.86,43.19,1.6700000000000017,1.4400000000000048,43.676,44.32,42.64,1.6799999999999997,1.6799999999999997,44.074,44.47,42.91,1.5600000000000023,1.5500000000000043,2869454,3506770,1953410,1553360,-1553360
2016-05-29,44.7175,45.21,44.13,1.0799999999999983,0.6799999999999997,45.075,45.32,44.65,0.6700000000000017,0.6000000000000014,44.355000000000004,44.74,43.84,0.8999999999999986,0.5399999999999991,44.942499999999995,45.25,44.4,0.8500000000000014,0.6700000000000017,3042832,4078820,2121590,1957230,-521150
2016-06-05,45.186,45.29,44.94,0.3500000000000014,0.020000000000003126,45.518,45.67,45.37,0.30000000000000426,0.30000000000000426,45.02,45.17,44.82,0.3500000000000014,0.1600000000000037,45.286,45.51,45.13,0.37999999999999545,0.17999999999999972,2824270,3172850,2365510,807340,-601460
2016-06-12,45.054,45.28,44.68,0.6000000000000014,-0.21999999999999886,45.304,45.61,45.08,0.5300000000000011,-0.5300000000000011,44.722,45.09,44.32,0.7700000000000031,-0.490000000000002,44.982,45.11,44.79,0.3200000000000003,-0.3200000000000003,2576174,3423100,2040870,1382230,-77630
2016-06-19,45.052,45.75,44.16,1.5900000000000034,-1.1300000000000026,45.324,45.82,44.54,1.2800000000000011,-1.0700000000000003,44.68,45.58,43.18,2.3999999999999986,-1.7199999999999989,44.876,45.81,43.34,2.469999999999999,-1.6199999999999974,3444114,8887510,1488720,7398790,6365780
2016-06-26,43.344,44.53,42.33,2.200000000000003,1.6600000000000037,43.812,45.15,42.72,2.4299999999999997,2.229999999999997,42.826,44.38,41.47,2.9100000000000037,2.9100000000000037,43.408,44.67,41.9,2.770000000000003,2.770000000000003,4065244,5789130,2084460,3704670,-2389600
2016-07-03,43.67,44.53,43.12,1.4100000000000037,-0.8000000000000043,44.035,44.62,43.35,1.269999999999996,0.0899999999999963,42.68,43.26,42.0,1.259999999999998,-1.259999999999998,43.665,44.56,43.3,1.2600000000000051,1.230000000000004,3748367,4759850,3152410,1607440,1239510
2016-07-10,45.118,45.56,44.76,0.8000000000000043,0.5399999999999991,45.338,45.8,45.05,0.75,0.28000000000000114,44.788,45.13,44.62,0.5100000000000051,0.13000000000000256,44.982,45.15,44.75,0.3999999999999986,0.240000000000002,2673898,3308910,1666130,1642780,1472950
2016-07-17,45.276,46.38,44.84,1.5399999999999991,1.220000000000006,46.14,47.71,45.11,2.6000000000000014,2.539999999999999,45.096,46.19,44.66,1.5300000000000011,1.3799999999999955,45.826,47.67,44.95,2.719999999999999,2.719999999999999,4243072,9195690,1476520,7719170,3674700
2016-07-24,47.316,47.65,46.89,0.759999999999998,-0.759999999999998,47.686,48.06,47.43,0.6300000000000026,0.00999999999999801,47.004,47.45,46.74,0.7100000000000009,0.0,47.394,47.65,47.06,0.5899999999999963,0.4099999999999966,2458852,3130820,1994480,1136340,-100130
2016-07-31,47.172,47.52,46.73,0.7900000000000063,-0.490000000000002,47.514,48.11,47.07,1.0399999999999991,-0.6000000000000014,46.704,47.1,46.35,0.75,-0.14000000000000057,47.162,47.67,46.72,0.9500000000000028,-0.21000000000000085,2493602,3362890,1371680,1991210,-1740980
2016-08-07,47.007999999999996,47.51,46.47,1.0399999999999991,-1.0399999999999991,47.11,47.78,46.47,1.3100000000000023,-1.3100000000000023,46.462,47.19,45.64,1.5499999999999972,-1.5499999999999972,46.678,47.3,45.87,1.4299999999999997,-1.4299999999999997,1764224,2689230,1175320,1513910,1247580
2016-08-14,46.244,46.88,45.91,0.970000000000006,0.970000000000006,46.672,47.34,46.29,1.0500000000000043,1.0200000000000031,45.96,46.72,45.56,1.1599999999999966,0.9499999999999957,46.525999999999996,47.08,46.03,1.0499999999999972,0.8500000000000014,2926266,3628890,1664720,1964170,1090010
2016-08-21,46.594,47.08,46.14,0.9399999999999977,-0.6999999999999957,46.982,47.59,46.48,1.1100000000000065,-0.5900000000000034,46.124,46.61,45.74,0.8699999999999974,-0.5499999999999972,46.378,47.25,45.76,1.490000000000002,-0.6700000000000017,4425234,6025150,2831820,3193330,765900
2016-08-28,46.306,47.63,45.79,1.8400000000000034,1.8400000000000034,46.982,48.23,46.44,1.7899999999999991,1.7399999999999949,46.13,47.46,45.61,1.8500000000000014,1.6700000000000017,46.61,47.74,45.74,2.0,1.3700000000000045,9686398,27850610,3536630,24313980,24313980
2016-09-04,47.894999999999996,48.83,47.51,1.3200000000000003,-0.0799999999999983,48.394999999999996,48.97,47.7,1.269999999999996,-1.269999999999996,46.822500000000005,47.27,45.7,1.5700000000000003,-1.5499999999999972,47.42,48.9,45.7,3.1999999999999957,-3.1999999999999957,10152250,12709690,6146420,6563270,6563270
2016-09-11,44.926,45.48,44.47,1.009999999999998,-0.8000000000000043,45.378,46.4,44.77,1.6299999999999955,-1.5,44.39,44.63,44.21,0.4200000000000017,-0.3300000000000054,44.862,46.1,44.28,1.8200000000000003,-1.5500000000000043,9394524,13340200,7276760,6063440,-4944450
2016-09-18,44.616,44.93,44.26,0.6700000000000017,0.04999999999999716,44.824,45.35,44.51,0.8400000000000034,0.14000000000000057,44.164,44.82,43.77,1.0499999999999972,0.5200000000000031,44.408,44.96,43.94,1.0200000000000031,0.18999999999999773,6566286,8083250,4841290,3241960,-1167480
2016-09-25,45.211999999999996,46.29,43.99,2.299999999999997,2.299999999999997,45.873999999999995,46.79,44.54,2.25,2.25,44.756,45.81,43.53,2.280000000000001,2.280000000000001,45.583999999999996,46.53,44.29,2.240000000000002,2.240000000000002,7325698,9520470,4386720,5133750,1982270
2016-10-02,45.98,46.4,45.61,0.7899999999999991,-0.5300000000000011,46.35,46.86,45.94,0.9200000000000017,-0.8800000000000026,45.518,46.21,45.24,0.9699999999999989,-0.9699999999999989,45.74,46.34,45.29,1.0500000000000043,-1.0500000000000043,4400748,4951310,3797200,1154110,-913500
2016-10-09,44.318,45.45,43.79,1.6600000000000037,-1.6500000000000057,44.626,45.65,43.93,1.7199999999999989,-1.3500000000000014,43.854,44.68,42.89,1.7899999999999991,-1.0200000000000031,44.108000000000004,44.74,43.49,1.25,-0.8599999999999994,4601016,5997070,3606130,2390940,1592240
2016-10-16,40.397999999999996,43.89,39.26,4.630000000000003,-4.630000000000003,40.79,44.81,39.52,5.289999999999999,-5.289999999999999,40.14,43.66,38.89,4.769999999999996,-4.769999999999996,40.358,43.74,39.35,4.390000000000001,-4.310000000000002,6565172,10730110,3719124,7010986,-7010986
2016-10-23,39.514,39.89,39.13,0.759999999999998,-0.5300000000000011,39.712,40.02,39.55,0.47000000000000597,-0.46000000000000085,39.19,39.55,38.97,0.5799999999999983,-0.5799999999999983,39.408,39.73,39.16,0.5700000000000003,-0.5700000000000003,4425710,6006887,3601973,2404914,2404914
2016-10-30,40.76,41.49,39.29,2.200000000000003,1.6799999999999997,41.308,41.64,40.65,0.990000000000002,0.5300000000000011,40.464,41.08,39.16,1.9200000000000017,1.490000000000002,40.924,41.35,40.32,1.0300000000000011,0.5600000000000023,8447553,16630562,4515132,12115430,-11268022
2016-11-06,43.488,45.03,41.6,3.4299999999999997,3.4299999999999997,44.274,45.31,42.03,3.280000000000001,3.240000000000002,42.906,44.11,41.27,2.8399999999999963,2.6599999999999966,43.752,45.25,41.57,3.6799999999999997,2.5899999999999963,9188867,12196069,6603748,5592321,-786006
2016-11-13,44.466,44.67,44.26,0.4100000000000037,0.35999999999999943,44.686,45.0,44.38,0.6199999999999974,0.4799999999999969,44.134,44.55,43.27,1.279999999999994,1.279999999999994,44.506,44.74,44.07,0.6700000000000017,0.6400000000000006,5085268,6311338,4424378,1886960,-1669516
2016-11-20,45.1525,45.65,44.78,0.8699999999999974,0.8699999999999974,45.4775,45.89,45.03,0.8599999999999994,0.8599999999999994,45.035,45.53,44.64,0.8900000000000006,0.8900000000000006,45.4,45.89,44.85,1.0399999999999991,1.0399999999999991,3528490,4570030,1412617,3157413,-3157413
2016-11-27,45.394,45.73,44.92,0.8099999999999952,-0.05999999999999517,45.89,46.17,45.78,0.39000000000000057,-0.39000000000000057,44.988,45.1,44.92,0.17999999999999972,0.01999999999999602,45.275999999999996,45.73,44.97,0.759999999999998,0.3500000000000014,5297854,6220382,4012877,2207505,-1449001
2016-12-04,44.394,45.39,43.68,1.7100000000000009,-1.7100000000000009,44.594,45.91,43.85,2.059999999999995,-2.059999999999995,43.744,44.55,43.41,1.1400000000000006,-1.0399999999999991,44.076,44.63,43.65,0.980000000000004,-0.9000000000000057,6748801,9801836,5066927,4734909,-1439450
2016-12-11,43.123999999999995,43.65,42.48,1.1700000000000017,-0.8500000000000014,43.5,43.85,42.67,1.1799999999999997,-1.1299999999999955,42.766,43.33,41.95,1.3799999999999955,-1.3099999999999952,42.864,43.44,42.08,1.3599999999999994,-1.3100000000000023,7280892,12472765,4725129,7747636,7747636
2016-12-18,42.64,43.0,42.09,0.9099999999999966,0.5699999999999932,42.964,43.49,42.48,1.0100000000000051,0.28000000000000114,42.354,42.8,41.93,0.8699999999999974,0.45000000000000284,42.62,42.87,42.31,0.5599999999999952,0.18999999999999773,4109855,5183759,2422552,2761207,-2385227
2016-12-25,42.144999999999996,42.53,41.8,0.730000000000004,-0.6500000000000057,42.3925,42.78,42.0,0.7800000000000011,-0.7000000000000028,41.61,42.27,40.99,1.2800000000000011,-1.2800000000000011,41.775,42.37,41.19,1.1799999999999997,-1.1799999999999997,3816939,4885590,3151407,1734183,1713273
2017-01-01,42.120000000000005,42.46,41.63,0.8299999999999983,0.3200000000000003,42.730000000000004,43.15,42.54,0.6099999999999994,0.6099999999999994,41.8625,42.23,41.47,0.759999999999998,0.480000000000004,42.4125,42.79,41.94,0.8500000000000014,0.35999999999999943,6439082,9454531,5106778,4347753,-3444356
2017-01-08,43.412,44.19,42.62,1.5700000000000003,1.1400000000000006,43.804,44.42,42.75,1.6700000000000017,1.25,43.056000000000004,43.63,42.35,1.2800000000000011,1.2800000000000011,43.548,44.08,42.6,1.4799999999999969,1.0599999999999952,7817082,14690571,3569930,11120641,1296302
2017-01-15,43.205,43.51,43.06,0.44999999999999574,-0.4099999999999966,43.4025,43.55,43.2,0.3499999999999943,-0.07000000000000028,42.7125,42.89,42.51,0.38000000000000256,-0.37000000000000455,42.9925,43.11,42.87,0.240000000000002,-0.21000000000000085,4467584,5968377,3193504,2774873,1258029
2017-01-22,43.82,44.63,42.7,1.9299999999999997,1.9299999999999997,44.230000000000004,44.7,43.27,1.4299999999999997,1.4299999999999997,43.48,43.95,42.65,1.3000000000000043,0.9699999999999989,43.882,44.3,43.24,1.0599999999999952,0.4899999999999949,4925893,5391522,4290781,1100741,-146622
2017-01-29,43.064,43.73,42.32,1.4099999999999966,-1.4099999999999966,43.384,44.54,42.57,1.9699999999999989,-1.1099999999999994,42.508,43.09,42.01,1.0800000000000054,-0.990000000000002,43.042,43.98,42.3,1.6799999999999997,-1.1100000000000065,7578088,10608813,4153610,6455203,1976402
2017-02-05,41.75,42.59,41.07,1.5200000000000031,-1.25,42.074,42.76,41.34,1.4199999999999946,-0.6899999999999977,41.192,42.01,40.81,1.1999999999999957,-0.8399999999999963,41.54,42.3,41.01,1.2899999999999991,-0.44999999999999574,6870879,8410645,5818972,2591673,-388046
2017-02-12,41.638,42.03,41.35,0.6799999999999997,-0.45000000000000284,41.914,42.14,41.73,0.4100000000000037,0.04999999999999716,41.2,41.6,40.63,0.9699999999999989,-0.1600000000000037,41.69,41.91,41.49,0.4199999999999946,0.1599999999999966,6196487,8504316,4764402,3739914,1230021
2017-02-19,42.05,42.37,41.38,0.9899999999999949,-0.6999999999999957,42.37,42.8,41.82,0.9799999999999969,-0.9799999999999969,41.655,41.99,41.25,0.740000000000002,-0.740000000000002,42.0275,42.63,41.49,1.1400000000000006,-0.8100000000000023,5266471,6770852,4387719,2383133,-1916461
2017-02-26,42.194,42.63,41.72,0.9100000000000037,0.480000000000004,42.524,42.85,42.23,0.6200000000000045,-0.04000000000000625,41.982,42.25,41.71,0.5399999999999991,0.13000000000000256,42.238,42.68,41.94,0.740000000000002,-0.17999999999999972,4411384,7027177,3279128,3748049,-349140
2017-03-05,41.422,41.65,41.1,0.5499999999999972,-0.5499999999999972,41.794,42.27,41.33,0.9400000000000048,0.44000000000000483,41.004,41.47,40.44,1.0300000000000011,-0.8399999999999963,41.284,41.76,40.82,0.9399999999999977,-0.5300000000000011,4513261,5340920,3810599,1530321,1167370
2017-03-12,41.418,42.14,40.81,1.3299999999999983,1.1499999999999986,41.792,42.45,41.14,1.3100000000000023,0.8000000000000043,41.156,41.69,40.67,1.019999999999996,1.019999999999996,41.56,41.97,40.89,1.0799999999999983,0.7299999999999969,5191116,7041170,3517576,3523594,1473556
2017-03-19,41.784,42.4,41.38,1.019999999999996,-0.509999999999998,42.086,42.56,41.45,1.1099999999999994,-1.0,41.284,41.78,40.79,0.990000000000002,-0.990000000000002,41.636,42.27,41.22,1.0500000000000043,-1.0500000000000043,5306867,7114036,3972395,3141641,719710
2017-03-26,41.622,42.18,40.83,1.3500000000000014,1.3200000000000003,42.122,42.4,41.52,0.8799999999999955,0.8599999999999994,41.444,41.97,40.66,1.3100000000000023,1.3100000000000023,41.922,42.25,41.36,0.8900000000000006,0.759999999999998,3609963,4177830,2945109,1232721,141279
2017-04-02,41.382,42.15,41.02,1.1299999999999955,-1.009999999999998,41.69,42.27,41.32,0.9500000000000028,-0.9500000000000028,40.932,40.98,40.88,0.09999999999999432,-0.09999999999999432,41.124,41.3,40.98,0.3200000000000003,-0.17999999999999972,3947489,5869763,3164764,2704999,-2587251
2017-04-09,41.04,41.19,40.84,0.3499999999999943,-0.18999999999999773,41.2525,41.46,41.01,0.45000000000000284,-0.45000000000000284,40.7975,40.98,40.6,0.37999999999999545,-0.3299999999999983,40.96,41.22,40.6,0.6199999999999974,-0.519999999999996,3360489,4184813,2526635,1658178,-771132
2017-04-16,41.272,41.7,40.63,1.0700000000000003,1.0700000000000003,41.696,42.16,41.12,1.0399999999999991,1.0399999999999991,41.072,41.59,40.36,1.230000000000004,1.230000000000004,41.498,42.04,41.09,0.9499999999999957,0.9499999999999957,3729345,4277077,2947836,1329241,-372262
2017-04-23,42.56,43.16,41.93,1.2299999999999969,-0.28000000000000114,43.006,43.61,42.28,1.3299999999999983,-0.8200000000000003,42.228,43.03,41.33,1.7000000000000028,-0.970000000000006,42.577999999999996,43.2,41.57,1.6300000000000026,-1.3399999999999963,5844860,7485695,4372460,3113235,777107
2017-04-30,41.6,41.77,41.34,0.4299999999999997,-0.19000000000000483,41.83,42.0,41.66,0.3400000000000034,0.14999999999999858,41.326,41.58,41.1,0.4799999999999969,0.25,41.604,41.97,41.46,0.509999999999998,0.46000000000000085,4410002,5670345,3219655,2450690,-2354417
2017-05-07,41.972,42.16,41.87,0.28999999999999915,-0.030000000000001137,42.228,42.47,42.1,0.36999999999999744,0.030000000000001137,41.796,41.9,41.65,0.25,-0.19000000000000483,42.077999999999996,42.41,41.91,0.5,0.01999999999999602,3735221,4423121,2620390,1802731,1719661
2017-05-14,41.892,42.61,41.38,1.2299999999999969,-0.21000000000000085,42.397999999999996,42.94,41.65,1.2899999999999991,0.21999999999999886,41.65,42.03,41.23,0.8000000000000043,-0.240000000000002,42.044000000000004,42.6,41.33,1.2700000000000031,0.14999999999999858,5576789,7334164,4339260,2994904,363421
2017-05-21,42.35,42.81,41.96,0.8500000000000014,-0.730000000000004,42.486000000000004,43.04,42.09,0.9499999999999957,-0.8399999999999963,42.03,42.6,41.74,0.8599999999999994,-0.6600000000000037,42.166,42.64,41.98,0.6600000000000037,-0.6099999999999994,3402817,4372385,2897693,1474692,363773
2017-05-28,42.0625,42.21,41.97,0.240000000000002,0.21999999999999886,42.2325,42.47,42.08,0.39000000000000057,0.39000000000000057,41.805,42.08,41.57,0.509999999999998,0.28999999999999915,42.0425,42.25,41.76,0.490000000000002,0.2700000000000031,3658048,4880327,2524950,2355377,566508
2017-06-04,41.496,42.07,41.09,0.9799999999999969,-0.9799999999999969,41.826,42.39,41.37,1.0200000000000031,-0.29999999999999716,41.214,42.03,40.78,1.25,-1.0900000000000034,41.56,42.07,41.16,0.9100000000000037,0.030000000000001137,5428507,6530274,3944191,2586083,-1445097
2017-06-11,41.742,42.01,41.43,0.5799999999999983,0.14999999999999858,42.026,42.14,41.95,0.18999999999999773,0.17999999999999972,41.464,41.62,41.23,0.39000000000000057,0.39000000000000057,41.81,41.94,41.47,0.46999999999999886,0.39000000000000057,5205917,7140442,4168296,2972146,-1973962
2017-06-18,41.974,42.3,41.41,0.8900000000000006,-0.20000000000000284,42.264,42.7,42.02,0.6799999999999997,-0.6799999999999997,41.674,42.14,41.28,0.8599999999999994,-0.46999999999999886,41.928,42.54,41.45,1.0899999999999963,-0.7199999999999989,6993998,16759588,3927762,12831826,11156961
2017-06-25,42.43,42.88,41.73,1.1500000000000057,1.0700000000000003,42.874,43.71,42.28,1.4299999999999997,1.2899999999999991,42.252,42.78,41.73,1.0500000000000043,1.0500000000000043,42.65,43.36,42.15,1.2100000000000009,1.0499999999999972,5276726,5918521,4371256,1547265,443212
2017-07-02,43.3825,43.61,43.14,0.46999999999999886,-0.46999999999999886,43.5675,43.74,43.32,0.4200000000000017,-0.4200000000000017,43.0925,43.21,43.01,0.20000000000000284,-0.10999999999999943,43.2575,43.57,43.05,0.5200000000000031,-0.09000000000000341,3037758,3759104,2697547,1061557,-173335
2017-07-09,43.327999999999996,43.55,43.15,0.3999999999999986,0.3999999999999986,43.764,44.09,43.46,0.6300000000000026,0.30000000000000426,43.184,43.38,42.87,0.5100000000000051,0.3200000000000003,43.455999999999996,43.87,43.08,0.7899999999999991,0.4899999999999949,3726030,5877472,2813370,3064102,278833
2017-07-16,44.016,44.16,43.84,0.3199999999999932,0.19999999999999574,44.186,44.27,44.08,0.19000000000000483,0.09000000000000341,43.838,43.9,43.78,0.11999999999999744,0.10999999999999943,44.108,44.19,44.0,0.18999999999999773,0.09999999999999432,3079454,3553421,2876943,676478,32696
2017-07-23,42.516,44.35,40.01,4.340000000000003,-4.060000000000002,42.688,44.37,40.2,4.169999999999995,-3.989999999999995,41.758,43.93,38.75,5.18,-5.0,42.256,44.18,39.64,4.539999999999999,-4.359999999999999,9563170,17869956,3308467,14561489,11163362
2017-07-30,39.22,39.64,38.6,1.0399999999999991,-0.21999999999999886,39.449999999999996,39.69,39.15,0.5399999999999991,-0.269999999999996,38.676,38.91,38.51,0.3999999999999986,0.259999999999998,39.14,39.46,38.75,0.7100000000000009,0.21999999999999886,6199200,8509206,4998570,3510636,-2069546
2017-08-06,39.312,39.71,39.0,0.7100000000000009,-0.20000000000000284,39.598,39.98,39.1,0.8799999999999955,-0.7800000000000011,39.068,39.41,38.65,0.759999999999998,-0.509999999999998,39.28,39.78,38.67,1.1099999999999994,-1.1099999999999994,4215412,5272855,2936758,2336097,-2099777
2017-08-13,37.932,38.95,36.87,2.0800000000000054,-2.0800000000000054,38.116,38.98,37.42,1.5599999999999952,-1.5599999999999952,37.444,38.54,36.74,1.7999999999999972,-1.7999999999999972,37.594,38.65,36.89,1.759999999999998,-1.6000000000000014,6897730,10463457,3155273,7308184,1368680
2017-08-20,38.274,38.87,37.15,1.7199999999999989,1.7199999999999989,38.856,39.12,38.65,0.46999999999999886,0.28999999999999915,38.066,38.72,37.14,1.5799999999999983,1.5799999999999983,38.574,38.83,38.27,0.5599999999999952,0.5599999999999952,7470405,13091925,3941935,9149990,-9149990
2017-08-27,39.11,39.67,38.7,0.9699999999999989,0.7600000000000051,39.432,40.07,38.88,1.1899999999999977,1.0799999999999983,38.903999999999996,39.49,38.48,1.0100000000000051,0.8800000000000026,39.242000000000004,39.89,38.75,1.1400000000000006,1.0499999999999972,4048951,7634270,2576848,5057422,1301275
2017-09-03,39.7325,40.04,39.2,0.8399999999999963,-0.6899999999999977,39.935,40.34,39.48,0.8600000000000065,-0.6400000000000006,39.3275,39.76,38.96,0.7999999999999972,-0.7999999999999972,39.4975,40.0,39.16,0.8400000000000034,-0.8400000000000034,4267641,5104074,3533524,1570550,96589
2017-09-10,39.734,40.08,39.34,0.7399999999999949,0.6799999999999997,40.012,40.11,39.65,0.46000000000000085,0.45000000000000284,39.492,39.7,39.07,0.6300000000000026,0.5899999999999963,39.842,40.1,39.4,0.7000000000000028,0.4100000000000037,4166145,6186135,2877219,3308916,1504340
2017-09-17,39.662,39.88,39.18,0.7000000000000028,-0.09000000000000341,39.964,40.32,39.64,0.6799999999999997,0.07000000000000028,39.282000000000004,39.51,38.95,0.5599999999999952,0.21000000000000085,39.646,39.98,39.04,0.9399999999999977,0.3200000000000003,4576392,5758707,2617293,3141414,-3141414
