Date,Global X China Industrials_etf_Open_average,Global X China Industrials_etf_Open_max,Global X China Industrials_etf_Open_min,Global X China Industrials_etf_Open_volatility,Global X China Industrials_etf_Open_change,Global X China Industrials_etf_High_average,Global X China Industrials_etf_High_max,Global X China Industrials_etf_High_min,Global X China Industrials_etf_High_volatility,Global X China Industrials_etf_High_change,Global X China Industrials_etf_Low_average,Global X China Industrials_etf_Low_max,Global X China Industrials_etf_Low_min,Global X China Industrials_etf_Low_volatility,Global X China Industrials_etf_Low_change,Global X China Industrials_etf_Close_average,Global X China Industrials_etf_Close_max,Global X China Industrials_etf_Close_min,Global X China Industrials_etf_Close_volatility,Global X China Industrials_etf_Close_change
2016-01-03,11.14,11.14,11.14,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2016-01-10,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2016-01-17,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2016-01-24,10.57,10.57,10.57,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2016-01-31,10.29,10.29,10.29,0.0,0.0,10.29,10.29,10.29,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2016-02-07,9.79,9.79,9.79,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2016-02-14,10.74,10.74,10.74,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2016-02-21,10.64,10.64,10.64,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2016-02-28,11.61,11.61,11.61,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2016-03-06,11.67,11.67,11.67,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.8,11.8,11.8,0.0,0.0
