Date,SFE_stock_Open_average,SFE_stock_Open_max,SFE_stock_Open_min,SFE_stock_Open_volatility,SFE_stock_Open_change,SFE_stock_High_average,SFE_stock_High_max,SFE_stock_High_min,SFE_stock_High_volatility,SFE_stock_High_change,SFE_stock_Low_average,SFE_stock_Low_max,SFE_stock_Low_min,SFE_stock_Low_volatility,SFE_stock_Low_change,SFE_stock_Close_average,SFE_stock_Close_max,SFE_stock_Close_min,SFE_stock_Close_volatility,SFE_stock_Close_change,SFE_stock_Volume_average,SFE_stock_Volume_max,SFE_stock_Volume_min,SFE_stock_Volume_volatility,SFE_stock_Volume_change
2016-01-03,13.772,14.19,13.14,1.049999999999999,-1.049999999999999,13.84,14.23,13.24,0.9900000000000002,-0.9900000000000002,13.558,13.97,13.0,0.9700000000000006,-0.8900000000000006,13.644,14.13,13.02,1.1100000000000012,-1.1100000000000012,86246,134893,48617,86276,59743
2016-01-10,12.741999999999999,13.04,12.31,0.7299999999999986,-0.6999999999999993,12.962,13.13,12.69,0.4400000000000013,-0.4400000000000013,12.288,12.86,11.4,1.459999999999999,-1.4100000000000001,12.532,12.94,11.8,1.1399999999999988,-1.08,128549,167514,87530,79984,20262
2016-01-17,11.945,12.34,11.6,0.7400000000000002,0.4900000000000002,12.285,12.49,12.13,0.35999999999999943,0.3100000000000005,11.805,12.25,11.4,0.8499999999999996,0.4900000000000002,12.100000000000001,12.46,11.83,0.6300000000000008,0.6300000000000008,96994,120427,71655,48772,-36618
2016-01-24,12.358,12.65,12.06,0.5899999999999999,0.20000000000000107,12.574,13.02,12.24,0.7799999999999994,0.5399999999999991,12.164,12.65,11.87,0.7800000000000011,0.7800000000000011,12.424,13.0,11.98,1.0199999999999996,1.0199999999999996,87897,127641,62909,64732,56515
2016-01-31,12.65,12.92,12.26,0.6600000000000001,-0.11999999999999922,12.94,13.27,12.51,0.7599999999999998,0.34999999999999964,12.398,12.71,12.2,0.5100000000000016,0.15000000000000036,12.578,12.81,12.34,0.47000000000000064,0.049999999999998934,83917,116322,55533,60789,-41254
2016-02-07,12.398,12.53,12.34,0.1899999999999995,0.1899999999999995,12.762,13.0,12.59,0.41000000000000014,0.39000000000000057,12.299999999999999,12.53,12.12,0.41000000000000014,0.41000000000000014,12.554,12.94,12.36,0.5800000000000001,0.4399999999999995,68700,81939,45953,35986,-35986
2016-02-14,12.7825,13.14,12.3,0.8399999999999999,-0.8099999999999987,12.8725,13.24,12.49,0.75,-0.6699999999999999,12.407499999999999,12.75,12.25,0.5,-0.5,12.555,13.06,12.29,0.7700000000000014,-0.7700000000000014,67262,103095,47042,56053,-12985
2016-02-21,12.074,12.41,11.79,0.620000000000001,-0.3200000000000003,12.25,12.41,12.15,0.2599999999999998,-0.2599999999999998,11.814,12.02,11.71,0.3099999999999987,-0.15000000000000036,12.040000000000001,12.23,11.88,0.34999999999999964,-0.19000000000000128,54903,69958,38108,31850,-6197
2016-02-28,12.148,12.47,11.93,0.5400000000000009,0.23999999999999844,12.428,12.88,12.08,0.8000000000000007,0.16999999999999993,11.852,12.14,11.58,0.5600000000000005,0.019999999999999574,12.154,12.71,11.82,0.8900000000000006,0.07000000000000028,83539,119260,33699,85561,-27996
2016-03-06,12.042,12.27,11.87,0.40000000000000036,0.10000000000000142,12.252,12.43,12.07,0.35999999999999943,-0.2699999999999996,11.927999999999999,12.18,11.81,0.3699999999999992,0.08000000000000007,12.102,12.38,11.86,0.5200000000000014,-0.2400000000000002,54334,64023,47831,16192,10268
2016-03-13,12.526,12.82,12.12,0.7000000000000011,0.7000000000000011,12.804,13.21,12.42,0.7900000000000009,0.7900000000000009,12.504,12.82,12.01,0.8100000000000005,0.8100000000000005,12.732,13.19,12.39,0.7999999999999989,0.7999999999999989,81676,187735,37459,150276,149423
2016-03-20,13.3,13.54,13.12,0.41999999999999993,-0.02000000000000135,13.48,13.69,13.12,0.5700000000000003,-0.41999999999999993,13.0675,13.16,12.92,0.2400000000000002,-0.13000000000000078,13.245,13.54,12.93,0.6099999999999994,-0.41999999999999993,59804,69557,55338,14219,734
2016-03-27,13.032,13.22,12.81,0.41000000000000014,0.10999999999999943,13.354000000000001,13.83,13.02,0.8100000000000005,0.8100000000000005,12.93,13.12,12.77,0.34999999999999964,0.3199999999999985,13.208,13.82,12.81,1.0099999999999998,1.0099999999999998,59538,93387,44105,49282,3513
2016-04-03,13.708,13.95,13.21,0.7399999999999984,0.11999999999999922,13.926,14.07,13.64,0.4299999999999997,0.019999999999999574,13.434,13.67,13.17,0.5,0.15000000000000036,13.688,14.02,13.21,0.8099999999999987,0.10000000000000142,50168,74730,24882,49848,-49848
2016-04-10,14.096,14.46,13.71,0.75,0.6000000000000014,14.344,14.68,14.02,0.6600000000000001,0.6600000000000001,13.98,14.35,13.6,0.75,0.75,14.174,14.46,13.67,0.7900000000000009,0.6999999999999993,38283,53862,23435,30427,-11136
2016-04-17,14.362,14.5,14.17,0.33000000000000007,0.21000000000000085,14.606,14.75,14.41,0.33999999999999986,0.20999999999999908,14.334,14.47,14.17,0.3000000000000007,0.25,14.506,14.67,14.32,0.34999999999999964,0.2599999999999998,22606,28234,17943,10291,3053
2016-04-24,14.318,14.6,13.92,0.6799999999999997,-0.6799999999999997,14.502,14.73,13.98,0.75,-0.7400000000000002,14.132,14.41,13.68,0.7300000000000004,-0.6600000000000001,14.252,14.64,13.8,0.8399999999999999,-0.6099999999999994,39229,50384,25864,24520,20183
