Date,ABCZY_stock_Open_average,ABCZY_stock_Open_max,ABCZY_stock_Open_min,ABCZY_stock_Open_volatility,ABCZY_stock_Open_change,ABCZY_stock_High_average,ABCZY_stock_High_max,ABCZY_stock_High_min,ABCZY_stock_High_volatility,ABCZY_stock_High_change,ABCZY_stock_Low_average,ABCZY_stock_Low_max,ABCZY_stock_Low_min,ABCZY_stock_Low_volatility,ABCZY_stock_Low_change,ABCZY_stock_Close_average,ABCZY_stock_Close_max,ABCZY_stock_Close_min,ABCZY_stock_Close_volatility,ABCZY_stock_Close_change,ABCZY_stock_Volume_average,ABCZY_stock_Volume_max,ABCZY_stock_Volume_min,ABCZY_stock_Volume_volatility,ABCZY_stock_Volume_change
2016-01-03,9.574,9.71,9.46,0.25,-0.1899999999999995,9.646,9.91,9.46,0.4499999999999993,-0.4499999999999993,9.564,9.71,9.46,0.25,-0.1399999999999988,9.646,9.91,9.46,0.4499999999999993,-0.4499999999999993,551,1027,108,919,40
2016-01-10,9.1475,9.31,8.98,0.33000000000000007,-0.33000000000000007,9.2875,9.53,9.04,0.4900000000000002,-0.2699999999999996,9.1475,9.31,8.98,0.33000000000000007,-0.33000000000000007,9.2875,9.53,9.04,0.4900000000000002,-0.2699999999999996,1838,5571,298,5273,-5138
2016-01-17,8.7275,8.93,8.58,0.34999999999999964,-0.17999999999999972,8.8875,9.1,8.75,0.34999999999999964,-0.34999999999999964,8.7275,8.93,8.58,0.34999999999999964,-0.17999999999999972,8.8875,9.1,8.75,0.34999999999999964,-0.34999999999999964,310,608,106,502,-106
2016-01-24,9.283999999999999,9.45,9.0,0.4499999999999993,0.33999999999999986,9.408,9.71,9.0,0.7100000000000009,0.33999999999999986,9.278,9.45,9.0,0.4499999999999993,0.33999999999999986,9.394,9.68,9.0,0.6799999999999997,0.33999999999999986,686,1812,228,1584,12
2016-01-31,9.24,9.45,8.93,0.5199999999999996,-0.3000000000000007,9.5575,9.77,9.45,0.3200000000000003,-0.06999999999999851,9.2325,9.45,8.93,0.5199999999999996,-0.2699999999999996,9.5575,9.77,9.45,0.3200000000000003,-0.06999999999999851,904,1992,163,1829,-1474
2016-02-07,8.6,8.65,8.55,0.09999999999999964,-0.049999999999998934,8.856666666666667,9.11,8.65,0.4599999999999991,-0.29999999999999893,8.57,8.65,8.51,0.14000000000000057,0.040000000000000924,8.856666666666667,9.11,8.65,0.4599999999999991,-0.29999999999999893,2484,5226,990,4236,-3988
2016-02-14,4.32,8.64,0.0,8.64,-8.64,4.32,8.64,0.0,8.64,-8.64,4.32,8.64,0.0,8.64,-8.64,4.32,8.64,0.0,8.64,-8.64,93,186,0,186,-186
2016-02-21,9.403333333333332,9.58,9.27,0.3100000000000005,0.22000000000000064,9.493333333333332,9.58,9.36,0.22000000000000064,0.22000000000000064,9.31,9.58,9.08,0.5,0.5,9.4,9.58,9.08,0.5,0.5,266,331,187,144,-144
2016-02-28,9.485,9.57,9.4,0.16999999999999993,0.16999999999999993,9.485,9.57,9.4,0.16999999999999993,0.16999999999999993,9.485,9.57,9.4,0.16999999999999993,0.16999999999999993,9.485,9.57,9.4,0.16999999999999993,0.16999999999999993,1168,2101,235,1866,1866
2016-03-06,8.615,8.63,8.6,0.030000000000001137,0.030000000000001137,8.615,8.63,8.6,0.030000000000001137,0.030000000000001137,8.600000000000001,8.63,8.57,0.0600000000000005,0.0600000000000005,8.600000000000001,8.63,8.57,0.0600000000000005,0.0600000000000005,1991,3640,342,3298,-3298
2016-03-13,8.306666666666667,8.64,8.08,0.5600000000000005,0.4400000000000013,8.39,8.89,8.08,0.8100000000000005,0.6900000000000013,8.306666666666667,8.64,8.08,0.5600000000000005,0.4400000000000013,8.39,8.89,8.08,0.8100000000000005,0.6900000000000013,400,446,341,105,-33
