Date,ProShares UltraShort MSCI JapanEtf_Open_average,ProShares UltraShort MSCI JapanEtf_Open_max,ProShares UltraShort MSCI JapanEtf_Open_min,ProShares UltraShort MSCI JapanEtf_Open_volatility,ProShares UltraShort MSCI JapanEtf_Open_change,ProShares UltraShort MSCI JapanEtf_High_average,ProShares UltraShort MSCI JapanEtf_High_max,ProShares UltraShort MSCI JapanEtf_High_min,ProShares UltraShort MSCI JapanEtf_High_volatility,ProShares UltraShort MSCI JapanEtf_High_change,ProShares UltraShort MSCI JapanEtf_Low_average,ProShares UltraShort MSCI JapanEtf_Low_max,ProShares UltraShort MSCI JapanEtf_Low_min,ProShares UltraShort MSCI JapanEtf_Low_volatility,ProShares UltraShort MSCI JapanEtf_Low_change,ProShares UltraShort MSCI JapanEtf_Close_average,ProShares UltraShort MSCI JapanEtf_Close_max,ProShares UltraShort MSCI JapanEtf_Close_min,ProShares UltraShort MSCI JapanEtf_Close_volatility,ProShares UltraShort MSCI JapanEtf_Close_change
2016-03-13,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2016-03-20,54.24,54.24,54.24,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2016-03-27,54.05,54.05,54.05,0.0,0.0,56.14,56.14,56.14,0.0,0.0,54.05,54.05,54.05,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2016-04-03,53.0,53.0,53.0,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.55,52.55,52.55,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2016-04-10,48.53,48.53,48.53,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2016-04-17,45.76,45.76,45.76,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2016-04-24,51.41,51.41,51.41,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2016-05-01,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2016-05-08,50.1,50.1,50.1,0.0,0.0,50.4,50.4,50.4,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2016-05-15,49.41,49.41,49.41,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2016-05-22,48.78,48.78,48.78,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2016-05-29,48.85,48.85,48.85,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2016-06-05,48.93,48.93,48.93,0.0,0.0,49.58,49.58,49.58,0.0,0.0,48.87,48.87,48.87,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2016-06-12,50.92,50.92,50.92,0.0,0.0,51.68,51.68,51.68,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2016-06-19,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,49.63,49.63,49.63,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2016-06-26,49.28,49.28,49.28,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2016-07-03,48.97,48.97,48.97,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2016-07-10,45.88,45.88,45.88,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2016-07-17,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2016-07-24,44.51,44.51,44.51,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2016-07-31,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2016-08-07,42.13,42.13,42.13,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2016-08-14,42.62,42.62,42.62,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2016-08-21,42.93,42.93,42.93,0.0,0.0,43.57,43.57,43.57,0.0,0.0,42.36,42.36,42.36,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2016-08-28,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2016-09-04,41.69,41.69,41.69,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.69,41.69,41.69,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2016-09-11,43.82,43.82,43.82,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2016-09-18,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2016-09-25,41.08,41.08,41.08,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2016-10-02,41.23,41.23,41.23,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2016-10-09,41.7,41.7,41.7,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-10-16,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2016-10-23,40.31,40.31,40.31,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2016-10-30,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2016-11-06,41.5,41.5,41.5,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2016-11-13,41.64,41.64,41.64,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2016-11-20,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2016-11-27,41.38,41.38,41.38,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2016-12-04,38.7,38.7,38.7,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-12-11,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2016-12-18,39.93,39.93,39.93,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2016-12-25,41.25,41.25,41.25,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-01-01,38.76,38.76,38.76,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2017-01-08,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2017-01-15,38.79,38.79,38.79,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2017-01-22,37.85,37.85,37.85,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2017-01-29,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2017-02-05,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2017-02-12,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2017-02-19,37.14,37.14,37.14,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2017-02-26,37.29,37.29,37.29,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2017-03-05,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2017-03-12,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2017-03-19,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2017-03-26,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2017-04-02,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2017-04-09,38.18,38.18,38.18,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-04-16,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2017-04-23,36.5,36.5,36.5,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2017-04-30,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2017-05-07,35.79,35.79,35.79,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2017-05-14,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-05-21,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2017-05-28,33.0,33.0,33.0,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2017-06-04,33.31,33.31,33.31,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2017-06-11,33.61,33.61,33.61,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2017-06-18,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2017-06-25,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2017-07-02,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2017-07-09,33.61,33.61,33.61,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-07-16,32.85,32.85,32.85,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2017-07-23,32.6,32.6,32.6,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2017-07-30,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2017-08-06,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2017-08-13,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2017-08-20,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2017-08-27,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2017-09-03,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2017-09-10,31.74,31.74,31.74,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2017-09-17,31.39,31.39,31.39,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2017-09-24,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2017-10-01,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2017-10-08,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2017-10-15,29.35,29.35,29.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2017-10-22,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-10-29,27.61,27.61,27.61,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-11-05,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-11-12,27.91,27.91,27.91,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2017-11-19,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2017-11-26,26.86,26.86,26.86,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.86,26.86,26.86,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2017-12-03,26.94,26.94,26.94,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2017-12-10,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-12-17,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2017-12-24,26.35,26.35,26.35,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2017-12-31,24.78,24.78,24.78,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.87,24.87,24.87,0.0,0.0
