Date,LOPE_stock_Open_average,LOPE_stock_Open_max,LOPE_stock_Open_min,LOPE_stock_Open_volatility,LOPE_stock_Open_change,LOPE_stock_High_average,LOPE_stock_High_max,LOPE_stock_High_min,LOPE_stock_High_volatility,LOPE_stock_High_change,LOPE_stock_Low_average,LOPE_stock_Low_max,LOPE_stock_Low_min,LOPE_stock_Low_volatility,LOPE_stock_Low_change,LOPE_stock_Close_average,LOPE_stock_Close_max,LOPE_stock_Close_min,LOPE_stock_Close_volatility,LOPE_stock_Close_change,LOPE_stock_Volume_average,LOPE_stock_Volume_max,LOPE_stock_Volume_min,LOPE_stock_Volume_volatility,LOPE_stock_Volume_change
2016-01-03,37.744,39.57,36.22,3.3500000000000014,-3.3500000000000014,38.006,39.57,36.83,2.740000000000002,-2.539999999999999,36.839999999999996,38.17,35.23,2.940000000000005,-2.480000000000004,37.222,38.58,36.01,2.5700000000000003,-2.5700000000000003,322469,360530,252756,107774,1189
2016-01-10,36.052,36.72,35.06,1.6599999999999966,-1.3499999999999943,36.592,37.17,36.1,1.0700000000000003,-0.30999999999999517,35.524,35.82,35.06,0.759999999999998,-0.5799999999999983,36.034,36.58,35.6,0.9799999999999969,0.11999999999999744,260880,274436,243927,30509,-21784
2016-01-17,37.0075,37.94,36.43,1.509999999999998,1.4699999999999989,37.9,38.47,37.5,0.9699999999999989,0.9699999999999989,36.629999999999995,37.65,35.92,1.7299999999999969,1.6000000000000014,37.3625,37.92,36.84,1.0799999999999983,1.0799999999999983,293055,460109,231086,229023,-229023
2016-01-24,37.228,37.74,36.41,1.3300000000000054,-1.3300000000000054,37.832,38.44,36.85,1.5899999999999963,-0.29999999999999716,36.664,37.31,36.17,1.1400000000000006,-0.9000000000000057,37.122,37.66,36.37,1.2899999999999991,0.1599999999999966,260673,319158,144944,174214,57015
2016-01-31,36.558,37.53,35.32,2.210000000000001,-2.210000000000001,36.89,37.92,35.47,2.450000000000003,-2.450000000000003,35.79,36.96,34.35,2.6099999999999994,-2.6099999999999994,36.066,37.59,34.36,3.230000000000004,-3.230000000000004,250161,334506,183990,150516,26534
2016-02-07,34.238,34.71,33.61,1.1000000000000014,-0.21999999999999886,34.968,35.28,34.36,0.9200000000000017,-0.04999999999999716,32.916,34.08,31.12,2.9599999999999973,2.7300000000000004,34.276,34.92,33.74,1.1799999999999997,-0.8700000000000045,292549,477576,185815,291761,-124058
2016-02-14,36.495,38.98,34.35,4.6299999999999955,3.8399999999999963,36.945,40.0,34.55,5.450000000000003,3.8699999999999974,34.917500000000004,37.59,33.2,4.390000000000001,4.390000000000001,36.057500000000005,38.24,33.63,4.609999999999999,4.060000000000002,772038,1392542,395006,997536,285276
2016-02-21,38.24333333333333,38.65,37.22,1.4299999999999997,0.18999999999999773,38.76833333333333,39.12,38.5,0.6199999999999974,-0.6199999999999974,37.59,38.49,35.71,2.780000000000001,0.240000000000002,38.413333333333334,38.9,38.0,0.8999999999999986,-0.4099999999999966,237025,421781,155116,266665,-266665
2016-02-28,39.96,41.5,38.49,3.009999999999998,3.009999999999998,40.726,41.71,39.1,2.6099999999999994,2.6099999999999994,39.064,39.94,38.18,1.759999999999998,-0.2700000000000031,40.296,41.39,38.98,2.4100000000000037,1.230000000000004,611989,1105798,310367,795431,718872
2016-03-06,41.754,42.23,41.3,0.9299999999999997,0.9299999999999997,42.246,42.5,42.01,0.490000000000002,0.00999999999999801,41.262,41.65,40.89,0.759999999999998,0.759999999999998,41.854,42.23,41.3,0.9299999999999997,0.0799999999999983,554769,694553,366625,327928,-33083
2016-03-13,42.064,42.92,41.49,1.4299999999999997,1.1200000000000045,42.934,43.37,42.11,1.259999999999998,0.0799999999999983,41.46,41.62,41.21,0.4099999999999966,0.01999999999999602,42.33,42.82,41.49,1.3299999999999983,-0.04999999999999716,327891,511777,176010,335767,-132347
2016-03-20,42.18,42.57,41.45,1.1199999999999974,-1.1199999999999974,42.695,43.18,42.25,0.9299999999999997,-0.9299999999999997,41.8125,42.36,41.23,1.1300000000000026,-1.1300000000000026,42.307500000000005,43.01,41.74,1.269999999999996,-0.769999999999996,225174,268075,193699,74376,25164
2016-03-27,42.354,42.84,41.9,0.9400000000000048,0.10999999999999943,42.858,43.13,42.32,0.8100000000000023,0.7199999999999989,42.046,42.38,41.7,0.6799999999999997,0.519999999999996,42.606,43.0,41.86,1.1400000000000006,1.1400000000000006,203128,272463,166505,105958,94713
2016-04-03,42.808,43.13,42.62,0.5100000000000051,-0.5100000000000051,43.302,43.58,42.89,0.6899999999999977,-0.6899999999999977,42.508,42.94,42.25,0.6899999999999977,-0.6299999999999955,42.73,43.04,42.41,0.6300000000000026,-0.480000000000004,308900,449214,183029,266185,-266185
2016-04-10,42.81,43.58,42.39,1.1899999999999977,0.10999999999999943,43.234,43.58,42.78,0.7999999999999972,0.75,42.49,42.85,42.18,0.6700000000000017,0.4399999999999977,42.966,43.52,42.4,1.1200000000000045,1.1200000000000045,175639,217887,140825,77062,68559
2016-04-17,43.734,44.19,43.25,0.9399999999999977,-0.18999999999999773,44.224000000000004,44.59,43.61,0.980000000000004,0.3999999999999986,43.362,43.61,43.07,0.5399999999999991,0.17999999999999972,43.827999999999996,44.19,43.44,0.75,0.17999999999999972,239063,333767,127299,206468,5300
2016-04-24,44.364,44.68,44.06,0.6199999999999974,0.060000000000002274,44.656,45.02,44.26,0.7600000000000051,0.09000000000000341,43.86,44.3,43.36,0.9399999999999977,-0.020000000000003126,44.312,44.95,43.73,1.220000000000006,-0.14000000000000057,302165,367859,225135,142724,142051
2016-05-01,43.467999999999996,44.11,42.89,1.2199999999999989,-1.2199999999999989,44.076,44.41,43.59,0.8199999999999932,-0.29999999999999716,42.914,43.89,42.19,1.7000000000000028,-1.7000000000000028,43.486,44.05,42.81,1.2399999999999949,-0.11999999999999744,264558,383338,201312,182026,74850
2016-05-08,42.58,43.8,41.69,2.1099999999999994,-2.1099999999999994,42.998,44.87,41.82,3.049999999999997,-3.049999999999997,41.276,43.42,38.81,4.609999999999999,-2.1099999999999994,42.238,44.17,41.55,2.6200000000000045,-2.6200000000000045,556524,917729,339815,577914,-186301
2016-05-15,41.512,41.77,41.31,0.46000000000000085,-0.35999999999999943,41.834,42.06,41.74,0.3200000000000003,-0.28000000000000114,41.076,41.16,40.88,0.27999999999999403,0.02999999999999403,41.504,41.84,41.26,0.5800000000000054,-0.37000000000000455,223942,273167,153494,119673,-78673
2016-05-22,41.566,41.83,41.28,0.5499999999999972,-0.3500000000000014,41.938,42.05,41.74,0.30999999999999517,0.00999999999999801,41.246,41.46,41.09,0.36999999999999744,0.020000000000003126,41.674,41.99,41.47,0.5200000000000031,0.5200000000000031,234585,386325,119198,267127,-16915
2016-05-29,41.6625,41.92,41.43,0.490000000000002,-0.38000000000000256,41.9175,42.27,41.73,0.5400000000000063,-0.4000000000000057,41.28,41.64,41.14,0.5,-0.490000000000002,41.7225,41.76,41.7,0.05999999999999517,-0.03999999999999915,259183,407862,121842,286020,-69967
2016-06-05,41.812,42.26,41.47,0.7899999999999991,0.10000000000000142,42.338,42.55,42.15,0.3999999999999986,0.240000000000002,41.584,41.97,41.31,0.6599999999999966,0.11999999999999744,41.996,42.36,41.77,0.5899999999999963,0.10999999999999943,248901,428643,131446,297197,195085
2016-06-12,41.618,41.94,41.16,0.7800000000000011,0.00999999999999801,41.908,42.12,41.49,0.6299999999999955,0.04999999999999716,41.262,41.35,41.09,0.259999999999998,0.07000000000000028,41.498,41.84,41.32,0.5200000000000031,0.060000000000002274,261171,396409,181805,214604,119971
2016-06-19,41.102,41.92,39.66,2.260000000000005,-2.260000000000005,41.414,42.05,39.97,2.0799999999999983,-2.0799999999999983,40.6,41.7,39.12,2.5800000000000054,-2.5800000000000054,40.758,41.81,39.3,2.510000000000005,-2.510000000000005,242609,376122,140363,235759,164750
2016-06-26,39.004,39.85,38.46,1.3900000000000006,0.8100000000000023,39.514,40.45,38.84,1.6099999999999994,1.4100000000000037,38.714,39.85,37.94,1.9100000000000037,1.5900000000000034,39.144,40.32,38.03,2.289999999999999,1.9399999999999977,251651,323424,197996,125428,-52395
2016-07-03,39.5125,40.28,39.02,1.259999999999998,-0.6799999999999997,39.945,40.43,39.24,1.1899999999999977,-0.14000000000000057,39.0225,39.34,38.81,0.5300000000000011,0.4000000000000057,39.3575,39.99,39.09,0.8999999999999986,0.8999999999999986,242099,412614,97275,315339,-179164
2016-07-10,41.455999999999996,42.55,40.03,2.519999999999996,2.519999999999996,41.94,42.55,40.81,1.7399999999999949,1.7399999999999949,40.806,41.78,40.03,1.75,0.269999999999996,41.624,42.34,40.38,1.9600000000000009,1.4799999999999969,272386,399041,165574,233467,-48515
2016-07-17,42.12,42.37,41.84,0.529999999999994,0.28999999999999915,42.544,42.81,42.3,0.5100000000000051,0.22000000000000597,41.812,42.04,41.52,0.519999999999996,0.259999999999998,42.15,42.34,42.08,0.2600000000000051,0.05000000000000426,162389,197062,140940,56122,47069
2016-07-24,42.008,42.39,41.68,0.7100000000000009,-0.13000000000000256,42.366,42.5,42.07,0.4299999999999997,0.39000000000000057,41.492,41.69,40.89,0.7999999999999972,-0.10999999999999943,42.096,42.5,41.79,0.7100000000000009,0.2700000000000031,197634,221293,158612,62681,7813
2016-07-31,42.064,42.49,41.75,0.740000000000002,0.5200000000000031,42.452,43.97,41.88,2.0899999999999963,1.769999999999996,41.292,41.68,40.61,1.0700000000000003,-0.9500000000000028,42.19,43.8,41.66,2.1400000000000006,1.769999999999996,217214,405601,160078,245523,245523
2016-08-07,43.576,44.07,43.03,1.0399999999999991,-0.8400000000000034,44.184,44.98,43.6,1.3799999999999955,0.4799999999999969,43.122,43.64,42.81,0.8299999999999983,-0.8299999999999983,43.506,44.37,42.86,1.509999999999998,-1.0,316799,586597,174979,411618,-206521
2016-08-14,42.672000000000004,43.52,42.06,1.4600000000000009,-1.4600000000000009,43.112,43.95,42.6,1.3500000000000014,-0.990000000000002,42.15,42.91,41.88,1.029999999999994,-0.9899999999999949,42.586,42.98,42.25,0.7299999999999969,-0.18999999999999773,306400,594747,208562,386185,356742
2016-08-21,42.698,43.07,42.29,0.7800000000000011,0.21999999999999886,43.006,43.21,42.8,0.4100000000000037,-0.12000000000000455,42.314,42.63,41.74,0.8900000000000006,-0.5499999999999972,42.574,43.05,41.95,1.0999999999999943,-0.6599999999999966,264484,336217,175663,160554,160554
2016-08-28,41.82,42.07,41.58,0.490000000000002,-0.35999999999999943,42.024,42.14,41.91,0.23000000000000398,-0.07000000000000028,41.326,41.63,40.74,0.8900000000000006,0.12999999999999545,41.744,42.08,41.53,0.5499999999999972,-0.22999999999999687,267081,426450,144268,282182,-267711
2016-09-04,41.4575,41.7,41.27,0.4299999999999997,-0.4299999999999997,41.5925,41.77,41.37,0.4000000000000057,-0.4000000000000057,40.985,41.25,40.38,0.8699999999999974,-0.8699999999999974,41.225,41.57,40.4,1.1700000000000017,-1.1099999999999994,153409,171338,136130,35208,-31750
2016-09-11,40.396,41.1,39.89,1.2100000000000009,0.8700000000000045,40.858,41.1,40.42,0.6799999999999997,0.19000000000000483,39.7,40.19,39.07,1.1199999999999974,-1.1199999999999974,40.45,41.02,39.8,1.220000000000006,-0.5900000000000034,192212,255432,109474,145958,90491
2016-09-18,40.39,40.89,39.89,1.0,0.4299999999999997,40.69,41.05,40.31,0.7399999999999949,0.35999999999999943,40.06,40.39,39.64,0.75,0.3400000000000034,40.37,41.03,39.9,1.1300000000000026,0.23000000000000398,154690,212572,87269,125303,96133
2016-09-25,40.23,40.33,40.07,0.259999999999998,-0.1599999999999966,40.6,40.91,40.4,0.509999999999998,-0.25,39.83,39.9,39.69,0.21000000000000085,-0.01999999999999602,40.234,40.39,39.93,0.46000000000000085,0.03999999999999915,228925,292528,132556,159972,591
2016-10-02,40.358,40.69,39.99,0.6999999999999957,0.35999999999999943,40.79,41.04,40.42,0.6199999999999974,0.46000000000000085,40.06,40.5,39.68,0.8200000000000003,0.17999999999999972,40.39,40.71,40.04,0.6700000000000017,0.4299999999999997,246171,322245,177596,144649,56533
2016-10-09,40.692,40.99,40.29,0.7000000000000028,0.04000000000000625,41.012,41.18,40.66,0.5200000000000031,-0.21999999999999886,40.48,40.73,40.02,0.7099999999999937,-0.17999999999999972,40.668,40.99,40.5,0.490000000000002,-0.44000000000000483,161436,198345,139650,58695,-28421
2016-10-16,40.97,41.28,40.5,0.7800000000000011,0.5,41.304,41.5,40.85,0.6499999999999986,0.5499999999999972,40.66,40.89,40.18,0.7100000000000009,0.7100000000000009,41.088,41.36,40.79,0.5700000000000003,0.3400000000000034,166306,182916,128666,54250,-37185
2016-10-23,41.948,42.83,41.31,1.519999999999996,1.519999999999996,42.59,43.47,41.8,1.6700000000000017,1.3799999999999955,41.752,42.81,40.93,1.8800000000000026,1.8800000000000026,42.346000000000004,43.06,41.59,1.4699999999999989,1.4699999999999989,199471,316159,125200,190959,54313
2016-10-30,44.684,47.19,43.06,4.1299999999999955,4.1299999999999955,46.048,49.18,43.81,5.369999999999997,5.219999999999999,43.996,47.06,42.08,4.980000000000004,4.980000000000004,45.316,48.41,43.32,5.089999999999996,4.769999999999996,602387,1253018,198379,1054639,411422
2016-11-06,50.032000000000004,53.66,47.61,6.049999999999997,3.3200000000000003,52.016,54.8,48.32,6.479999999999997,5.589999999999996,49.153999999999996,52.12,47.61,4.509999999999998,2.559999999999995,51.2,54.0,47.9,6.100000000000001,5.82,767393,1025729,473139,552590,99300
2016-11-13,55.654,57.1,54.73,2.3700000000000045,1.3600000000000065,56.702,57.47,55.86,1.6099999999999994,0.6400000000000006,55.154,56.13,54.13,2.0,1.1999999999999957,56.146,57.08,54.97,2.1099999999999994,1.4299999999999997,633399,1061358,514795,546563,527166
2016-11-20,56.5925,57.12,56.35,0.769999999999996,0.769999999999996,57.305,58.35,56.82,1.5300000000000011,1.5300000000000011,56.22,56.81,55.68,1.1300000000000026,1.1300000000000026,57.010000000000005,58.14,56.34,1.7999999999999972,1.7999999999999972,333461,425753,222833,202920,-57516
2016-11-27,57.366,58.37,56.93,1.4399999999999977,-0.9499999999999957,57.772,58.4,57.26,1.1400000000000006,-0.759999999999998,56.608,56.95,56.4,0.5500000000000043,-0.5500000000000043,57.162,57.65,56.92,0.7299999999999969,-0.060000000000002274,399177,545615,300900,244715,14685
2016-12-04,59.217999999999996,61.04,57.57,3.469999999999999,3.469999999999999,60.356,61.8,58.53,3.269999999999996,3.269999999999996,58.758,60.05,57.35,2.6999999999999957,2.6999999999999957,59.766,60.78,57.9,2.8800000000000026,2.5500000000000043,337390,394682,272292,122390,67718
2016-12-11,58.775999999999996,60.21,57.73,2.480000000000004,-1.2800000000000011,59.36,60.21,58.33,1.8800000000000026,-1.0600000000000023,57.708,58.21,57.04,1.1700000000000017,-0.3299999999999983,58.348,58.7,57.54,1.1600000000000037,-0.12000000000000455,384470,419202,344756,74446,-3938
2016-12-18,59.14,59.47,58.86,0.6099999999999994,0.060000000000002274,59.448,59.93,59.12,0.8100000000000023,0.17999999999999972,58.608000000000004,58.99,58.35,0.6400000000000006,0.269999999999996,59.094,59.5,58.71,0.7899999999999991,0.259999999999998,166480,244074,119929,124145,-29536
2016-12-25,59.4775,60.22,58.95,1.269999999999996,-0.7199999999999989,59.9375,60.75,58.95,1.7999999999999972,-1.509999999999998,58.5725,59.22,57.82,1.3999999999999986,-1.3999999999999986,59.1125,60.25,58.45,1.7999999999999972,-1.7999999999999972,195654,274044,133434,140610,61334
2017-01-01,58.6725,58.81,58.57,0.240000000000002,0.1700000000000017,59.135000000000005,59.52,58.8,0.720000000000006,0.29000000000000625,58.195,58.5,57.59,0.9099999999999966,0.7899999999999991,58.685,58.94,58.38,0.5599999999999952,0.37999999999999545,260740,319709,212235,107474,107474
2017-01-08,59.18,59.57,58.48,1.0900000000000034,0.490000000000002,59.742,60.13,59.29,0.8400000000000034,0.35999999999999943,58.605999999999995,58.91,58.19,0.7199999999999989,0.6000000000000014,59.22,59.78,58.91,0.8700000000000045,-0.1599999999999966,245064,359875,149043,210832,-200719
2017-01-15,58.0975,58.8,57.59,1.2099999999999937,-1.2099999999999937,58.6425,59.27,58.15,1.1200000000000045,-0.970000000000006,57.3725,57.56,57.15,0.4100000000000037,-0.21999999999999886,57.81,58.08,57.61,0.46999999999999886,0.3299999999999983,232330,253594,201057,52537,-38185
2017-01-22,57.806,58.16,57.11,1.0499999999999972,-0.020000000000003126,58.184,58.47,57.82,0.6499999999999986,0.060000000000002274,57.326,57.7,56.81,0.8900000000000006,0.769999999999996,57.746,58.16,57.17,0.9899999999999949,0.5799999999999983,242727,474869,111764,363105,-111407
