Date,INFI_stock_Open_average,INFI_stock_Open_max,INFI_stock_Open_min,INFI_stock_Open_volatility,INFI_stock_Open_change,INFI_stock_High_average,INFI_stock_High_max,INFI_stock_High_min,INFI_stock_High_volatility,INFI_stock_High_change,INFI_stock_Low_average,INFI_stock_Low_max,INFI_stock_Low_min,INFI_stock_Low_volatility,INFI_stock_Low_change,INFI_stock_Close_average,INFI_stock_Close_max,INFI_stock_Close_min,INFI_stock_Close_volatility,INFI_stock_Close_change,INFI_stock_Volume_average,INFI_stock_Volume_max,INFI_stock_Volume_min,INFI_stock_Volume_volatility,INFI_stock_Volume_change
2016-01-03,7.0280000000000005,7.7,6.51,1.1900000000000004,-0.96,7.348,8.16,6.88,1.2800000000000002,-1.2800000000000002,6.5280000000000005,6.87,6.28,0.5899999999999999,0.0600000000000005,6.884,7.44,6.68,0.7600000000000007,-0.23000000000000043,1471547,2000029,1017188,982841,-982841
2016-01-10,6.272,6.78,5.97,0.8100000000000005,-0.6600000000000001,6.54,6.89,6.32,0.5699999999999994,-0.5699999999999994,5.83,5.88,5.77,0.11000000000000032,0.0600000000000005,6.16,6.3,5.94,0.35999999999999943,0.20999999999999996,1037633,1271664,843636,428028,246681
2016-01-17,6.362500000000001,6.62,5.98,0.6399999999999997,0.25,6.6975,6.89,6.5,0.3899999999999997,0.3899999999999997,6.1025,6.44,5.8,0.6400000000000006,0.34999999999999964,6.42,6.57,6.15,0.41999999999999993,0.41999999999999993,804347,1114833,609677,505156,-204572
2016-01-24,6.524,6.78,6.18,0.6000000000000005,-0.3799999999999999,6.7540000000000004,7.07,6.28,0.79,-0.79,6.244,6.54,5.97,0.5700000000000003,-0.5599999999999996,6.422,6.8,6.14,0.6600000000000001,-0.40000000000000036,738666,867829,588566,279263,-2640
2016-01-31,5.982,6.17,5.83,0.33999999999999986,-0.2400000000000002,6.156,6.44,6.0,0.4400000000000004,-0.4200000000000008,5.736,5.83,5.55,0.28000000000000025,-0.17999999999999972,5.932,6.22,5.72,0.5,-0.5,583484,637640,534149,103491,-103491
2016-02-07,5.582,5.67,5.39,0.28000000000000025,0.010000000000000675,5.848,6.07,5.66,0.41000000000000014,0.1299999999999999,5.33,5.51,5.24,0.2699999999999996,0.08000000000000007,5.648,5.92,5.49,0.4299999999999997,0.4299999999999997,491921,710291,355433,354858,-277047
2016-02-14,6.085,6.37,5.89,0.4800000000000004,-0.1299999999999999,6.3825,6.83,6.07,0.7599999999999998,0.13999999999999968,5.875,6.06,5.72,0.33999999999999986,-0.1200000000000001,6.112500000000001,6.36,5.9,0.45999999999999996,0.20999999999999996,533778,938093,318621,619472,-90352
2016-02-21,6.055,6.25,5.7,0.5499999999999998,-0.04999999999999982,6.258333333333334,6.42,6.2,0.21999999999999975,-0.21999999999999975,5.796666666666667,6.2,5.17,1.0300000000000002,0.2599999999999998,6.025,6.21,5.63,0.5800000000000001,0.1200000000000001,575859,889588,392144,497444,-35996
2016-02-28,6.34,6.66,5.87,0.79,0.45999999999999996,6.548,6.94,6.0,0.9400000000000004,0.6900000000000004,6.072,6.45,5.73,0.7199999999999998,0.6800000000000006,6.324,6.68,5.78,0.8999999999999995,0.8099999999999996,716881,1278205,533002,745203,17151
2016-03-06,6.47,6.88,6.21,0.6699999999999999,-0.16999999999999993,6.644,6.96,6.39,0.5700000000000003,-0.5700000000000003,6.176,6.5,5.93,0.5700000000000003,-0.41000000000000014,6.394,6.94,6.18,0.7600000000000007,-0.6900000000000004,674027,790683,465327,325356,-195145
