Date,MOGa_stock_Open_average,MOGa_stock_Open_max,MOGa_stock_Open_min,MOGa_stock_Open_volatility,MOGa_stock_Open_change,MOGa_stock_High_average,MOGa_stock_High_max,MOGa_stock_High_min,MOGa_stock_High_volatility,MOGa_stock_High_change,MOGa_stock_Low_average,MOGa_stock_Low_max,MOGa_stock_Low_min,MOGa_stock_Low_volatility,MOGa_stock_Low_change,MOGa_stock_Close_average,MOGa_stock_Close_max,MOGa_stock_Close_min,MOGa_stock_Close_volatility,MOGa_stock_Close_change,MOGa_stock_Volume_average,MOGa_stock_Volume_max,MOGa_stock_Volume_min,MOGa_stock_Volume_volatility,MOGa_stock_Volume_change
2016-01-03,57.906,59.38,56.65,2.730000000000004,-1.5300000000000011,58.28,59.66,56.97,2.6899999999999977,-1.8099999999999952,56.576,58.02,55.19,2.8300000000000054,-2.8300000000000054,56.98,58.11,55.37,2.740000000000002,-2.740000000000002,180386,218802,122444,96358,-644
2016-01-10,54.722,55.95,52.14,3.8100000000000023,-3.8100000000000023,55.076,56.08,52.92,3.1599999999999966,-3.1599999999999966,53.27,54.77,51.02,3.75,-3.75,54.194,55.79,52.62,3.1700000000000017,-2.539999999999999,169519,290362,119458,170904,170904
2016-01-17,52.8425,53.54,51.74,1.7999999999999972,0.5700000000000003,53.730000000000004,54.68,52.97,1.7100000000000009,1.7100000000000009,51.9825,53.24,50.78,2.460000000000001,1.6400000000000006,53.225,54.65,52.4,2.25,2.25,163740,181643,116174,65469,-64318
2016-01-24,53.892,55.33,50.0,5.329999999999998,-4.579999999999998,54.480000000000004,55.85,50.64,5.210000000000001,-3.9399999999999977,52.288,54.7,44.82,9.880000000000003,-8.799999999999997,53.216,55.68,46.33,9.350000000000001,-7.609999999999999,251300,569084,129334,439750,381806
2016-01-31,41.75,45.22,39.94,5.280000000000001,-5.280000000000001,42.342,45.91,40.38,5.529999999999994,-4.509999999999998,40.292,42.83,39.35,3.479999999999997,-3.479999999999997,40.763999999999996,43.03,39.91,3.1200000000000045,-2.6700000000000017,351132,441006,296829,144177,-42139
2016-02-07,39.764,40.56,38.9,1.6600000000000037,-1.1499999999999986,40.594,41.3,39.85,1.4499999999999957,-0.7199999999999989,39.35,40.02,38.11,1.9100000000000037,-0.8500000000000014,39.994,40.63,39.11,1.5200000000000031,-0.9500000000000028,160451,236455,123720,112735,-112735
2016-02-14,40.74,41.14,39.93,1.2100000000000009,0.8900000000000006,41.2375,41.69,40.89,0.7999999999999972,0.14000000000000057,40.295,40.84,39.47,1.3700000000000045,0.8200000000000003,40.7625,41.15,40.29,0.8599999999999994,-0.4200000000000017,182640,198834,157552,41282,41282
2016-02-21,41.263999999999996,42.08,40.46,1.6199999999999974,1.2100000000000009,42.024,42.62,41.0,1.6199999999999974,1.6199999999999974,40.949999999999996,41.94,40.26,1.6799999999999997,1.6799999999999997,41.636,42.39,40.5,1.8900000000000006,1.8900000000000006,162218,216513,120928,95585,-95585
2016-02-28,43.808,45.6,42.5,3.1000000000000014,3.1000000000000014,45.436,48.78,43.35,5.43,3.759999999999998,43.626000000000005,45.34,42.34,3.0,3.0,44.504,46.02,43.18,2.8400000000000034,2.8400000000000034,187429,230926,115936,114990,38095
2016-03-06,45.478,46.15,43.73,2.4200000000000017,-2.1799999999999997,46.116,46.76,45.02,1.7399999999999949,-1.6999999999999957,44.705999999999996,45.82,43.14,2.6799999999999997,-2.0900000000000034,45.318,46.72,43.44,3.280000000000001,-1.8399999999999963,179183,254485,90948,163537,-62119
