Date,OPTT_stock_Open_average,OPTT_stock_Open_max,OPTT_stock_Open_min,OPTT_stock_Open_volatility,OPTT_stock_Open_change,OPTT_stock_High_average,OPTT_stock_High_max,OPTT_stock_High_min,OPTT_stock_High_volatility,OPTT_stock_High_change,OPTT_stock_Low_average,OPTT_stock_Low_max,OPTT_stock_Low_min,OPTT_stock_Low_volatility,OPTT_stock_Low_change,OPTT_stock_Close_average,OPTT_stock_Close_max,OPTT_stock_Close_min,OPTT_stock_Close_volatility,OPTT_stock_Close_change,OPTT_stock_Volume_average,OPTT_stock_Volume_max,OPTT_stock_Volume_min,OPTT_stock_Volume_volatility,OPTT_stock_Volume_change
2016-01-03,2.1704,2.25,2.092,0.15799999999999992,-0.15799999999999992,2.2394000000000003,2.35,2.1180000000000003,0.23199999999999976,-0.23199999999999976,1.994,2.09,1.78,0.30999999999999983,-0.30000000000000004,2.089,2.27,1.905,0.365,-0.365,17492,27981,9959,18022,18022
2016-01-10,1.724,1.98,1.41,0.5700000000000001,-0.5,1.8459999999999999,2.07,1.71,0.3599999999999999,-0.3599999999999999,1.546,1.82,1.4,0.42000000000000015,-0.42000000000000015,1.6,1.82,1.41,0.41000000000000014,-0.41000000000000014,15522,26754,8998,17756,538
2016-01-17,1.4625,1.6,1.28,0.32000000000000006,0.13000000000000012,1.8050000000000002,2.45,1.43,1.0200000000000002,0.1200000000000001,1.26,1.43,0.95,0.48,0.040000000000000036,1.51,1.63,1.32,0.30999999999999983,0.21999999999999997,429513,1529890,6975,1522915,34800
2016-01-24,1.648,1.7,1.57,0.1299999999999999,0.06999999999999984,1.8262,2.21,1.7,0.51,-0.51,1.572,1.62,1.55,0.07000000000000006,-0.050000000000000044,1.696,1.8,1.59,0.20999999999999996,-0.15000000000000013,178174,664131,20272,643859,-643859
2016-01-31,1.552,1.59,1.5,0.09000000000000008,-0.030000000000000027,1.6038000000000001,1.64,1.58,0.05999999999999983,-0.05999999999999983,1.532,1.56,1.5,0.06000000000000005,-0.010000000000000009,1.56,1.6,1.52,0.08000000000000007,-0.050000000000000044,16026,27662,1961,25701,-10272
2016-02-07,1.532,1.55,1.5,0.050000000000000044,-0.020000000000000018,1.562,1.58,1.54,0.040000000000000036,-0.030000000000000027,1.504,1.52,1.49,0.030000000000000027,-0.030000000000000027,1.5442,1.57,1.52,0.050000000000000044,-0.020000000000000018,13731,22823,4750,18073,-9093
2016-02-14,1.4825,1.51,1.45,0.06000000000000005,-0.010000000000000009,1.5775000000000001,1.58,1.57,0.010000000000000009,0.010000000000000009,1.3475,1.47,1.25,0.21999999999999997,0.1499999999999999,1.475,1.56,1.38,0.18000000000000016,0.1200000000000001,49117,150139,7392,142747,4158
2016-02-21,1.435,1.53,1.27,0.26,-0.1100000000000001,1.4629999999999999,1.54,1.4,0.14000000000000012,-0.1200000000000001,1.3562,1.431,1.27,0.16100000000000003,-0.07999999999999985,1.4222,1.51,1.37,0.1399999999999999,-0.1100000000000001,7253,12096,1495,10601,-5296
2016-02-28,1.4120000000000001,1.54,1.31,0.22999999999999998,0.17999999999999994,1.452,1.55,1.36,0.18999999999999995,0.18999999999999995,1.3804,1.489,1.31,0.17900000000000005,0.16599999999999993,1.443,1.52,1.35,0.16999999999999993,0.16500000000000004,6532,9490,2818,6672,5948
2016-03-06,2.112,2.78,1.54,1.2399999999999998,1.2399999999999998,2.3756,2.86,1.62,1.2399999999999998,1.1599999999999997,1.9328,2.36,1.49,0.8699999999999999,0.8699999999999999,2.23,2.7,1.62,1.08,1.02,114892,225954,19985,205969,46494
