Date,MDPStock_Open_average,MDPStock_Open_max,MDPStock_Open_min,MDPStock_Open_volatility,MDPStock_Open_change,MDPStock_High_average,MDPStock_High_max,MDPStock_High_min,MDPStock_High_volatility,MDPStock_High_change,MDPStock_Low_average,MDPStock_Low_max,MDPStock_Low_min,MDPStock_Low_volatility,MDPStock_Low_change,MDPStock_Close_average,MDPStock_Close_max,MDPStock_Close_min,MDPStock_Close_volatility,MDPStock_Close_change,MDPStock_Volume_average,MDPStock_Volume_max,MDPStock_Volume_min,MDPStock_Volume_volatility,MDPStock_Volume_change
2016-01-03,41.516,42.68,39.06,3.6199999999999974,-3.3499999999999943,41.948,42.89,39.68,3.210000000000001,-3.1700000000000017,40.474,42.08,38.64,3.4399999999999977,-3.1700000000000017,40.922,42.68,38.9,3.780000000000001,-3.3500000000000014,265365,395214,91164,304050,86586
2016-01-10,39.432,39.9,38.21,1.6899999999999977,0.39000000000000057,40.418,41.6,39.95,1.6499999999999986,-0.6299999999999955,38.24,38.81,37.45,1.3599999999999994,-0.3100000000000023,39.444,40.6,38.11,2.490000000000002,0.00999999999999801,274327,505426,162350,343076,88469
2016-01-17,37.715,39.93,36.82,3.1099999999999994,-3.039999999999999,38.0875,39.93,37.26,2.6700000000000017,-2.0600000000000023,36.2025,37.3,35.03,2.269999999999996,-1.019999999999996,37.2475,37.85,36.46,1.3900000000000006,-0.03999999999999915,343735,440152,222991,217161,197316
2016-01-24,39.292,41.71,37.15,4.560000000000002,4.109999999999999,40.614,42.5,37.69,4.810000000000002,4.810000000000002,38.466,41.32,36.48,4.840000000000003,4.410000000000004,40.132,42.31,37.18,5.130000000000003,5.130000000000003,475513,752582,319643,432939,-123813
2016-01-31,41.392,42.11,40.61,1.5,-1.5,41.622,42.15,40.66,1.490000000000002,-1.490000000000002,40.232,41.04,39.5,1.5399999999999991,-1.5399999999999991,40.908,41.8,39.78,2.019999999999996,-2.019999999999996,338296,481666,250529,231137,231137
2016-02-07,38.994,39.79,38.4,1.3900000000000006,0.39000000000000057,39.806,40.24,39.45,0.7899999999999991,0.6599999999999966,38.316,39.01,37.91,1.1000000000000014,1.1000000000000014,39.25,40.02,38.57,1.4500000000000028,1.0400000000000063,230171,300036,158044,141992,-141992
2016-02-14,42.025,43.25,40.47,2.780000000000001,2.780000000000001,42.97,44.44,41.57,2.8699999999999974,2.8699999999999974,41.635000000000005,43.01,40.17,2.8399999999999963,2.8399999999999963,42.795,44.37,41.46,2.9099999999999966,2.9099999999999966,302848,467804,144643,323161,323161
2016-02-21,44.102,46.41,42.82,3.5899999999999963,-3.239999999999995,44.342,46.41,43.1,3.309999999999995,-3.039999999999999,42.894,43.58,42.44,1.1400000000000006,-1.1299999999999955,43.578,44.4,42.93,1.4699999999999989,-1.2899999999999991,391212,519007,302136,216871,-170334
2016-02-28,43.678,44.71,43.19,1.5200000000000031,1.2899999999999991,44.25,44.87,43.45,1.4199999999999946,0.18999999999999773,43.25,44.0,42.8,1.2000000000000028,0.9500000000000028,43.876,44.68,43.19,1.490000000000002,1.1899999999999977,378238,608223,268345,339878,-339878
2016-03-06,44.816,45.14,44.36,0.7800000000000011,0.5300000000000011,45.336,45.78,44.89,0.8900000000000006,0.35999999999999943,44.338,45.02,43.82,1.2000000000000028,0.5300000000000011,44.912,45.52,44.25,1.2700000000000031,0.3300000000000054,289017,475564,195395,280169,133861
2016-03-13,45.844,47.34,44.53,2.8100000000000023,1.8200000000000003,46.796,47.8,45.94,1.8599999999999994,1.0700000000000003,45.054,46.0,44.45,1.5499999999999972,1.0,46.128,47.23,44.58,2.6499999999999986,0.1600000000000037,443609,1229109,177461,1051648,912440
2016-03-20,46.03,46.59,45.39,1.2000000000000028,-1.2000000000000028,46.275,46.83,45.59,1.2399999999999949,-1.2399999999999949,45.5075,46.06,44.85,1.2100000000000009,-1.2100000000000009,45.879999999999995,46.68,45.51,1.1700000000000017,-1.1000000000000014,195212,240665,173871,66794,-13037
2016-03-27,46.93,47.81,45.81,2.0,1.4699999999999989,47.672,48.0,46.64,1.3599999999999994,1.3599999999999994,46.524,47.18,45.66,1.5200000000000031,1.3400000000000034,47.432,47.82,46.55,1.2700000000000031,1.2700000000000031,281634,423907,206739,217168,10636
2016-04-03,46.386,47.83,45.61,2.219999999999999,-2.219999999999999,46.87,47.83,46.35,1.4799999999999969,-1.019999999999996,45.635999999999996,46.54,44.8,1.740000000000002,-1.490000000000002,45.912,46.72,45.15,1.5700000000000003,-1.4099999999999966,246062,296301,195163,101138,-2299
2016-04-10,46.782,48.17,45.51,2.6600000000000037,1.7100000000000009,47.714,48.36,46.7,1.6599999999999966,1.3499999999999943,46.534,47.22,45.43,1.7899999999999991,1.7899999999999991,47.252,48.24,45.98,2.260000000000005,2.0,161714,234458,122979,111479,-22709
2016-04-17,48.002,48.26,47.76,0.5,-0.09000000000000341,48.468,48.79,48.18,0.6099999999999994,0.5600000000000023,47.692,47.93,47.27,0.6599999999999966,0.4899999999999949,48.162,48.61,47.8,0.8100000000000023,0.46999999999999886,105587,134277,86810,47467,24721
2016-04-24,48.918,50.16,48.29,1.8699999999999974,1.7099999999999937,49.634,51.99,48.45,3.539999999999999,3.539999999999999,48.346000000000004,49.97,47.81,2.1599999999999966,2.1199999999999974,49.314,51.31,48.27,3.039999999999999,3.039999999999999,263375,475980,125497,350483,350483
2016-05-01,50.955999999999996,51.27,50.4,0.8700000000000045,-0.8700000000000045,51.45,51.91,51.29,0.6199999999999974,-0.13000000000000256,50.61,50.94,50.36,0.5799999999999983,-0.5799999999999983,51.068,51.36,50.58,0.7800000000000011,-0.1600000000000037,266673,410731,213684,197047,-197047
2016-05-08,50.86,51.14,50.16,0.980000000000004,-0.980000000000004,51.146,51.71,50.18,1.5300000000000011,-1.3100000000000023,50.078,50.71,48.56,2.1499999999999986,-2.1499999999999986,50.482,51.02,48.99,2.030000000000001,-2.030000000000001,213419,310883,143354,167529,94825
2016-05-15,48.56,49.42,47.96,1.4600000000000009,-1.1000000000000014,49.248000000000005,49.77,48.28,1.490000000000002,-0.3200000000000003,47.886,48.74,47.49,1.25,-0.9299999999999997,48.538000000000004,49.38,47.71,1.6700000000000017,-0.3200000000000003,268825,343949,213924,130025,-46726
2016-05-22,49.048,49.35,48.87,0.480000000000004,0.12000000000000455,49.678,49.91,49.49,0.4199999999999946,0.18999999999999773,48.782000000000004,49.0,48.47,0.5300000000000011,0.38000000000000256,49.06,49.36,48.54,0.8200000000000003,0.480000000000004,252173,386617,183920,202697,19372
2016-05-29,49.697500000000005,50.75,49.28,1.4699999999999989,1.4699999999999989,50.425,50.99,49.86,1.1300000000000026,0.990000000000002,49.535000000000004,50.34,49.06,1.2800000000000011,1.2800000000000011,50.2225,50.85,49.5,1.3500000000000014,1.259999999999998,330468,388737,228156,160581,-160581
2016-06-05,51.65,52.14,50.71,1.4299999999999997,0.740000000000002,52.144,52.49,51.51,0.980000000000004,-0.8000000000000043,51.188,51.66,50.6,1.0599999999999952,0.35999999999999943,51.848,52.28,51.24,1.0399999999999991,-0.8699999999999974,446070,734886,279469,455417,-151645
2016-06-12,51.018,51.42,50.66,0.7600000000000051,-0.5800000000000054,51.432,51.97,51.05,0.9200000000000017,-0.18999999999999773,50.53,50.99,49.69,1.3000000000000043,-0.5900000000000034,50.874,51.14,50.44,0.7000000000000028,-0.5900000000000034,329730,437131,188658,248473,216235
2016-06-19,50.996,51.55,50.03,1.519999999999996,-1.1700000000000017,51.582,52.21,51.25,0.9600000000000009,-0.45000000000000284,50.608,51.55,49.74,1.8099999999999952,-1.009999999999998,51.166,52.19,50.58,1.6099999999999994,-0.8299999999999983,332058,814568,188209,626359,611712
2016-06-26,50.71,52.24,49.7,2.539999999999999,2.1300000000000026,51.368,52.83,50.22,2.6099999999999994,2.1099999999999994,50.27,52.06,49.01,3.0500000000000043,3.0500000000000043,50.852,52.13,49.35,2.780000000000001,2.780000000000001,381774,656674,275097,381577,-311208
2016-07-03,52.595,53.54,51.84,1.6999999999999957,1.3599999999999994,53.207499999999996,54.27,52.37,1.9000000000000057,1.9000000000000057,52.3825,53.26,51.61,1.6499999999999986,1.6499999999999986,53.0025,54.03,52.19,1.8400000000000034,1.8400000000000034,292296,331588,220296,111292,-84583
2016-07-10,55.102,55.47,54.28,1.1899999999999977,1.1899999999999977,55.518,55.91,55.0,0.9099999999999966,0.9099999999999966,54.796,55.12,54.18,0.9399999999999977,0.9399999999999977,55.198,55.9,54.85,1.0499999999999972,1.019999999999996,275634,470109,126738,343371,-51749
2016-07-17,56.638,57.2,55.91,1.2900000000000063,0.7700000000000031,57.217999999999996,57.53,56.78,0.75,0.19999999999999574,56.254,56.6,55.69,0.9100000000000037,0.7100000000000009,56.724000000000004,57.2,56.44,0.7600000000000051,0.05000000000000426,390991,498504,230442,268062,-182512
2016-07-24,55.582,56.5,54.6,1.8999999999999986,-1.8999999999999986,55.736,56.53,55.29,1.240000000000002,-1.240000000000002,54.384,55.73,53.67,2.059999999999995,-1.3799999999999955,55.022,55.86,54.48,1.3800000000000026,-1.3800000000000026,425397,760812,288280,472532,-13771
2016-07-31,53.622,54.5,52.97,1.5300000000000011,-1.5300000000000011,53.904,54.7,53.39,1.3100000000000023,-1.3100000000000023,53.116,53.79,52.67,1.1199999999999974,-0.9200000000000017,53.322,54.24,52.83,1.4100000000000037,-1.2000000000000028,391256,584462,283919,300543,-237908
