Date,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_volatility,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_change,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_volatility,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_change,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_volatility,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_change,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_volatility,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_change
2016-05-22,183.55,183.55,183.55,0.0,0.0,187.45,187.45,187.45,0.0,0.0,182.65,182.65,182.65,0.0,0.0,185.85,185.85,185.85,0.0,0.0
2016-05-29,174.35,174.35,174.35,0.0,0.0,178.45,178.45,178.45,0.0,0.0,172.45,172.45,172.45,0.0,0.0,172.8,172.8,172.8,0.0,0.0
2016-06-05,174.65,174.65,174.65,0.0,0.0,178.1,178.1,178.1,0.0,0.0,172.5,172.5,172.5,0.0,0.0,176.6,176.6,176.6,0.0,0.0
2016-06-12,180.75,180.75,180.75,0.0,0.0,184.75,184.75,184.75,0.0,0.0,180.5,180.5,180.5,0.0,0.0,180.9,180.9,180.9,0.0,0.0
2016-06-19,180.3,180.3,180.3,0.0,0.0,182.75,182.75,182.75,0.0,0.0,171.2,171.2,171.2,0.0,0.0,181.6,181.6,181.6,0.0,0.0
2016-06-26,150.75,150.75,150.75,0.0,0.0,151.7,151.7,151.7,0.0,0.0,149.05,149.05,149.05,0.0,0.0,150.0,150.0,150.0,0.0,0.0
2016-07-03,156.15,156.15,156.15,0.0,0.0,156.75,156.75,156.75,0.0,0.0,151.2,151.2,151.2,0.0,0.0,151.6,151.6,151.6,0.0,0.0
2016-07-10,135.6,135.6,135.6,0.0,0.0,137.8,137.8,137.8,0.0,0.0,135.45,135.45,135.45,0.0,0.0,136.25,136.25,136.25,0.0,0.0
2016-07-17,134.45,134.45,134.45,0.0,0.0,135.65,135.65,135.65,0.0,0.0,132.71,132.71,132.71,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2016-07-24,132.15,132.15,132.15,0.0,0.0,133.7,133.7,133.7,0.0,0.0,129.6,129.6,129.6,0.0,0.0,130.05,130.05,130.05,0.0,0.0
2016-07-31,127.3,127.3,127.3,0.0,0.0,128.23,128.23,128.23,0.0,0.0,125.1,125.1,125.1,0.0,0.0,125.5,125.5,125.5,0.0,0.0
2016-08-07,116.6,116.6,116.6,0.0,0.0,118.15,118.15,118.15,0.0,0.0,115.8,115.8,115.8,0.0,0.0,116.7,116.7,116.7,0.0,0.0
2016-08-14,117.25,117.25,117.25,0.0,0.0,118.7,118.7,118.7,0.0,0.0,115.25,115.25,115.25,0.0,0.0,115.4,115.4,115.4,0.0,0.0
2016-08-21,119.5,119.5,119.5,0.0,0.0,126.2,126.2,126.2,0.0,0.0,115.7,115.7,115.7,0.0,0.0,123.5,123.5,123.5,0.0,0.0
2016-08-28,117.75,117.75,117.75,0.0,0.0,119.15,119.15,119.15,0.0,0.0,116.45,116.45,116.45,0.0,0.0,116.75,116.75,116.75,0.0,0.0
2016-09-04,116.2,116.2,116.2,0.0,0.0,122.25,122.25,122.25,0.0,0.0,116.1,116.1,116.1,0.0,0.0,122.2,122.2,122.2,0.0,0.0
2016-09-11,123.8,123.8,123.8,0.0,0.0,126.7,126.7,126.7,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2016-09-18,110.6,110.6,110.6,0.0,0.0,112.1,112.1,112.1,0.0,0.0,109.6,109.6,109.6,0.0,0.0,111.9,111.9,111.9,0.0,0.0
2016-09-25,113.1,113.1,113.1,0.0,0.0,114.55,114.55,114.55,0.0,0.0,111.75,111.75,111.75,0.0,0.0,112.75,112.75,112.75,0.0,0.0
2016-10-02,108.7,108.7,108.7,0.0,0.0,113.05,113.05,113.05,0.0,0.0,108.4,108.4,108.4,0.0,0.0,110.55,110.55,110.55,0.0,0.0
2016-10-09,115.05,115.05,115.05,0.0,0.0,118.15,118.15,118.15,0.0,0.0,114.35,114.35,114.35,0.0,0.0,117.6,117.6,117.6,0.0,0.0
2016-10-16,112.4,112.4,112.4,0.0,0.0,112.9,112.9,112.9,0.0,0.0,110.4,110.4,110.4,0.0,0.0,110.65,110.65,110.65,0.0,0.0
2016-10-23,114.7,114.7,114.7,0.0,0.0,118.15,118.15,118.15,0.0,0.0,113.3,113.3,113.3,0.0,0.0,116.5,116.5,116.5,0.0,0.0
2016-10-30,125.35,125.35,125.35,0.0,0.0,126.7,126.7,126.7,0.0,0.0,123.75,123.75,123.75,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2016-11-06,138.85,138.85,138.85,0.0,0.0,143.6,143.6,143.6,0.0,0.0,135.75,135.75,135.75,0.0,0.0,138.8,138.8,138.8,0.0,0.0
2016-11-13,135.3,135.3,135.3,0.0,0.0,138.18,138.18,138.18,0.0,0.0,134.5,134.5,134.5,0.0,0.0,137.65,137.65,137.65,0.0,0.0
2016-11-20,129.45,129.45,129.45,0.0,0.0,130.5,130.5,130.5,0.0,0.0,129.3,129.3,129.3,0.0,0.0,129.75,129.75,129.75,0.0,0.0
2016-11-27,131.8,131.8,131.8,0.0,0.0,131.95,131.95,131.95,0.0,0.0,129.4,129.4,129.4,0.0,0.0,131.35,131.35,131.35,0.0,0.0
2016-12-04,120.1,120.1,120.1,0.0,0.0,120.75,120.75,120.75,0.0,0.0,118.8,118.8,118.8,0.0,0.0,119.7,119.7,119.7,0.0,0.0
2016-12-11,128.9,128.9,128.9,0.0,0.0,130.75,130.75,130.75,0.0,0.0,127.75,127.75,127.75,0.0,0.0,129.8,129.8,129.8,0.0,0.0
2016-12-18,137.0,137.0,137.0,0.0,0.0,137.15,137.15,137.15,0.0,0.0,134.88,134.88,134.88,0.0,0.0,135.0,135.0,135.0,0.0,0.0
2016-12-25,123.75,123.75,123.75,0.0,0.0,127.45,127.45,127.45,0.0,0.0,123.6,123.6,123.6,0.0,0.0,126.25,126.25,126.25,0.0,0.0
2017-01-01,116.3,116.3,116.3,0.0,0.0,117.45,117.45,117.45,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.75,116.75,116.75,0.0,0.0
2017-01-08,110.55,110.55,110.55,0.0,0.0,110.8,110.8,110.8,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.4,109.4,109.4,0.0,0.0
2017-01-15,112.1,112.1,112.1,0.0,0.0,113.65,113.65,113.65,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.9,111.9,111.9,0.0,0.0
2017-01-22,102.85,102.85,102.85,0.0,0.0,103.65,103.65,103.65,0.0,0.0,102.05,102.05,102.05,0.0,0.0,102.5,102.5,102.5,0.0,0.0
2017-01-29,100.55,100.55,100.55,0.0,0.0,101.25,101.25,101.25,0.0,0.0,99.6,99.6,99.6,0.0,0.0,100.15,100.15,100.15,0.0,0.0
2017-02-05,98.55,98.55,98.55,0.0,0.0,98.55,98.55,98.55,0.0,0.0,96.35,96.35,96.35,0.0,0.0,96.35,96.35,96.35,0.0,0.0
2017-02-12,96.15,96.15,96.15,0.0,0.0,96.25,96.25,96.25,0.0,0.0,94.97,94.97,94.97,0.0,0.0,95.1,95.1,95.1,0.0,0.0
2017-02-19,94.25,94.25,94.25,0.0,0.0,94.6,94.6,94.6,0.0,0.0,93.65,93.65,93.65,0.0,0.0,94.15,94.15,94.15,0.0,0.0
2017-02-26,96.75,96.75,96.75,0.0,0.0,97.7,97.7,97.7,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.8,95.8,95.8,0.0,0.0
2017-03-05,98.15,98.15,98.15,0.0,0.0,98.8,98.8,98.8,0.0,0.0,97.15,97.15,97.15,0.0,0.0,97.15,97.15,97.15,0.0,0.0
2017-03-12,85.4,85.4,85.4,0.0,0.0,86.3,86.3,86.3,0.0,0.0,85.35,85.35,85.35,0.0,0.0,85.9,85.9,85.9,0.0,0.0
2017-03-19,84.8,84.8,84.8,0.0,0.0,84.8,84.8,84.8,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.75,83.75,83.75,0.0,0.0
2017-03-26,86.3,86.3,86.3,0.0,0.0,87.05,87.05,87.05,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.75,86.75,86.75,0.0,0.0
2017-04-02,86.75,86.75,86.75,0.0,0.0,86.95,86.95,86.95,0.0,0.0,85.5,85.5,85.5,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2017-04-09,86.5,86.5,86.5,0.0,0.0,88.2,88.2,88.2,0.0,0.0,85.85,85.85,85.85,0.0,0.0,88.05,88.05,88.05,0.0,0.0
2017-04-16,86.85,86.85,86.85,0.0,0.0,87.45,87.45,87.45,0.0,0.0,86.6,86.6,86.6,0.0,0.0,86.95,86.95,86.95,0.0,0.0
2017-04-23,82.15,82.15,82.15,0.0,0.0,82.7,82.7,82.7,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2017-04-30,83.45,83.45,83.45,0.0,0.0,83.5,83.5,83.5,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2017-05-07,75.6,75.6,75.6,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.8,74.8,74.8,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2017-05-14,76.55,76.55,76.55,0.0,0.0,76.55,76.55,76.55,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.95,74.95,74.95,0.0,0.0
2017-05-21,72.1,72.1,72.1,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2017-05-28,72.0,72.0,72.0,0.0,0.0,72.4,72.4,72.4,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2017-06-04,70.5,70.5,70.5,0.0,0.0,73.45,73.45,73.45,0.0,0.0,70.2,70.2,70.2,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2017-06-11,74.1,74.1,74.1,0.0,0.0,75.35,75.35,75.35,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2017-06-18,72.55,72.55,72.55,0.0,0.0,72.65,72.65,72.65,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2017-06-25,71.9,71.9,71.9,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2017-07-02,73.2,73.2,73.2,0.0,0.0,74.38,74.38,74.38,0.0,0.0,72.9,72.9,72.9,0.0,0.0,73.4,73.4,73.4,0.0,0.0
2017-07-09,63.45,63.45,63.45,0.0,0.0,63.45,63.45,63.45,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2017-07-16,61.15,61.15,61.15,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2017-07-23,61.2,61.2,61.2,0.0,0.0,61.75,61.75,61.75,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2017-07-30,60.25,60.25,60.25,0.0,0.0,61.0,61.0,61.0,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2017-08-06,64.4,64.4,64.4,0.0,0.0,65.0,65.0,65.0,0.0,0.0,63.35,63.35,63.35,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2017-08-13,61.75,61.75,61.75,0.0,0.0,62.3,62.3,62.3,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2017-08-20,55.75,55.75,55.75,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2017-08-27,55.4,55.4,55.4,0.0,0.0,55.65,55.65,55.65,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2017-09-03,54.95,54.95,54.95,0.0,0.0,56.1,56.1,56.1,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2017-09-10,53.85,53.85,53.85,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2017-09-17,53.9,53.9,53.9,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2017-09-24,56.65,56.65,56.65,0.0,0.0,56.9,56.9,56.9,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-10-01,53.45,53.45,53.45,0.0,0.0,53.9,53.9,53.9,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2017-10-08,49.5,49.5,49.5,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-10-15,50.5,50.5,50.5,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2017-10-22,52.45,52.45,52.45,0.0,0.0,52.95,52.95,52.95,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2017-10-29,49.6,49.6,49.6,0.0,0.0,51.15,51.15,51.15,0.0,0.0,49.6,49.6,49.6,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-11-05,50.1,50.1,50.1,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-11-12,49.05,49.05,49.05,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-11-19,46.0,46.0,46.0,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2017-11-26,50.95,50.95,50.95,0.0,0.0,52.31,52.31,52.31,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2017-12-03,51.2,51.2,51.2,0.0,0.0,51.85,51.85,51.85,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-12-10,50.45,50.45,50.45,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-12-17,47.6,47.6,47.6,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2017-12-24,44.8,44.8,44.8,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2017-12-31,40.5,40.5,40.5,0.0,0.0,40.75,40.75,40.75,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.85,39.85,39.85,0.0,0.0
