Date,iShares MSCI New Zealand CappedEtf_Open_average,iShares MSCI New Zealand CappedEtf_Open_max,iShares MSCI New Zealand CappedEtf_Open_min,iShares MSCI New Zealand CappedEtf_Open_volatility,iShares MSCI New Zealand CappedEtf_Open_change,iShares MSCI New Zealand CappedEtf_High_average,iShares MSCI New Zealand CappedEtf_High_max,iShares MSCI New Zealand CappedEtf_High_min,iShares MSCI New Zealand CappedEtf_High_volatility,iShares MSCI New Zealand CappedEtf_High_change,iShares MSCI New Zealand CappedEtf_Low_average,iShares MSCI New Zealand CappedEtf_Low_max,iShares MSCI New Zealand CappedEtf_Low_min,iShares MSCI New Zealand CappedEtf_Low_volatility,iShares MSCI New Zealand CappedEtf_Low_change,iShares MSCI New Zealand CappedEtf_Close_average,iShares MSCI New Zealand CappedEtf_Close_max,iShares MSCI New Zealand CappedEtf_Close_min,iShares MSCI New Zealand CappedEtf_Close_volatility,iShares MSCI New Zealand CappedEtf_Close_change
2016-01-03,35.16,35.16,35.16,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2016-01-10,34.11,34.11,34.11,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2016-01-17,35.01,35.01,35.01,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2016-01-24,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2016-01-31,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2016-02-07,34.52,34.52,34.52,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2016-02-14,35.42,35.42,35.42,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2016-02-21,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2016-02-28,38.07,38.07,38.07,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2016-03-06,38.36,38.36,38.36,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-03-13,39.42,39.42,39.42,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2016-03-20,39.27,39.27,39.27,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2016-03-27,40.4,40.4,40.4,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-04-03,40.46,40.46,40.46,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2016-04-10,41.48,41.48,41.48,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2016-04-17,41.6,41.6,41.6,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2016-04-24,41.56,41.56,41.56,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2016-05-01,41.53,41.53,41.53,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2016-05-08,41.33,41.33,41.33,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2016-05-15,41.26,41.26,41.26,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2016-05-22,41.43,41.43,41.43,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2016-05-29,42.82,42.82,42.82,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.51,42.51,42.51,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2016-06-05,43.57,43.57,43.57,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2016-06-12,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2016-06-19,41.77,41.77,41.77,0.0,0.0,42.92,42.92,42.92,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2016-06-26,43.4,43.4,43.4,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2016-07-03,44.84,44.84,44.84,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2016-07-10,44.34,44.34,44.34,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2016-07-17,44.22,44.22,44.22,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2016-07-24,45.97,45.97,45.97,0.0,0.0,46.75,46.75,46.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2016-07-31,45.83,45.83,45.83,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.76,45.76,45.76,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2016-08-07,46.77,46.77,46.77,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2016-08-14,47.0,47.0,47.0,0.0,0.0,47.38,47.38,47.38,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2016-08-21,47.57,47.57,47.57,0.0,0.0,47.88,47.88,47.88,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2016-08-28,47.64,47.64,47.64,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2016-09-04,48.1,48.1,48.1,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2016-09-11,45.89,45.89,45.89,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2016-09-18,46.08,46.08,46.08,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2016-09-25,46.85,46.85,46.85,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2016-10-02,44.83,44.83,44.83,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2016-10-09,43.86,43.86,43.86,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2016-10-16,42.97,42.97,42.97,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.65,42.65,42.65,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2016-10-23,42.71,42.71,42.71,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2016-10-30,42.5,42.5,42.5,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-11-06,41.34,41.34,41.34,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2016-11-13,41.87,41.87,41.87,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2016-11-20,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2016-11-27,42.53,42.53,42.53,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2016-12-04,42.64,42.64,42.64,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2016-12-11,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2016-12-18,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2016-12-25,40.02,40.02,40.02,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2017-01-01,40.74,40.74,40.74,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2017-01-08,41.8,41.8,41.8,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2017-01-15,42.25,42.25,42.25,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2017-01-22,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2017-01-29,43.71,43.71,43.71,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2017-02-05,42.91,42.91,42.91,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2017-02-12,42.93,42.93,42.93,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2017-02-19,42.38,42.38,42.38,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2017-02-26,42.13,42.13,42.13,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-03-05,41.31,41.31,41.31,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2017-03-12,41.69,41.69,41.69,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2017-03-19,41.4,41.4,41.4,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2017-03-26,42.13,42.13,42.13,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2017-04-02,42.36,42.36,42.36,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2017-04-09,42.34,42.34,42.34,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2017-04-16,42.31,42.31,42.31,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2017-04-23,42.26,42.26,42.26,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2017-04-30,42.69,42.69,42.69,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.69,42.69,42.69,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-05-07,43.2,43.2,43.2,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2017-05-14,42.91,42.91,42.91,0.0,0.0,43.34,43.34,43.34,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2017-05-21,44.13,44.13,44.13,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2017-05-28,44.94,44.94,44.94,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.77,44.77,44.77,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2017-06-04,45.17,45.17,45.17,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2017-06-11,46.13,46.13,46.13,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2017-06-18,45.63,45.63,45.63,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2017-06-25,46.02,46.02,46.02,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2017-07-02,46.0,46.0,46.0,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2017-07-09,46.47,46.47,46.47,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2017-07-16,47.05,47.05,47.05,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2017-07-23,47.1,47.1,47.1,0.0,0.0,47.41,47.41,47.41,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2017-07-30,47.54,47.54,47.54,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.49,47.49,47.49,0.0,0.0
