Date,First Trust United Kingdom AlphaDEX_etf_Open_average,First Trust United Kingdom AlphaDEX_etf_Open_max,First Trust United Kingdom AlphaDEX_etf_Open_min,First Trust United Kingdom AlphaDEX_etf_Open_volatility,First Trust United Kingdom AlphaDEX_etf_Open_change,First Trust United Kingdom AlphaDEX_etf_High_average,First Trust United Kingdom AlphaDEX_etf_High_max,First Trust United Kingdom AlphaDEX_etf_High_min,First Trust United Kingdom AlphaDEX_etf_High_volatility,First Trust United Kingdom AlphaDEX_etf_High_change,First Trust United Kingdom AlphaDEX_etf_Low_average,First Trust United Kingdom AlphaDEX_etf_Low_max,First Trust United Kingdom AlphaDEX_etf_Low_min,First Trust United Kingdom AlphaDEX_etf_Low_volatility,First Trust United Kingdom AlphaDEX_etf_Low_change,First Trust United Kingdom AlphaDEX_etf_Close_average,First Trust United Kingdom AlphaDEX_etf_Close_max,First Trust United Kingdom AlphaDEX_etf_Close_min,First Trust United Kingdom AlphaDEX_etf_Close_volatility,First Trust United Kingdom AlphaDEX_etf_Close_change
2016-03-20,36.39,36.39,36.39,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2016-03-27,36.83,36.83,36.83,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2016-04-03,36.65,36.65,36.65,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2016-04-10,37.14,37.14,37.14,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-04-17,37.33,37.33,37.33,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2016-04-24,38.23,38.23,38.23,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2016-05-01,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2016-05-08,36.77,36.77,36.77,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2016-05-15,38.11,38.11,38.11,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2016-05-22,39.24,39.24,39.24,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2016-05-29,38.5,38.5,38.5,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2016-06-05,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2016-06-12,36.34,36.34,36.34,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2016-06-19,33.43,33.43,33.43,0.0,0.0,34.1,34.1,34.1,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2016-06-26,33.31,33.31,33.31,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2016-07-03,31.73,31.73,31.73,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2016-07-10,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2016-07-17,33.62,33.62,33.62,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2016-07-24,34.45,34.45,34.45,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2016-07-31,34.21,34.21,34.21,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2016-08-07,34.71,34.71,34.71,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2016-08-14,34.85,34.85,34.85,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2016-08-21,35.38,35.38,35.38,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2016-08-28,35.9,35.9,35.9,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.79,35.79,35.79,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2016-09-04,35.08,35.08,35.08,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2016-09-11,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2016-09-18,34.25,34.25,34.25,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2016-09-25,34.19,34.19,34.19,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2016-10-02,32.85,32.85,32.85,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2016-10-09,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2016-10-16,32.32,32.32,32.32,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2016-10-23,31.65,31.65,31.65,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2016-10-30,31.97,31.97,31.97,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2016-11-06,31.83,31.83,31.83,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2016-11-13,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-11-20,31.77,31.77,31.77,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2016-11-27,32.04,32.04,32.04,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2016-12-04,32.77,32.77,32.77,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2016-12-11,32.33,32.33,32.33,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2016-12-18,32.18,32.18,32.18,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2016-12-25,32.87,32.87,32.87,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2017-01-01,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-01-08,33.37,33.37,33.37,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2017-01-15,33.12,33.12,33.12,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-01-22,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2017-01-29,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-02-05,33.68,33.68,33.68,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2017-02-12,33.83,33.83,33.83,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-02-19,33.79,33.79,33.79,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2017-02-26,33.77,33.77,33.77,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2017-03-05,33.59,33.59,33.59,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2017-03-12,34.75,34.75,34.75,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-03-19,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2017-03-26,34.59,34.59,34.59,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2017-04-02,34.67,34.67,34.67,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2017-04-09,35.26,35.26,35.26,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-04-16,35.77,35.77,35.77,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2017-04-23,36.93,36.93,36.93,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2017-04-30,37.14,37.14,37.14,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2017-05-07,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2017-05-14,37.57,37.57,37.57,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2017-05-21,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2017-05-28,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2017-06-04,36.67,36.67,36.67,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-06-11,36.47,36.47,36.47,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2017-06-18,35.68,35.68,35.68,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-06-25,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-07-02,35.96,35.96,35.96,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2017-07-09,36.74,36.74,36.74,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2017-07-16,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2017-07-23,37.28,37.28,37.28,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2017-07-30,37.83,37.83,37.83,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2017-08-06,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2017-08-13,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2017-08-20,37.18,37.18,37.18,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2017-08-27,37.67,37.67,37.67,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2017-09-03,37.7,37.7,37.7,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2017-09-10,38.22,38.22,38.22,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2017-09-17,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2017-09-24,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2017-10-01,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2017-10-08,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2017-10-15,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-10-22,38.51,38.51,38.51,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2017-10-29,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2017-11-05,38.11,38.11,38.11,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2017-11-12,37.7,37.7,37.7,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2017-11-19,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2017-11-26,38.24,38.24,38.24,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2017-12-03,38.45,38.45,38.45,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2017-12-10,38.26,38.26,38.26,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-12-17,39.02,39.02,39.02,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2017-12-24,39.79,39.79,39.79,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2017-12-31,40.49,40.49,40.49,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.57,40.57,40.57,0.0,0.0
