Date,ASTIStock_Open_average,ASTIStock_Open_max,ASTIStock_Open_min,ASTIStock_Open_volatility,ASTIStock_Open_change,ASTIStock_High_average,ASTIStock_High_max,ASTIStock_High_min,ASTIStock_High_volatility,ASTIStock_High_change,ASTIStock_Low_average,ASTIStock_Low_max,ASTIStock_Low_min,ASTIStock_Low_volatility,ASTIStock_Low_change,ASTIStock_Close_average,ASTIStock_Close_max,ASTIStock_Close_min,ASTIStock_Close_volatility,ASTIStock_Close_change,ASTIStock_Volume_average,ASTIStock_Volume_max,ASTIStock_Volume_min,ASTIStock_Volume_volatility,ASTIStock_Volume_change
2016-06-26,67.67,79.9,61.0,18.900000000000006,11.900000000000006,75.9,85.0,67.5,17.5,16.0,60.589999999999996,69.35,52.0,17.349999999999994,17.349999999999994,68.54,73.5,61.0,12.5,12.5,2534,3081,2149,932,477
2016-07-03,69.15875,75.0,62.235,12.765,-12.765,72.25,79.0,65.0,14.0,-10.0,57.125,70.0,48.5,21.5,-21.5,64.5275,72.61,55.0,17.61,-17.61,2475,2843,2162,681,-497
2016-07-10,46.17,52.8,38.4,14.399999999999999,-12.850000000000001,47.46,56.0,39.0,17.0,-17.0,36.74,42.0,32.6,9.399999999999999,-9.399999999999999,39.924,45.97,35.75,10.219999999999999,-10.219999999999999,2269,2564,2024,540,-226
2016-07-17,33.18,37.0,29.9,7.100000000000001,-3.0,35.98,42.5,31.9,10.600000000000001,4.5,26.8,32.5,25.0,7.5,7.5,31.82,40.0,27.0,13.0,9.899999999999999,3501,5624,2406,3218,2149
2016-07-24,42.61,54.0,35.5,18.5,-5.5,49.339999999999996,68.5,35.5,33.0,-33.0,34.28,42.0,29.0,13.0,-11.399999999999999,39.92,50.0,32.0,18.0,-15.399999999999999,5674,8283,4181,4102,-3102
2016-07-31,51.88,66.0,35.1,30.9,26.9,62.06,78.0,36.4,41.6,27.6,42.6,51.0,32.1,18.9,16.1,55.22,74.0,32.1,41.9,27.9,8103,11733,935,10798,6554
2016-08-07,55.392,60.0,51.5,8.5,-6.460000000000001,59.76,68.0,53.0,15.0,-7.0,48.5,50.0,46.0,4.0,-3.5,52.38,55.7,48.6,7.100000000000001,-2.3999999999999986,7122,11546,4463,7083,-2272
2016-08-14,38.24,48.5,31.6,16.9,-9.0,42.98,52.0,36.0,16.0,-8.0,31.8,36.0,27.5,8.5,-1.0,36.12,42.0,32.0,10.0,-5.0,7551,10234,3635,6599,-6599
2016-08-21,32.63,38.7,27.75,10.950000000000003,-10.950000000000003,33.12,39.5,28.5,11.0,-11.0,28.2,30.5,25.0,5.5,-5.5,30.29,34.4,26.05,8.349999999999998,-8.349999999999998,6609,7618,5371,2247,-941
2016-08-28,25.26,27.8,20.5,7.300000000000001,-6.0,27.12,30.0,22.9,7.100000000000001,-4.900000000000002,22.82,25.1,20.0,5.100000000000001,-5.0,24.386,26.4,21.93,4.469999999999999,-4.469999999999999,6099,7558,3852,3706,2966
2016-09-04,21.05,22.8,19.4,3.400000000000002,-0.9000000000000021,22.175,22.9,21.8,1.0999999999999979,-0.8999999999999986,18.5025,19.0,17.6,1.3999999999999986,1.3999999999999986,20.175,21.4,19.3,2.099999999999998,0.0,6914,10418,3621,6797,-2874
2016-09-11,18.5,21.5,15.0,6.5,-6.5,19.02,21.5,16.0,5.5,-5.5,15.08,17.0,13.0,4.0,-3.3000000000000007,16.64,17.9,15.0,2.8999999999999986,-2.8999999999999986,4824,6360,3010,3350,-1896
2016-09-18,15.32,16.0,14.9,1.0999999999999996,0.1999999999999993,15.76,16.0,15.2,0.8000000000000007,0.0,14.06,14.5,13.7,0.8000000000000007,-0.8000000000000007,15.02,16.0,14.0,2.0,1.0,4226,5716,2865,2851,-785
2016-09-25,23.84,31.0,16.0,15.0,7.199999999999999,27.28,31.0,24.0,7.0,-6.899999999999999,20.404600000000002,23.5,15.923,7.577,6.077,24.601399999999998,29.0,22.0,7.0,-6.5,16745,41057,6763,34294,-34294
2016-10-02,19.46,24.3,16.9,7.400000000000002,-7.199999999999999,19.86,24.3,17.6,6.699999999999999,-6.699999999999999,16.94,20.1,15.0,5.100000000000001,-5.100000000000001,17.712,20.9,15.8,5.099999999999998,-5.099999999999998,5987,9157,4450,4707,-1601
2016-10-09,15.77,17.9,11.5,6.399999999999999,-3.2499999999999982,16.8,18.0,15.3,2.6999999999999993,-2.6999999999999993,13.24,15.6,11.1,4.5,-2.4000000000000004,14.959999999999999,16.4,13.2,3.1999999999999993,-1.8999999999999986,8938,12445,6350,6095,-502
2016-10-16,13.99,15.15,13.0,2.1500000000000004,-1.25,15.72,16.9,14.4,2.4999999999999982,-1.8000000000000007,12.5,13.5,12.1,1.4000000000000004,-1.4000000000000004,13.459999999999999,14.0,12.6,1.4000000000000004,0.5,9997,19091,5954,13137,2379
2016-10-23,13.02,14.3,11.5,2.8000000000000007,-2.3000000000000007,13.84,15.4,13.0,2.4000000000000004,-2.0999999999999996,12.3,13.8,11.5,2.3000000000000007,-2.3000000000000007,12.76,14.1,11.9,2.1999999999999993,-1.299999999999999,8267,13422,2506,10916,-8170
2016-10-30,12.726,13.4,11.48,1.92,-1.7199999999999989,13.048,13.9,12.0,1.9000000000000004,-1.9000000000000004,11.28,12.0,10.0,2.0,-2.0,11.92,13.0,10.2,2.8000000000000007,-2.200000000000001,6542,12000,3312,8688,8688
2016-11-06,10.6602,11.1,9.8,1.299999999999999,-0.6999999999999993,11.0,11.5,10.3,1.1999999999999993,-1.1999999999999993,9.84,10.0,9.4,0.5999999999999996,-0.1999999999999993,10.34,10.8,9.9,0.9000000000000004,-0.40000000000000036,6962,8126,5123,3003,-1191
2016-11-13,9.53,10.7,8.0,2.6999999999999993,-2.5,10.16,11.5,9.4,2.0999999999999996,-1.5999999999999996,8.62,9.1,8.0,1.0999999999999996,-1.0999999999999996,9.164,9.95,8.6,1.3499999999999996,-0.9499999999999993,7164,8785,5569,3216,1112
2016-11-20,10.3625,13.25,7.2,6.05,3.0,11.725,14.0,9.4,4.6,2.5999999999999996,7.047499999999999,9.0,5.3,3.7,2.7,8.525,10.5,5.7,4.8,3.2,24664,45227,10154,35073,0
2016-11-27,7.4399999999999995,8.95,6.8,2.1499999999999995,-1.4499999999999993,8.48,9.5,7.7,1.7999999999999998,-1.5,6.47,6.95,5.9,1.0499999999999998,-0.8999999999999995,7.0,7.6,6.3,1.2999999999999998,-0.9000000000000004,15896,24382,10411,13971,-6533
2016-12-04,6.58,7.0,6.15,0.8499999999999996,-0.8499999999999996,7.18,8.0,6.5,1.5,-1.0,5.692,5.8,5.6,0.20000000000000018,0.09999999999999964,6.28,6.5,6.0,0.5,-0.09999999999999964,21655,32801,11506,21295,-11035
2016-12-11,5.57,6.5,4.8,1.7000000000000002,-1.4000000000000004,5.736,6.58,5.0,1.58,-1.58,4.78,5.7,4.4,1.2999999999999998,-1.2999999999999998,5.134,6.2,4.5,1.7000000000000002,-1.7000000000000002,18322,27989,10999,16990,-12206
2016-12-18,4.0,4.55,3.15,1.4,-1.4,4.32,5.0,3.3,1.7000000000000002,-1.7000000000000002,3.28,3.8,2.5,1.2999999999999998,-1.2999999999999998,3.42,3.8,2.8,1.0,-1.0,38968,60378,26208,34170,-30630
2016-12-25,3.2125,3.7,3.0,0.7000000000000002,-0.050000000000000266,3.675,4.2,3.2,1.0,-0.09999999999999964,2.7,2.8,2.5,0.2999999999999998,0.2999999999999998,3.125,3.7,2.9,0.8000000000000003,0.0,53738,90027,23625,66402,11985
2017-01-01,2.8875,3.3,2.5,0.7999999999999998,-0.3999999999999999,3.175,3.6,2.7,0.8999999999999999,-0.8999999999999999,2.3625,2.9,1.8,1.0999999999999999,-1.0999999999999999,2.6725,3.3,2.1,1.1999999999999997,-1.1999999999999997,92749,144578,52593,91985,88153
2017-01-08,2.02,2.25,1.8,0.44999999999999996,0.04999999999999982,2.24,2.6,1.9,0.7000000000000002,-0.20000000000000018,1.556,1.8,1.4,0.40000000000000013,0.19999999999999996,1.788,2.1,1.6,0.5,0.31000000000000005,157609,204907,101695,103212,103212
2017-01-15,2.7375,3.15,2.15,1.0,1.0,3.325,3.9,3.0,0.8999999999999999,0.8999999999999999,2.2,2.6,1.8,0.8,0.5,2.8725,3.9,2.1,1.7999999999999998,1.4099999999999997,223206,263993,181994,81999,-35604
2017-01-22,4.54,7.55,3.65,3.9,-0.25,5.46,7.8,3.7,4.1,-4.1,3.18,3.8,2.7,1.0999999999999996,-1.0999999999999996,4.14,7.3,3.0,4.3,-4.3,230727,435159,102362,332797,-200939
2017-01-29,2.92,3.2,2.65,0.5500000000000003,-0.3999999999999999,3.18,3.7,2.9,0.8000000000000003,-0.2999999999999998,2.4,2.5,2.3,0.20000000000000018,-0.10000000000000009,2.71,2.9,2.6,0.2999999999999998,0.0,76639,124514,50597,73917,-73917
2017-02-05,2.6,2.8,2.4,0.3999999999999999,0.050000000000000266,2.82,3.0,2.7,0.2999999999999998,0.09999999999999964,2.274,2.48,2.09,0.3900000000000001,0.2799999999999998,2.52,2.8,2.3,0.5,0.3999999999999999,66072,115997,33841,82156,15118
2017-02-12,3.31,3.8,2.95,0.8499999999999996,0.0,3.6,4.1,3.0,1.0999999999999996,-0.5,2.7600000000000002,3.2,2.5,0.7000000000000002,0.10000000000000009,3.06,3.6,2.8,0.8000000000000003,-0.10000000000000009,86213,170484,22380,148104,43826
2017-02-19,2.8499999999999996,2.9,2.8,0.10000000000000009,-0.10000000000000009,2.975,3.0,2.9,0.10000000000000009,0.0,2.6725000000000003,2.7,2.6,0.10000000000000009,0.010000000000000231,2.85,3.0,2.7,0.2999999999999998,0.2999999999999998,46372,52876,37653,15223,-7966
2017-02-26,2.918,3.2,2.65,0.5500000000000003,-0.2400000000000002,3.11,3.4,2.8,0.6000000000000001,-0.44999999999999973,2.66,2.9,2.5,0.3999999999999999,-0.3999999999999999,2.8,3.1,2.5,0.6000000000000001,-0.6000000000000001,53796,77401,42168,35233,-34709
2017-03-05,2.62,2.8,2.5,0.2999999999999998,0.0,2.824,2.9,2.8,0.10000000000000009,0.10000000000000009,2.46,2.5,2.4,0.10000000000000009,0.10000000000000009,2.668,2.8,2.49,0.3099999999999996,0.20999999999999996,29934,41118,22957,18161,-16846
2017-03-12,2.5198,2.7,2.399,0.30100000000000016,-0.20000000000000018,2.6,2.7,2.5,0.20000000000000018,0.0,2.32,2.5,2.2,0.2999999999999998,-0.20000000000000018,2.48,2.6,2.4,0.20000000000000018,-0.10000000000000009,21997,29001,13015,15986,-4822
2017-03-19,2.3098,2.5,2.0,0.5,-0.5,2.42,2.7,2.2,0.5,-0.5,2.08,2.3,1.9,0.3999999999999999,-0.3999999999999999,2.2399999999999998,2.3,2.1,0.19999999999999973,-0.09999999999999964,34174,68291,21028,47263,45100
2017-03-26,1.86,2.25,1.6,0.6499999999999999,-0.55,2.02,2.4,1.7,0.7,-0.7,1.652,1.88,1.4,0.48,-0.48,1.778,1.9,1.6,0.2999999999999998,-0.2999999999999998,111947,222539,58128,164411,164411
2017-04-02,1.72,2.05,1.5,0.5499999999999998,0.15000000000000013,1.922,2.31,1.6,0.71,0.19999999999999996,1.48,1.6,1.4,0.20000000000000018,0.10000000000000009,1.78,2.1,1.6,0.5,0.19999999999999996,137429,364753,45317,319436,42246
2017-04-09,1.6625,1.85,1.5,0.3500000000000001,-0.3500000000000001,1.75,1.9,1.7,0.19999999999999996,-0.19999999999999996,1.5225,1.59,1.5,0.09000000000000008,-0.09000000000000008,1.6749999999999998,1.7,1.65,0.050000000000000044,-0.050000000000000044,54613,78550,31972,46578,-46578
2017-04-16,1.33,1.6,1.1,0.5,-0.5,1.42,1.7,1.2,0.5,-0.5,1.113,1.2,0.985,0.21499999999999997,-0.21499999999999997,1.21,1.35,1.1,0.25,-0.25,141780,246338,76009,170329,-122672
2017-04-23,0.838,1.1,0.64,0.4600000000000001,-0.40000000000000013,0.89,1.15,0.7,0.44999999999999996,-0.44999999999999996,0.66,0.9,0.5,0.4,-0.4,0.752,1.0,0.6,0.4,-0.30000000000000004,260709,338342,145105,193237,131921
2017-04-30,0.63,0.7,0.55,0.1499999999999999,0.0,0.6799999999999999,0.7,0.6,0.09999999999999998,0.0,0.5,0.5,0.5,0.0,0.0,0.611,0.7,0.575,0.125,0.020000000000000018,262492,434132,158203,275929,6553
2017-05-07,0.6799999999999999,0.95,0.5,0.44999999999999996,0.050000000000000044,0.8,1.0,0.6,0.4,0.09999999999999998,0.496,0.6,0.4,0.19999999999999996,0.09999999999999998,0.656,0.9,0.5,0.4,0.0,494429,1246132,129427,1116705,-273345
2017-05-14,0.58,0.65,0.5,0.15000000000000002,-0.050000000000000044,0.62,0.7,0.6,0.09999999999999998,-0.09999999999999998,0.436,0.5,0.4,0.09999999999999998,-0.020000000000000018,0.576,0.6,0.48,0.12,0.0,220591,357532,90354,267178,-149649
2017-05-21,0.55,0.6,0.4,0.19999999999999996,0.19999999999999996,0.6,0.6,0.6,0.0,0.0,0.42000000000000004,0.5,0.4,0.09999999999999998,0.09999999999999998,0.59,0.6,0.55,0.04999999999999993,0.0,118228,255912,44611,211301,-7968
2017-05-28,0.5625,0.6,0.5,0.09999999999999998,-0.050000000000000044,0.575,0.6,0.5,0.09999999999999998,-0.09999999999999998,0.4465,0.493,0.4,0.09299999999999997,-0.09299999999999997,0.55,0.6,0.5,0.09999999999999998,-0.09999999999999998,199381,249225,148814,100411,100411
2017-06-04,0.49,0.5,0.45,0.04999999999999999,0.04999999999999999,0.5,0.5,0.5,0.0,0.0,0.38,0.4,0.3,0.10000000000000003,0.10000000000000003,0.5,0.5,0.5,0.0,0.0,173768,516516,25359,491157,-459997
2017-06-11,0.47000000000000003,0.5,0.4,0.09999999999999998,-0.04999999999999999,0.5,0.5,0.5,0.0,0.0,0.39399999999999996,0.39399999999999996,0.39399999999999996,0.0,0.0,0.4788,0.5,0.39399999999999996,0.10600000000000004,0.10600000000000004,76603,133232,45796,87436,-53838
2017-06-18,0.45,0.5,0.4,0.09999999999999998,-0.09999999999999998,0.5,0.5,0.5,0.0,0.0,0.3752,0.39399999999999996,0.3,0.09399999999999997,0.0,0.5,0.5,0.5,0.0,0.0,134697,293480,58169,235311,42097
2017-06-25,0.488,0.5,0.44,0.06,0.0,0.5,0.5,0.5,0.0,0.0,0.3952,0.4,0.39399999999999996,0.006000000000000061,0.006000000000000061,0.5,0.5,0.5,0.0,0.0,69633,86490,23634,62856,-50704
2017-07-02,0.45,0.5,0.4,0.09999999999999998,0.04999999999999999,0.5,0.5,0.5,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.5,0.5,0.5,0.0,0.0,18194,22619,14658,7961,1394
2017-07-09,0.78,1.0,0.5,0.5,0.30000000000000004,0.9400000000000001,1.2,0.7,0.5,0.10000000000000009,0.628,0.76,0.4,0.36,0.19999999999999996,0.84,1.0,0.7,0.30000000000000004,0.10000000000000009,398625,1003688,99575,904113,-354616
2017-07-16,0.72,0.8,0.6,0.20000000000000007,-0.10000000000000009,0.76,0.9,0.7,0.20000000000000007,-0.20000000000000007,0.5599999999999999,0.7,0.5,0.19999999999999996,-0.09999999999999998,0.6799999999999999,0.8,0.6,0.20000000000000007,-0.10000000000000009,98939,228387,46846,181541,-25660
2017-07-23,0.8099999999999999,1.3,0.6,0.7000000000000001,0.7000000000000001,0.96,1.4,0.7,0.7,0.7,0.7101999999999999,0.96,0.591,0.369,0.36,0.89,1.3,0.7,0.6000000000000001,0.6000000000000001,198424,366222,69591,296631,283122
2017-07-30,1.85,2.2,1.55,0.6500000000000001,0.1499999999999999,2.12,2.5,1.9,0.6000000000000001,0.0,1.5,1.8,1.1,0.7,0.3999999999999999,1.84,2.2,1.6,0.6000000000000001,-0.10000000000000009,350551,702145,152118,550027,-148627
2017-08-06,1.94,2.2,1.7,0.5000000000000002,-0.10000000000000009,2.14,2.4,1.9,0.5,-0.5,1.72,1.9,1.5,0.3999999999999999,-0.19999999999999996,1.9,2.1,1.5,0.6000000000000001,-0.20000000000000018,137608,241820,55402,186418,-117456
2017-08-13,1.84,1.9,1.7,0.19999999999999996,-0.15000000000000013,1.9,2.0,1.8,0.19999999999999996,-0.19999999999999996,1.5952,1.7,1.5,0.19999999999999996,-0.024000000000000243,1.78,1.9,1.7,0.19999999999999996,-0.09999999999999987,75675,107079,42797,64282,-56398
2017-08-20,1.78,1.9,1.7,0.19999999999999996,-0.10000000000000009,1.82,1.9,1.8,0.09999999999999987,0.0,1.6,1.6,1.6,0.0,0.0,1.69,1.7,1.66,0.040000000000000036,0.010000000000000009,32010,35774,25377,10397,-10391
2017-08-27,1.758,1.8,1.7,0.10000000000000009,-0.10000000000000009,1.84,2.0,1.8,0.19999999999999996,-0.19999999999999996,1.6,1.6,1.6,0.0,0.0,1.74,1.8,1.7,0.10000000000000009,-0.10000000000000009,34553,53335,20923,32412,3126
2017-09-03,1.7,1.8,1.6,0.19999999999999996,-0.10000000000000009,1.775,1.8,1.7,0.10000000000000009,0.0,1.594,1.6,1.5759999999999998,0.024000000000000243,-0.024000000000000243,1.6875,1.7,1.65,0.050000000000000044,0.050000000000000044,30745,40138,23224,16914,11174
2017-09-10,1.88,2.3,1.7,0.5999999999999999,0.30000000000000004,2.13,2.6,1.75,0.8500000000000001,0.40000000000000013,1.74,1.9,1.6,0.2999999999999998,0.2999999999999998,1.932,2.2,1.66,0.5400000000000003,0.44000000000000017,175388,577325,18729,558596,75089
2017-09-17,2.08,2.2,2.0,0.20000000000000018,-0.20000000000000018,2.14,2.2,2.1,0.10000000000000009,-0.10000000000000009,1.894,1.9,1.87,0.029999999999999805,0.0,2.02,2.1,2.0,0.10000000000000009,0.0,38131,55202,24207,30995,25342
2017-09-24,1.97,2.05,1.9,0.1499999999999999,-0.1499999999999999,2.06,2.1,1.9,0.20000000000000018,-0.20000000000000018,1.72,1.9,1.3,0.5999999999999999,-0.5999999999999999,1.86,2.1,1.6,0.5,-0.5,98687,281546,47217,234329,234329
2017-10-01,1.48,1.6,1.4,0.20000000000000018,-0.20000000000000018,1.58,1.8,1.5,0.30000000000000004,-0.30000000000000004,1.34,1.4,1.3,0.09999999999999987,-0.09999999999999987,1.512,1.56,1.5,0.06000000000000005,-0.06000000000000005,73253,133805,28664,105141,-33373
2017-10-08,1.52,1.6,1.4,0.20000000000000018,0.10000000000000009,1.602,1.7,1.5,0.19999999999999996,0.19999999999999996,1.3599999999999999,1.4,1.3,0.09999999999999987,0.09999999999999987,1.52,1.6,1.4,0.20000000000000018,0.10000000000000009,61966,89692,28937,60755,31612
2017-10-15,1.54,1.6,1.5,0.10000000000000009,0.0,1.58,1.6,1.5,0.10000000000000009,-0.10000000000000009,1.3739999999999999,1.4,1.3,0.09999999999999987,-0.09999999999999987,1.5,1.6,1.4,0.20000000000000018,-0.10000000000000009,79670,132280,47287,84993,84993
2017-10-22,1.37,1.5,1.3,0.19999999999999996,0.0,1.48,1.5,1.4,0.10000000000000009,-0.10000000000000009,1.312,1.36,1.3,0.06000000000000005,0.0,1.38,1.5,1.3,0.19999999999999996,-0.19999999999999996,49850,80576,32357,48219,-38408
2017-10-29,1.23,1.3,1.1,0.19999999999999996,-0.19999999999999996,1.3,1.4,1.1,0.2999999999999998,-0.2999999999999998,1.06,1.2,0.9,0.29999999999999993,-0.29999999999999993,1.18,1.3,1.1,0.19999999999999996,-0.19999999999999996,74806,100342,40614,59728,33990
2017-11-05,0.988,1.1,0.9,0.20000000000000007,-0.09999999999999998,1.06,1.1,1.0,0.10000000000000009,-0.10000000000000009,0.88,1.0,0.8,0.19999999999999996,-0.19999999999999996,0.98,1.1,0.9,0.20000000000000007,-0.20000000000000007,55583,120632,21731,98901,4055
2017-11-12,0.92,1.0,0.9,0.09999999999999998,0.0,0.98,1.1,0.9,0.20000000000000007,-0.09999999999999998,0.8180000000000001,0.9,0.79,0.10999999999999999,0.0,0.92,1.0,0.9,0.09999999999999998,0.0,68138,125750,23141,102609,25486
2017-11-19,0.9,1.0,0.8,0.19999999999999996,0.19999999999999996,0.975,1.0,0.9,0.09999999999999998,0.09999999999999998,0.8125,0.9,0.7,0.20000000000000007,0.20000000000000007,0.95,1.0,0.9,0.09999999999999998,0.09999999999999998,49034,77806,19865,57941,-31196
2017-11-26,0.91,1.0,0.8,0.19999999999999996,0.04999999999999993,0.98,1.0,0.9,0.09999999999999998,0.0,0.8,0.8,0.8,0.0,0.0,0.96,1.0,0.9,0.09999999999999998,0.0,39874,59086,27971,31115,607
2017-12-03,1.0,1.2,0.85,0.35,-0.15000000000000002,1.16,1.4,1.0,0.3999999999999999,-0.3999999999999999,0.86,1.0,0.8,0.19999999999999996,0.0,1.032,1.16,0.9,0.2599999999999999,-0.2599999999999999,111966,199023,50654,148369,-54178
2017-12-10,0.88,0.9,0.85,0.050000000000000044,0.050000000000000044,0.9,0.9,0.9,0.0,0.0,0.78,0.8,0.7,0.10000000000000009,-0.10000000000000009,0.8200000000000001,0.85,0.8,0.04999999999999993,0.0,51665,82655,31617,51038,34414
2017-12-17,0.8400000000000001,0.9,0.8,0.09999999999999998,0.0,0.9,0.9,0.9,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.8400000000000001,0.9,0.8,0.09999999999999998,0.0,66210,92973,41158,51815,2402
2017-12-24,0.81,0.9,0.75,0.15000000000000002,0.10999999999999999,0.9,0.9,0.9,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.8500000000000001,0.9,0.8,0.09999999999999998,0.09999999999999998,38196,45095,29850,15245,1740
