Date,BDVSYStock_Open_average,BDVSYStock_Open_max,BDVSYStock_Open_min,BDVSYStock_Open_volatility,BDVSYStock_Open_change,BDVSYStock_High_average,BDVSYStock_High_max,BDVSYStock_High_min,BDVSYStock_High_volatility,BDVSYStock_High_change,BDVSYStock_Low_average,BDVSYStock_Low_max,BDVSYStock_Low_min,BDVSYStock_Low_volatility,BDVSYStock_Low_change,BDVSYStock_Close_average,BDVSYStock_Close_max,BDVSYStock_Close_min,BDVSYStock_Close_volatility,BDVSYStock_Close_change,BDVSYStock_Volume_average,BDVSYStock_Volume_max,BDVSYStock_Volume_min,BDVSYStock_Volume_volatility,BDVSYStock_Volume_change
2016-01-03,14.120000000000001,14.46,13.75,0.7100000000000009,-0.4299999999999997,14.202,14.61,13.75,0.8599999999999994,-0.5899999999999999,13.991999999999999,14.45,13.44,1.0099999999999998,-0.7400000000000002,14.038,14.53,13.44,1.0899999999999999,-0.8200000000000003,5044,7774,2519,5255,-183
2016-01-10,13.38,13.83,12.89,0.9399999999999995,-0.47999999999999865,13.48,13.85,12.89,0.9599999999999991,-0.5099999999999998,13.178,13.61,12.76,0.8499999999999996,-0.2400000000000002,13.304,13.62,12.84,0.7799999999999994,-0.34999999999999964,9663,15342,3568,11774,-2545
2016-01-17,13.53,13.97,13.28,0.6900000000000013,0.46000000000000085,13.6525,14.01,13.44,0.5700000000000003,0.5,13.407499999999999,13.85,13.08,0.7699999999999996,0.5099999999999998,13.5475,13.94,13.39,0.5499999999999989,0.47999999999999865,8902,9847,6655,3192,-160
2016-01-24,14.767999999999999,15.69,14.19,1.5,1.5,14.936,15.99,14.2,1.790000000000001,1.790000000000001,14.692,15.64,14.01,1.6300000000000008,1.6300000000000008,14.86,15.99,14.01,1.9800000000000004,1.9800000000000004,4094,5021,3017,2004,-2004
2016-01-31,15.712,16.22,15.43,0.7899999999999991,0.13000000000000078,15.863999999999999,16.22,15.43,0.7899999999999991,-0.16999999999999993,15.616,16.0,15.25,0.75,0.05000000000000071,15.778,16.04,15.25,0.7899999999999991,-0.2400000000000002,5951,9856,3026,6830,-4440
2016-02-07,15.58,15.86,15.26,0.5999999999999996,0.120000000000001,15.686,15.91,15.29,0.620000000000001,0.21000000000000085,15.536,15.86,15.19,0.6699999999999999,0.16999999999999993,15.638,15.91,15.29,0.620000000000001,0.17999999999999972,2988,5661,1170,4491,2072
2016-02-14,16.220000000000002,16.42,15.9,0.5200000000000014,0.2400000000000002,16.355,16.62,16.11,0.5100000000000016,0.03999999999999915,16.130000000000003,16.35,15.9,0.45000000000000107,0.08999999999999986,16.310000000000002,16.62,16.03,0.5899999999999999,0.03999999999999915,3303,4594,2375,2219,-2219
2016-02-21,15.774000000000001,16.17,15.34,0.8300000000000018,-0.6500000000000021,15.86,16.4,15.52,0.879999999999999,-0.879999999999999,15.668000000000001,16.17,15.34,0.8300000000000018,-0.8200000000000021,15.754,16.4,15.35,1.049999999999999,-1.049999999999999,2163,3511,1492,2019,-513
2016-02-28,15.622,15.94,15.27,0.6699999999999999,-0.2699999999999996,15.854,16.33,15.58,0.7499999999999982,0.03999999999999915,15.608,15.94,15.24,0.6999999999999993,-0.2599999999999998,15.806000000000001,16.17,15.5,0.6700000000000017,0.11999999999999922,3797,5625,2101,3524,-175
2016-03-06,15.568,15.95,15.19,0.7599999999999998,0.6199999999999992,15.71,16.01,15.26,0.7500000000000018,0.3899999999999988,15.514,15.95,15.19,0.7599999999999998,0.6499999999999986,15.648,16.01,15.19,0.8200000000000021,0.3899999999999988,1859,2997,544,2453,-1321
