Date,SPDR Barclays High Yield Bond_etf_Open_average,SPDR Barclays High Yield Bond_etf_Open_max,SPDR Barclays High Yield Bond_etf_Open_min,SPDR Barclays High Yield Bond_etf_Open_volatility,SPDR Barclays High Yield Bond_etf_Open_change,SPDR Barclays High Yield Bond_etf_High_average,SPDR Barclays High Yield Bond_etf_High_max,SPDR Barclays High Yield Bond_etf_High_min,SPDR Barclays High Yield Bond_etf_High_volatility,SPDR Barclays High Yield Bond_etf_High_change,SPDR Barclays High Yield Bond_etf_Low_average,SPDR Barclays High Yield Bond_etf_Low_max,SPDR Barclays High Yield Bond_etf_Low_min,SPDR Barclays High Yield Bond_etf_Low_volatility,SPDR Barclays High Yield Bond_etf_Low_change,SPDR Barclays High Yield Bond_etf_Close_average,SPDR Barclays High Yield Bond_etf_Close_max,SPDR Barclays High Yield Bond_etf_Close_min,SPDR Barclays High Yield Bond_etf_Close_volatility,SPDR Barclays High Yield Bond_etf_Close_change
2016-01-03,101.16,101.16,101.16,0.0,0.0,101.28,101.28,101.28,0.0,0.0,100.44,100.44,100.44,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2016-01-10,97.71,97.71,97.71,0.0,0.0,98.25,98.25,98.25,0.0,0.0,97.56,97.56,97.56,0.0,0.0,98.19,98.19,98.19,0.0,0.0
2016-01-17,98.07,98.07,98.07,0.0,0.0,98.97,98.97,98.97,0.0,0.0,98.07,98.07,98.07,0.0,0.0,98.88,98.88,98.88,0.0,0.0
2016-01-24,99.33,99.33,99.33,0.0,0.0,99.71,99.71,99.71,0.0,0.0,99.21,99.21,99.21,0.0,0.0,99.63,99.63,99.63,0.0,0.0
2016-01-31,97.74,97.74,97.74,0.0,0.0,97.74,97.74,97.74,0.0,0.0,96.78,96.78,96.78,0.0,0.0,96.9,96.9,96.9,0.0,0.0
2016-02-07,94.83,94.83,94.83,0.0,0.0,96.09,96.09,96.09,0.0,0.0,94.69,94.69,94.69,0.0,0.0,96.0,96.0,96.0,0.0,0.0
2016-02-14,96.51,96.51,96.51,0.0,0.0,97.14,97.14,97.14,0.0,0.0,96.36,96.36,96.36,0.0,0.0,97.14,97.14,97.14,0.0,0.0
2016-02-21,98.94,98.94,98.94,0.0,0.0,99.27,99.27,99.27,0.0,0.0,98.82,98.82,98.82,0.0,0.0,99.21,99.21,99.21,0.0,0.0
2016-02-28,101.31,101.31,101.31,0.0,0.0,101.82,101.82,101.82,0.0,0.0,100.92,100.92,100.92,0.0,0.0,101.43,101.43,101.43,0.0,0.0
2016-03-06,102.63,102.63,102.63,0.0,0.0,103.2,103.2,103.2,0.0,0.0,102.63,102.63,102.63,0.0,0.0,102.99,102.99,102.99,0.0,0.0
2016-03-13,103.71,103.71,103.71,0.0,0.0,104.13,104.13,104.13,0.0,0.0,103.56,103.56,103.56,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2016-03-20,102.15,102.15,102.15,0.0,0.0,102.54,102.54,102.54,0.0,0.0,102.06,102.06,102.06,0.0,0.0,102.45,102.45,102.45,0.0,0.0
2016-03-27,101.91,101.91,101.91,0.0,0.0,102.54,102.54,102.54,0.0,0.0,101.55,101.55,101.55,0.0,0.0,102.42,102.42,102.42,0.0,0.0
2016-04-03,102.42,102.42,102.42,0.0,0.0,102.51,102.51,102.51,0.0,0.0,102.24,102.24,102.24,0.0,0.0,102.42,102.42,102.42,0.0,0.0
2016-04-10,103.74,103.74,103.74,0.0,0.0,103.83,103.83,103.83,0.0,0.0,103.56,103.56,103.56,0.0,0.0,103.68,103.68,103.68,0.0,0.0
2016-04-17,104.91,104.91,104.91,0.0,0.0,105.18,105.18,105.18,0.0,0.0,104.82,104.82,104.82,0.0,0.0,105.12,105.12,105.12,0.0,0.0
2016-04-24,105.69,105.69,105.69,0.0,0.0,106.02,106.02,106.02,0.0,0.0,105.33,105.33,105.33,0.0,0.0,105.9,105.9,105.9,0.0,0.0
2016-05-01,103.74,103.74,103.74,0.0,0.0,104.43,104.43,104.43,0.0,0.0,103.68,103.68,103.68,0.0,0.0,104.1,104.1,104.1,0.0,0.0
2016-05-08,104.85,104.85,104.85,0.0,0.0,104.98,104.98,104.98,0.0,0.0,104.28,104.28,104.28,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2016-05-15,104.61,104.61,104.61,0.0,0.0,105.06,105.06,105.06,0.0,0.0,104.61,104.61,104.61,0.0,0.0,104.97,104.97,104.97,0.0,0.0
2016-05-22,105.6,105.6,105.6,0.0,0.0,105.81,105.81,105.81,0.0,0.0,105.57,105.57,105.57,0.0,0.0,105.81,105.81,105.81,0.0,0.0
2016-05-29,105.42,105.42,105.42,0.0,0.0,105.54,105.54,105.54,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2016-06-05,106.02,106.02,106.02,0.0,0.0,106.2,106.2,106.2,0.0,0.0,105.63,105.63,105.63,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2016-06-12,104.85,104.85,104.85,0.0,0.0,105.06,105.06,105.06,0.0,0.0,104.7,104.7,104.7,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2016-06-19,104.61,104.61,104.61,0.0,0.0,106.02,106.02,106.02,0.0,0.0,104.61,104.61,104.61,0.0,0.0,105.3,105.3,105.3,0.0,0.0
2016-06-26,106.44,106.44,106.44,0.0,0.0,106.89,106.89,106.89,0.0,0.0,106.29,106.29,106.29,0.0,0.0,106.59,106.59,106.59,0.0,0.0
2016-07-03,107.25,107.25,107.25,0.0,0.0,108.27,108.27,108.27,0.0,0.0,107.1,107.1,107.1,0.0,0.0,108.21,108.21,108.21,0.0,0.0
2016-07-10,108.75,108.75,108.75,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.3,108.3,108.3,0.0,0.0,108.33,108.33,108.33,0.0,0.0
2016-07-17,108.75,108.75,108.75,0.0,0.0,109.17,109.17,109.17,0.0,0.0,108.57,108.57,108.57,0.0,0.0,109.08,109.08,109.08,0.0,0.0
2016-07-24,107.94,107.94,107.94,0.0,0.0,108.21,108.21,108.21,0.0,0.0,107.7,107.7,107.7,0.0,0.0,108.18,108.18,108.18,0.0,0.0
2016-07-31,108.18,108.18,108.18,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.12,108.12,108.12,0.0,0.0,108.12,108.12,108.12,0.0,0.0
2016-08-07,109.02,109.02,109.02,0.0,0.0,109.35,109.35,109.35,0.0,0.0,108.99,108.99,108.99,0.0,0.0,109.35,109.35,109.35,0.0,0.0
2016-08-14,109.74,109.74,109.74,0.0,0.0,109.86,109.86,109.86,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2016-08-21,109.74,109.74,109.74,0.0,0.0,110.1,110.1,110.1,0.0,0.0,109.44,109.44,109.44,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2016-08-28,109.56,109.56,109.56,0.0,0.0,110.01,110.01,110.01,0.0,0.0,109.49,109.49,109.49,0.0,0.0,109.92,109.92,109.92,0.0,0.0
2016-09-04,109.23,109.23,109.23,0.0,0.0,109.23,109.23,109.23,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.45,108.45,108.45,0.0,0.0
2016-09-11,108.45,108.45,108.45,0.0,0.0,108.51,108.51,108.51,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.42,108.42,108.42,0.0,0.0
2016-09-18,109.74,109.74,109.74,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.5,109.5,109.5,0.0,0.0,109.53,109.53,109.53,0.0,0.0
2016-09-25,109.86,109.86,109.86,0.0,0.0,110.22,110.22,110.22,0.0,0.0,109.83,109.83,109.83,0.0,0.0,110.16,110.16,110.16,0.0,0.0
2016-10-02,109.86,109.86,109.86,0.0,0.0,110.13,110.13,110.13,0.0,0.0,109.53,109.53,109.53,0.0,0.0,110.04,110.04,110.04,0.0,0.0
2016-10-09,109.77,109.77,109.77,0.0,0.0,109.98,109.98,109.98,0.0,0.0,109.65,109.65,109.65,0.0,0.0,109.74,109.74,109.74,0.0,0.0
2016-10-16,110.34,110.34,110.34,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.52,110.52,110.52,0.0,0.0
2016-10-23,109.53,109.53,109.53,0.0,0.0,109.59,109.59,109.59,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.11,109.11,109.11,0.0,0.0
2016-10-30,107.46,107.46,107.46,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.46,107.46,107.46,0.0,0.0
2016-11-06,106.11,106.11,106.11,0.0,0.0,106.44,106.44,106.44,0.0,0.0,105.15,105.15,105.15,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2016-11-13,107.04,107.04,107.04,0.0,0.0,107.32,107.32,107.32,0.0,0.0,106.8,106.8,106.8,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2016-11-20,108.18,108.18,108.18,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.15,108.15,108.15,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2016-11-27,107.46,107.46,107.46,0.0,0.0,108.03,108.03,108.03,0.0,0.0,107.43,107.43,107.43,0.0,0.0,108.03,108.03,108.03,0.0,0.0
2016-12-04,109.38,109.38,109.38,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.38,109.38,109.38,0.0,0.0
2016-12-11,109.11,109.11,109.11,0.0,0.0,109.14,109.14,109.14,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.87,108.87,108.87,0.0,0.0
2016-12-18,109.59,109.59,109.59,0.0,0.0,110.01,110.01,110.01,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.98,109.98,109.98,0.0,0.0
2016-12-25,109.26,109.26,109.26,0.0,0.0,109.41,109.41,109.41,0.0,0.0,109.11,109.11,109.11,0.0,0.0,109.35,109.35,109.35,0.0,0.0
2017-01-01,110.16,110.16,110.16,0.0,0.0,110.31,110.31,110.31,0.0,0.0,109.95,109.95,109.95,0.0,0.0,110.22,110.22,110.22,0.0,0.0
2017-01-08,110.37,110.37,110.37,0.0,0.0,110.46,110.46,110.46,0.0,0.0,110.13,110.13,110.13,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2017-01-15,110.13,110.13,110.13,0.0,0.0,110.25,110.25,110.25,0.0,0.0,109.98,109.98,109.98,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2017-01-22,110.91,110.91,110.91,0.0,0.0,111.03,111.03,111.03,0.0,0.0,110.76,110.76,110.76,0.0,0.0,111.0,111.0,111.0,0.0,0.0
2017-01-29,110.64,110.64,110.64,0.0,0.0,110.73,110.73,110.73,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.64,110.64,110.64,0.0,0.0
2017-02-05,110.7,110.7,110.7,0.0,0.0,110.7,110.7,110.7,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.7,110.7,110.7,0.0,0.0
2017-02-12,110.73,110.73,110.73,0.0,0.0,110.91,110.91,110.91,0.0,0.0,110.61,110.61,110.61,0.0,0.0,110.88,110.88,110.88,0.0,0.0
2017-02-19,111.3,111.3,111.3,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.3,111.3,111.3,0.0,0.0,111.45,111.45,111.45,0.0,0.0
2017-02-26,111.21,111.21,111.21,0.0,0.0,111.36,111.36,111.36,0.0,0.0,110.97,110.97,110.97,0.0,0.0,111.27,111.27,111.27,0.0,0.0
2017-03-05,109.59,109.59,109.59,0.0,0.0,109.59,109.59,109.59,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.99,108.99,108.99,0.0,0.0
2017-03-12,110.07,110.07,110.07,0.0,0.0,110.08,110.08,110.08,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.89,109.89,109.89,0.0,0.0
2017-03-19,109.38,109.38,109.38,0.0,0.0,109.65,109.65,109.65,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2017-03-26,110.82,110.82,110.82,0.0,0.0,111.0,111.0,111.0,0.0,0.0,110.73,110.73,110.73,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2017-04-02,110.37,110.37,110.37,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2017-04-09,110.37,110.37,110.37,0.0,0.0,110.49,110.49,110.49,0.0,0.0,110.07,110.07,110.07,0.0,0.0,110.1,110.1,110.1,0.0,0.0
2017-04-16,110.61,110.61,110.61,0.0,0.0,110.79,110.79,110.79,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.61,110.61,110.61,0.0,0.0
2017-04-23,111.42,111.42,111.42,0.0,0.0,111.54,111.54,111.54,0.0,0.0,111.33,111.33,111.33,0.0,0.0,111.42,111.42,111.42,0.0,0.0
2017-04-30,110.7,110.7,110.7,0.0,0.0,110.86,110.86,110.86,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2017-05-07,111.3,111.3,111.3,0.0,0.0,111.39,111.39,111.39,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.27,111.27,111.27,0.0,0.0
2017-05-14,111.45,111.45,111.45,0.0,0.0,111.66,111.66,111.66,0.0,0.0,111.42,111.42,111.42,0.0,0.0,111.54,111.54,111.54,0.0,0.0
2017-05-21,111.9,111.9,111.9,0.0,0.0,112.05,112.05,112.05,0.0,0.0,111.9,111.9,111.9,0.0,0.0,111.99,111.99,111.99,0.0,0.0
2017-05-28,111.84,111.84,111.84,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.84,111.84,111.84,0.0,0.0
2017-06-04,111.48,111.48,111.48,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.24,111.24,111.24,0.0,0.0,111.39,111.39,111.39,0.0,0.0
2017-06-11,111.6,111.6,111.6,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.21,111.21,111.21,0.0,0.0,111.21,111.21,111.21,0.0,0.0
2017-06-18,110.94,110.94,110.94,0.0,0.0,111.3,111.3,111.3,0.0,0.0,110.88,110.88,110.88,0.0,0.0,111.3,111.3,111.3,0.0,0.0
2017-06-25,111.51,111.51,111.51,0.0,0.0,111.66,111.66,111.66,0.0,0.0,111.33,111.33,111.33,0.0,0.0,111.6,111.6,111.6,0.0,0.0
2017-07-02,110.52,110.52,110.52,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.49,110.49,110.49,0.0,0.0
2017-07-09,111.36,111.36,111.36,0.0,0.0,111.66,111.66,111.66,0.0,0.0,111.3,111.3,111.3,0.0,0.0,111.57,111.57,111.57,0.0,0.0
2017-07-16,112.05,112.05,112.05,0.0,0.0,112.07,112.07,112.07,0.0,0.0,111.9,111.9,111.9,0.0,0.0,111.96,111.96,111.96,0.0,0.0
2017-07-23,112.23,112.23,112.23,0.0,0.0,112.23,112.23,112.23,0.0,0.0,112.08,112.08,112.08,0.0,0.0,112.23,112.23,112.23,0.0,0.0
2017-07-30,111.63,111.63,111.63,0.0,0.0,111.72,111.72,111.72,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.66,111.66,111.66,0.0,0.0
2017-08-06,110.31,110.31,110.31,0.0,0.0,110.43,110.43,110.43,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.31,110.31,110.31,0.0,0.0
2017-08-13,110.46,110.46,110.46,0.0,0.0,110.7,110.7,110.7,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.43,110.43,110.43,0.0,0.0
2017-08-20,111.21,111.21,111.21,0.0,0.0,111.39,111.39,111.39,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.39,111.39,111.39,0.0,0.0
2017-08-27,111.18,111.18,111.18,0.0,0.0,111.36,111.36,111.36,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.33,111.33,111.33,0.0,0.0
2017-09-03,111.12,111.12,111.12,0.0,0.0,111.17,111.17,111.17,0.0,0.0,110.79,110.79,110.79,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2017-09-10,111.39,111.39,111.39,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.36,111.36,111.36,0.0,0.0,111.51,111.51,111.51,0.0,0.0
2017-09-17,111.51,111.51,111.51,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.45,111.45,111.45,0.0,0.0,111.6,111.6,111.6,0.0,0.0
2017-09-24,111.9,111.9,111.9,0.0,0.0,111.96,111.96,111.96,0.0,0.0,111.79,111.79,111.79,0.0,0.0,111.96,111.96,111.96,0.0,0.0
2017-10-01,111.57,111.57,111.57,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.45,111.45,111.45,0.0,0.0,111.54,111.54,111.54,0.0,0.0
2017-10-08,111.6,111.6,111.6,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.42,111.42,111.42,0.0,0.0,111.54,111.54,111.54,0.0,0.0
2017-10-15,111.9,111.9,111.9,0.0,0.0,112.02,112.02,112.02,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.96,111.96,111.96,0.0,0.0
2017-10-22,111.48,111.48,111.48,0.0,0.0,111.72,111.72,111.72,0.0,0.0,111.39,111.39,111.39,0.0,0.0,111.69,111.69,111.69,0.0,0.0
2017-10-29,111.09,111.09,111.09,0.0,0.0,111.18,111.18,111.18,0.0,0.0,110.94,110.94,110.94,0.0,0.0,111.0,111.0,111.0,0.0,0.0
2017-11-05,109.62,109.62,109.62,0.0,0.0,110.13,110.13,110.13,0.0,0.0,109.59,109.59,109.59,0.0,0.0,110.04,110.04,110.04,0.0,0.0
2017-11-12,110.22,110.22,110.22,0.0,0.0,110.43,110.43,110.43,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2017-11-19,110.85,110.85,110.85,0.0,0.0,111.0,111.0,111.0,0.0,0.0,110.85,110.85,110.85,0.0,0.0,110.97,110.97,110.97,0.0,0.0
