Date,CRRStock_Open_average,CRRStock_Open_max,CRRStock_Open_min,CRRStock_Open_volatility,CRRStock_Open_change,CRRStock_High_average,CRRStock_High_max,CRRStock_High_min,CRRStock_High_volatility,CRRStock_High_change,CRRStock_Low_average,CRRStock_Low_max,CRRStock_Low_min,CRRStock_Low_volatility,CRRStock_Low_change,CRRStock_Close_average,CRRStock_Close_max,CRRStock_Close_min,CRRStock_Close_volatility,CRRStock_Close_change,CRRStock_Volume_average,CRRStock_Volume_max,CRRStock_Volume_min,CRRStock_Volume_volatility,CRRStock_Volume_change
2016-01-03,16.698,18.12,15.24,2.880000000000001,-0.870000000000001,17.104,18.25,16.29,1.9600000000000009,-1.6600000000000001,15.916,16.86,15.11,1.75,-0.9600000000000009,16.644,17.84,15.87,1.9700000000000006,-1.7699999999999996,546824,645687,423230,222457,55712
2016-01-10,16.592,18.45,16.03,2.419999999999998,2.2399999999999984,17.446,19.64,16.12,3.5199999999999996,2.629999999999999,15.799999999999999,17.24,15.19,2.049999999999999,1.8999999999999986,17.084,19.49,15.75,3.7399999999999984,2.7600000000000016,1181947,1745066,495810,1249256,1249256
2016-01-17,16.77,18.27,15.38,2.889999999999999,-1.3000000000000007,17.2225,18.66,16.39,2.2699999999999996,-1.3000000000000007,15.185,16.69,13.21,3.4800000000000004,-0.7500000000000018,16.2,17.27,15.22,2.049999999999999,-0.7899999999999991,1329458,2582562,696390,1886172,166434
2016-01-24,16.648,17.57,15.85,1.7200000000000006,0.9799999999999986,17.612,19.17,16.66,2.5100000000000016,0.5700000000000003,16.036,16.73,15.61,1.120000000000001,-0.16000000000000014,16.554,17.24,15.98,1.259999999999998,0.5700000000000003,826379,1111671,499303,612368,612368
2016-01-31,15.834,16.57,14.9,1.67,0.8200000000000003,16.58,17.76,15.49,2.2700000000000014,1.25,15.278,16.5,14.02,2.4800000000000004,1.3599999999999994,16.068,16.99,14.84,2.1499999999999986,1.5199999999999996,707425,831986,639649,192337,-171247
2016-02-07,15.672,16.92,14.71,2.210000000000001,-1.820000000000002,16.188,17.43,15.05,2.379999999999999,-1.8100000000000005,14.868,16.25,14.07,2.1799999999999997,-1.8399999999999999,15.52,17.33,14.56,2.769999999999998,-2.0299999999999976,485365,591793,302667,289126,-57527
2016-02-14,16.9675,18.47,15.66,2.8099999999999987,2.280000000000001,17.8425,18.71,15.99,2.7200000000000006,2.339999999999998,16.2725,17.61,14.67,2.9399999999999995,2.630000000000001,17.3925,18.15,15.21,2.9399999999999977,2.9399999999999977,612496,1027630,332884,694746,-313093
2016-02-21,18.126,18.8,16.82,1.9800000000000004,-0.490000000000002,18.896,19.62,17.96,1.6600000000000001,-0.39000000000000057,17.328,18.39,16.42,1.9699999999999989,-0.5,17.988,18.84,17.25,1.5899999999999999,-0.5599999999999987,421734,473837,386147,87690,87690
2016-02-28,19.776,20.72,18.46,2.259999999999998,2.259999999999998,20.784,22.37,20.17,2.1999999999999993,2.0400000000000027,19.152,20.0,18.29,1.7100000000000009,1.7100000000000009,20.105999999999998,20.91,19.67,1.2399999999999984,0.9200000000000017,823408,1151733,597560,554173,-328089
2016-03-06,20.964,23.36,19.57,3.789999999999999,-1.0500000000000007,22.178,24.2,19.7,4.5,-1.9399999999999977,19.822,21.07,18.91,2.16,-1.2600000000000016,20.956,23.68,19.64,4.039999999999999,-2.289999999999999,680555,944918,371121,573797,-43978
2016-03-13,19.512,20.93,18.73,2.1999999999999993,-1.9600000000000009,19.768,21.37,18.97,2.400000000000002,-2.400000000000002,17.888,19.9,15.5,4.399999999999999,-4.399999999999999,18.46,20.28,16.53,3.75,-3.75,1241301,3523961,547021,2976940,2822000
2016-03-20,15.7725,16.61,14.6,2.01,-1.6300000000000008,16.175,16.81,15.26,1.549999999999999,-1.549999999999999,15.2775,15.81,14.54,1.2700000000000014,-1.2400000000000002,15.6675,16.65,15.06,1.589999999999998,-1.5399999999999991,649990,849117,480740,368377,-368377
2016-03-27,14.722,15.35,14.0,1.3499999999999996,-1.0199999999999996,15.164,15.89,14.24,1.6500000000000004,-0.879999999999999,14.046,14.53,13.35,1.1799999999999997,-0.7599999999999998,14.554,15.06,13.95,1.1100000000000012,-0.5600000000000005,657809,782319,486310,296009,-67212
2016-04-03,13.974,14.19,13.82,0.3699999999999992,0.3699999999999992,14.462,14.81,14.19,0.620000000000001,0.5899999999999999,13.69,14.09,13.56,0.5299999999999994,0.4900000000000002,13.996,14.3,13.74,0.5600000000000005,0.33000000000000007,471831,562709,428633,134076,-105332
2016-04-10,15.03,15.85,14.24,1.6099999999999994,0.8900000000000006,15.59,16.09,14.66,1.4299999999999997,1.33,14.612,15.15,13.99,1.1600000000000001,1.0099999999999998,15.290000000000001,15.76,14.08,1.6799999999999997,1.6500000000000004,484269,581729,321863,259866,70526
2016-04-17,15.986,16.85,14.9,1.950000000000001,1.0099999999999998,16.740000000000002,17.07,16.24,0.8300000000000018,0.360000000000003,15.41,16.1,14.57,1.5300000000000011,0.9900000000000002,16.228,16.7,15.74,0.9599999999999991,0.4499999999999993,690847,1075365,424236,651129,153946
2016-04-24,15.618,16.35,14.35,2.0000000000000018,-1.9700000000000006,15.97,16.6,15.2,1.4000000000000021,-1.4000000000000021,14.738,15.71,12.53,3.1800000000000015,-1.5899999999999999,15.338,16.16,13.86,2.3000000000000007,-1.0199999999999996,1026722,2688470,314098,2374372,788198
