Date,YGEHY_stock_Open_average,YGEHY_stock_Open_max,YGEHY_stock_Open_min,YGEHY_stock_Open_volatility,YGEHY_stock_Open_change,YGEHY_stock_High_average,YGEHY_stock_High_max,YGEHY_stock_High_min,YGEHY_stock_High_volatility,YGEHY_stock_High_change,YGEHY_stock_Low_average,YGEHY_stock_Low_max,YGEHY_stock_Low_min,YGEHY_stock_Low_volatility,YGEHY_stock_Low_change,YGEHY_stock_Close_average,YGEHY_stock_Close_max,YGEHY_stock_Close_min,YGEHY_stock_Close_volatility,YGEHY_stock_Close_change,YGEHY_stock_Volume_average,YGEHY_stock_Volume_max,YGEHY_stock_Volume_min,YGEHY_stock_Volume_volatility,YGEHY_stock_Volume_change
2016-01-03,4.048,4.39,3.55,0.8399999999999999,-0.8300000000000001,4.1861999999999995,4.67,3.82,0.8500000000000001,-0.79,3.794,4.16,3.39,0.77,-0.6400000000000001,3.922,4.46,3.43,1.0299999999999998,-0.73,235163,327265,142743,184522,-158110
2016-01-10,3.642,3.75,3.4,0.3500000000000001,-0.08999999999999986,3.754,3.81,3.67,0.14000000000000012,-0.14000000000000012,3.41822,3.5411,3.29,0.2511000000000001,-0.10999999999999988,3.564,3.69,3.43,0.2599999999999998,-0.10000000000000009,121057,142119,71246,70873,-70320
2016-01-17,3.5175,4.07,3.18,0.8900000000000001,0.5800000000000001,3.9175,4.66,3.32,1.3400000000000003,1.0100000000000002,3.3413500000000003,4.01,2.93,1.0799999999999996,0.8049999999999997,3.7775,4.55,3.21,1.3399999999999999,1.3399999999999999,220003,290651,112654,177997,177997
2016-01-24,4.472,4.79,4.11,0.6799999999999997,0.17999999999999972,4.6324,4.88,4.4,0.47999999999999954,0.25,4.21,4.51,3.85,0.6599999999999997,0.46999999999999975,4.426,4.68,4.1,0.5800000000000001,0.5,94881,133427,65018,68409,-55999
2016-01-31,4.502,4.74,4.2,0.54,0.28000000000000025,4.61978,4.75,4.53,0.21999999999999975,0.20110000000000028,4.278,4.45,4.03,0.41999999999999993,0.009999999999999787,4.418,4.48,4.34,0.14000000000000057,0.009999999999999787,107385,137252,71662,65590,38675
2016-02-07,4.0280000000000005,4.17,3.65,0.52,-0.5100000000000002,4.1182,4.23,3.93,0.30000000000000027,-0.30000000000000027,3.794,4.0,3.62,0.3799999999999999,-0.3799999999999999,3.878,4.15,3.72,0.43000000000000016,-0.43000000000000016,82155,123838,63413,60425,-49384
2016-02-14,4.2975,4.42,4.07,0.34999999999999964,0.33000000000000007,4.52,4.58,4.38,0.20000000000000018,0.17999999999999972,4.161525,4.32,3.9201,0.39990000000000014,0.39990000000000014,4.38,4.48,4.34,0.14000000000000057,-0.020000000000000462,106186,192868,40321,152547,-152547
2016-02-21,4.31,4.43,4.2,0.22999999999999954,-0.13999999999999968,4.47,4.6,4.38,0.21999999999999975,-0.21999999999999975,4.22606,4.38,4.0903,0.28969999999999985,-0.17999999999999972,4.3051,4.4,4.16,0.2400000000000002,-0.1045000000000007,53789,74228,44971,29257,19517
2016-02-28,4.406,4.62,4.29,0.33000000000000007,0.33000000000000007,4.526,4.71,4.39,0.3200000000000003,0.3200000000000003,4.30408,4.4304,4.2,0.2303999999999995,0.2303999999999995,4.43,4.55,4.28,0.2699999999999996,0.2699999999999996,74023,105832,49047,56785,56785
2016-03-06,4.722,5.0,4.5,0.5,0.29000000000000004,4.949,5.0,4.8,0.20000000000000018,0.0,4.571,4.74,4.425,0.3150000000000004,0.17499999999999982,4.78,4.97,4.6,0.3700000000000001,-0.05999999999999961,95634,125674,64649,61025,-44010
2016-03-13,4.748,4.94,4.53,0.41000000000000014,-0.1800000000000006,4.84798,5.0,4.7,0.2999999999999998,0.05999999999999961,4.596,4.8,4.43,0.3700000000000001,-0.05999999999999961,4.71602,5.0,4.4301,0.5698999999999996,0.20000000000000018,87904,135824,49091,86733,84218
