Date,LMT_stock_Open_average,LMT_stock_Open_max,LMT_stock_Open_min,LMT_stock_Open_volatility,LMT_stock_Open_change,LMT_stock_High_average,LMT_stock_High_max,LMT_stock_High_min,LMT_stock_High_volatility,LMT_stock_High_change,LMT_stock_Low_average,LMT_stock_Low_max,LMT_stock_Low_min,LMT_stock_Low_volatility,LMT_stock_Low_change,LMT_stock_Close_average,LMT_stock_Close_max,LMT_stock_Close_min,LMT_stock_Close_volatility,LMT_stock_Close_change,LMT_stock_Volume_average,LMT_stock_Volume_max,LMT_stock_Volume_min,LMT_stock_Volume_volatility,LMT_stock_Volume_change
2016-01-03,215.048,217.83,213.81,4.02000000000001,1.009999999999991,217.65,221.0,215.77,5.22999999999999,0.5799999999999841,213.236,216.26,211.39,4.8700000000000045,0.9800000000000182,215.06,218.26,212.91,5.349999999999994,-0.30000000000001137,1717527,1875170,1350102,525068,-110021
2016-01-10,215.35399999999998,219.26,211.99,7.269999999999982,-3.079999999999984,217.666,219.62,216.47,3.1500000000000057,0.539999999999992,213.212,214.51,211.99,2.519999999999982,-1.2399999999999807,216.024,217.96,214.4,3.5600000000000023,0.6400000000000148,2001801,2809107,1354867,1454240,258942
2016-01-17,213.6625,216.69,211.2,5.490000000000009,-2.9799999999999898,215.6725,220.78,212.0,8.780000000000001,-7.069999999999993,210.1375,213.17,207.62,5.549999999999983,-2.1599999999999966,212.13,215.29,210.4,4.889999999999986,-3.25,2114816,2918082,1517930,1400152,-1400152
2016-01-24,207.89600000000002,211.84,201.43,10.409999999999997,-4.009999999999991,211.218,212.75,209.43,3.319999999999993,-1.6999999999999886,205.952,210.0,200.47,9.530000000000001,-3.8799999999999955,209.292,211.01,206.66,4.349999999999994,-0.009999999999990905,2677463,4441492,1792145,2649347,803767
2016-01-31,210.72,212.5,209.26,3.240000000000009,1.0800000000000125,212.382,213.64,210.98,2.6599999999999966,1.2299999999999898,209.09799999999998,210.13,207.64,2.490000000000009,0.6999999999999886,211.064,212.92,209.8,3.119999999999976,2.1399999999999864,1799873,2231158,1574555,656603,219300
2016-02-07,211.688,216.01,208.31,7.699999999999989,-1.0200000000000102,214.518,217.44,209.92,7.52000000000001,-5.230000000000018,208.872,213.62,203.65,9.969999999999999,-3.75,211.544,215.98,206.08,9.899999999999977,-8.449999999999989,2240885,2649690,1737869,911821,-170469
2016-02-14,211.07,214.51,207.52,6.989999999999981,6.989999999999981,213.175,215.5,209.49,6.009999999999991,5.25,210.1625,212.7,206.85,5.849999999999994,5.849999999999994,212.39,214.2,209.0,5.199999999999989,4.6200000000000045,1251605,1548268,987137,561131,-314981
2016-02-21,215.882,219.22,213.58,5.639999999999986,4.439999999999998,217.88,220.14,215.74,4.399999999999977,2.969999999999999,215.068,217.11,213.5,3.6100000000000136,2.630000000000024,216.812,220.03,215.01,5.02000000000001,2.230000000000018,1251772,1489306,974739,514567,235456
2016-02-28,217.148,218.09,216.48,1.6100000000000136,1.240000000000009,218.602,219.08,218.1,0.9800000000000182,0.9800000000000182,215.898,217.56,214.88,2.680000000000007,1.8300000000000125,217.672,218.72,215.79,2.930000000000007,2.930000000000007,1081643,1248598,875201,373397,-312311
2016-03-06,216.628,218.0,213.95,4.050000000000011,0.5,217.984,218.89,216.21,2.6799999999999784,0.5099999999999909,214.714,215.96,210.9,5.060000000000002,0.6599999999999966,216.24,217.05,215.34,1.710000000000008,1.210000000000008,1310756,1843814,988190,855624,318554
2016-03-13,217.276,220.0,215.34,4.659999999999997,4.3799999999999955,218.96,221.09,217.32,3.7700000000000102,3.5800000000000125,216.502,218.37,214.81,3.5600000000000023,2.75,218.4,220.91,216.6,4.310000000000002,4.310000000000002,1248648,2114582,882635,1231947,1180123
2016-03-20,220.85,221.05,220.41,0.6400000000000148,0.6400000000000148,222.49,223.19,221.5,1.6899999999999977,-1.6899999999999977,219.6675,220.62,217.14,3.480000000000018,-3.2700000000000102,220.3125,221.26,218.0,3.259999999999991,-3.259999999999991,1044042,1319205,781907,537298,169466
2016-03-27,220.484,222.65,218.81,3.8400000000000034,1.1500000000000057,222.226,223.86,219.55,4.310000000000002,3.9199999999999875,219.764,221.79,218.34,3.4499999999999886,0.8299999999999841,221.478,223.11,219.06,4.050000000000011,4.050000000000011,951460,1105235,748514,356721,-37023
2016-04-03,225.23,227.59,223.22,4.3700000000000045,4.3700000000000045,226.838,228.0,224.9,3.0999999999999943,3.0999999999999943,224.53,225.8,222.82,2.980000000000018,2.719999999999999,225.832,226.63,224.13,2.5,2.170000000000016,1073389,1437329,582628,854701,-425045
2016-04-10,226.092,227.0,224.75,2.25,-0.18000000000000682,226.69,227.16,225.92,1.240000000000009,-0.7900000000000205,224.606,225.19,224.11,1.079999999999984,0.5099999999999909,225.652,226.38,224.65,1.7299999999999898,1.1599999999999966,908127,1140225,682413,457812,-5652
2016-04-17,226.544,227.16,225.65,1.509999999999991,0.9499999999999886,227.764,228.12,227.31,0.8100000000000023,0.2400000000000091,225.78,226.29,225.3,0.9899999999999807,0.29999999999998295,226.626,227.14,226.07,1.0699999999999932,-0.30999999999997385,893677,1038051,721269,316782,213564
2016-04-24,229.656,232.2,226.04,6.159999999999997,6.060000000000002,232.25,234.59,226.99,7.599999999999994,5.97999999999999,229.174,231.9,225.34,6.560000000000002,5.47999999999999,231.442,233.65,226.3,7.349999999999994,6.079999999999984,1259584,1918332,952725,965607,-33590
2016-05-01,234.606,238.0,232.34,5.659999999999997,5.259999999999991,236.726,240.5,233.8,6.699999999999989,6.699999999999989,234.024,237.79,231.37,6.4199999999999875,5.359999999999985,236.47,240.26,233.24,7.019999999999982,7.019999999999982,1179433,1382850,1008300,374550,132460
2016-05-08,241.99,243.97,240.26,3.710000000000008,2.1200000000000045,244.18200000000002,245.37,242.0,3.3700000000000045,2.5,241.126,241.7,239.52,2.1799999999999784,2.1799999999999784,242.714,244.94,240.32,4.6200000000000045,1.8000000000000114,1163039,1498818,969317,529501,-300072
2016-05-15,240.854,243.0,239.49,3.509999999999991,-1.7199999999999989,242.416,243.99,240.3,3.6899999999999977,-3.6899999999999977,239.498,240.91,237.79,3.1200000000000045,-2.5200000000000102,241.008,242.97,238.89,4.0800000000000125,-2.9000000000000057,1009433,1360561,739859,620702,88340
2016-05-22,240.544,241.3,240.0,1.3000000000000114,-0.4300000000000068,241.33,242.0,240.52,1.4799999999999898,0.29999999999998295,239.832,240.5,239.04,1.460000000000008,0.17000000000001592,240.592,241.54,239.52,2.019999999999982,0.5699999999999932,754248,849610,648708,200902,-55473
2016-05-29,237.8425,239.74,235.92,3.8200000000000216,-2.1599999999999966,239.27,240.6,238.25,2.3499999999999943,-0.9499999999999886,236.1325,236.79,235.36,1.4299999999999784,0.07999999999998408,237.765,238.92,236.23,2.6899999999999977,2.6899999999999977,1489220,2545987,921498,1624489,-1029335
2016-06-05,239.608,240.2,238.52,1.6799999999999784,1.4899999999999807,241.01,241.7,240.37,1.329999999999984,1.329999999999984,239.38,240.0,238.52,1.4799999999999898,1.2199999999999989,240.106,240.67,239.4,1.2699999999999818,1.1800000000000068,944174,1154169,760190,393979,-393979
2016-06-12,239.434,240.22,237.78,2.4399999999999977,0.21000000000000796,240.416,240.7,240.12,0.5799999999999841,-0.47999999999998977,237.828,239.23,236.66,2.569999999999993,-1.25,238.906,239.87,237.56,2.3100000000000023,-0.38999999999998636,1163771,1455742,854220,601522,379460
2016-06-19,238.456,239.79,234.85,4.939999999999998,-4.349999999999994,240.358,242.87,239.27,3.5999999999999943,3.069999999999993,237.428,238.31,234.75,3.5600000000000023,-3.1100000000000136,239.012,240.0,238.17,1.8300000000000125,1.0600000000000023,1444834,3471214,755762,2715452,2404187
2016-06-26,242.782,248.24,238.78,9.460000000000008,9.460000000000008,244.852,249.92,239.97,9.949999999999989,9.949999999999989,241.658,248.24,236.07,12.170000000000016,12.170000000000016,244.35999999999999,249.35,239.29,10.060000000000002,10.060000000000002,1705280,2045577,1190008,855569,-440432
2016-07-03,250.19,250.95,248.8,2.1499999999999773,1.9799999999999898,251.3025,252.29,250.38,1.9099999999999966,1.9099999999999966,248.3525,248.61,247.88,0.7300000000000182,0.0800000000000125,250.315,251.9,249.51,2.390000000000015,2.390000000000015,1189788,1387397,961348,426049,-244731
2016-07-10,255.484,257.19,252.38,4.810000000000002,4.730000000000018,256.944,257.94,256.34,1.6000000000000227,1.2800000000000296,254.334,256.1,251.92,4.180000000000035,4.180000000000035,255.594,256.98,254.39,2.590000000000032,2.590000000000032,4414375,6337300,3324242,3013058,-2876564
2016-07-17,257.546,259.32,254.6,4.719999999999999,-3.1799999999999784,259.29200000000003,263.37,257.49,5.8799999999999955,-0.8000000000000114,253.588,255.89,251.6,4.289999999999992,-2.25,256.674,258.96,254.14,4.819999999999993,1.0199999999999818,3059076,4980017,1864603,3115414,-481209
2016-07-24,255.322,256.82,254.2,2.6200000000000045,-2.319999999999993,255.88799999999998,257.28,254.81,2.4699999999999704,-2.4699999999999704,253.266,254.72,252.05,2.6699999999999875,-2.0200000000000102,254.364,255.62,252.73,2.890000000000015,-2.890000000000015,2181032,2716134,1295943,1420191,882308
