Date,Vanguard Russell 1000 GrowthEtf_Open_average,Vanguard Russell 1000 GrowthEtf_Open_max,Vanguard Russell 1000 GrowthEtf_Open_min,Vanguard Russell 1000 GrowthEtf_Open_volatility,Vanguard Russell 1000 GrowthEtf_Open_change,Vanguard Russell 1000 GrowthEtf_High_average,Vanguard Russell 1000 GrowthEtf_High_max,Vanguard Russell 1000 GrowthEtf_High_min,Vanguard Russell 1000 GrowthEtf_High_volatility,Vanguard Russell 1000 GrowthEtf_High_change,Vanguard Russell 1000 GrowthEtf_Low_average,Vanguard Russell 1000 GrowthEtf_Low_max,Vanguard Russell 1000 GrowthEtf_Low_min,Vanguard Russell 1000 GrowthEtf_Low_volatility,Vanguard Russell 1000 GrowthEtf_Low_change,Vanguard Russell 1000 GrowthEtf_Close_average,Vanguard Russell 1000 GrowthEtf_Close_max,Vanguard Russell 1000 GrowthEtf_Close_min,Vanguard Russell 1000 GrowthEtf_Close_volatility,Vanguard Russell 1000 GrowthEtf_Close_change
2016-01-03,97.55,97.55,97.55,0.0,0.0,97.61,97.61,97.61,0.0,0.0,95.72,95.72,95.72,0.0,0.0,95.84,95.84,95.84,0.0,0.0
2016-01-10,93.08,93.08,93.08,0.0,0.0,93.95,93.95,93.95,0.0,0.0,92.47,92.47,92.47,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2016-01-17,95.0,95.0,95.0,0.0,0.0,95.66,95.66,95.66,0.0,0.0,94.7,94.7,94.7,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2016-01-24,94.35,94.35,94.35,0.0,0.0,96.18,96.18,96.18,0.0,0.0,94.35,94.35,94.35,0.0,0.0,96.17,96.17,96.17,0.0,0.0
2016-01-31,94.75,94.75,94.75,0.0,0.0,94.75,94.75,94.75,0.0,0.0,92.43,92.43,92.43,0.0,0.0,92.57,92.57,92.57,0.0,0.0
2016-02-07,91.43,91.43,91.43,0.0,0.0,92.1,92.1,92.1,0.0,0.0,91.15,91.15,91.15,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2016-02-14,94.79,94.79,94.79,0.0,0.0,95.19,95.19,95.19,0.0,0.0,94.31,94.31,94.31,0.0,0.0,95.19,95.19,95.19,0.0,0.0
2016-02-21,97.67,97.67,97.67,0.0,0.0,97.67,97.67,97.67,0.0,0.0,96.85,96.85,96.85,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2016-02-28,99.28,99.28,99.28,0.0,0.0,99.59,99.59,99.59,0.0,0.0,98.69,98.69,98.69,0.0,0.0,99.13,99.13,99.13,0.0,0.0
2016-03-06,99.37,99.37,99.37,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.23,99.23,99.23,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2016-03-13,101.27,101.27,101.27,0.0,0.0,101.59,101.59,101.59,0.0,0.0,101.01,101.01,101.01,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2016-03-20,100.47,100.47,100.47,0.0,0.0,100.73,100.73,100.73,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.73,100.73,100.73,0.0,0.0
2016-03-27,101.88,101.88,101.88,0.0,0.0,103.29,103.29,103.29,0.0,0.0,101.65,101.65,101.65,0.0,0.0,103.16,103.16,103.16,0.0,0.0
2016-04-03,102.65,102.65,102.65,0.0,0.0,102.8,102.8,102.8,0.0,0.0,101.86,101.86,101.86,0.0,0.0,102.05,102.05,102.05,0.0,0.0
2016-04-10,103.52,103.52,103.52,0.0,0.0,103.61,103.61,103.61,0.0,0.0,103.3,103.3,103.3,0.0,0.0,103.52,103.52,103.52,0.0,0.0
2016-04-17,103.13,103.13,103.13,0.0,0.0,103.32,103.32,103.32,0.0,0.0,102.62,102.62,102.62,0.0,0.0,103.13,103.13,103.13,0.0,0.0
2016-04-24,101.81,101.81,101.81,0.0,0.0,101.81,101.81,101.81,0.0,0.0,100.76,100.76,100.76,0.0,0.0,101.42,101.42,101.42,0.0,0.0
2016-05-01,100.68,100.68,100.68,0.0,0.0,101.36,101.36,101.36,0.0,0.0,100.46,100.46,100.46,0.0,0.0,101.22,101.22,101.22,0.0,0.0
2016-05-08,101.48,101.48,101.48,0.0,0.0,101.74,101.74,101.74,0.0,0.0,100.84,100.84,100.84,0.0,0.0,100.9,100.9,100.9,0.0,0.0
2016-05-15,100.84,100.84,100.84,0.0,0.0,101.23,101.23,101.23,0.0,0.0,100.55,100.55,100.55,0.0,0.0,100.99,100.99,100.99,0.0,0.0
2016-05-22,103.06,103.06,103.06,0.0,0.0,103.39,103.39,103.39,0.0,0.0,103.06,103.06,103.06,0.0,0.0,103.38,103.38,103.38,0.0,0.0
2016-05-29,103.76,103.76,103.76,0.0,0.0,103.8,103.8,103.8,0.0,0.0,103.08,103.08,103.08,0.0,0.0,103.69,103.69,103.69,0.0,0.0
2016-06-05,103.47,103.47,103.47,0.0,0.0,103.57,103.57,103.57,0.0,0.0,103.05,103.05,103.05,0.0,0.0,103.29,103.29,103.29,0.0,0.0
2016-06-12,102.53,102.53,102.53,0.0,0.0,102.53,102.53,102.53,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.89,101.89,101.89,0.0,0.0
2016-06-19,99.58,99.58,99.58,0.0,0.0,101.36,101.36,101.36,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.77,99.77,99.77,0.0,0.0
2016-06-26,102.71,102.71,102.71,0.0,0.0,103.33,103.33,103.33,0.0,0.0,102.71,102.71,102.71,0.0,0.0,103.03,103.03,103.03,0.0,0.0
