Date,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_change,Guggenheim Invest S&P Global Dividend Opptys_etf_High_average,Guggenheim Invest S&P Global Dividend Opptys_etf_High_max,Guggenheim Invest S&P Global Dividend Opptys_etf_High_min,Guggenheim Invest S&P Global Dividend Opptys_etf_High_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_High_change,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_change,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_change
2016-01-03,8.24,8.24,8.24,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2016-01-10,7.79,7.79,7.79,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2016-01-17,8.03,8.03,8.03,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2016-01-24,8.24,8.24,8.24,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.33,8.33,8.33,0.0,0.0
2016-01-31,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.17,8.17,8.17,0.0,0.0,8.17,8.17,8.17,0.0,0.0
2016-02-07,7.73,7.73,7.73,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.77,7.77,7.77,0.0,0.0
2016-02-14,8.18,8.18,8.18,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.2,8.2,8.2,0.0,0.0
2016-02-21,8.32,8.32,8.32,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2016-02-28,8.94,8.94,8.94,0.0,0.0,9.07,9.07,9.07,0.0,0.0,8.91,8.91,8.91,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2016-03-06,8.99,8.99,8.99,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.99,8.99,8.99,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2016-03-13,9.41,9.41,9.41,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2016-03-20,8.89,8.89,8.89,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2016-03-27,9.03,9.03,9.03,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2016-04-03,9.03,9.03,9.03,0.0,0.0,9.03,9.03,9.03,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2016-04-10,9.42,9.42,9.42,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2016-04-17,9.61,9.61,9.61,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.66,9.66,9.66,0.0,0.0
2016-04-24,9.74,9.74,9.74,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2016-05-01,9.36,9.36,9.36,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.38,9.38,9.38,0.0,0.0
2016-05-08,9.28,9.28,9.28,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.26,9.26,9.26,0.0,0.0
2016-05-15,9.34,9.34,9.34,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.36,9.36,9.36,0.0,0.0
2016-05-22,9.49,9.49,9.49,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2016-05-29,9.55,9.55,9.55,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2016-06-05,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2016-06-12,9.37,9.37,9.37,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2016-06-19,9.09,9.09,9.09,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2016-06-26,9.49,9.49,9.49,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2016-07-03,9.38,9.38,9.38,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2016-07-10,9.72,9.72,9.72,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2016-07-17,9.69,9.69,9.69,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2016-07-24,9.71,9.71,9.71,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2016-07-31,9.88,9.88,9.88,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2016-08-07,10.17,10.17,10.17,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2016-08-14,10.1,10.1,10.1,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2016-08-21,10.09,10.09,10.09,0.0,0.0,10.21,10.21,10.21,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2016-08-28,9.98,9.98,9.98,0.0,0.0,10.09,10.09,10.09,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2016-09-04,10.18,10.18,10.18,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2016-09-11,9.8,9.8,9.8,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2016-09-18,10.11,10.11,10.11,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2016-09-25,10.1,10.1,10.1,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2016-10-02,10.02,10.02,10.02,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2016-10-09,9.99,9.99,9.99,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2016-10-16,9.99,9.99,9.99,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2016-10-23,9.86,9.86,9.86,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2016-10-30,9.66,9.66,9.66,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2016-11-06,9.54,9.54,9.54,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2016-11-13,9.61,9.61,9.61,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2016-11-20,9.89,9.89,9.89,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2016-11-27,9.95,9.95,9.95,0.0,0.0,10.01,10.01,10.01,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2016-12-04,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.28,10.28,10.28,0.0,0.0
2016-12-11,10.05,10.05,10.05,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2016-12-18,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2016-12-25,10.16,10.16,10.16,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2017-01-01,10.34,10.34,10.34,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2017-01-08,10.34,10.34,10.34,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2017-01-15,10.34,10.34,10.34,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2017-01-22,10.42,10.42,10.42,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2017-01-29,10.45,10.45,10.45,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2017-02-05,10.43,10.43,10.43,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2017-02-12,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2017-02-19,10.41,10.41,10.41,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2017-02-26,10.38,10.38,10.38,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2017-03-05,10.35,10.35,10.35,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2017-03-12,10.51,10.51,10.51,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2017-03-19,10.53,10.53,10.53,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2017-03-26,10.5,10.5,10.5,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.52,10.52,10.52,0.0,0.0
2017-04-02,10.45,10.45,10.45,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2017-04-09,10.51,10.51,10.51,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2017-04-16,10.47,10.47,10.47,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2017-04-23,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.56,10.56,10.56,0.0,0.0
