Date,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Open_change,Guggenheim Invest S&P Global Dividend Opptys_etf_High_average,Guggenheim Invest S&P Global Dividend Opptys_etf_High_max,Guggenheim Invest S&P Global Dividend Opptys_etf_High_min,Guggenheim Invest S&P Global Dividend Opptys_etf_High_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_High_change,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Low_change,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_average,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_max,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_min,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_volatility,Guggenheim Invest S&P Global Dividend Opptys_etf_Close_change
2017-04-30,10.62,10.62,10.62,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2017-05-07,10.58,10.58,10.58,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2017-05-14,10.65,10.65,10.65,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.71,10.71,10.71,0.0,0.0
2017-05-21,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2017-05-28,10.96,10.96,10.96,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2017-06-04,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2017-06-11,10.98,10.98,10.98,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.97,10.97,10.97,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2017-06-18,10.97,10.97,10.97,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2017-06-25,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2017-07-02,10.73,10.73,10.73,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2017-07-09,10.83,10.83,10.83,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2017-07-16,10.94,10.94,10.94,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2017-07-23,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2017-07-30,11.01,11.01,11.01,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2017-08-06,10.92,10.92,10.92,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2017-08-13,10.96,10.96,10.96,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2017-08-20,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2017-08-27,11.01,11.01,11.01,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2017-09-03,10.99,10.99,10.99,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2017-09-10,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2017-09-17,11.02,11.02,11.02,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2017-09-24,10.96,10.96,10.96,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2017-10-01,10.95,10.95,10.95,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2017-10-08,11.09,11.09,11.09,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2017-10-15,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2017-10-22,10.96,10.96,10.96,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2017-10-29,10.96,10.96,10.96,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2017-11-05,10.96,10.96,10.96,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2017-11-12,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2017-11-19,11.05,11.05,11.05,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2017-11-26,11.22,11.22,11.22,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2017-12-03,11.2,11.2,11.2,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2017-12-10,11.25,11.25,11.25,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2017-12-17,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2017-12-24,11.28,11.28,11.28,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2017-12-31,11.38,11.38,11.38,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.4,11.4,11.4,0.0,0.0
