Date,PowerShares S&P SmallCap Financials_etf_Open_average,PowerShares S&P SmallCap Financials_etf_Open_max,PowerShares S&P SmallCap Financials_etf_Open_min,PowerShares S&P SmallCap Financials_etf_Open_volatility,PowerShares S&P SmallCap Financials_etf_Open_change,PowerShares S&P SmallCap Financials_etf_High_average,PowerShares S&P SmallCap Financials_etf_High_max,PowerShares S&P SmallCap Financials_etf_High_min,PowerShares S&P SmallCap Financials_etf_High_volatility,PowerShares S&P SmallCap Financials_etf_High_change,PowerShares S&P SmallCap Financials_etf_Low_average,PowerShares S&P SmallCap Financials_etf_Low_max,PowerShares S&P SmallCap Financials_etf_Low_min,PowerShares S&P SmallCap Financials_etf_Low_volatility,PowerShares S&P SmallCap Financials_etf_Low_change,PowerShares S&P SmallCap Financials_etf_Close_average,PowerShares S&P SmallCap Financials_etf_Close_max,PowerShares S&P SmallCap Financials_etf_Close_min,PowerShares S&P SmallCap Financials_etf_Close_volatility,PowerShares S&P SmallCap Financials_etf_Close_change
2016-03-13,40.52,40.52,40.52,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2016-03-20,39.43,39.43,39.43,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2016-03-27,40.63,40.63,40.63,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-04-03,39.78,39.78,39.78,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2016-04-10,40.94,40.94,40.94,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2016-04-17,41.56,41.56,41.56,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2016-04-24,41.53,41.53,41.53,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2016-05-01,41.16,41.16,41.16,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2016-05-08,41.47,41.47,41.47,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2016-05-15,41.52,41.52,41.52,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2016-05-22,42.67,42.67,42.67,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2016-05-29,42.52,42.52,42.52,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2016-06-05,42.89,42.89,42.89,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2016-06-12,41.71,41.71,41.71,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2016-06-19,41.22,41.22,41.22,0.0,0.0,41.8,41.8,41.8,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2016-06-26,42.21,42.21,42.21,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2016-07-03,42.53,42.53,42.53,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2016-07-10,44.28,44.28,44.28,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2016-07-17,44.06,44.06,44.06,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2016-07-24,44.32,44.32,44.32,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2016-07-31,44.42,44.42,44.42,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2016-08-07,44.5,44.5,44.5,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2016-08-14,44.64,44.64,44.64,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2016-08-21,45.5,45.5,45.5,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2016-08-28,45.8,45.8,45.8,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2016-09-04,45.7,45.7,45.7,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2016-09-11,43.9,43.9,43.9,0.0,0.0,44.28,44.28,44.28,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2016-09-18,45.43,45.43,45.43,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2016-09-25,44.59,44.59,44.59,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.59,44.59,44.59,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2016-10-02,44.36,44.36,44.36,0.0,0.0,44.52,44.52,44.52,0.0,0.0,43.75,43.75,43.75,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2016-10-09,44.31,44.31,44.31,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2016-10-16,43.97,43.97,43.97,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2016-10-23,43.19,43.19,43.19,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2016-10-30,42.26,42.26,42.26,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2016-11-06,46.33,46.33,46.33,0.0,0.0,47.74,47.74,47.74,0.0,0.0,46.33,46.33,46.33,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2016-11-13,49.28,49.28,49.28,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2016-11-20,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-11-27,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2016-12-04,53.32,53.32,53.32,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2016-12-11,51.87,51.87,51.87,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2016-12-18,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2016-12-25,52.48,52.48,52.48,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2017-01-01,52.53,52.53,52.53,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2017-01-08,51.93,51.93,51.93,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2017-01-15,51.27,51.27,51.27,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-01-22,52.57,52.57,52.57,0.0,0.0,52.57,52.57,52.57,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2017-01-29,51.58,51.58,51.58,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.54,51.54,51.54,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-02-05,52.04,52.04,52.04,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2017-02-12,52.74,52.74,52.74,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2017-02-19,53.21,53.21,53.21,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2017-02-26,53.17,53.17,53.17,0.0,0.0,53.45,53.45,53.45,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2017-03-05,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2017-03-12,52.3,52.3,52.3,0.0,0.0,52.44,52.44,52.44,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2017-03-19,50.22,50.22,50.22,0.0,0.0,50.33,50.33,50.33,0.0,0.0,49.79,49.79,49.79,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-03-26,51.03,51.03,51.03,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2017-04-02,50.09,50.09,50.09,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-04-09,50.0,50.0,50.0,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-04-16,51.19,51.19,51.19,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2017-04-23,52.04,52.04,52.04,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2017-04-30,51.37,51.37,51.37,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-05-07,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2017-05-14,49.52,49.52,49.52,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2017-05-21,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-05-28,50.25,50.25,50.25,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2017-06-04,51.77,51.77,51.77,0.0,0.0,53.12,53.12,53.12,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2017-06-11,51.92,51.92,51.92,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2017-06-18,51.14,51.14,51.14,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2017-06-25,52.09,52.09,52.09,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2017-07-02,51.84,51.84,51.84,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.5,51.5,51.5,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2017-07-09,51.51,51.51,51.51,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2017-07-16,51.93,51.93,51.93,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2017-07-23,52.11,52.11,52.11,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2017-07-30,52.08,52.08,52.08,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2017-08-06,50.29,50.29,50.29,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-08-13,49.39,49.39,49.39,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-08-20,50.14,50.14,50.14,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2017-08-27,50.46,50.46,50.46,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-09-03,48.93,48.93,48.93,0.0,0.0,49.51,49.51,49.51,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2017-09-10,50.69,50.69,50.69,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2017-09-17,51.12,51.12,51.12,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2017-09-24,53.56,53.56,53.56,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2017-10-01,54.37,54.37,54.37,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2017-10-08,54.24,54.24,54.24,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2017-10-15,54.87,54.87,54.87,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2017-10-22,54.07,54.07,54.07,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2017-10-29,54.37,54.37,54.37,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-11-05,53.14,53.14,53.14,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2017-11-12,53.61,53.61,53.61,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2017-11-19,54.89,54.89,54.89,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2017-11-26,55.9,55.9,55.9,0.0,0.0,55.94,55.94,55.94,0.0,0.0,54.53,54.53,54.53,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2017-12-03,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-12-10,54.45,54.45,54.45,0.0,0.0,55.92,55.92,55.92,0.0,0.0,54.45,54.45,54.45,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2017-12-17,54.6,54.6,54.6,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2017-12-24,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2017-12-31,54.14,54.14,54.14,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.22,54.22,54.22,0.0,0.0
