Date,GIGMStock_Open_average,GIGMStock_Open_max,GIGMStock_Open_min,GIGMStock_Open_volatility,GIGMStock_Open_change,GIGMStock_High_average,GIGMStock_High_max,GIGMStock_High_min,GIGMStock_High_volatility,GIGMStock_High_change,GIGMStock_Low_average,GIGMStock_Low_max,GIGMStock_Low_min,GIGMStock_Low_volatility,GIGMStock_Low_change,GIGMStock_Close_average,GIGMStock_Close_max,GIGMStock_Close_min,GIGMStock_Close_volatility,GIGMStock_Close_change,GIGMStock_Volume_average,GIGMStock_Volume_max,GIGMStock_Volume_min,GIGMStock_Volume_volatility,GIGMStock_Volume_change
2016-01-03,3.128,3.37,3.03,0.3400000000000003,0.020000000000000018,3.226,3.37,3.1,0.27,-0.11999999999999966,3.0412,3.1,2.99,0.10999999999999988,-0.029999999999999805,3.11,3.23,3.05,0.18000000000000016,-0.06000000000000005,24546,36940,16963,19977,2851
2016-01-10,2.726,3.04,2.4,0.6400000000000001,-0.5499999999999998,2.7680000000000002,3.04,2.49,0.5499999999999998,-0.5499999999999998,2.522,2.9,2.28,0.6200000000000001,-0.6200000000000001,2.606,2.9,2.39,0.5099999999999998,-0.5099999999999998,38246,61740,19769,41971,-3362
2016-01-17,2.38,2.41,2.35,0.06000000000000005,0.010000000000000231,2.465,2.53,2.4,0.1299999999999999,0.029999999999999805,2.34,2.41,2.25,0.16000000000000014,0.050000000000000266,2.4025,2.47,2.34,0.13000000000000034,0.07000000000000028,24957,37367,15296,22071,-12036
2016-01-24,2.5084,2.66,2.42,0.2400000000000002,0.16999999999999993,2.64,2.94,2.5,0.43999999999999995,0.43999999999999995,2.469,2.66,2.38,0.28000000000000025,0.28000000000000025,2.57,2.89,2.38,0.5100000000000002,0.5100000000000002,35053,75866,17806,58060,43617
2016-01-31,2.976,3.02,2.94,0.08000000000000007,-0.040000000000000036,3.056,3.14,3.01,0.13000000000000034,0.0900000000000003,2.896,2.94,2.79,0.1499999999999999,0.009999999999999787,3.0060000000000002,3.1,2.94,0.16000000000000014,0.07000000000000028,28718,39007,10163,28844,-3315
2016-02-07,2.892,3.01,2.79,0.21999999999999975,-0.18999999999999995,2.9779999999999998,3.15,2.88,0.27,-0.27,2.7698,2.85,2.6830000000000003,0.16699999999999982,-0.01600000000000046,2.894,2.99,2.84,0.15000000000000036,-0.11000000000000032,32709,45569,17317,28252,-17563
2016-02-14,2.915,2.94,2.87,0.06999999999999984,0.06000000000000005,2.99,3.04,2.95,0.08999999999999986,0.0,2.9025,2.92,2.87,0.04999999999999982,0.029999999999999805,2.9225000000000003,2.96,2.87,0.08999999999999986,0.040000000000000036,25561,62416,10977,51439,5398
2016-02-21,2.8560000000000003,2.99,2.74,0.25,0.10000000000000009,2.9659999999999997,3.05,2.8,0.25,0.08000000000000007,2.7942,2.9810000000000003,2.68,0.30100000000000016,0.2110000000000003,2.87,3.04,2.76,0.28000000000000025,0.27,14229,27300,5258,22042,-21898
2016-02-28,2.972,3.04,2.92,0.1200000000000001,-0.04999999999999982,3.012,3.05,2.95,0.09999999999999964,0.0,2.85,2.94,2.77,0.16999999999999993,0.14000000000000012,2.94,3.02,2.88,0.14000000000000012,-0.040000000000000036,19721,35539,9852,25687,926
2016-03-06,2.986,3.05,2.91,0.13999999999999968,0.04999999999999982,3.126,3.23,3.09,0.14000000000000012,-0.1299999999999999,2.94,2.99,2.9,0.0900000000000003,0.040000000000000036,3.028,3.1,2.95,0.1499999999999999,0.010000000000000231,18367,32606,4000,28606,-10389
2016-03-13,3.0220000000000002,3.11,2.96,0.1499999999999999,-0.04999999999999982,3.0676,3.11,3.0,0.10999999999999988,-0.009999999999999787,2.9556,3.02,2.9,0.1200000000000001,-0.04999999999999982,3.02,3.06,2.96,0.10000000000000009,0.03000000000000025,21874,44265,9380,34885,29235
2016-03-20,2.9667499999999998,3.037,2.8,0.2370000000000001,-0.22999999999999998,3.025,3.09,2.85,0.23999999999999977,-0.23999999999999977,2.8775,2.97,2.76,0.2100000000000004,-0.2100000000000004,2.949,3.036,2.85,0.18599999999999994,-0.18599999999999994,48781,96159,22759,73400,-27415
2016-03-27,2.742,2.87,2.66,0.20999999999999996,-0.1200000000000001,2.798,2.87,2.76,0.11000000000000032,-0.07000000000000028,2.6842,2.74,2.61,0.13000000000000034,0.040000000000000036,2.734,2.8,2.68,0.11999999999999966,0.08999999999999986,15663,33011,2292,30719,-24217
2016-04-03,2.77,2.8,2.75,0.04999999999999982,-0.04999999999999982,2.822,2.92,2.79,0.1299999999999999,0.0,2.7562,2.77,2.75,0.020000000000000018,-0.009999999999999787,2.7842,2.8,2.76,0.040000000000000036,-0.023999999999999577,11849,41089,1588,39501,-2660
2016-04-10,2.78,2.8,2.75,0.04999999999999982,0.009999999999999787,2.822,2.84,2.8,0.040000000000000036,-0.03000000000000025,2.762,2.78,2.75,0.029999999999999805,0.029999999999999805,2.787,2.82,2.75,0.06999999999999984,0.010000000000000231,6522,10340,2957,7383,-1265
2016-04-17,2.758,2.77,2.75,0.020000000000000018,0.020000000000000018,2.8,2.81,2.79,0.020000000000000018,-0.010000000000000231,2.7544,2.77,2.75,0.020000000000000018,0.020000000000000018,2.778,2.79,2.77,0.020000000000000018,-0.020000000000000018,4206,6412,1151,5261,-2785
2016-04-24,2.53,2.73,2.45,0.2799999999999998,-0.2200000000000002,2.58,2.75,2.5,0.25,-0.20000000000000018,2.4628,2.51,2.43,0.07999999999999963,0.07999999999999963,2.5122,2.55,2.47,0.07999999999999963,0.03999999999999959,13072,41986,1075,40911,-36101
2016-05-01,2.516,2.55,2.46,0.08999999999999986,0.040000000000000036,2.5842,2.65,2.522,0.1280000000000001,0.06800000000000006,2.452,2.52,2.32,0.20000000000000018,0.040000000000000036,2.5216,2.5340000000000003,2.51,0.024000000000000465,0.0040000000000000036,21628,35948,7844,28104,5003
2016-05-08,2.5982,2.73,2.51,0.2200000000000002,0.06100000000000039,2.6762,2.8,2.571,0.22899999999999965,-0.018999999999999684,2.552,2.59,2.51,0.08000000000000007,0.06000000000000005,2.616,2.73,2.57,0.16000000000000014,-0.010000000000000231,4901,8841,2024,6817,-6139
2016-05-15,2.586,2.6,2.57,0.03000000000000025,0.010000000000000231,2.616,2.66,2.6,0.06000000000000005,0.06000000000000005,2.5314,2.58,2.437,0.14300000000000024,0.07000000000000028,2.582,2.63,2.53,0.10000000000000009,0.10000000000000009,9561,19665,910,18755,-11994
2016-05-22,2.66,2.75,2.61,0.14000000000000012,0.0900000000000003,2.774,2.84,2.61,0.22999999999999998,0.22999999999999998,2.5984,2.7,2.526,0.17400000000000038,0.17400000000000038,2.666,2.78,2.54,0.23999999999999977,0.20000000000000018,14742,25803,6119,19684,-3045
2016-05-29,2.73,2.77,2.7,0.06999999999999984,0.06999999999999984,2.8049999999999997,2.84,2.78,0.06000000000000005,0.06000000000000005,2.7199999999999998,2.76,2.67,0.08999999999999986,0.08999999999999986,2.755,2.78,2.7,0.07999999999999963,0.05999999999999961,16405,27899,7416,20483,-19118
2016-06-05,2.738,2.79,2.63,0.16000000000000014,-0.16000000000000014,2.7978,2.8489999999999998,2.73,0.11899999999999977,-0.08000000000000007,2.6676,2.76,2.6,0.1599999999999997,-0.1599999999999997,2.682,2.76,2.6,0.1599999999999997,-0.1599999999999997,5141,10093,1244,8849,1035
2016-06-12,2.5669999999999997,2.605,2.54,0.06499999999999995,-0.04999999999999982,2.5866000000000002,2.611,2.55,0.06100000000000039,-0.020000000000000018,2.522,2.55,2.48,0.06999999999999984,-0.06999999999999984,2.5526,2.6,2.48,0.1200000000000001,-0.020000000000000018,5000,12068,2430,9638,2096
2016-06-19,2.532,2.64,2.45,0.18999999999999995,-0.11999999999999966,2.582,2.64,2.5,0.14000000000000012,-0.10999999999999988,2.504,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.528,2.58,2.48,0.10000000000000009,-0.10000000000000009,8379,22274,274,22000,-16514
2016-06-26,2.434,2.48,2.4,0.08000000000000007,-0.040000000000000036,2.498,2.63,2.43,0.19999999999999973,-0.17999999999999972,2.38,2.41,2.33,0.08000000000000007,0.0,2.4244,2.452,2.4,0.052000000000000046,-0.010000000000000231,10573,16800,1647,15153,-10457
2016-07-03,2.4225000000000003,2.45,2.4,0.050000000000000266,0.010000000000000231,2.4650000000000003,2.49,2.43,0.06000000000000005,0.040000000000000036,2.4025,2.41,2.4,0.010000000000000231,0.0,2.45,2.49,2.41,0.08000000000000007,0.040000000000000036,4932,11253,1577,9676,9369
