Date,Teucrium SugarEtf_Open_average,Teucrium SugarEtf_Open_max,Teucrium SugarEtf_Open_min,Teucrium SugarEtf_Open_volatility,Teucrium SugarEtf_Open_change,Teucrium SugarEtf_High_average,Teucrium SugarEtf_High_max,Teucrium SugarEtf_High_min,Teucrium SugarEtf_High_volatility,Teucrium SugarEtf_High_change,Teucrium SugarEtf_Low_average,Teucrium SugarEtf_Low_max,Teucrium SugarEtf_Low_min,Teucrium SugarEtf_Low_volatility,Teucrium SugarEtf_Low_change,Teucrium SugarEtf_Close_average,Teucrium SugarEtf_Close_max,Teucrium SugarEtf_Close_min,Teucrium SugarEtf_Close_volatility,Teucrium SugarEtf_Close_change
2016-01-03,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2016-01-10,9.8,9.8,9.8,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.62,9.62,9.62,0.0,0.0
2016-01-17,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2016-01-24,8.98,8.98,8.98,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.96,8.96,8.96,0.0,0.0
2016-01-31,8.8,8.8,8.8,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.83,8.83,8.83,0.0,0.0
2016-02-07,8.97,8.97,8.97,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2016-02-14,8.67,8.67,8.67,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2016-02-21,9.56,9.56,9.56,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2016-02-28,9.95,9.95,9.95,0.0,0.0,10.12,10.12,10.12,0.0,0.0,9.91,9.91,9.91,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2016-03-06,10.24,10.24,10.24,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-03-13,10.79,10.79,10.79,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-03-20,11.01,11.01,11.01,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2016-03-27,10.35,10.35,10.35,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2016-04-03,9.87,9.87,9.87,0.0,0.0,10.28,10.28,10.28,0.0,0.0,9.87,9.87,9.87,0.0,0.0,10.28,10.28,10.28,0.0,0.0
2016-04-10,10.15,10.15,10.15,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-04-17,10.56,10.56,10.56,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2016-04-24,11.02,11.02,11.02,0.0,0.0,11.13,11.13,11.13,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2016-05-01,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2016-05-08,11.24,11.24,11.24,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2016-05-15,11.45,11.45,11.45,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2016-05-22,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2016-05-29,11.95,11.95,11.95,0.0,0.0,12.13,12.13,12.13,0.0,0.0,11.94,11.94,11.94,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2016-06-05,12.53,12.53,12.53,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2016-06-12,12.66,12.66,12.66,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.66,12.66,12.66,0.0,0.0
2016-06-19,12.32,12.32,12.32,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2016-06-26,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2016-07-03,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2016-07-10,12.65,12.65,12.65,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2016-07-17,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2016-07-24,12.45,12.45,12.45,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2016-07-31,13.01,13.01,13.01,0.0,0.0,13.42,13.42,13.42,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2016-08-07,13.19,13.19,13.19,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2016-08-14,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2016-08-21,13.55,13.55,13.55,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2016-08-28,13.41,13.41,13.41,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2016-09-04,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2016-09-11,14.01,14.01,14.01,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.23,14.23,14.23,0.0,0.0
2016-09-18,14.44,14.44,14.44,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2016-09-25,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2016-10-02,14.94,14.94,14.94,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2016-10-09,14.74,14.74,14.74,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2016-10-16,14.53,14.53,14.53,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2016-10-23,14.35,14.35,14.35,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2016-10-30,14.02,14.02,14.02,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.13,14.13,14.13,0.0,0.0
2016-11-06,13.86,13.86,13.86,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2016-11-13,13.12,13.12,13.12,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2016-11-20,12.9,12.9,12.9,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2016-11-27,12.52,12.52,12.52,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2016-12-04,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2016-12-11,12.3,12.3,12.3,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2016-12-18,12.27,12.27,12.27,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2016-12-25,12.95,12.95,12.95,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2017-01-01,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2017-01-08,13.81,13.81,13.81,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2017-01-15,13.69,13.69,13.69,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2017-01-22,13.77,13.77,13.77,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2017-01-29,13.95,13.95,13.95,0.0,0.0,14.2,14.2,14.2,0.0,0.0,13.8,13.8,13.8,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2017-02-05,13.88,13.88,13.88,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2017-02-12,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2017-02-19,13.5,13.5,13.5,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2017-02-26,13.29,13.29,13.29,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2017-03-05,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2017-03-12,12.46,12.46,12.46,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2017-03-19,12.33,12.33,12.33,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2017-03-26,11.8,11.8,11.8,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2017-04-02,11.7,11.7,11.7,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2017-04-09,11.77,11.77,11.77,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2017-04-16,11.58,11.58,11.58,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2017-04-23,11.06,11.06,11.06,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2017-04-30,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2017-05-07,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.91,10.91,10.91,0.0,0.0
