Date,KRA_stock_Open_average,KRA_stock_Open_max,KRA_stock_Open_min,KRA_stock_Open_volatility,KRA_stock_Open_change,KRA_stock_High_average,KRA_stock_High_max,KRA_stock_High_min,KRA_stock_High_volatility,KRA_stock_High_change,KRA_stock_Low_average,KRA_stock_Low_max,KRA_stock_Low_min,KRA_stock_Low_volatility,KRA_stock_Low_change,KRA_stock_Close_average,KRA_stock_Close_max,KRA_stock_Close_min,KRA_stock_Close_volatility,KRA_stock_Close_change,KRA_stock_Volume_average,KRA_stock_Volume_max,KRA_stock_Volume_min,KRA_stock_Volume_volatility,KRA_stock_Volume_change
2016-01-03,15.94,16.43,15.56,0.8699999999999992,-0.7999999999999989,16.18,16.63,15.65,0.9799999999999986,-0.9799999999999986,15.61,16.13,15.28,0.8499999999999996,-0.8499999999999996,15.863999999999999,16.45,15.31,1.1399999999999988,-1.1399999999999988,358881,509656,191700,317956,-200682
2016-01-10,15.134,15.63,14.73,0.9000000000000004,-0.5899999999999999,15.476,15.75,15.1,0.6500000000000004,-0.3600000000000012,14.629999999999999,15.0,14.45,0.5500000000000007,-0.5500000000000007,15.07,15.35,14.74,0.6099999999999994,-0.27999999999999936,349848,412439,285588,126851,-57994
2016-01-17,14.305,15.21,13.69,1.5200000000000014,-0.8900000000000006,14.5475,15.26,14.07,1.1899999999999995,-0.6199999999999992,13.6825,14.15,13.35,0.8000000000000007,0.46000000000000085,14.045,14.4,13.83,0.5700000000000003,0.5700000000000003,453384,597996,259039,338957,-256080
2016-01-24,14.204,14.35,13.92,0.4299999999999997,0.02999999999999936,14.466000000000001,14.74,14.33,0.41000000000000014,0.41000000000000014,13.895999999999999,14.02,13.79,0.23000000000000043,0.15000000000000036,14.176,14.68,13.82,0.8599999999999994,0.8599999999999994,271310,502285,187674,314611,285595
2016-01-31,14.606,15.41,13.88,1.5299999999999994,0.8200000000000003,15.166,16.19,14.33,1.8600000000000012,0.9900000000000002,14.31,15.04,13.47,1.5699999999999985,0.6600000000000001,14.656,15.51,13.67,1.8399999999999999,0.6799999999999997,352668,460043,297793,162250,18559
2016-02-07,14.522,14.94,14.09,0.8499999999999996,-0.5500000000000007,14.916,15.36,14.46,0.8999999999999986,-0.7400000000000002,14.196,14.53,13.71,0.8199999999999985,-0.7699999999999996,14.454,14.96,13.94,1.0200000000000014,-0.9100000000000001,222529,283887,176827,107060,27756
2016-02-14,14.817499999999999,15.16,14.25,0.9100000000000001,0.8200000000000003,15.09,15.28,14.7,0.5800000000000001,0.45000000000000107,14.515,14.84,14.0,0.8399999999999999,0.47000000000000064,14.95,15.16,14.62,0.5400000000000009,0.33000000000000007,249880,349109,169887,179222,-179222
2016-02-21,15.948,17.1,14.98,2.120000000000001,1.6800000000000015,16.676000000000002,17.86,15.1,2.76,2.379999999999999,15.328000000000001,16.53,14.62,1.910000000000002,1.5500000000000007,16.33,17.79,14.86,2.9299999999999997,2.7399999999999984,579705,900357,197740,702617,566356
2016-02-28,17.136,17.7,16.79,0.9100000000000001,-0.6400000000000006,17.39,17.7,16.84,0.8599999999999994,-0.05000000000000071,16.826,17.15,16.51,0.639999999999997,-0.129999999999999,17.016000000000002,17.2,16.8,0.3999999999999986,0.029999999999997584,368968,547533,258092,289441,-289441
2016-03-06,16.784,17.3,16.42,0.879999999999999,-0.7099999999999973,17.06,17.75,16.55,1.1999999999999993,-0.7399999999999984,16.398,17.16,15.89,1.2699999999999996,-0.8300000000000018,16.688,17.49,16.3,1.1899999999999977,-0.639999999999997,326765,462407,240331,222076,-170597
