Date,MIDD_stock_Open_average,MIDD_stock_Open_max,MIDD_stock_Open_min,MIDD_stock_Open_volatility,MIDD_stock_Open_change,MIDD_stock_High_average,MIDD_stock_High_max,MIDD_stock_High_min,MIDD_stock_High_volatility,MIDD_stock_High_change,MIDD_stock_Low_average,MIDD_stock_Low_max,MIDD_stock_Low_min,MIDD_stock_Low_volatility,MIDD_stock_Low_change,MIDD_stock_Close_average,MIDD_stock_Close_max,MIDD_stock_Close_min,MIDD_stock_Close_volatility,MIDD_stock_Close_change,MIDD_stock_Volume_average,MIDD_stock_Volume_max,MIDD_stock_Volume_min,MIDD_stock_Volume_volatility,MIDD_stock_Volume_change
2016-01-03,103.41,107.02,97.3,9.719999999999999,-9.36,104.466,108.88,97.95,10.929999999999993,-9.0,100.418,106.7,94.14,12.560000000000002,-10.090000000000003,101.388,107.92,94.39,13.530000000000001,-11.959999999999994,652377,870353,417370,452983,245111
2016-01-10,92.99,95.58,90.28,5.299999999999997,-4.189999999999998,94.404,96.89,92.21,4.680000000000007,-2.7700000000000102,90.838,92.04,88.88,3.160000000000011,-1.7700000000000102,92.47999999999999,93.85,91.35,2.5,-0.35999999999999943,599339,786312,456214,330098,-272164
2016-01-17,89.8875,92.1,88.27,3.8299999999999983,-3.8299999999999983,90.79,92.35,90.04,2.309999999999988,-2.259999999999991,87.71000000000001,90.46,86.12,4.339999999999989,-3.059999999999988,88.94,91.01,86.98,4.030000000000001,-2.8400000000000034,563134,635100,469934,165166,112634
2016-01-24,85.936,87.17,84.27,2.9000000000000057,-0.0799999999999983,88.22200000000001,90.42,86.29,4.1299999999999955,2.3900000000000006,84.23,87.09,81.32,5.77000000000001,3.6200000000000045,86.256,90.36,83.74,6.6200000000000045,6.6200000000000045,694945,1102638,541915,560723,-485221
2016-01-31,88.432,89.51,87.18,2.3299999999999983,-2.279999999999987,89.152,90.29,87.66,2.6300000000000097,-2.6300000000000097,86.538,88.76,84.24,4.52000000000001,-4.52000000000001,87.572,90.25,84.38,5.8700000000000045,-5.8700000000000045,483189,739883,308986,430897,-323446
2016-02-07,81.664,83.34,80.29,3.049999999999997,-1.740000000000009,83.834,85.02,82.38,2.6400000000000006,-0.8500000000000085,80.614,82.3,79.11,3.1899999999999977,0.18999999999999773,82.114,83.34,80.62,2.719999999999999,1.039999999999992,518154,689093,319516,369577,-201912
2016-02-14,85.05499999999999,86.66,83.77,2.8900000000000006,0.18999999999999773,86.6875,87.41,85.31,2.0999999999999943,2.0999999999999943,84.1075,85.51,83.06,2.450000000000003,0.75,85.8675,87.25,84.73,2.519999999999996,2.3299999999999983,345651,382484,273431,109053,80712
2016-02-21,88.87166666666667,90.93,85.67,5.260000000000005,1.980000000000004,90.35166666666666,91.35,89.25,2.0999999999999943,0.45000000000000284,87.83833333333334,90.65,84.46,6.190000000000012,2.680000000000007,89.31166666666667,90.82,86.36,4.459999999999994,2.0900000000000034,550758,757671,246769,510902,282179
2016-02-28,95.142,98.59,90.5,8.090000000000003,8.090000000000003,97.696,101.33,93.38,7.950000000000003,7.950000000000003,93.782,97.51,89.03,8.480000000000004,8.480000000000004,97.126,101.11,92.6,8.510000000000005,8.510000000000005,716098,1252272,462654,789618,-40485
2016-03-06,101.246,101.93,100.76,1.1700000000000017,1.1700000000000017,102.414,103.36,101.96,1.4000000000000057,1.2900000000000063,100.502,101.93,100.0,1.9300000000000068,1.8100000000000023,101.676,102.94,101.02,1.9200000000000017,0.9899999999999949,392810,465178,231092,234086,-228236
2016-03-13,101.854,102.83,100.91,1.9200000000000017,0.269999999999996,102.792,103.91,101.29,2.6199999999999903,1.269999999999996,100.568,101.92,99.54,2.3799999999999955,1.4399999999999977,101.972,102.84,100.49,2.3500000000000085,1.0900000000000034,373741,505953,265677,240276,151917
2016-03-20,102.73,104.48,102.01,2.469999999999999,-0.269999999999996,104.5425,107.0,102.98,4.019999999999996,0.1599999999999966,101.385,102.76,100.58,2.180000000000007,-0.6800000000000068,103.4225,104.89,102.76,2.1299999999999955,0.21999999999999886,383100,468746,298098,170648,-84810
2016-03-27,104.774,106.27,102.82,3.450000000000003,3.1500000000000057,106.428,108.4,103.59,4.810000000000002,4.810000000000002,103.96,105.77,101.45,4.319999999999993,4.319999999999993,106.036,108.38,103.45,4.929999999999993,4.929999999999993,400730,558547,288741,269806,139421
