,Date,Time,Ticker,Price,Transaction Type,Shares before,Shares After,Balance Before,Balance After
0,CSCOStock,44.3,2018-02-26,Open,Buy,0,22,1000,25.40000000000009
1,CSCOStock,47.63,2020-01-03,Close,Sell,22,0,25.40000000000009,1073.2600000000002
