Date,PowerShares S&P EM Momentum PortEtf_Open_average,PowerShares S&P EM Momentum PortEtf_Open_max,PowerShares S&P EM Momentum PortEtf_Open_min,PowerShares S&P EM Momentum PortEtf_High_average,PowerShares S&P EM Momentum PortEtf_High_max,PowerShares S&P EM Momentum PortEtf_High_min,PowerShares S&P EM Momentum PortEtf_Low_average,PowerShares S&P EM Momentum PortEtf_Low_max,PowerShares S&P EM Momentum PortEtf_Low_min,PowerShares S&P EM Momentum PortEtf_Close_average,PowerShares S&P EM Momentum PortEtf_Close_max,PowerShares S&P EM Momentum PortEtf_Close_min
2018-05-27,-0.817174789052458,-0.817174789052458,-0.817174789052458,-0.649991873668742,-0.649991873668742,-0.649991873668742,-0.6400101539972396,-0.6400101539972396,-0.6400101539972396,-0.5932375696302381,-0.5932375696302381,-0.5932375696302381
2018-06-03,-0.08112709869600983,-0.08112709869600983,-0.08112709869600983,-0.10843363146160113,-0.10843363146160113,-0.10843363146160113,-0.10343910236974119,-0.10343910236974119,-0.10343910236974119,-0.006620308723486851,-0.006620308723486851,-0.006620308723486851
2018-06-10,-0.6607490274935494,-0.6607490274935494,-0.6607490274935494,-0.8031340917928176,-0.8031340917928176,-0.8031340917928176,-0.5030992168394068,-0.5030992168394068,-0.5030992168394068,-0.6418870204108085,-0.6418870204108085,-0.6418870204108085
2018-06-17,-1.2245089633672583,-1.2245089633672583,-1.2245089633672583,-1.3327767954742253,-1.3327767954742253,-1.3327767954742253,-1.2280101566518669,-1.2280101566518669,-1.2280101566518669,-1.378153640524281,-1.378153640524281,-1.378153640524281
2018-06-24,-2.0532279061405503,-2.0532279061405503,-2.0532279061405503,-1.9926625237139703,-1.9926625237139703,-1.9926625237139703,-1.9338877668271754,-1.9338877668271754,-1.9338877668271754,-1.8797228302954863,-1.8797228302954863,-1.8797228302954863
2018-07-01,-1.818300724207085,-1.818300724207085,-1.818300724207085,-1.7532525467696436,-1.7532525467696436,-1.7532525467696436,-1.7146285225665534,-1.7146285225665534,-1.7146285225665534,-1.7060526212080538,-1.7060526212080538,-1.7060526212080538
2018-07-08,-1.2483828946604931,-1.2483828946604931,-1.2483828946604931,-1.3366993052535114,-1.3366993052535114,-1.3366993052535114,-1.171636282095777,-1.171636282095777,-1.171636282095777,-1.256394536178121,-1.256394536178121,-1.256394536178121
2018-07-15,-1.2927781207641482,-1.2927781207641482,-1.2927781207641482,-1.3228057117065304,-1.3228057117065304,-1.3228057117065304,-1.3693608629798844,-1.3693608629798844,-1.3693608629798844,-1.3358173798947253,-1.3358173798947253,-1.3358173798947253
2018-07-22,-0.702923841246626,-0.702923841246626,-0.702923841246626,-0.8085520300624428,-0.8085520300624428,-0.8085520300624428,-0.9270774418606731,-0.9270774418606731,-0.9270774418606731,-0.8549012416626245,-0.8549012416626245,-0.8549012416626245
2018-07-29,-1.4465610873433776,-1.4465610873433776,-1.4465610873433776,-1.4979532923879781,-1.4979532923879781,-1.4979532923879781,-1.6768778843074488,-1.6768778843074488,-1.6768778843074488,-1.645063058916796,-1.645063058916796,-1.645063058916796
2018-08-05,-1.7632176536865465,-1.7632176536865465,-1.7632176536865465,-1.7161932975462013,-1.7161932975462013,-1.7161932975462013,-1.6701721715632032,-1.6701721715632032,-1.6701721715632032,-1.6834096310449091,-1.6834096310449091,-1.6834096310449091
2018-08-12,-2.4750057029403743,-2.4750057029403743,-2.4750057029403743,-2.2492644550116525,-2.2492644550116525,-2.2492644550116525,-2.4694431746114067,-2.4694431746114067,-2.4694431746114067,-2.2340132468377067,-2.2340132468377067,-2.2340132468377067
2018-08-19,-1.1675392799326743,-1.1675392799326743,-1.1675392799326743,-1.2738099376174414,-1.2738099376174414,-1.2738099376174414,-1.2937311949519694,-1.2937311949519694,-1.2937311949519694,-1.3188836425187447,-1.3188836425187447,-1.3188836425187447
2018-08-26,-1.2789566916558812,-1.2789566916558812,-1.2789566916558812,-1.3353904254674849,-1.3353904254674849,-1.3353904254674849,-1.2596521188628593,-1.2596521188628593,-1.2596521188628593,-1.2891661373091536,-1.2891661373091536,-1.2891661373091536
2018-09-02,-2.0299670857241736,-2.0299670857241736,-2.0299670857241736,-1.9286798894619974,-1.9286798894619974,-1.9286798894619974,-1.975781841565783,-1.975781841565783,-1.975781841565783,-1.9397095641432984,-1.9397095641432984,-1.9397095641432984
2018-09-09,-1.48813775053408,-1.48813775053408,-1.48813775053408,-1.5561743658826828,-1.5561743658826828,-1.5561743658826828,-1.6337141700343196,-1.6337141700343196,-1.6337141700343196,-1.606576475431236,-1.606576475431236,-1.606576475431236
2018-09-16,-0.825983299728782,-0.825983299728782,-0.825983299728782,-0.8856600163257804,-0.8856600163257804,-0.8856600163257804,-0.8215066218479873,-0.8215066218479873,-0.8215066218479873,-0.8284148672193934,-0.8284148672193934,-0.8284148672193934
