Date,WCMBNY Mellon Focused Growth ADREtf_Open_average,WCMBNY Mellon Focused Growth ADREtf_Open_max,WCMBNY Mellon Focused Growth ADREtf_Open_min,WCMBNY Mellon Focused Growth ADREtf_High_average,WCMBNY Mellon Focused Growth ADREtf_High_max,WCMBNY Mellon Focused Growth ADREtf_High_min,WCMBNY Mellon Focused Growth ADREtf_Low_average,WCMBNY Mellon Focused Growth ADREtf_Low_max,WCMBNY Mellon Focused Growth ADREtf_Low_min,WCMBNY Mellon Focused Growth ADREtf_Close_average,WCMBNY Mellon Focused Growth ADREtf_Close_max,WCMBNY Mellon Focused Growth ADREtf_Close_min
2018-05-27,-0.9684212831889594,-0.9684212831889594,-0.9684212831889594,-0.989842503142875,-0.989842503142875,-0.989842503142875,-0.8270359042425288,-0.8270359042425288,-0.8270359042425288,-0.8461123611971019,-0.8461123611971019,-0.8461123611971019
2018-06-03,-0.2073372472854196,-0.2073372472854196,-0.2073372472854196,-0.0925744493400079,-0.0925744493400079,-0.0925744493400079,-0.05181201748596144,-0.05181201748596144,-0.05181201748596144,0.13399240071952345,0.13399240071952345,0.13399240071952345
2018-06-10,-0.7804682098176162,-0.7804682098176162,-0.7804682098176162,-1.0274479175840676,-1.0274479175840676,-1.0274479175840676,-0.7518889100520182,-0.7518889100520182,-0.7518889100520182,-1.122844238047807,-1.122844238047807,-1.122844238047807
2018-06-17,-1.494257764962924,-1.494257764962924,-1.494257764962924,-1.6838170396208012,-1.6838170396208012,-1.6838170396208012,-1.5991676670321937,-1.5991676670321937,-1.5991676670321937,-1.8781465507877524,-1.8781465507877524,-1.8781465507877524
2018-06-24,-2.825032684269364,-2.825032684269364,-2.825032684269364,-2.7896780386483355,-2.7896780386483355,-2.7896780386483355,-2.728154312774646,-2.728154312774646,-2.728154312774646,-2.7357092991946694,-2.7357092991946694,-2.7357092991946694
2018-07-01,-2.5374705472743373,-2.5374705472743373,-2.5374705472743373,-2.3420590590830668,-2.3420590590830668,-2.3420590590830668,-2.3762406433373715,-2.3762406433373715,-2.3762406433373715,-2.1349914772537146,-2.1349914772537146,-2.1349914772537146
2018-07-08,-1.644731729319212,-1.644731729319212,-1.644731729319212,-1.6772382652130249,-1.6772382652130249,-1.6772382652130249,-1.5195363551509093,-1.5195363551509093,-1.5195363551509093,-1.5736697513823716,-1.5736697513823716,-1.5736697513823716
2018-07-15,-1.662233105526405,-1.662233105526405,-1.662233105526405,-1.531099968941874,-1.531099968941874,-1.531099968941874,-1.8095847141335606,-1.8095847141335606,-1.8095847141335606,-1.4950617790749752,-1.4950617790749752,-1.4950617790749752
2018-07-22,-1.1153561417431408,-1.1153561417431408,-1.1153561417431408,-1.320718715492788,-1.320718715492788,-1.320718715492788,-1.4029213633861362,-1.4029213633861362,-1.4029213633861362,-1.5700064776316631,-1.5700064776316631,-1.5700064776316631
2018-07-29,-1.6264419313612952,-1.6264419313612952,-1.6264419313612952,-1.8160171284496793,-1.8160171284496793,-1.8160171284496793,-1.7068656232139916,-1.7068656232139916,-1.7068656232139916,-1.852522177811685,-1.852522177811685,-1.852522177811685
