Date,DeltaShares S&P International Managed RiskEtf_Open_average,DeltaShares S&P International Managed RiskEtf_Open_max,DeltaShares S&P International Managed RiskEtf_Open_min,DeltaShares S&P International Managed RiskEtf_High_average,DeltaShares S&P International Managed RiskEtf_High_max,DeltaShares S&P International Managed RiskEtf_High_min,DeltaShares S&P International Managed RiskEtf_Low_average,DeltaShares S&P International Managed RiskEtf_Low_max,DeltaShares S&P International Managed RiskEtf_Low_min,DeltaShares S&P International Managed RiskEtf_Close_average,DeltaShares S&P International Managed RiskEtf_Close_max,DeltaShares S&P International Managed RiskEtf_Close_min
2018-05-27,0.25652338694809634,0.25652338694809634,0.25652338694809634,0.5936770411646975,0.5936770411646975,0.5936770411646975,0.2738856946267955,0.2738856946267955,0.2738856946267955,0.4688742560862283,0.4688742560862283,0.4688742560862283
2018-06-03,-0.17620951155049738,-0.17620951155049738,-0.17620951155049738,-0.21106961151090659,-0.21106961151090659,-0.21106961151090659,-0.15182829691997982,-0.15182829691997982,-0.15182829691997982,-0.18217597109476436,-0.18217597109476436,-0.18217597109476436
2018-06-10,-0.37346462859633567,-0.37346462859633567,-0.37346462859633567,-0.38419989816889377,-0.38419989816889377,-0.38419989816889377,-0.48917044132915616,-0.48917044132915616,-0.48917044132915616,-0.34983390494110206,-0.34983390494110206,-0.34983390494110206
2018-06-17,-1.9784284810812278,-1.9784284810812278,-1.9784284810812278,-1.9816840505424143,-1.9816840505424143,-1.9816840505424143,-1.9230736878833565,-1.9230736878833565,-1.9230736878833565,-1.958031615837794,-1.958031615837794,-1.958031615837794
2018-06-24,-1.9679248602885997,-1.9679248602885997,-1.9679248602885997,-1.9707839808183483,-1.9707839808183483,-1.9707839808183483,-2.110849851523735,-2.110849851523735,-2.110849851523735,-2.139358708409712,-2.139358708409712,-2.139358708409712
2018-07-01,-0.7102746097265608,-0.7102746097265608,-0.7102746097265608,-0.735184796251567,-0.735184796251567,-0.735184796251567,-1.5369043718553592,-1.5369043718553592,-1.5369043718553592,-1.448268664050789,-1.448268664050789,-1.448268664050789
2018-07-08,-1.1111810946502367,-1.1111810946502367,-1.1111810946502367,-0.9100780285951581,-0.9100780285951581,-0.9100780285951581,-1.3620167045032543,-1.3620167045032543,-1.3620167045032543,-0.7747427631338525,-0.7747427631338525,-0.7747427631338525
2018-07-15,-1.5388289986554955,-1.5388289986554955,-1.5388289986554955,-1.5484407048272928,-1.5484407048272928,-1.5484407048272928,-1.2941757996137024,-1.2941757996137024,-1.2941757996137024,-1.3948239519873946,-1.3948239519873946,-1.3948239519873946
2018-07-22,-0.8106918640126778,-0.8106918640126778,-0.8106918640126778,-0.7484999979044313,-0.7484999979044313,-0.7484999979044313,-0.6899194582458433,-0.6899194582458433,-0.6899194582458433,-0.7688726080192559,-0.7688726080192559,-0.7688726080192559
2018-07-29,-1.1445829938112908,-1.1445829938112908,-1.1445829938112908,-1.0124473677557175,-1.0124473677557175,-1.0124473677557175,-0.9569918185051995,-0.9569918185051995,-0.9569918185051995,-0.9729429942478389,-0.9729429942478389,-0.9729429942478389
