Date,FlexShares Credit-Scored US Corp Bond_Open_average,FlexShares Credit-Scored US Corp Bond_Open_max,FlexShares Credit-Scored US Corp Bond_Open_min,FlexShares Credit-Scored US Corp Bond_High_average,FlexShares Credit-Scored US Corp Bond_High_max,FlexShares Credit-Scored US Corp Bond_High_min,FlexShares Credit-Scored US Corp Bond_Low_average,FlexShares Credit-Scored US Corp Bond_Low_max,FlexShares Credit-Scored US Corp Bond_Low_min,FlexShares Credit-Scored US Corp Bond_Close_average,FlexShares Credit-Scored US Corp Bond_Close_max,FlexShares Credit-Scored US Corp Bond_Close_min
2018-04-08,0.16019413420252093,0.16019413420252093,0.16019413420252093,0.01826281737570272,0.01826281737570272,0.01826281737570272,-0.006724530739847886,-0.006724530739847886,-0.006724530739847886,-0.17698781428668228,-0.17698781428668228,-0.17698781428668228
2018-04-15,-1.1778136572413693,-1.1778136572413693,-1.1778136572413693,-1.3630997595296437,-1.3630997595296437,-1.3630997595296437,-1.1483195695120727,-1.1483195695120727,-1.1483195695120727,-1.3191100520051735,-1.3191100520051735,-1.3191100520051735
2018-04-22,-1.1162105204332966,-1.1162105204332966,-1.1162105204332966,-1.3185232111701608,-1.3185232111701608,-1.3185232111701608,-1.0679859827759692,-1.0679859827759692,-1.0679859827759692,-1.2508974851800516,-1.2508974851800516,-1.2508974851800516
2018-04-29,-1.7765200134209422,-1.7765200134209422,-1.7765200134209422,-1.8971236891542511,-1.8971236891542511,-1.8971236891542511,-2.0158589173198105,-2.0158589173198105,-2.0158589173198105,-2.10558073757827,-2.10558073757827,-2.10558073757827
2018-05-06,-1.523590077310819,-1.523590077310819,-1.523590077310819,-1.6082350259061382,-1.6082350259061382,-1.6082350259061382,-1.479138424250906,-1.479138424250906,-1.479138424250906,-1.5317094954413621,-1.5317094954413621,-1.5317094954413621
2018-05-13,-1.7750540448576466,-1.7750540448576466,-1.7750540448576466,-1.6979518543412269,-1.6979518543412269,-1.6979518543412269,-1.7936329790150665,-1.7936329790150665,-1.7936329790150665,-1.7559499229677478,-1.7559499229677478,-1.7559499229677478
2018-05-20,-0.2532959510705015,-0.2532959510705015,-0.2532959510705015,-0.31919687360672383,-0.31919687360672383,-0.31919687360672383,-0.15518581626647915,-0.15518581626647915,-0.15518581626647915,-0.2007201799447251,-0.2007201799447251,-0.2007201799447251
2018-05-27,-0.9336629698559107,-0.9336629698559107,-0.9336629698559107,-1.0309131164870624,-1.0309131164870624,-1.0309131164870624,-0.9063553702714893,-0.9063553702714893,-0.9063553702714893,-0.9746579752256594,-0.9746579752256594,-0.9746579752256594
2018-06-03,-1.0810094133987769,-1.0810094133987769,-1.0810094133987769,-1.1544491705436728,-1.1544491705436728,-1.1544491705436728,-1.0690309235264663,-1.0690309235264663,-1.0690309235264663,-1.10941180621088,-1.10941180621088,-1.10941180621088
2018-06-10,-0.5432181110488875,-0.5432181110488875,-0.5432181110488875,-0.6244967260442208,-0.6244967260442208,-0.6244967260442208,-0.5062207329072314,-0.5062207329072314,-0.5062207329072314,-0.5731960998756056,-0.5731960998756056,-0.5731960998756056
2018-06-17,-0.4551699191852914,-0.4551699191852914,-0.4551699191852914,-0.5106316094143103,-0.5106316094143103,-0.5106316094143103,-0.4140106510538729,-0.4140106510538729,-0.4140106510538729,-0.45860737527654793,-0.45860737527654793,-0.45860737527654793
2018-06-24,-0.4422493480539341,-0.4422493480539341,-0.4422493480539341,-0.48206120110810474,-0.48206120110810474,-0.48206120110810474,-0.5229066360710406,-0.5229066360710406,-0.5229066360710406,-0.5084204177898666,-0.5084204177898666,-0.5084204177898666
2018-07-01,-0.37427946854571187,-0.37427946854571187,-0.37427946854571187,-0.4072607148988319,-0.4072607148988319,-0.4072607148988319,-0.32085941373825344,-0.32085941373825344,-0.32085941373825344,-0.3470229780900886,-0.3470229780900886,-0.3470229780900886
2018-07-08,0.4427277270667077,0.4427277270667077,0.4427277270667077,1.098159976955821,1.098159976955821,1.098159976955821,0.3767318950887488,0.3767318950887488,0.3767318950887488,0.4205385879396475,0.4205385879396475,0.4205385879396475
2018-07-15,0.4850091480351657,0.4850091480351657,0.4850091480351657,0.3768843462287751,0.3768843462287751,0.3768843462287751,0.5690481424864069,0.5690481424864069,0.5690481424864069,0.52855776092314,0.52855776092314,0.52855776092314
2018-07-22,1.4144693850923156,1.4144693850923156,1.4144693850923156,1.4466885149091953,1.4466885149091953,1.4466885149091953,1.341983172823252,1.341983172823252,1.341983172823252,1.4536135803868135,1.4536135803868135,1.4536135803868135
