Date,VanEck Vectors Gold MinersEtf_Open_average,VanEck Vectors Gold MinersEtf_Open_max,VanEck Vectors Gold MinersEtf_Open_min,VanEck Vectors Gold MinersEtf_High_average,VanEck Vectors Gold MinersEtf_High_max,VanEck Vectors Gold MinersEtf_High_min,VanEck Vectors Gold MinersEtf_Low_average,VanEck Vectors Gold MinersEtf_Low_max,VanEck Vectors Gold MinersEtf_Low_min,VanEck Vectors Gold MinersEtf_Close_average,VanEck Vectors Gold MinersEtf_Close_max,VanEck Vectors Gold MinersEtf_Close_min
2018-05-27,-0.16361617629176048,-0.16361617629176048,-0.16361617629176048,-0.2027748260647776,-0.2027748260647776,-0.2027748260647776,-0.11739333630882942,-0.11739333630882942,-0.11739333630882942,-0.15198669609396587,-0.15198669609396587,-0.15198669609396587
2018-06-03,0.019198421757504653,0.019198421757504653,0.019198421757504653,-0.11726671416503154,-0.11726671416503154,-0.11726671416503154,0.1448622216564463,0.1448622216564463,0.1448622216564463,0.006784047856305053,0.006784047856305053,0.006784047856305053
2018-06-10,0.13189660298648348,0.13189660298648348,0.13189660298648348,-0.035478308498754094,-0.035478308498754094,-0.035478308498754094,0.10841929103179805,0.10841929103179805,0.10841929103179805,-0.04160951784228939,-0.04160951784228939,-0.04160951784228939
2018-06-17,-0.46246031870283116,-0.46246031870283116,-0.46246031870283116,-0.2651786729556552,-0.2651786729556552,-0.2651786729556552,-0.1151732062786494,-0.1151732062786494,-0.1151732062786494,-0.07463144541193005,-0.07463144541193005,-0.07463144541193005
2018-06-24,-0.6162214041520272,-0.6162214041520272,-0.6162214041520272,0.03300565185980837,0.03300565185980837,0.03300565185980837,-0.3318048162641241,-0.3318048162641241,-0.3318048162641241,0.15437832257322576,0.15437832257322576,0.15437832257322576
2018-07-01,1.0798754268572972,1.0798754268572972,1.0798754268572972,1.001574464702856,1.001574464702856,1.001574464702856,1.0856106369798528,1.0856106369798528,1.0856106369798528,0.841999587263417,0.841999587263417,0.841999587263417
2018-07-08,-0.5208910596273594,-0.5208910596273594,-0.5208910596273594,-0.6926534268151184,-0.6926534268151184,-0.6926534268151184,-0.3775766847066342,-0.3775766847066342,-0.3775766847066342,-0.6744508400054813,-0.6744508400054813,-0.6744508400054813
2018-07-15,-1.0182714223113605,-1.0182714223113605,-1.0182714223113605,-1.2424306843327777,-1.2424306843327777,-1.2424306843327777,-1.1287700130304172,-1.1287700130304172,-1.1287700130304172,-1.1915772562523603,-1.1915772562523603,-1.1915772562523603
2018-07-22,-1.867319117278157,-1.867319117278157,-1.867319117278157,-2.000242715394223,-2.000242715394223,-2.000242715394223,-1.9408756607880397,-1.9408756607880397,-1.9408756607880397,-2.1585885097374424,-2.1585885097374424,-2.1585885097374424
2018-07-29,-2.3001961658000565,-2.3001961658000565,-2.3001961658000565,-2.250663884107613,-2.250663884107613,-2.250663884107613,-2.3211251334551304,-2.3211251334551304,-2.3211251334551304,-2.334687824898321,-2.334687824898321,-2.334687824898321
2018-08-05,-2.423557847347627,-2.423557847347627,-2.423557847347627,-2.579768066808172,-2.579768066808172,-2.579768066808172,-2.550142633827403,-2.550142633827403,-2.550142633827403,-2.6884311439863446,-2.6884311439863446,-2.6884311439863446
2018-08-12,-3.4745307837831714,-3.4745307837831714,-3.4745307837831714,-3.4161063354045327,-3.4161063354045327,-3.4161063354045327,-3.478481929191823,-3.478481929191823,-3.478481929191823,-3.3670269129373285,-3.3670269129373285,-3.3670269129373285
2018-08-19,-2.4506995197352883,-2.4506995197352883,-2.4506995197352883,-2.3564854661622547,-2.3564854661622547,-2.3564854661622547,-2.45582938804955,-2.45582938804955,-2.45582938804955,-2.4346447996212617,-2.4346447996212617,-2.4346447996212617
2018-08-26,-2.0394106998370667,-2.0394106998370667,-2.0394106998370667,-2.19414674133683,-2.19414674133683,-2.19414674133683,-2.1072442386751087,-2.1072442386751087,-2.1072442386751087,-2.2464515398220666,-2.2464515398220666,-2.2464515398220666
2018-09-02,-2.211884190471479,-2.211884190471479,-2.211884190471479,-2.2698672276636915,-2.2698672276636915,-2.2698672276636915,-2.2343487014932526,-2.2343487014932526,-2.2343487014932526,-2.221131251034572,-2.221131251034572,-2.221131251034572
2018-09-09,-1.7368258053177281,-1.7368258053177281,-1.7368258053177281,-1.8361608508101146,-1.8361608508101146,-1.8361608508101146,-1.7499482922996745,-1.7499482922996745,-1.7499482922996745,-1.845565701652305,-1.845565701652305,-1.845565701652305
2018-09-16,-1.3030306810557477,-1.3030306810557477,-1.3030306810557477,-1.2576958801549192,-1.2576958801549192,-1.2576958801549192,-1.2719326826625148,-1.2719326826625148,-1.2719326826625148,-1.237931055482895,-1.237931055482895,-1.237931055482895
2018-09-23,-1.2120219786769375,-1.2120219786769375,-1.2120219786769375,-1.258450099976467,-1.258450099976467,-1.258450099976467,-1.1648725853830968,-1.1648725853830968,-1.1648725853830968,-1.2487193423174074,-1.2487193423174074,-1.2487193423174074
2018-09-30,-0.9372521072037316,-0.9372521072037316,-0.9372521072037316,-1.028721652274389,-1.028721652274389,-1.028721652274389,-0.9983778969969158,-0.9983778969969158,-0.9983778969969158,-1.0614466152607052,-1.0614466152607052,-1.0614466152607052
2018-10-07,-0.36294918706457524,-0.36294918706457524,-0.36294918706457524,-0.40403246545666044,-0.40403246545666044,-0.40403246545666044,-0.5499597336300133,-0.5499597336300133,-0.5499597336300133,-0.38636227197774353,-0.38636227197774353,-0.38636227197774353
2018-10-14,-0.05634369848922011,-0.05634369848922011,-0.05634369848922011,-0.12471691632122849,-0.12471691632122849,-0.12471691632122849,-0.10076062004808475,-0.10076062004808475,-0.10076062004808475,-0.17828819423819825,-0.17828819423819825,-0.17828819423819825
2018-10-21,-0.5998781890172498,-0.5998781890172498,-0.5998781890172498,-0.46836065565230867,-0.46836065565230867,-0.46836065565230867,-0.5804554453246462,-0.5804554453246462,-0.5804554453246462,-0.6594881632730891,-0.6594881632730891,-0.6594881632730891
2018-10-28,-0.3113683936405521,-0.3113683936405521,-0.3113683936405521,-0.34907016053526335,-0.34907016053526335,-0.34907016053526335,-0.30213950251706057,-0.30213950251706057,-0.30213950251706057,-0.24588937506502315,-0.24588937506502315,-0.24588937506502315
2018-11-04,-0.5914734546822141,-0.5914734546822141,-0.5914734546822141,-0.6222035413044134,-0.6222035413044134,-0.6222035413044134,-0.5890336258745065,-0.5890336258745065,-0.5890336258745065,-0.5451217561626611,-0.5451217561626611,-0.5451217561626611
2018-11-11,-0.22915555909915655,-0.22915555909915655,-0.22915555909915655,-0.2887894465531333,-0.2887894465531333,-0.2887894465531333,-0.18190476453236185,-0.18190476453236185,-0.18190476453236185,-0.24001998888633483,-0.24001998888633483,-0.24001998888633483
2018-11-18,0.06806813088800295,0.06806813088800295,0.06806813088800295,-0.004586981652567529,-0.004586981652567529,-0.004586981652567529,-0.09321627560669342,-0.09321627560669342,-0.09321627560669342,-0.15783503989844902,-0.15783503989844902,-0.15783503989844902
2018-11-25,-0.2875035918024635,-0.2875035918024635,-0.2875035918024635,-0.3928406668793796,-0.3928406668793796,-0.3928406668793796,-0.3885818642790483,-0.3885818642790483,-0.3885818642790483,-0.2951922262368023,-0.2951922262368023,-0.2951922262368023
2018-12-02,0.5955563000969462,0.5955563000969462,0.5955563000969462,0.8555392094806284,0.8555392094806284,0.8555392094806284,0.6764654868977584,0.6764654868977584,0.6764654868977584,0.920377282476148,0.920377282476148,0.920377282476148
2018-12-09,1.1636330707807403,1.1636330707807403,1.1636330707807403,1.0531011569722308,1.0531011569722308,1.0531011569722308,1.1627989724396535,1.1627989724396535,1.1627989724396535,1.0057374363709015,1.0057374363709015,1.0057374363709015
2018-12-16,1.7457244786488135,1.7457244786488135,1.7457244786488135,1.679592381329058,1.679592381329058,1.679592381329058,1.5560786846307122,1.5560786846307122,1.5560786846307122,1.5604994299267732,1.5604994299267732,1.5604994299267732
2018-12-23,1.9357017415054076,1.9357017415054076,1.9357017415054076,1.9243173490192338,1.9243173490192338,1.9243173490192338,1.9185095627966053,1.9185095627966053,1.9185095627966053,1.756554025227159,1.756554025227159,1.756554025227159
2018-12-30,1.8939248384076117,1.8939248384076117,1.8939248384076117,2.0029675091211523,2.0029675091211523,2.0029675091211523,2.054693185595091,2.054693185595091,2.054693185595091,2.169048397378717,2.169048397378717,2.169048397378717
2019-01-06,1.5912848448624053,1.5912848448624053,1.5912848448624053,1.6051843429719668,1.6051843429719668,1.6051843429719668,1.774392195723166,1.774392195723166,1.774392195723166,1.6683146042709558,1.6683146042709558,1.6683146042709558
2019-01-13,0.8791308566096049,0.8791308566096049,0.8791308566096049,0.887439523975582,0.887439523975582,0.887439523975582,0.8823819265502904,0.8823819265502904,0.8823819265502904,0.7853614477213534,0.7853614477213534,0.7853614477213534
2019-01-20,1.1640028593201588,1.1640028593201588,1.1640028593201588,1.384287522161651,1.384287522161651,1.384287522161651,1.3666416979892466,1.3666416979892466,1.3666416979892466,1.5559268726535813,1.5559268726535813,1.5559268726535813
2019-01-27,2.489479487228848,2.489479487228848,2.489479487228848,2.433424406707141,2.433424406707141,2.433424406707141,2.4130630260554944,2.4130630260554944,2.4130630260554944,2.51023720680729,2.51023720680729,2.51023720680729
2019-02-03,1.7918895531366978,1.7918895531366978,1.7918895531366978,1.9143322688767186,1.9143322688767186,1.9143322688767186,1.9573203754699606,1.9573203754699606,1.9573203754699606,1.9517655598842893,1.9517655598842893,1.9517655598842893
2019-02-10,1.7559803771388345,1.7559803771388345,1.7559803771388345,1.6981164449066735,1.6981164449066735,1.6981164449066735,1.6916604706899714,1.6916604706899714,1.6916604706899714,1.7892026233690648,1.7892026233690648,1.7892026233690648
2019-02-17,2.126172749010177,2.126172749010177,2.126172749010177,2.1277425404234993,2.1277425404234993,2.1277425404234993,2.143537868118796,2.143537868118796,2.143537868118796,2.0017211448731325,2.0017211448731325,2.0017211448731325
2019-02-24,1.1303473850017443,1.1303473850017443,1.1303473850017443,1.1544943390005409,1.1544943390005409,1.1544943390005409,0.9916402190120472,0.9916402190120472,0.9916402190120472,0.8335614333342782,0.8335614333342782,0.8335614333342782
2019-03-03,1.1317171707263831,1.1317171707263831,1.1317171707263831,1.101512418811238,1.101512418811238,1.101512418811238,1.0747978492248798,1.0747978492248798,1.0747978492248798,1.2243968277042288,1.2243968277042288,1.2243968277042288
2019-03-10,1.1606642825087983,1.1606642825087983,1.1606642825087983,1.121009177286732,1.121009177286732,1.121009177286732,1.1375984296879478,1.1375984296879478,1.1375984296879478,1.065066496285071,1.065066496285071,1.065066496285071
