Date,AdvisorShares Pacific Asset Enhanced Fl Rate_Open_average,AdvisorShares Pacific Asset Enhanced Fl Rate_Open_max,AdvisorShares Pacific Asset Enhanced Fl Rate_Open_min,AdvisorShares Pacific Asset Enhanced Fl Rate_High_average,AdvisorShares Pacific Asset Enhanced Fl Rate_High_max,AdvisorShares Pacific Asset Enhanced Fl Rate_High_min,AdvisorShares Pacific Asset Enhanced Fl Rate_Low_average,AdvisorShares Pacific Asset Enhanced Fl Rate_Low_max,AdvisorShares Pacific Asset Enhanced Fl Rate_Low_min,AdvisorShares Pacific Asset Enhanced Fl Rate_Close_average,AdvisorShares Pacific Asset Enhanced Fl Rate_Close_max,AdvisorShares Pacific Asset Enhanced Fl Rate_Close_min
2018-04-08,0.0,0.0,0.0,-0.26378313132284453,-0.26378313132284453,-0.26378313132284453,-0.06956083436406076,-0.06956083436406076,-0.06956083436406076,-0.34244546755464755,-0.34244546755464755,-0.34244546755464755
2018-04-15,-0.14358012622780786,-0.14358012622780786,-0.14358012622780786,-0.4145939790453023,-0.4145939790453023,-0.4145939790453023,0.11071332439367924,0.11071332439367924,0.11071332439367924,-0.19124788679191485,-0.19124788679191485,-0.19124788679191485
2018-04-22,-0.9521388680218339,-0.9521388680218339,-0.9521388680218339,-1.1426172635138059,-1.1426172635138059,-1.1426172635138059,-0.8164334325944556,-0.8164334325944556,-0.8164334325944556,-0.9691544252547483,-0.9691544252547483,-0.9691544252547483
2018-04-29,-0.8388061705927214,-0.8388061705927214,-0.8388061705927214,-0.9329909875354861,-0.9329909875354861,-0.9329909875354861,-1.0354544519237359,-1.0354544519237359,-1.0354544519237359,-0.843683712069965,-0.843683712069965,-0.843683712069965
2018-05-06,-0.4940297808917424,-0.4940297808917424,-0.4940297808917424,-0.5038045617377337,-0.5038045617377337,-0.5038045617377337,-0.6499555709618952,-0.6499555709618952,-0.6499555709618952,-0.3342651694468893,-0.3342651694468893,-0.3342651694468893
2018-05-13,-0.28006008451971565,-0.28006008451971565,-0.28006008451971565,-0.17976332633229494,-0.17976332633229494,-0.17976332633229494,-0.3975264678362025,-0.3975264678362025,-0.3975264678362025,0.08651977783151434,0.08651977783151434,0.08651977783151434
2018-05-20,-1.8153624564896378,-1.8153624564896378,-1.8153624564896378,-1.8429720675556291,-1.8429720675556291,-1.8429720675556291,-2.5234629677329186,-2.5234629677329186,-2.5234629677329186,-2.66262817908281,-2.66262817908281,-2.66262817908281
2018-05-27,-0.6112105750275494,-0.6112105750275494,-0.6112105750275494,-0.6304518299837408,-0.6304518299837408,-0.6304518299837408,-0.159797127244286,-0.159797127244286,-0.159797127244286,-0.2627807231132108,-0.2627807231132108,-0.2627807231132108
2018-06-03,-1.0503107088475458,-1.0503107088475458,-1.0503107088475458,-1.068536776549333,-1.068536776549333,-1.068536776549333,-1.0279352362255727,-1.0279352362255727,-1.0279352362255727,-1.0488716146889723,-1.0488716146889723,-1.0488716146889723
2018-06-10,-1.308925786011856,-1.308925786011856,-1.308925786011856,-1.3229231615260726,-1.3229231615260726,-1.3229231615260726,-2.0697087655750126,-2.0697087655750126,-2.0697087655750126,-2.1084425007248875,-2.1084425007248875,-2.1084425007248875
2018-06-17,-2.4874314690204877,-2.4874314690204877,-2.4874314690204877,-2.488543281876306,-2.488543281876306,-2.488543281876306,-1.815617380918186,-1.815617380918186,-1.815617380918186,-1.8323358823073177,-1.8323358823073177,-1.8323358823073177
2018-06-24,-2.697271095224234,-2.697271095224234,-2.697271095224234,-0.4078233504177619,-0.4078233504177619,-0.4078233504177619,-2.4367179897745914,-2.4367179897745914,-2.4367179897745914,-0.10169974440512561,-0.10169974440512561,-0.10169974440512561
2018-07-01,-0.491859514379325,-0.491859514379325,-0.491859514379325,-1.1509887917640018,-1.1509887917640018,-1.1509887917640018,-0.28144165070016675,-0.28144165070016675,-0.28144165070016675,-0.7549870395339835,-0.7549870395339835,-0.7549870395339835
2018-07-08,0.9820113762679421,0.9820113762679421,0.9820113762679421,1.2635422840705546,1.2635422840705546,1.2635422840705546,1.147861915623156,1.147861915623156,1.147861915623156,1.2321551042995393,1.2321551042995393,1.2321551042995393
2018-07-15,0.4645287848142833,0.4645287848142833,0.4645287848142833,1.0202159588519466,1.0202159588519466,1.0202159588519466,0.6552458652147449,0.6552458652147449,0.6552458652147449,1.0333301000244113,1.0333301000244113,1.0333301000244113
2018-07-22,0.24950271009256703,0.24950271009256703,0.24950271009256703,-0.01754375965422315,-0.01754375965422315,-0.01754375965422315,0.4462003816528524,0.4462003816528524,0.4462003816528524,0.19079444665547846,0.19079444665547846,0.19079444665547846
2018-07-29,0.39270314726325356,0.39270314726325356,0.39270314726325356,0.22304884372524694,0.22304884372524694,0.22304884372524694,0.5650135378419022,0.5650135378419022,0.5650135378419022,0.3824003237657431,0.3824003237657431,0.3824003237657431
2018-08-05,0.7175757509083182,0.7175757509083182,0.7175757509083182,0.7571921273831635,0.7571921273831635,0.7571921273831635,0.8140593376111996,0.8140593376111996,0.8140593376111996,0.7631438346805794,0.7631438346805794,0.7631438346805794
2018-08-12,0.9621154632231069,0.9621154632231069,0.9621154632231069,1.160929115086904,1.160929115086904,1.160929115086904,0.8025803317218778,0.8025803317218778,0.8025803317218778,1.1553859409252607,1.1553859409252607,1.1553859409252607
2018-08-19,2.3386568760343507,2.3386568760343507,2.3386568760343507,2.770186281151443,2.770186281151443,2.770186281151443,2.372203716286093,2.372203716286093,2.372203716286093,2.6699945934161002,2.6699945934161002,2.6699945934161002
2018-08-26,0.15984547414710207,0.15984547414710207,0.15984547414710207,-0.022420931189521123,-0.022420931189521123,-0.022420931189521123,0.24171686371508988,0.24171686371508988,0.24171686371508988,0.05985721630162196,0.05985721630162196,0.05985721630162196
2018-09-02,0.3797133985107427,0.3797133985107427,0.3797133985107427,0.2629961832584169,0.2629961832584169,0.2629961832584169,0.3260289164545358,0.3260289164545358,0.3260289164545358,0.3122285569003791,0.3122285569003791,0.3122285569003791
2018-09-09,0.47558565721354656,0.47558565721354656,0.47558565721354656,0.3943754867857549,0.3943754867857549,0.3943754867857549,0.5095625581004335,0.5095625581004335,0.5095625581004335,0.3976035717318565,0.3976035717318565,0.3976035717318565
2018-09-16,-1.3278564420279722,-1.3278564420279722,-1.3278564420279722,-1.919488204709008,-1.919488204709008,-1.919488204709008,-1.310594728767934,-1.310594728767934,-1.310594728767934,-1.9165496318397643,-1.9165496318397643,-1.9165496318397643
