Date,iShares International Select DividendEtf_Open_average,iShares International Select DividendEtf_Open_max,iShares International Select DividendEtf_Open_min,iShares International Select DividendEtf_High_average,iShares International Select DividendEtf_High_max,iShares International Select DividendEtf_High_min,iShares International Select DividendEtf_Low_average,iShares International Select DividendEtf_Low_max,iShares International Select DividendEtf_Low_min,iShares International Select DividendEtf_Close_average,iShares International Select DividendEtf_Close_max,iShares International Select DividendEtf_Close_min
2018-05-27,-0.8226907609676478,-0.8226907609676478,-0.8226907609676478,-0.903238226135724,-0.903238226135724,-0.903238226135724,-0.7435066595603176,-0.7435066595603176,-0.7435066595603176,-0.8412784499391126,-0.8412784499391126,-0.8412784499391126
2018-06-03,-0.5244997799218403,-0.5244997799218403,-0.5244997799218403,-0.5700524635183452,-0.5700524635183452,-0.5700524635183452,-0.386437182408449,-0.386437182408449,-0.386437182408449,-0.46781229615115405,-0.46781229615115405,-0.46781229615115405
2018-06-10,-0.8599648150302507,-0.8599648150302507,-0.8599648150302507,-0.955326989858523,-0.955326989858523,-0.955326989858523,-0.7002013520653195,-0.7002013520653195,-0.7002013520653195,-0.9065596764377055,-0.9065596764377055,-0.9065596764377055
2018-06-17,-2.0563494839035084,-2.0563494839035084,-2.0563494839035084,-2.092817500304037,-2.092817500304037,-2.092817500304037,-1.705512848290983,-1.705512848290983,-1.705512848290983,-1.9069567727452,-1.9069567727452,-1.9069567727452
2018-06-24,-2.310648085619657,-2.310648085619657,-2.310648085619657,-2.3238511886010604,-2.3238511886010604,-2.3238511886010604,-2.1244064558605267,-2.1244064558605267,-2.1244064558605267,-2.180732828199551,-2.180732828199551,-2.180732828199551
2018-07-01,-1.2327712805689188,-1.2327712805689188,-1.2327712805689188,-1.09564723548409,-1.09564723548409,-1.09564723548409,-1.0657749584908736,-1.0657749584908736,-1.0657749584908736,-0.9082108918789152,-0.9082108918789152,-0.9082108918789152
2018-07-08,-1.0696154345911095,-1.0696154345911095,-1.0696154345911095,-1.2039797343112282,-1.2039797343112282,-1.2039797343112282,-1.066783683631761,-1.066783683631761,-1.066783683631761,-0.9650253053421426,-0.9650253053421426,-0.9650253053421426
2018-07-15,-1.147271123249,-1.147271123249,-1.147271123249,-1.0912285148774767,-1.0912285148774767,-1.0912285148774767,-0.9986820481046726,-0.9986820481046726,-0.9986820481046726,-0.9173162935515768,-0.9173162935515768,-0.9173162935515768
2018-07-22,-0.41585513938497415,-0.41585513938497415,-0.41585513938497415,-0.4469777671611919,-0.4469777671611919,-0.4469777671611919,-0.3582280358534504,-0.3582280358534504,-0.3582280358534504,-0.4257907757902779,-0.4257907757902779,-0.4257907757902779
2018-07-29,-0.7094954325508435,-0.7094954325508435,-0.7094954325508435,-0.6607716415652708,-0.6607716415652708,-0.6607716415652708,-0.5742433194408323,-0.5742433194408323,-0.5742433194408323,-0.48333553273719027,-0.48333553273719027,-0.48333553273719027
