Date,Direxion Daily Latin America Bull 3X Shares_Open_average,Direxion Daily Latin America Bull 3X Shares_Open_max,Direxion Daily Latin America Bull 3X Shares_Open_min,Direxion Daily Latin America Bull 3X Shares_High_average,Direxion Daily Latin America Bull 3X Shares_High_max,Direxion Daily Latin America Bull 3X Shares_High_min,Direxion Daily Latin America Bull 3X Shares_Low_average,Direxion Daily Latin America Bull 3X Shares_Low_max,Direxion Daily Latin America Bull 3X Shares_Low_min,Direxion Daily Latin America Bull 3X Shares_Close_average,Direxion Daily Latin America Bull 3X Shares_Close_max,Direxion Daily Latin America Bull 3X Shares_Close_min
2018-04-08,-0.5324068936052926,-0.5324068936052926,-0.5324068936052926,-0.7710134578630424,-0.7710134578630424,-0.7710134578630424,-0.5963344405960226,-0.5963344405960226,-0.5963344405960226,-0.8728195491464451,-0.8728195491464451,-0.8728195491464451
2018-04-15,-0.7403024041730714,-0.7403024041730714,-0.7403024041730714,-0.8260128260238221,-0.8260128260238221,-0.8260128260238221,-0.4209512645554404,-0.4209512645554404,-0.4209512645554404,-0.5970645032995657,-0.5970645032995657,-0.5970645032995657
2018-04-22,-0.6529732877668865,-0.6529732877668865,-0.6529732877668865,-0.9165650151956573,-0.9165650151956573,-0.9165650151956573,-0.5331387013357205,-0.5331387013357205,-0.5331387013357205,-0.8712687636926861,-0.8712687636926861,-0.8712687636926861
2018-04-29,-2.4688484048611365,-2.4688484048611365,-2.4688484048611365,-2.3265799562973037,-2.3265799562973037,-2.3265799562973037,-2.121546430364171,-2.121546430364171,-2.121546430364171,-2.2168270270481822,-2.2168270270481822,-2.2168270270481822
2018-05-06,-1.3676895070837722,-1.3676895070837722,-1.3676895070837722,-1.432291310068068,-1.432291310068068,-1.432291310068068,-1.5747224276216225,-1.5747224276216225,-1.5747224276216225,-1.710330486578027,-1.710330486578027,-1.710330486578027
2018-05-13,-2.2576598912466954,-2.2576598912466954,-2.2576598912466954,-2.3325649445816663,-2.3325649445816663,-2.3325649445816663,-2.2895182834908847,-2.2895182834908847,-2.2895182834908847,-2.1907027841930913,-2.1907027841930913,-2.1907027841930913
2018-05-20,-2.103762189889406,-2.103762189889406,-2.103762189889406,-2.102920678923817,-2.102920678923817,-2.102920678923817,-2.025824971669838,-2.025824971669838,-2.025824971669838,-2.0846021138089523,-2.0846021138089523,-2.0846021138089523
2018-05-27,-1.9063623216107406,-1.9063623216107406,-1.9063623216107406,-1.9425120783375616,-1.9425120783375616,-1.9425120783375616,-2.0302156844667607,-2.0302156844667607,-2.0302156844667607,-1.9562989810034852,-1.9562989810034852,-1.9562989810034852
2018-06-03,-1.9076878883783295,-1.9076878883783295,-1.9076878883783295,-1.874003890885314,-1.874003890885314,-1.874003890885314,-1.871667688544217,-1.871667688544217,-1.871667688544217,-1.8112943851109709,-1.8112943851109709,-1.8112943851109709
2018-06-10,-1.6355452236161987,-1.6355452236161987,-1.6355452236161987,-1.693237158605871,-1.693237158605871,-1.693237158605871,-1.6294084067773063,-1.6294084067773063,-1.6294084067773063,-1.642747507407028,-1.642747507407028,-1.642747507407028
