Date,iShares Edge MSCI Intl Size Factor_Open_average,iShares Edge MSCI Intl Size Factor_Open_max,iShares Edge MSCI Intl Size Factor_Open_min,iShares Edge MSCI Intl Size Factor_High_average,iShares Edge MSCI Intl Size Factor_High_max,iShares Edge MSCI Intl Size Factor_High_min,iShares Edge MSCI Intl Size Factor_Low_average,iShares Edge MSCI Intl Size Factor_Low_max,iShares Edge MSCI Intl Size Factor_Low_min,iShares Edge MSCI Intl Size Factor_Close_average,iShares Edge MSCI Intl Size Factor_Close_max,iShares Edge MSCI Intl Size Factor_Close_min
2018-04-08,0.5431106578982463,0.5431106578982463,0.5431106578982463,0.4738680177049251,0.4738680177049251,0.4738680177049251,0.6588258439962421,0.6588258439962421,0.6588258439962421,0.5796753186047031,0.5796753186047031,0.5796753186047031
2018-04-15,0.4822626803265789,0.4822626803265789,0.4822626803265789,0.3797777205114267,0.3797777205114267,0.3797777205114267,0.6181532102576403,0.6181532102576403,0.6181532102576403,0.4659843139734869,0.4659843139734869,0.4659843139734869
2018-04-22,0.3625688624045556,0.3625688624045556,0.3625688624045556,0.14239967963380082,0.14239967963380082,0.14239967963380082,0.543820615859341,0.543820615859341,0.543820615859341,0.42890436775277135,0.42890436775277135,0.42890436775277135
2018-04-29,0.7255413891162765,0.7255413891162765,0.7255413891162765,0.7624678948241955,0.7624678948241955,0.7624678948241955,0.8675317620078816,0.8675317620078816,0.8675317620078816,0.7201922600436327,0.7201922600436327,0.7201922600436327
2018-05-06,1.773448130764862,1.773448130764862,1.773448130764862,1.764065317506803,1.764065317506803,1.764065317506803,1.5317927255320014,1.5317927255320014,1.5317927255320014,1.4981190493368801,1.4981190493368801,1.4981190493368801
2018-05-13,1.2561419057236058,1.2561419057236058,1.2561419057236058,1.1938445772085797,1.1938445772085797,1.1938445772085797,1.2668822191907991,1.2668822191907991,1.2668822191907991,1.1885859375487147,1.1885859375487147,1.1885859375487147
2018-05-20,0.23868131872655565,0.23868131872655565,0.23868131872655565,0.05347772002958227,0.05347772002958227,0.05347772002958227,0.09089366205875112,0.09089366205875112,0.09089366205875112,0.12349380199746095,0.12349380199746095,0.12349380199746095
2018-05-27,-0.11694654030701367,-0.11694654030701367,-0.11694654030701367,0.10511039325232072,0.10511039325232072,0.10511039325232072,0.045848973870859205,0.045848973870859205,0.045848973870859205,0.044706072066246855,0.044706072066246855,0.044706072066246855
2018-06-03,0.9361198310080449,0.9361198310080449,0.9361198310080449,0.9547523811670828,0.9547523811670828,0.9547523811670828,0.9762599466710546,0.9762599466710546,0.9762599466710546,0.9703405561928244,0.9703405561928244,0.9703405561928244
2018-06-10,-0.9479276658953636,-0.9479276658953636,-0.9479276658953636,-1.07694350837632,-1.07694350837632,-1.07694350837632,-0.8121877050025591,-0.8121877050025591,-0.8121877050025591,-0.7296594883886289,-0.7296594883886289,-0.7296594883886289
2018-06-17,-2.3131675243276315,-2.3131675243276315,-2.3131675243276315,-2.455868133460681,-2.455868133460681,-2.455868133460681,-2.3611633491871484,-2.3611633491871484,-2.3611633491871484,-2.3978102110339834,-2.3978102110339834,-2.3978102110339834
2018-06-24,-2.38815733910948,-2.38815733910948,-2.38815733910948,-2.3717866612672767,-2.3717866612672767,-2.3717866612672767,-2.2606041081263846,-2.2606041081263846,-2.2606041081263846,-2.187199653689263,-2.187199653689263,-2.187199653689263
2018-07-01,-1.437374584533539,-1.437374584533539,-1.437374584533539,-1.369847778659704,-1.369847778659704,-1.369847778659704,-1.313261776312689,-1.313261776312689,-1.313261776312689,-1.29844060059698,-1.29844060059698,-1.29844060059698
2018-07-08,-1.3294308656483897,-1.3294308656483897,-1.3294308656483897,-1.401808019267086,-1.401808019267086,-1.401808019267086,-1.2358268293888897,-1.2358268293888897,-1.2358268293888897,-1.2870180726613922,-1.2870180726613922,-1.2870180726613922
