Date,First Trust China AlphaDEXEtf_Open_average,First Trust China AlphaDEXEtf_Open_max,First Trust China AlphaDEXEtf_Open_min,First Trust China AlphaDEXEtf_High_average,First Trust China AlphaDEXEtf_High_max,First Trust China AlphaDEXEtf_High_min,First Trust China AlphaDEXEtf_Low_average,First Trust China AlphaDEXEtf_Low_max,First Trust China AlphaDEXEtf_Low_min,First Trust China AlphaDEXEtf_Close_average,First Trust China AlphaDEXEtf_Close_max,First Trust China AlphaDEXEtf_Close_min
2018-05-27,0.34087661779324,0.34087661779324,0.34087661779324,0.1961348329249134,0.1961348329249134,0.1961348329249134,0.3914697033770624,0.3914697033770624,0.3914697033770624,0.2890585752127587,0.2890585752127587,0.2890585752127587
2018-06-03,1.3164535261084738,1.3164535261084738,1.3164535261084738,1.2367656623797065,1.2367656623797065,1.2367656623797065,1.2424664941184191,1.2424664941184191,1.2424664941184191,1.2959853281379394,1.2959853281379394,1.2959853281379394
2018-06-10,0.45245718348388614,0.45245718348388614,0.45245718348388614,0.8439042407583354,0.8439042407583354,0.8439042407583354,0.5916566333598193,0.5916566333598193,0.5916566333598193,0.942672839750562,0.942672839750562,0.942672839750562
2018-06-17,-0.8138555149872907,-0.8138555149872907,-0.8138555149872907,-0.6984488008928641,-0.6984488008928641,-0.6984488008928641,-0.6887073637709971,-0.6887073637709971,-0.6887073637709971,-0.39341562613806647,-0.39341562613806647,-0.39341562613806647
2018-06-24,-2.6798422261447845,-2.6798422261447845,-2.6798422261447845,-2.5041991269003128,-2.5041991269003128,-2.5041991269003128,-2.3053965808193575,-2.3053965808193575,-2.3053965808193575,-2.362718098514706,-2.362718098514706,-2.362718098514706
2018-07-01,-2.8855784207614854,-2.8855784207614854,-2.8855784207614854,-2.762930363309557,-2.762930363309557,-2.762930363309557,-2.691551152650339,-2.691551152650339,-2.691551152650339,-2.6547020929467915,-2.6547020929467915,-2.6547020929467915
2018-07-08,-1.6556072436844909,-1.6556072436844909,-1.6556072436844909,-1.7887327157721107,-1.7887327157721107,-1.7887327157721107,-1.520895735005168,-1.520895735005168,-1.520895735005168,-1.6080494935234761,-1.6080494935234761,-1.6080494935234761
2018-07-15,-1.6930831447729835,-1.6930831447729835,-1.6930831447729835,-1.7936662764271636,-1.7936662764271636,-1.7936662764271636,-1.7969871866774085,-1.7969871866774085,-1.7969871866774085,-1.665525602911711,-1.665525602911711,-1.665525602911711
2018-07-22,-1.0584764183121271,-1.0584764183121271,-1.0584764183121271,-1.1495158870170972,-1.1495158870170972,-1.1495158870170972,-0.9596919613095762,-0.9596919613095762,-0.9596919613095762,-1.0447509600556797,-1.0447509600556797,-1.0447509600556797
2018-07-29,-1.6149812289806882,-1.6149812289806882,-1.6149812289806882,-1.649563866253597,-1.649563866253597,-1.649563866253597,-1.621133110599368,-1.621133110599368,-1.621133110599368,-1.6649330382757992,-1.6649330382757992,-1.6649330382757992
