Date,Direxion Daily S P Oil Gas Exp Bear_etf_Open_average,Direxion Daily S P Oil Gas Exp Bear_etf_Open_max,Direxion Daily S P Oil Gas Exp Bear_etf_Open_min,Direxion Daily S P Oil Gas Exp Bear_etf_High_average,Direxion Daily S P Oil Gas Exp Bear_etf_High_max,Direxion Daily S P Oil Gas Exp Bear_etf_High_min,Direxion Daily S P Oil Gas Exp Bear_etf_Low_average,Direxion Daily S P Oil Gas Exp Bear_etf_Low_max,Direxion Daily S P Oil Gas Exp Bear_etf_Low_min,Direxion Daily S P Oil Gas Exp Bear_etf_Close_average,Direxion Daily S P Oil Gas Exp Bear_etf_Close_max,Direxion Daily S P Oil Gas Exp Bear_etf_Close_min
2018-04-08,-1.3926499674636015,-1.3926499674636015,-1.3926499674636015,-1.3527933816919147,-1.3527933816919147,-1.3527933816919147,-1.4890342867468231,-1.4890342867468231,-1.4890342867468231,-1.536741059218682,-1.536741059218682,-1.536741059218682
2018-04-15,-1.8136149234540235,-1.8136149234540235,-1.8136149234540235,-1.6740338222095488,-1.6740338222095488,-1.6740338222095488,-1.7713169445299108,-1.7713169445299108,-1.7713169445299108,-1.8510362533629703,-1.8510362533629703,-1.8510362533629703
2018-04-22,-1.8014860173500138,-1.8014860173500138,-1.8014860173500138,-1.6479914382008813,-1.6479914382008813,-1.6479914382008813,-1.6986499777438395,-1.6986499777438395,-1.6986499777438395,-1.7009271952378289,-1.7009271952378289,-1.7009271952378289
2018-04-29,-1.4086766154606092,-1.4086766154606092,-1.4086766154606092,-1.3788895759775959,-1.3788895759775959,-1.3788895759775959,-1.4720947391647607,-1.4720947391647607,-1.4720947391647607,-1.5372830310294663,-1.5372830310294663,-1.5372830310294663
2018-05-06,-1.6705222135729707,-1.6705222135729707,-1.6705222135729707,-1.691390458763319,-1.691390458763319,-1.691390458763319,-1.6832249372302541,-1.6832249372302541,-1.6832249372302541,-1.6729426144550055,-1.6729426144550055,-1.6729426144550055
2018-05-13,-1.6113424215453003,-1.6113424215453003,-1.6113424215453003,-1.6337888420129905,-1.6337888420129905,-1.6337888420129905,-1.6536324865242606,-1.6536324865242606,-1.6536324865242606,-1.668957077615539,-1.668957077615539,-1.668957077615539
2018-05-20,-1.1160848646395969,-1.1160848646395969,-1.1160848646395969,-1.0366137984479429,-1.0366137984479429,-1.0366137984479429,-1.083719013512728,-1.083719013512728,-1.083719013512728,-1.1136705508590734,-1.1136705508590734,-1.1136705508590734
2018-05-27,-1.1686201043086009,-1.1686201043086009,-1.1686201043086009,-1.1661823397693563,-1.1661823397693563,-1.1661823397693563,-1.2121339927354067,-1.2121339927354067,-1.2121339927354067,-1.1818134886993017,-1.1818134886993017,-1.1818134886993017
2018-06-03,-1.01819899822635,-1.01819899822635,-1.01819899822635,-0.9914015611742749,-0.9914015611742749,-0.9914015611742749,-1.0101561390998852,-1.0101561390998852,-1.0101561390998852,-1.0153340635017418,-1.0153340635017418,-1.0153340635017418
2018-06-10,-0.7533374204183682,-0.7533374204183682,-0.7533374204183682,-0.686134520420511,-0.686134520420511,-0.686134520420511,-0.7342683894876273,-0.7342683894876273,-0.7342683894876273,-0.6132647981188096,-0.6132647981188096,-0.6132647981188096
