Date,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_min,Citigroup C-Tracks MillerHoward Strategic Dividen_High_average,Citigroup C-Tracks MillerHoward Strategic Dividen_High_max,Citigroup C-Tracks MillerHoward Strategic Dividen_High_min,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_min,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_min
2018-04-08,-1.8570970884699252,-1.8570970884699252,-1.8570970884699252,-1.6674490577582666,-1.6674490577582666,-1.6674490577582666,-1.7142664619957244,-1.7142664619957244,-1.7142664619957244,-1.49350175246252,-1.49350175246252,-1.49350175246252
2018-04-15,-2.233408727468959,-2.233408727468959,-2.233408727468959,-2.2895391310637616,-2.2895391310637616,-2.2895391310637616,-2.1584895729343225,-2.1584895729343225,-2.1584895729343225,-2.2600076037029235,-2.2600076037029235,-2.2600076037029235
2018-04-22,-2.45063015542728,-2.45063015542728,-2.45063015542728,-2.5205588214802797,-2.5205588214802797,-2.5205588214802797,-2.4403817050239978,-2.4403817050239978,-2.4403817050239978,-2.5767475802949966,-2.5767475802949966,-2.5767475802949966
2018-04-29,-1.8656385698027151,-1.8656385698027151,-1.8656385698027151,-1.9113866356233367,-1.9113866356233367,-1.9113866356233367,-1.8570694346656602,-1.8570694346656602,-1.8570694346656602,-1.9326295900221435,-1.9326295900221435,-1.9326295900221435
2018-05-06,-1.4490059069482664,-1.4490059069482664,-1.4490059069482664,-1.4804684589582482,-1.4804684589582482,-1.4804684589582482,-1.4434311857780908,-1.4434311857780908,-1.4434311857780908,-1.4929840330042747,-1.4929840330042747,-1.4929840330042747
2018-05-13,-1.4504674123757615,-1.4504674123757615,-1.4504674123757615,-1.4559795630830583,-1.4559795630830583,-1.4559795630830583,-1.4553041159592999,-1.4553041159592999,-1.4553041159592999,-1.4811695596680323,-1.4811695596680323,-1.4811695596680323
2018-05-20,-1.395170793186924,-1.395170793186924,-1.395170793186924,-1.3830229371256995,-1.3830229371256995,-1.3830229371256995,-1.3971675822353422,-1.3971675822353422,-1.3971675822353422,-1.4111317514080697,-1.4111317514080697,-1.4111317514080697
2018-05-27,-1.8135762239523205,-1.8135762239523205,-1.8135762239523205,-1.5269537630736387,-1.5269537630736387,-1.5269537630736387,-1.8164186938106748,-1.8164186938106748,-1.8164186938106748,-1.5622874372564808,-1.5622874372564808,-1.5622874372564808
2018-06-03,-1.2291761331014124,-1.2291761331014124,-1.2291761331014124,-1.270626388395427,-1.270626388395427,-1.270626388395427,-1.2291761331014124,-1.2291761331014124,-1.2291761331014124,-1.3017667429482453,-1.3017667429482453,-1.3017667429482453
2018-06-10,-1.5165028154550713,-1.5165028154550713,-1.5165028154550713,-1.4997974466126045,-1.4997974466126045,-1.4997974466126045,-1.5165028154550713,-1.5165028154550713,-1.5165028154550713,-1.5511560423552384,-1.5511560423552384,-1.5511560423552384
2018-06-17,-1.6307183548031352,-1.6307183548031352,-1.6307183548031352,-1.4761198048161364,-1.4761198048161364,-1.4761198048161364,-1.6307183548031352,-1.6307183548031352,-1.6307183548031352,-1.5344608661622312,-1.5344608661622312,-1.5344608661622312
2018-06-24,-1.2646300967048123,-1.2646300967048123,-1.2646300967048123,-1.2267976589673537,-1.2267976589673537,-1.2267976589673537,-1.4250469051499604,-1.4250469051499604,-1.4250469051499604,-1.4310904241692395,-1.4310904241692395,-1.4310904241692395
2018-07-01,-1.6389734097051087,-1.6389734097051087,-1.6389734097051087,-1.681324608236232,-1.681324608236232,-1.681324608236232,-1.5912815038594892,-1.5912815038594892,-1.5912815038594892,-1.6320619690460414,-1.6320619690460414,-1.6320619690460414
2018-07-08,-0.7476936582747772,-0.7476936582747772,-0.7476936582747772,-0.8095257100988842,-0.8095257100988842,-0.8095257100988842,-0.7144016275424192,-0.7144016275424192,-0.7144016275424192,-0.7736754829700977,-0.7736754829700977,-0.7736754829700977
2018-07-15,-1.0639234920974723,-1.0639234920974723,-1.0639234920974723,-0.6457815680895446,-0.6457815680895446,-0.6457815680895446,-1.0242483635184396,-1.0242483635184396,-1.0242483635184396,-0.6099463496200396,-0.6099463496200396,-0.6099463496200396
2018-07-22,-0.5149220546736926,-0.5149220546736926,-0.5149220546736926,-0.4074929862027313,-0.4074929862027313,-0.4074929862027313,-0.48483542610059643,-0.48483542610059643,-0.48483542610059643,-0.4778222790204738,-0.4778222790204738,-0.4778222790204738
2018-07-29,-0.14344193551608772,-0.14344193551608772,-0.14344193551608772,-0.2861802171088858,-0.2861802171088858,-0.2861802171088858,-0.11759586069855421,-0.11759586069855421,-0.11759586069855421,-0.24474859792976988,-0.24474859792976988,-0.24474859792976988
2018-08-05,-0.23448125544670453,-0.23448125544670453,-0.23448125544670453,0.13008838407188336,0.13008838407188336,0.13008838407188336,-0.2019857146149778,-0.2019857146149778,-0.2019857146149778,0.16629983428658132,0.16629983428658132,0.16629983428658132
