Date,Direxion Daily S&P 500 Bear 1X SharesEtf_Open_average,Direxion Daily S&P 500 Bear 1X SharesEtf_Open_max,Direxion Daily S&P 500 Bear 1X SharesEtf_Open_min,Direxion Daily S&P 500 Bear 1X SharesEtf_High_average,Direxion Daily S&P 500 Bear 1X SharesEtf_High_max,Direxion Daily S&P 500 Bear 1X SharesEtf_High_min,Direxion Daily S&P 500 Bear 1X SharesEtf_Low_average,Direxion Daily S&P 500 Bear 1X SharesEtf_Low_max,Direxion Daily S&P 500 Bear 1X SharesEtf_Low_min,Direxion Daily S&P 500 Bear 1X SharesEtf_Close_average,Direxion Daily S&P 500 Bear 1X SharesEtf_Close_max,Direxion Daily S&P 500 Bear 1X SharesEtf_Close_min
2018-05-27,-0.3965985843417115,-0.3965985843417115,-0.3965985843417115,-0.5600863572514145,-0.5600863572514145,-0.5600863572514145,-0.32412874220921223,-0.32412874220921223,-0.32412874220921223,-0.5056162849128459,-0.5056162849128459,-0.5056162849128459
2018-06-03,-1.0900668456218008,-1.0900668456218008,-1.0900668456218008,-1.1147379367641865,-1.1147379367641865,-1.1147379367641865,-1.1154735283547714,-1.1154735283547714,-1.1154735283547714,-1.1884653479361773,-1.1884653479361773,-1.1884653479361773
2018-06-10,-1.4730090718167783,-1.4730090718167783,-1.4730090718167783,-1.2836600946201489,-1.2836600946201489,-1.2836600946201489,-1.4094612093737193,-1.4094612093737193,-1.4094612093737193,-1.390251913853198,-1.390251913853198,-1.390251913853198
2018-06-17,-1.5030987130879998,-1.5030987130879998,-1.5030987130879998,-1.1963135130087876,-1.1963135130087876,-1.1963135130087876,-1.3686934204954497,-1.3686934204954497,-1.3686934204954497,-1.1093714315507268,-1.1093714315507268,-1.1093714315507268
2018-06-24,-0.714637471612617,-0.714637471612617,-0.714637471612617,-0.8123214003078382,-0.8123214003078382,-0.8123214003078382,-0.7879747886191039,-0.7879747886191039,-0.7879747886191039,-0.7292853850573989,-0.7292853850573989,-0.7292853850573989
2018-07-01,-0.8030058731282683,-0.8030058731282683,-0.8030058731282683,-0.8417355749335763,-0.8417355749335763,-0.8417355749335763,-1.121513673196936,-1.121513673196936,-1.121513673196936,-1.0934980427919965,-1.0934980427919965,-1.0934980427919965
2018-07-08,-1.6734461191027834,-1.6734461191027834,-1.6734461191027834,-1.6235691922585598,-1.6235691922585598,-1.6235691922585598,-1.6933717426399495,-1.6933717426399495,-1.6933717426399495,-1.5470419189494653,-1.5470419189494653,-1.5470419189494653
2018-07-15,-1.621532181748497,-1.621532181748497,-1.621532181748497,-1.4859218468731794,-1.4859218468731794,-1.4859218468731794,-1.5649162167913075,-1.5649162167913075,-1.5649162167913075,-1.3766243253386825,-1.3766243253386825,-1.3766243253386825
2018-07-22,-1.8920669564174426,-1.8920669564174426,-1.8920669564174426,-1.4779503032778871,-1.4779503032778871,-1.4779503032778871,-1.9180386133284806,-1.9180386133284806,-1.9180386133284806,-1.4898204110203201,-1.4898204110203201,-1.4898204110203201
2018-07-29,-1.4624022337105762,-1.4624022337105762,-1.4624022337105762,-1.4829692635694278,-1.4829692635694278,-1.4829692635694278,-1.6289060202166075,-1.6289060202166075,-1.6289060202166075,-1.5775105022928115,-1.5775105022928115,-1.5775105022928115
