Date,SPDR S&P International Small Cap_Open_average,SPDR S&P International Small Cap_Open_max,SPDR S&P International Small Cap_Open_min,SPDR S&P International Small Cap_High_average,SPDR S&P International Small Cap_High_max,SPDR S&P International Small Cap_High_min,SPDR S&P International Small Cap_Low_average,SPDR S&P International Small Cap_Low_max,SPDR S&P International Small Cap_Low_min,SPDR S&P International Small Cap_Close_average,SPDR S&P International Small Cap_Close_max,SPDR S&P International Small Cap_Close_min
2018-04-08,0.13701511125492014,0.13701511125492014,0.13701511125492014,0.07617345426018474,0.07617345426018474,0.07617345426018474,0.2748757551390139,0.2748757551390139,0.2748757551390139,0.2325641130299375,0.2325641130299375,0.2325641130299375
2018-04-15,0.12924539476971325,0.12924539476971325,0.12924539476971325,0.017118207422396718,0.017118207422396718,0.017118207422396718,0.25938123584707107,0.25938123584707107,0.25938123584707107,0.12658338829236804,0.12658338829236804,0.12658338829236804
2018-04-22,0.28149135126090896,0.28149135126090896,0.28149135126090896,0.3647858991088142,0.3647858991088142,0.3647858991088142,0.5039923191368342,0.5039923191368342,0.5039923191368342,0.30277159128727144,0.30277159128727144,0.30277159128727144
2018-04-29,0.33319431771588015,0.33319431771588015,0.33319431771588015,0.4787374786519215,0.4787374786519215,0.4787374786519215,0.5811538211693672,0.5811538211693672,0.5811538211693672,0.5144039695933074,0.5144039695933074,0.5144039695933074
2018-05-06,1.636850643519767,1.636850643519767,1.636850643519767,1.608589162215343,1.608589162215343,1.608589162215343,1.4856385058979702,1.4856385058979702,1.4856385058979702,1.425291334467827,1.425291334467827,1.425291334467827
2018-05-13,1.1307317901163303,1.1307317901163303,1.1307317901163303,1.204873280186631,1.204873280186631,1.204873280186631,1.2704586078320426,1.2704586078320426,1.2704586078320426,1.2957053316151987,1.2957053316151987,1.2957053316151987
2018-05-20,0.23045345932796504,0.23045345932796504,0.23045345932796504,0.18614394294327458,0.18614394294327458,0.18614394294327458,0.3437338665600406,0.3437338665600406,0.3437338665600406,0.3479476035215162,0.3479476035215162,0.3479476035215162
2018-05-27,0.5183985510251747,0.5183985510251747,0.5183985510251747,0.596015306148717,0.596015306148717,0.596015306148717,0.615953699265956,0.615953699265956,0.615953699265956,0.4763930673403216,0.4763930673403216,0.4763930673403216
2018-06-03,1.2936275955827905,1.2936275955827905,1.2936275955827905,1.338004531246406,1.338004531246406,1.338004531246406,1.3051460999620916,1.3051460999620916,1.3051460999620916,1.330898235488716,1.330898235488716,1.330898235488716
2018-06-10,-1.400406943750626,-1.400406943750626,-1.400406943750626,-1.4275988794780143,-1.4275988794780143,-1.4275988794780143,-1.1099994669943938,-1.1099994669943938,-1.1099994669943938,-1.1014415338323933,-1.1014415338323933,-1.1014415338323933
