Date,Global X Gold Explorers_Open_average,Global X Gold Explorers_Open_max,Global X Gold Explorers_Open_min,Global X Gold Explorers_High_average,Global X Gold Explorers_High_max,Global X Gold Explorers_High_min,Global X Gold Explorers_Low_average,Global X Gold Explorers_Low_max,Global X Gold Explorers_Low_min,Global X Gold Explorers_Close_average,Global X Gold Explorers_Close_max,Global X Gold Explorers_Close_min
2018-04-08,1.1679417818015523,1.1679417818015523,1.1679417818015523,1.1006523844054317,1.1006523844054317,1.1006523844054317,1.3788272618953208,1.3788272618953208,1.3788272618953208,1.4028418591982366,1.4028418591982366,1.4028418591982366
2018-04-15,1.2082957819520486,1.2082957819520486,1.2082957819520486,1.2674176008220035,1.2674176008220035,1.2674176008220035,1.036159507819871,1.036159507819871,1.036159507819871,0.9380632124760571,0.9380632124760571,0.9380632124760571
2018-04-22,1.0479840139158694,1.0479840139158694,1.0479840139158694,1.1582563120897127,1.1582563120897127,1.1582563120897127,0.6498950293332976,0.6498950293332976,0.6498950293332976,1.3947243284989033,1.3947243284989033,1.3947243284989033
2018-04-29,1.4279002000224397,1.4279002000224397,1.4279002000224397,1.7515445454948366,1.7515445454948366,1.7515445454948366,1.7558201653268826,1.7558201653268826,1.7558201653268826,1.8608496900499418,1.8608496900499418,1.8608496900499418
2018-05-06,1.773437507919879,1.773437507919879,1.773437507919879,1.7740455401822095,1.7740455401822095,1.7740455401822095,1.7972300422964915,1.7972300422964915,1.7972300422964915,1.9637966670933258,1.9637966670933258,1.9637966670933258
2018-05-13,0.8332752502440638,0.8332752502440638,0.8332752502440638,0.9637838220611201,0.9637838220611201,0.9637838220611201,0.9686481733791342,0.9686481733791342,0.9686481733791342,1.2062752891039406,1.2062752891039406,1.2062752891039406
2018-05-20,0.8391120622690926,0.8391120622690926,0.8391120622690926,0.818656241405175,0.818656241405175,0.818656241405175,0.8586486722799943,0.8586486722799943,0.8586486722799943,0.6320696419973,0.6320696419973,0.6320696419973
2018-05-27,0.6885744977780494,0.6885744977780494,0.6885744977780494,0.5545753450494427,0.5545753450494427,0.5545753450494427,0.6401622784582446,0.6401622784582446,0.6401622784582446,0.6133748023735943,0.6133748023735943,0.6133748023735943
2018-06-03,0.1308693522687336,0.1308693522687336,0.1308693522687336,0.6167642428505075,0.6167642428505075,0.6167642428505075,0.35039789931264365,0.35039789931264365,0.35039789931264365,0.7696816241711838,0.7696816241711838,0.7696816241711838
2018-06-10,-0.49304834193955765,-0.49304834193955765,-0.49304834193955765,-0.6061593279010496,-0.6061593279010496,-0.6061593279010496,-0.1266855346970226,-0.1266855346970226,-0.1266855346970226,-0.29270421776750183,-0.29270421776750183,-0.29270421776750183
