Date,First Trust Preferred Securities And Income_Open_average,First Trust Preferred Securities And Income_Open_max,First Trust Preferred Securities And Income_Open_min,First Trust Preferred Securities And Income_High_average,First Trust Preferred Securities And Income_High_max,First Trust Preferred Securities And Income_High_min,First Trust Preferred Securities And Income_Low_average,First Trust Preferred Securities And Income_Low_max,First Trust Preferred Securities And Income_Low_min,First Trust Preferred Securities And Income_Close_average,First Trust Preferred Securities And Income_Close_max,First Trust Preferred Securities And Income_Close_min
2018-04-08,-0.7227885973151809,-0.7227885973151809,-0.7227885973151809,-0.739156799190104,-0.739156799190104,-0.739156799190104,-0.7377029835745779,-0.7377029835745779,-0.7377029835745779,-0.8316877312333971,-0.8316877312333971,-0.8316877312333971
2018-04-15,-1.3172754207869912,-1.3172754207869912,-1.3172754207869912,-1.3802653681838837,-1.3802653681838837,-1.3802653681838837,-1.2810424262180953,-1.2810424262180953,-1.2810424262180953,-1.1318847770803453,-1.1318847770803453,-1.1318847770803453
2018-04-22,-1.787233386196625,-1.787233386196625,-1.787233386196625,-1.703864333879801,-1.703864333879801,-1.703864333879801,-1.6394821125006105,-1.6394821125006105,-1.6394821125006105,-1.6261937534892892,-1.6261937534892892,-1.6261937534892892
2018-04-29,-1.7452847956372315,-1.7452847956372315,-1.7452847956372315,-1.8157752325105803,-1.8157752325105803,-1.8157752325105803,-1.5993245785197723,-1.5993245785197723,-1.5993245785197723,-1.5876329947868497,-1.5876329947868497,-1.5876329947868497
2018-05-06,-1.3272178126188328,-1.3272178126188328,-1.3272178126188328,-1.3745907776070254,-1.3745907776070254,-1.3745907776070254,-1.2777027803367242,-1.2777027803367242,-1.2777027803367242,-1.2109759336584425,-1.2109759336584425,-1.2109759336584425
2018-05-13,-1.2918243696971872,-1.2918243696971872,-1.2918243696971872,-1.3397839246947483,-1.3397839246947483,-1.3397839246947483,-1.2578127618940933,-1.2578127618940933,-1.2578127618940933,-1.3315453033840323,-1.3315453033840323,-1.3315453033840323
2018-05-20,-1.605915282089818,-1.605915282089818,-1.605915282089818,-1.6896434314002453,-1.6896434314002453,-1.6896434314002453,-1.595441542401645,-1.595441542401645,-1.595441542401645,-1.697338404401326,-1.697338404401326,-1.697338404401326
2018-05-27,-1.7915063988640312,-1.7915063988640312,-1.7915063988640312,-1.6433924672480975,-1.6433924672480975,-1.6433924672480975,-1.6866622301222995,-1.6866622301222995,-1.6866622301222995,-1.7960530202677507,-1.7960530202677507,-1.7960530202677507
2018-06-03,-1.2124204357639006,-1.2124204357639006,-1.2124204357639006,-1.1775764260979813,-1.1775764260979813,-1.1775764260979813,-1.354920429490111,-1.354920429490111,-1.354920429490111,-1.48925593514182,-1.48925593514182,-1.48925593514182
2018-06-10,-0.7377281752225461,-0.7377281752225461,-0.7377281752225461,-0.818735049716644,-0.818735049716644,-0.818735049716644,-0.833153016974066,-0.833153016974066,-0.833153016974066,-0.9742047914362021,-0.9742047914362021,-0.9742047914362021
2018-06-17,-1.8165550960198515,-1.8165550960198515,-1.8165550960198515,-1.933333333333326,-1.933333333333326,-1.933333333333326,-1.9563227604037947,-1.9563227604037947,-1.9563227604037947,-1.788628398317119,-1.788628398317119,-1.788628398317119
2018-06-24,-1.711083700660071,-1.711083700660071,-1.711083700660071,-1.4397218657266735,-1.4397218657266735,-1.4397218657266735,-1.6664102366833449,-1.6664102366833449,-1.6664102366833449,-1.3827683076969493,-1.3827683076969493,-1.3827683076969493
2018-07-01,-0.8059987769526169,-0.8059987769526169,-0.8059987769526169,-0.8634745134015863,-0.8634745134015863,-0.8634745134015863,-0.8179821477849157,-0.8179821477849157,-0.8179821477849157,-0.6626627136815372,-0.6626627136815372,-0.6626627136815372
2018-07-08,-0.3076436183482762,-0.3076436183482762,-0.3076436183482762,-0.3431753099499019,-0.3431753099499019,-0.3431753099499019,-0.3110751848420976,-0.3110751848420976,-0.3110751848420976,-0.4170929224759237,-0.4170929224759237,-0.4170929224759237
2018-07-15,-0.8626242108545341,-0.8626242108545341,-0.8626242108545341,-1.023459710275476,-1.023459710275476,-1.023459710275476,-0.7964332911073576,-0.7964332911073576,-0.7964332911073576,-0.8371129862573311,-0.8371129862573311,-0.8371129862573311
2018-07-22,-0.5814060601293162,-0.5814060601293162,-0.5814060601293162,-0.3738116722083363,-0.3738116722083363,-0.3738116722083363,-0.3481794818105741,-0.3481794818105741,-0.3481794818105741,-0.20118186180842124,-0.20118186180842124,-0.20118186180842124
2018-07-29,0.16792262353884246,0.16792262353884246,0.16792262353884246,0.2463087436748502,0.2463087436748502,0.2463087436748502,0.32771022420807533,0.32771022420807533,0.32771022420807533,0.32635697593222734,0.32635697593222734,0.32635697593222734
2018-08-05,0.33962431610874066,0.33962431610874066,0.33962431610874066,0.19119229642260538,0.19119229642260538,0.19119229642260538,0.29226283469307646,0.29226283469307646,0.29226283469307646,0.20247933245812982,0.20247933245812982,0.20247933245812982
2018-08-12,0.28919627646122426,0.28919627646122426,0.28919627646122426,1.0659549243086135,1.0659549243086135,1.0659549243086135,0.613429477895328,0.613429477895328,0.613429477895328,1.0681654060337393,1.0681654060337393,1.0681654060337393
2018-08-19,0.7432766807978967,0.7432766807978967,0.7432766807978967,0.47832591491021653,0.47832591491021653,0.47832591491021653,0.5186593387193401,0.5186593387193401,0.5186593387193401,0.7472647177570967,0.7472647177570967,0.7472647177570967
2018-08-26,1.1195567698756126,1.1195567698756126,1.1195567698756126,1.0721232310246576,1.0721232310246576,1.0721232310246576,1.185924181590311,1.185924181590311,1.185924181590311,1.5781603045843757,1.5781603045843757,1.5781603045843757
2018-09-02,0.21013280650147334,0.21013280650147334,0.21013280650147334,-0.022526960489955082,-0.022526960489955082,-0.022526960489955082,0.0103807782003143,0.0103807782003143,0.0103807782003143,0.02374622656676231,0.02374622656676231,0.02374622656676231
2018-09-09,-0.6293425244596712,-0.6293425244596712,-0.6293425244596712,-0.9059659522725577,-0.9059659522725577,-0.9059659522725577,-0.5505319331959002,-0.5505319331959002,-0.5505319331959002,-0.9059659522725585,-0.9059659522725585,-0.9059659522725585
2018-09-16,-1.2562811540960201,-1.2562811540960201,-1.2562811540960201,-0.9565091253551604,-0.9565091253551604,-0.9565091253551604,-1.0007071741834916,-1.0007071741834916,-1.0007071741834916,-0.9565091253551609,-0.9565091253551609,-0.9565091253551609
2018-09-23,-1.5455584860859621,-1.5455584860859621,-1.5455584860859621,-1.6570510199814557,-1.6570510199814557,-1.6570510199814557,-2.00044459264749,-2.00044459264749,-2.00044459264749,-2.0400519901124046,-2.0400519901124046,-2.0400519901124046
2018-09-30,-2.4379911306921165,-2.4379911306921165,-2.4379911306921165,-2.604796699884151,-2.604796699884151,-2.604796699884151,-2.704780283305508,-2.704780283305508,-2.704780283305508,-2.6400385503253343,-2.6400385503253343,-2.6400385503253343
2018-10-07,-2.4474336702842963,-2.4474336702842963,-2.4474336702842963,-2.4217776592585496,-2.4217776592585496,-2.4217776592585496,-2.2904396746924154,-2.2904396746924154,-2.2904396746924154,-2.2970074919641807,-2.2970074919641807,-2.2970074919641807
2018-10-14,-1.7802658909216726,-1.7802658909216726,-1.7802658909216726,-1.7790611766163122,-1.7790611766163122,-1.7790611766163122,-1.6526670777307715,-1.6526670777307715,-1.6526670777307715,-1.617036140183905,-1.617036140183905,-1.617036140183905
2018-10-21,-1.9179533120684844,-1.9179533120684844,-1.9179533120684844,-1.917677166838273,-1.917677166838273,-1.917677166838273,-1.8882113853874074,-1.8882113853874074,-1.8882113853874074,-1.931275678352488,-1.931275678352488,-1.931275678352488
2018-10-28,-1.356485896445988,-1.356485896445988,-1.356485896445988,-1.1723760695935233,-1.1723760695935233,-1.1723760695935233,-1.2292183494331357,-1.2292183494331357,-1.2292183494331357,-1.3070994016637894,-1.3070994016637894,-1.3070994016637894
2018-11-04,-0.9294440401574282,-0.9294440401574282,-0.9294440401574282,-1.0027364407562365,-1.0027364407562365,-1.0027364407562365,-0.830023479294953,-0.830023479294953,-0.830023479294953,-0.9050852396720546,-0.9050852396720546,-0.9050852396720546
2018-11-11,-1.7955877131519757,-1.7955877131519757,-1.7955877131519757,-1.6512953238981476,-1.6512953238981476,-1.6512953238981476,-1.7487363802968288,-1.7487363802968288,-1.7487363802968288,-1.6325683133114546,-1.6325683133114546,-1.6325683133114546
2018-11-18,-1.8919610822808905,-1.8919610822808905,-1.8919610822808905,-1.829624538813698,-1.829624538813698,-1.829624538813698,-1.9084580654828982,-1.9084580654828982,-1.9084580654828982,-1.9378560668178269,-1.9378560668178269,-1.9378560668178269
2018-11-25,-1.8729565084006967,-1.8729565084006967,-1.8729565084006967,-1.9135905354334422,-1.9135905354334422,-1.9135905354334422,-1.905718879166426,-1.905718879166426,-1.905718879166426,-1.9439554016810143,-1.9439554016810143,-1.9439554016810143
2018-12-02,-1.958597344689483,-1.958597344689483,-1.958597344689483,-1.9741806425652972,-1.9741806425652972,-1.9741806425652972,-2.020577596798924,-2.020577596798924,-2.020577596798924,-2.0100328229918993,-2.0100328229918993,-2.0100328229918993
2018-12-09,-1.6613897204599875,-1.6613897204599875,-1.6613897204599875,-1.6227196266419683,-1.6227196266419683,-1.6227196266419683,-1.6576502742107326,-1.6576502742107326,-1.6576502742107326,-1.6027322872707561,-1.6027322872707561,-1.6027322872707561
2018-12-16,-2.016529758567727,-2.016529758567727,-2.016529758567727,-1.9593473964686414,-1.9593473964686414,-1.9593473964686414,-1.98659533883645,-1.98659533883645,-1.98659533883645,-1.8841673385627484,-1.8841673385627484,-1.8841673385627484
2018-12-23,-1.6665513345988037,-1.6665513345988037,-1.6665513345988037,-1.5561406701441733,-1.5561406701441733,-1.5561406701441733,-1.530062706314771,-1.530062706314771,-1.530062706314771,-1.4777530868793844,-1.4777530868793844,-1.4777530868793844
2018-12-30,-0.9063803650858521,-0.9063803650858521,-0.9063803650858521,-0.8280914428961164,-0.8280914428961164,-0.8280914428961164,-0.8808248595119339,-0.8808248595119339,-0.8808248595119339,-0.7534819430110854,-0.7534819430110854,-0.7534819430110854
2019-01-06,0.0894813535580149,0.0894813535580149,0.0894813535580149,0.10420748817776479,0.10420748817776479,0.10420748817776479,0.043843996057964865,0.043843996057964865,0.043843996057964865,0.009117469757249575,0.009117469757249575,0.009117469757249575
2019-01-13,0.31132836117902685,0.31132836117902685,0.31132836117902685,0.5413195789968588,0.5413195789968588,0.5413195789968588,0.43429354932186026,0.43429354932186026,0.43429354932186026,0.5956839987221731,0.5956839987221731,0.5956839987221731
2019-01-20,0.5144262756033183,0.5144262756033183,0.5144262756033183,0.5383969107309049,0.5383969107309049,0.5383969107309049,0.5631081333415807,0.5631081333415807,0.5631081333415807,0.6259001397604497,0.6259001397604497,0.6259001397604497
2019-01-27,1.167353287998471,1.167353287998471,1.167353287998471,1.1613177216146198,1.1613177216146198,1.1613177216146198,1.1983993588020099,1.1983993588020099,1.1983993588020099,1.2595712909224346,1.2595712909224346,1.2595712909224346
2019-02-03,1.2784232353689773,1.2784232353689773,1.2784232353689773,1.2486843421433225,1.2486843421433225,1.2486843421433225,1.33621756892999,1.33621756892999,1.33621756892999,1.3412692952047798,1.3412692952047798,1.3412692952047798
2019-02-10,1.5202962695154136,1.5202962695154136,1.5202962695154136,1.4895136736678325,1.4895136736678325,1.4895136736678325,1.5023333994677792,1.5023333994677792,1.5023333994677792,1.514236622485302,1.514236622485302,1.514236622485302
2019-02-17,1.2934189559081817,1.2934189559081817,1.2934189559081817,1.3440607203476076,1.3440607203476076,1.3440607203476076,1.3005003340608097,1.3005003340608097,1.3005003340608097,1.276972113796094,1.276972113796094,1.276972113796094
2019-02-24,1.3679071564799252,1.3679071564799252,1.3679071564799252,1.3837415666522783,1.3837415666522783,1.3837415666522783,1.3827567522228386,1.3827567522228386,1.3827567522228386,1.365155003668841,1.365155003668841,1.365155003668841
