Date,VanEck Vectors Junior Gold Miners_Open_average,VanEck Vectors Junior Gold Miners_Open_max,VanEck Vectors Junior Gold Miners_Open_min,VanEck Vectors Junior Gold Miners_High_average,VanEck Vectors Junior Gold Miners_High_max,VanEck Vectors Junior Gold Miners_High_min,VanEck Vectors Junior Gold Miners_Low_average,VanEck Vectors Junior Gold Miners_Low_max,VanEck Vectors Junior Gold Miners_Low_min,VanEck Vectors Junior Gold Miners_Close_average,VanEck Vectors Junior Gold Miners_Close_max,VanEck Vectors Junior Gold Miners_Close_min
2018-04-08,0.8778270724252242,0.8778270724252242,0.8778270724252242,0.7752706514257428,0.7752706514257428,0.7752706514257428,1.0162081138215566,1.0162081138215566,1.0162081138215566,1.0320143661095864,1.0320143661095864,1.0320143661095864
2018-04-15,0.6657272991102988,0.6657272991102988,0.6657272991102988,0.460487175221129,0.460487175221129,0.460487175221129,0.7894833134026014,0.7894833134026014,0.7894833134026014,0.5515351599546339,0.5515351599546339,0.5515351599546339
2018-04-22,0.294843526657998,0.294843526657998,0.294843526657998,0.29602699852843534,0.29602699852843534,0.29602699852843534,0.5608372026116142,0.5608372026116142,0.5608372026116142,0.2264721831675553,0.2264721831675553,0.2264721831675553
2018-04-29,1.158523350456467,1.158523350456467,1.158523350456467,1.3902021858130875,1.3902021858130875,1.3902021858130875,1.4233536719611424,1.4233536719611424,1.4233536719611424,1.5214688991995977,1.5214688991995977,1.5214688991995977
2018-05-06,1.6363221049208423,1.6363221049208423,1.6363221049208423,1.5515093842637795,1.5515093842637795,1.5515093842637795,1.462271425363414,1.462271425363414,1.462271425363414,1.5796894474906922,1.5796894474906922,1.5796894474906922
2018-05-13,0.33891800917722337,0.33891800917722337,0.33891800917722337,0.40160146868342966,0.40160146868342966,0.40160146868342966,0.4089173344879917,0.4089173344879917,0.4089173344879917,0.7575057180061462,0.7575057180061462,0.7575057180061462
2018-05-20,0.7039880501897918,0.7039880501897918,0.7039880501897918,0.5079474073489912,0.5079474073489912,0.5079474073489912,0.44342421855369984,0.44342421855369984,0.44342421855369984,0.32682409262392265,0.32682409262392265,0.32682409262392265
2018-05-27,0.4043146245522906,0.4043146245522906,0.4043146245522906,0.19170828984283084,0.19170828984283084,0.19170828984283084,0.28127146998605224,0.28127146998605224,0.28127146998605224,0.043419439471685216,0.043419439471685216,0.043419439471685216
2018-06-03,-0.2119299199749411,-0.2119299199749411,-0.2119299199749411,0.08907048069734655,0.08907048069734655,0.08907048069734655,0.11322685290646894,0.11322685290646894,0.11322685290646894,0.34923524663442995,0.34923524663442995,0.34923524663442995
2018-06-10,-0.6764486358612162,-0.6764486358612162,-0.6764486358612162,-0.8900750579242284,-0.8900750579242284,-0.8900750579242284,-0.3382816398506451,-0.3382816398506451,-0.3382816398506451,-0.5599329675849315,-0.5599329675849315,-0.5599329675849315
2018-06-17,-0.633096618269132,-0.633096618269132,-0.633096618269132,-0.9982358581697471,-0.9982358581697471,-0.9982358581697471,-0.7399457699555149,-0.7399457699555149,-0.7399457699555149,-0.9358991153572659,-0.9358991153572659,-0.9358991153572659
2018-06-24,-1.2605025627947652,-1.2605025627947652,-1.2605025627947652,-1.4064423247843225,-1.4064423247843225,-1.4064423247843225,-1.3344069530388,-1.3344069530388,-1.3344069530388,-1.2824519806167292,-1.2824519806167292,-1.2824519806167292
