Date,Guggenheim CurrencyShares Japanese YenEtf_Open_average,Guggenheim CurrencyShares Japanese YenEtf_Open_max,Guggenheim CurrencyShares Japanese YenEtf_Open_min,Guggenheim CurrencyShares Japanese YenEtf_High_average,Guggenheim CurrencyShares Japanese YenEtf_High_max,Guggenheim CurrencyShares Japanese YenEtf_High_min,Guggenheim CurrencyShares Japanese YenEtf_Low_average,Guggenheim CurrencyShares Japanese YenEtf_Low_max,Guggenheim CurrencyShares Japanese YenEtf_Low_min,Guggenheim CurrencyShares Japanese YenEtf_Close_average,Guggenheim CurrencyShares Japanese YenEtf_Close_max,Guggenheim CurrencyShares Japanese YenEtf_Close_min
2018-04-08,-0.22935452359052227,-0.22935452359052227,-0.22935452359052227,-0.1649146445406542,-0.1649146445406542,-0.1649146445406542,-0.16555053739811548,-0.16555053739811548,-0.16555053739811548,-0.10009507576508897,-0.10009507576508897,-0.10009507576508897
2018-04-15,-0.4274873695207145,-0.4274873695207145,-0.4274873695207145,-0.5372566536817917,-0.5372566536817917,-0.5372566536817917,-0.4118733915279496,-0.4118733915279496,-0.4118733915279496,-0.4462573573443724,-0.4462573573443724,-0.4462573573443724
2018-04-22,-1.3769550718172519,-1.3769550718172519,-1.3769550718172519,-1.3934321895328707,-1.3934321895328707,-1.3934321895328707,-1.3372576510473526,-1.3372576510473526,-1.3372576510473526,-1.3641969057852787,-1.3641969057852787,-1.3641969057852787
2018-04-29,-1.3974820695716663,-1.3974820695716663,-1.3974820695716663,-1.636988738789169,-1.636988738789169,-1.636988738789169,-1.5352214588091375,-1.5352214588091375,-1.5352214588091375,-1.5659180616531405,-1.5659180616531405,-1.5659180616531405
2018-05-06,-1.4652668209659572,-1.4652668209659572,-1.4652668209659572,-1.5663714184501565,-1.5663714184501565,-1.5663714184501565,-1.5417214230403185,-1.5417214230403185,-1.5417214230403185,-1.5704095510153488,-1.5704095510153488,-1.5704095510153488
2018-05-13,-1.9695874085703224,-1.9695874085703224,-1.9695874085703224,-1.9041363307452808,-1.9041363307452808,-1.9041363307452808,-1.953715499253092,-1.953715499253092,-1.953715499253092,-1.9128971682397249,-1.9128971682397249,-1.9128971682397249
2018-05-20,-0.9104213375803513,-0.9104213375803513,-0.9104213375803513,-0.9712803009130686,-0.9712803009130686,-0.9712803009130686,-0.9723932946822966,-0.9723932946822966,-0.9723932946822966,-1.0473817258306484,-1.0473817258306484,-1.0473817258306484
2018-05-27,-0.9730687132577442,-0.9730687132577442,-0.9730687132577442,-0.9714774254076085,-0.9714774254076085,-0.9714774254076085,-0.9670002112200465,-0.9670002112200465,-0.9670002112200465,-0.970316134028016,-0.970316134028016,-0.970316134028016
2018-06-03,-0.8001884653126722,-0.8001884653126722,-0.8001884653126722,-0.7884587353524327,-0.7884587353524327,-0.7884587353524327,-0.7373760896620323,-0.7373760896620323,-0.7373760896620323,-0.7644712178884445,-0.7644712178884445,-0.7644712178884445
2018-06-10,-1.154487138398038,-1.154487138398038,-1.154487138398038,-1.2026892641888067,-1.2026892641888067,-1.2026892641888067,-1.1747888230085626,-1.1747888230085626,-1.1747888230085626,-1.1838156819775045,-1.1838156819775045,-1.1838156819775045
2018-06-17,-0.8504222756457078,-0.8504222756457078,-0.8504222756457078,-0.7898119282459597,-0.7898119282459597,-0.7898119282459597,-0.802721982642662,-0.802721982642662,-0.802721982642662,-0.7922752033660881,-0.7922752033660881,-0.7922752033660881
2018-06-24,-1.2169128259765973,-1.2169128259765973,-1.2169128259765973,-1.2402891807572705,-1.2402891807572705,-1.2402891807572705,-1.2814869073832722,-1.2814869073832722,-1.2814869073832722,-1.1977658634313753,-1.1977658634313753,-1.1977658634313753
2018-07-01,-0.9495983753120522,-0.9495983753120522,-0.9495983753120522,-0.9597527410956544,-0.9597527410956544,-0.9597527410956544,-0.8925460903174562,-0.8925460903174562,-0.8925460903174562,-0.8868190010258397,-0.8868190010258397,-0.8868190010258397
2018-07-08,-2.2081719340513732,-2.2081719340513732,-2.2081719340513732,-2.1748024604677116,-2.1748024604677116,-2.1748024604677116,-2.190490995700025,-2.190490995700025,-2.190490995700025,-2.149273114321545,-2.149273114321545,-2.149273114321545
2018-07-15,-1.5338943313739353,-1.5338943313739353,-1.5338943313739353,-1.3263682836932607,-1.3263682836932607,-1.3263682836932607,-1.5321082928721736,-1.5321082928721736,-1.5321082928721736,-1.3865744802459121,-1.3865744802459121,-1.3865744802459121
2018-07-22,-0.6028836781749719,-0.6028836781749719,-0.6028836781749719,-0.6780412291006386,-0.6780412291006386,-0.6780412291006386,-0.6224879127593972,-0.6224879127593972,-0.6224879127593972,-0.7613737061650685,-0.7613737061650685,-0.7613737061650685
