Date,iShares MSCI Global Silver MinersEtf_Open_average,iShares MSCI Global Silver MinersEtf_Open_max,iShares MSCI Global Silver MinersEtf_Open_min,iShares MSCI Global Silver MinersEtf_High_average,iShares MSCI Global Silver MinersEtf_High_max,iShares MSCI Global Silver MinersEtf_High_min,iShares MSCI Global Silver MinersEtf_Low_average,iShares MSCI Global Silver MinersEtf_Low_max,iShares MSCI Global Silver MinersEtf_Low_min,iShares MSCI Global Silver MinersEtf_Close_average,iShares MSCI Global Silver MinersEtf_Close_max,iShares MSCI Global Silver MinersEtf_Close_min
2018-05-27,0.09311707364956825,0.09311707364956825,0.09311707364956825,0.3770679216054881,0.3770679216054881,0.3770679216054881,0.32894560809519047,0.32894560809519047,0.32894560809519047,0.5787971792256361,0.5787971792256361,0.5787971792256361
2018-06-03,0.39107101086032653,0.39107101086032653,0.39107101086032653,0.2063904032068147,0.2063904032068147,0.2063904032068147,0.42043196929059734,0.42043196929059734,0.42043196929059734,0.32635770831106814,0.32635770831106814,0.32635770831106814
2018-06-10,0.44203571006725906,0.44203571006725906,0.44203571006725906,0.24039959224265217,0.24039959224265217,0.24039959224265217,0.24361347313789528,0.24361347313789528,0.24361347313789528,0.15737914123255842,0.15737914123255842,0.15737914123255842
2018-06-17,-0.7337267039882782,-0.7337267039882782,-0.7337267039882782,-0.35572310247800587,-0.35572310247800587,-0.35572310247800587,-0.3841413981228229,-0.3841413981228229,-0.3841413981228229,-0.059468719659686,-0.059468719659686,-0.059468719659686
2018-06-24,-1.0707551405672597,-1.0707551405672597,-1.0707551405672597,-1.0129484443465373,-1.0129484443465373,-1.0129484443465373,-0.9184006641365681,-0.9184006641365681,-0.9184006641365681,-1.070600427204386,-1.070600427204386,-1.070600427204386
2018-07-01,-0.22053392720484555,-0.22053392720484555,-0.22053392720484555,-0.35637365683465255,-0.35637365683465255,-0.35637365683465255,-0.2317263074296193,-0.2317263074296193,-0.2317263074296193,-0.13650177812685427,-0.13650177812685427,-0.13650177812685427
2018-07-08,-1.0399077359088371,-1.0399077359088371,-1.0399077359088371,-1.3499049146256885,-1.3499049146256885,-1.3499049146256885,-1.0744271668948886,-1.0744271668948886,-1.0744271668948886,-1.3327119581703346,-1.3327119581703346,-1.3327119581703346
2018-07-15,-1.7191969103162361,-1.7191969103162361,-1.7191969103162361,-1.9757235480262811,-1.9757235480262811,-1.9757235480262811,-1.7708868352543166,-1.7708868352543166,-1.7708868352543166,-2.0502554716380126,-2.0502554716380126,-2.0502554716380126
2018-07-22,-1.8354644269184257,-1.8354644269184257,-1.8354644269184257,-2.1088666717281077,-2.1088666717281077,-2.1088666717281077,-2.184039580185986,-2.184039580185986,-2.184039580185986,-2.165461067148399,-2.165461067148399,-2.165461067148399
2018-07-29,-2.0170429532278895,-2.0170429532278895,-2.0170429532278895,-2.154311498444114,-2.154311498444114,-2.154311498444114,-1.9621193465586275,-1.9621193465586275,-1.9621193465586275,-2.0877118421374687,-2.0877118421374687,-2.0877118421374687
2018-08-05,-2.0525546898022258,-2.0525546898022258,-2.0525546898022258,-2.236082392824215,-2.236082392824215,-2.236082392824215,-2.184420920575296,-2.184420920575296,-2.184420920575296,-2.2993345140446775,-2.2993345140446775,-2.2993345140446775
2018-08-12,-3.0098560293733128,-3.0098560293733128,-3.0098560293733128,-2.8885027764259714,-2.8885027764259714,-2.8885027764259714,-2.9858452352206433,-2.9858452352206433,-2.9858452352206433,-2.840565890035388,-2.840565890035388,-2.840565890035388
2018-08-19,-2.169192939834184,-2.169192939834184,-2.169192939834184,-2.156003183118974,-2.156003183118974,-2.156003183118974,-2.1598428308484876,-2.1598428308484876,-2.1598428308484876,-2.106781470466923,-2.106781470466923,-2.106781470466923
2018-08-26,-1.7955209182733802,-1.7955209182733802,-1.7955209182733802,-1.9228035820850904,-1.9228035820850904,-1.9228035820850904,-1.9724226544422596,-1.9724226544422596,-1.9724226544422596,-2.075491817806654,-2.075491817806654,-2.075491817806654
2018-09-02,-2.106080231933626,-2.106080231933626,-2.106080231933626,-2.166197772848056,-2.166197772848056,-2.166197772848056,-2.083334581939833,-2.083334581939833,-2.083334581939833,-2.130024609999855,-2.130024609999855,-2.130024609999855
2018-09-09,-1.8784405471474688,-1.8784405471474688,-1.8784405471474688,-1.858534768624848,-1.858534768624848,-1.858534768624848,-1.8406772699545813,-1.8406772699545813,-1.8406772699545813,-1.8671982403708927,-1.8671982403708927,-1.8671982403708927
2018-09-16,-1.3292448444592169,-1.3292448444592169,-1.3292448444592169,-1.322354713293349,-1.322354713293349,-1.322354713293349,-1.3283819478600132,-1.3283819478600132,-1.3283819478600132,-1.2769403998299962,-1.2769403998299962,-1.2769403998299962
2018-09-23,-1.253599018718068,-1.253599018718068,-1.253599018718068,-1.2846270293169606,-1.2846270293169606,-1.2846270293169606,-1.2465273113565092,-1.2465273113565092,-1.2465273113565092,-1.2625927953025395,-1.2625927953025395,-1.2625927953025395
2018-09-30,-1.0094529185076746,-1.0094529185076746,-1.0094529185076746,-1.1068298401909489,-1.1068298401909489,-1.1068298401909489,-1.118046137560555,-1.118046137560555,-1.118046137560555,-1.150967470017656,-1.150967470017656,-1.150967470017656
2018-10-07,-0.6916521419563102,-0.6916521419563102,-0.6916521419563102,-0.7812368646242395,-0.7812368646242395,-0.7812368646242395,-0.8401360155495428,-0.8401360155495428,-0.8401360155495428,-0.7440184914049707,-0.7440184914049707,-0.7440184914049707
2018-10-14,-0.5030437278352011,-0.5030437278352011,-0.5030437278352011,-0.5890294186864209,-0.5890294186864209,-0.5890294186864209,-0.6172844035422153,-0.6172844035422153,-0.6172844035422153,-0.645947730980587,-0.645947730980587,-0.645947730980587
2018-10-21,-1.024370534343356,-1.024370534343356,-1.024370534343356,-0.9646333405497186,-0.9646333405497186,-0.9646333405497186,-1.0257251766592654,-1.0257251766592654,-1.0257251766592654,-1.0360861845879055,-1.0360861845879055,-1.0360861845879055
2018-10-28,-0.9119753930471274,-0.9119753930471274,-0.9119753930471274,-1.0052075292090257,-1.0052075292090257,-1.0052075292090257,-0.9196213652950425,-0.9196213652950425,-0.9196213652950425,-0.9496237203337549,-0.9496237203337549,-0.9496237203337549
2018-11-04,-1.2113166358951069,-1.2113166358951069,-1.2113166358951069,-1.2497361613809446,-1.2497361613809446,-1.2497361613809446,-1.2783029534686106,-1.2783029534686106,-1.2783029534686106,-1.1994744279881433,-1.1994744279881433,-1.1994744279881433
2018-11-11,-1.3867289407312784,-1.3867289407312784,-1.3867289407312784,-1.2093729875489914,-1.2093729875489914,-1.2093729875489914,-1.2854160931547007,-1.2854160931547007,-1.2854160931547007,-1.1269193733551088,-1.1269193733551088,-1.1269193733551088
2018-11-18,-1.1374971957833007,-1.1374971957833007,-1.1374971957833007,-1.277269785887418,-1.277269785887418,-1.277269785887418,-1.340725490346989,-1.340725490346989,-1.340725490346989,-1.4536679033238904,-1.4536679033238904,-1.4536679033238904
2018-11-25,-1.4052137812266356,-1.4052137812266356,-1.4052137812266356,-1.5397758608537924,-1.5397758608537924,-1.5397758608537924,-1.5377637725069062,-1.5377637725069062,-1.5377637725069062,-1.5581613390552078,-1.5581613390552078,-1.5581613390552078
2018-12-02,-1.0883414417932211,-1.0883414417932211,-1.0883414417932211,-0.9511884874002366,-0.9511884874002366,-0.9511884874002366,-1.032370920003514,-1.032370920003514,-1.032370920003514,-0.8645516365853745,-0.8645516365853745,-0.8645516365853745
2018-12-09,-0.8779845860976649,-0.8779845860976649,-0.8779845860976649,-0.514507327037073,-0.514507327037073,-0.514507327037073,-0.7479530624053523,-0.7479530624053523,-0.7479530624053523,-0.5825845953064287,-0.5825845953064287,-0.5825845953064287
2018-12-16,0.6520479772520839,0.6520479772520839,0.6520479772520839,0.49215164243252385,0.49215164243252385,0.49215164243252385,-0.1294177313758423,-0.1294177313758423,-0.1294177313758423,-0.1251342276952279,-0.1251342276952279,-0.1251342276952279
2018-12-23,0.17778951787627292,0.17778951787627292,0.17778951787627292,0.32573139797556977,0.32573139797556977,0.32573139797556977,0.3882948194280129,0.3882948194280129,0.3882948194280129,0.3451504747740016,0.3451504747740016,0.3451504747740016
2018-12-30,1.4002851959119011,1.4002851959119011,1.4002851959119011,1.601891510461286,1.601891510461286,1.601891510461286,1.5143208182110601,1.5143208182110601,1.5143208182110601,1.5459704231147169,1.5459704231147169,1.5459704231147169
2019-01-06,1.6350665129489899,1.6350665129489899,1.6350665129489899,1.6701729154244607,1.6701729154244607,1.6701729154244607,1.7111629711390515,1.7111629711390515,1.7111629711390515,1.5775697623541662,1.5775697623541662,1.5775697623541662
2019-01-13,0.24470258461678288,0.24470258461678288,0.24470258461678288,0.11603337981341962,0.11603337981341962,0.11603337981341962,0.2988119375611506,0.2988119375611506,0.2988119375611506,0.10181737480144429,0.10181737480144429,0.10181737480144429
2019-01-20,0.4304033560087364,0.4304033560087364,0.4304033560087364,0.7033015116307235,0.7033015116307235,0.7033015116307235,0.6674697036890582,0.6674697036890582,0.6674697036890582,0.9448857647935871,0.9448857647935871,0.9448857647935871
