Date,iShares US Broker Dealers_Open_average,iShares US Broker Dealers_Open_max,iShares US Broker Dealers_Open_min,iShares US Broker Dealers_High_average,iShares US Broker Dealers_High_max,iShares US Broker Dealers_High_min,iShares US Broker Dealers_Low_average,iShares US Broker Dealers_Low_max,iShares US Broker Dealers_Low_min,iShares US Broker Dealers_Close_average,iShares US Broker Dealers_Close_max,iShares US Broker Dealers_Close_min
2018-04-08,-0.17444954175539865,-0.17444954175539865,-0.17444954175539865,-0.20152601020763372,-0.20152601020763372,-0.20152601020763372,0.14625705383827306,0.14625705383827306,0.14625705383827306,0.009516208479793706,0.009516208479793706,0.009516208479793706
2018-04-15,0.606992600324565,0.606992600324565,0.606992600324565,0.4173589451993299,0.4173589451993299,0.4173589451993299,0.43355233962876777,0.43355233962876777,0.43355233962876777,0.31018431554056175,0.31018431554056175,0.31018431554056175
2018-04-22,0.03687902821072265,0.03687902821072265,0.03687902821072265,-0.05596617633530173,-0.05596617633530173,-0.05596617633530173,0.18721558310700823,0.18721558310700823,0.18721558310700823,-0.12258860370520112,-0.12258860370520112,-0.12258860370520112
2018-04-29,-0.11021874647035881,-0.11021874647035881,-0.11021874647035881,-0.06820375044381534,-0.06820375044381534,-0.06820375044381534,0.12994325267645973,0.12994325267645973,0.12994325267645973,0.14646773404071264,0.14646773404071264,0.14646773404071264
2018-05-06,1.1330253034377804,1.1330253034377804,1.1330253034377804,0.9391970667417188,0.9391970667417188,0.9391970667417188,1.0804461051717122,1.0804461051717122,1.0804461051717122,0.9357778621327303,0.9357778621327303,0.9357778621327303
2018-05-13,1.0521268859478736,1.0521268859478736,1.0521268859478736,1.1176424959543168,1.1176424959543168,1.1176424959543168,1.27310894667211,1.27310894667211,1.27310894667211,1.1998292391615826,1.1998292391615826,1.1998292391615826
2018-05-20,0.6397454222999432,0.6397454222999432,0.6397454222999432,0.43217703494315535,0.43217703494315535,0.43217703494315535,0.6782969656835957,0.6782969656835957,0.6782969656835957,0.6257052002728593,0.6257052002728593,0.6257052002728593
2018-05-27,0.2523729927824559,0.2523729927824559,0.2523729927824559,0.08184566560762589,0.08184566560762589,0.08184566560762589,0.3625797253076456,0.3625797253076456,0.3625797253076456,0.3445738496935811,0.3445738496935811,0.3445738496935811
2018-06-03,1.3682594775776953,1.3682594775776953,1.3682594775776953,1.4214399230386998,1.4214399230386998,1.4214399230386998,1.3686950144064214,1.3686950144064214,1.3686950144064214,1.233477106231208,1.233477106231208,1.233477106231208
2018-06-10,0.6054861798975039,0.6054861798975039,0.6054861798975039,0.6300101613970677,0.6300101613970677,0.6300101613970677,0.6264626615322728,0.6264626615322728,0.6264626615322728,0.8068770934858227,0.8068770934858227,0.8068770934858227
2018-06-17,-0.21598887353509286,-0.21598887353509286,-0.21598887353509286,-0.47951225818547943,-0.47951225818547943,-0.47951225818547943,-0.7721660018872628,-0.7721660018872628,-0.7721660018872628,-0.6862313789293828,-0.6862313789293828,-0.6862313789293828
2018-06-24,-2.0043940643574123,-2.0043940643574123,-2.0043940643574123,-2.1078408670157307,-2.1078408670157307,-2.1078408670157307,-1.8746283328506126,-1.8746283328506126,-1.8746283328506126,-1.5850696683347405,-1.5850696683347405,-1.5850696683347405
