Date,ProShares Ultra UtilitiesEtf_Open_average,ProShares Ultra UtilitiesEtf_Open_max,ProShares Ultra UtilitiesEtf_Open_min,ProShares Ultra UtilitiesEtf_High_average,ProShares Ultra UtilitiesEtf_High_max,ProShares Ultra UtilitiesEtf_High_min,ProShares Ultra UtilitiesEtf_Low_average,ProShares Ultra UtilitiesEtf_Low_max,ProShares Ultra UtilitiesEtf_Low_min,ProShares Ultra UtilitiesEtf_Close_average,ProShares Ultra UtilitiesEtf_Close_max,ProShares Ultra UtilitiesEtf_Close_min
2018-05-27,0.43980375762628837,0.43980375762628837,0.43980375762628837,0.2845044467303273,0.2845044467303273,0.2845044467303273,0.475287490011206,0.475287490011206,0.475287490011206,0.43017580237293945,0.43017580237293945,0.43017580237293945
2018-06-03,-1.287483888596432,-1.287483888596432,-1.287483888596432,-0.9656062456920931,-0.9656062456920931,-0.9656062456920931,-1.0903960030412723,-1.0903960030412723,-1.0903960030412723,-1.1678811205808923,-1.1678811205808923,-1.1678811205808923
2018-06-10,-0.18869319772379348,-0.18869319772379348,-0.18869319772379348,-0.46833075334062424,-0.46833075334062424,-0.46833075334062424,-0.2020680136417981,-0.2020680136417981,-0.2020680136417981,-0.43082321464543427,-0.43082321464543427,-0.43082321464543427
2018-06-17,1.132994986654236,1.132994986654236,1.132994986654236,0.9863831510465035,0.9863831510465035,0.9863831510465035,1.18699240756345,1.18699240756345,1.18699240756345,1.0425282819218984,1.0425282819218984,1.0425282819218984
2018-06-24,2.3805144903018447,2.3805144903018447,2.3805144903018447,2.281036761284435,2.281036761284435,2.281036761284435,1.9466961642220182,1.9466961642220182,1.9466961642220182,2.1174566746834897,2.1174566746834897,2.1174566746834897
2018-07-01,2.4563153258407993,2.4563153258407993,2.4563153258407993,2.6065754338024307,2.6065754338024307,2.6065754338024307,2.5236250301479854,2.5236250301479854,2.5236250301479854,2.5024475765444274,2.5024475765444274,2.5024475765444274
2018-07-08,1.6539353822234941,1.6539353822234941,1.6539353822234941,1.6299481597391754,1.6299481597391754,1.6299481597391754,1.7077708886135623,1.7077708886135623,1.7077708886135623,1.598889370548455,1.598889370548455,1.598889370548455
2018-07-15,1.627295757499713,1.627295757499713,1.627295757499713,1.4963207059731947,1.4963207059731947,1.4963207059731947,1.4593243229782156,1.4593243229782156,1.4593243229782156,1.364985765554399,1.364985765554399,1.364985765554399
2018-07-22,1.3553913769934964,1.3553913769934964,1.3553913769934964,1.2894293358613789,1.2894293358613789,1.2894293358613789,1.4033261942826716,1.4033261942826716,1.4033261942826716,1.2769675985751008,1.2769675985751008,1.2769675985751008
2018-07-29,1.7365315235326877,1.7365315235326877,1.7365315235326877,1.697320557007345,1.697320557007345,1.697320557007345,1.7840117310353583,1.7840117310353583,1.7840117310353583,1.645031589006391,1.645031589006391,1.645031589006391
2018-08-05,1.4081363359878727,1.4081363359878727,1.4081363359878727,1.3334549048152737,1.3334549048152737,1.3334549048152737,1.3831202707167953,1.3831202707167953,1.3831202707167953,1.2333726451303089,1.2333726451303089,1.2333726451303089
