Date,iShares Asia 50_Open_average,iShares Asia 50_Open_max,iShares Asia 50_Open_min,iShares Asia 50_High_average,iShares Asia 50_High_max,iShares Asia 50_High_min,iShares Asia 50_Low_average,iShares Asia 50_Low_max,iShares Asia 50_Low_min,iShares Asia 50_Close_average,iShares Asia 50_Close_max,iShares Asia 50_Close_min
2018-04-08,-0.1500606446681019,-0.1500606446681019,-0.1500606446681019,-0.37874250291680267,-0.37874250291680267,-0.37874250291680267,-0.1760685280329302,-0.1760685280329302,-0.1760685280329302,-0.36617643706150854,-0.36617643706150854,-0.36617643706150854
2018-04-15,-0.46775658418308075,-0.46775658418308075,-0.46775658418308075,-0.7020447988801068,-0.7020447988801068,-0.7020447988801068,-0.40526462384179907,-0.40526462384179907,-0.40526462384179907,-0.6113615932369881,-0.6113615932369881,-0.6113615932369881
2018-04-22,-0.4401283156556204,-0.4401283156556204,-0.4401283156556204,-0.621419830183739,-0.621419830183739,-0.621419830183739,-0.161588097850092,-0.161588097850092,-0.161588097850092,-0.33434977911585984,-0.33434977911585984,-0.33434977911585984
2018-04-29,-1.1437199319485432,-1.1437199319485432,-1.1437199319485432,-0.8869795913352104,-0.8869795913352104,-0.8869795913352104,-0.7017032604022768,-0.7017032604022768,-0.7017032604022768,-0.6589061285609213,-0.6589061285609213,-0.6589061285609213
2018-05-06,0.33910960891218206,0.33910960891218206,0.33910960891218206,0.0011986363678904797,0.0011986363678904797,0.0011986363678904797,0.363696694174242,0.363696694174242,0.363696694174242,0.18212490055955538,0.18212490055955538,0.18212490055955538
2018-05-13,-0.7889144017323844,-0.7889144017323844,-0.7889144017323844,-1.1371403418395556,-1.1371403418395556,-1.1371403418395556,-0.5230368995079543,-0.5230368995079543,-0.5230368995079543,-0.7074771462105955,-0.7074771462105955,-0.7074771462105955
2018-05-20,-0.3305962585276728,-0.3305962585276728,-0.3305962585276728,-0.5090750659818913,-0.5090750659818913,-0.5090750659818913,-0.0028424270141972113,-0.0028424270141972113,-0.0028424270141972113,-0.18223404237109322,-0.18223404237109322,-0.18223404237109322
2018-05-27,-0.8555731094692355,-0.8555731094692355,-0.8555731094692355,-0.7422636689705816,-0.7422636689705816,-0.7422636689705816,-0.44506650746210746,-0.44506650746210746,-0.44506650746210746,-0.42679258367192546,-0.42679258367192546,-0.42679258367192546
2018-06-03,0.06807975032002857,0.06807975032002857,0.06807975032002857,0.11544122731804841,0.11544122731804841,0.11544122731804841,0.27208149151759464,0.27208149151759464,0.27208149151759464,0.4047240812496412,0.4047240812496412,0.4047240812496412
2018-06-10,-1.9437766096697373,-1.9437766096697373,-1.9437766096697373,-2.234555440450402,-2.234555440450402,-2.234555440450402,-1.7722110155768738,-1.7722110155768738,-1.7722110155768738,-1.5880149281233855,-1.5880149281233855,-1.5880149281233855
2018-06-17,-2.486800910022185,-2.486800910022185,-2.486800910022185,-2.6680974538741267,-2.6680974538741267,-2.6680974538741267,-2.494497214354869,-2.494497214354869,-2.494497214354869,-2.676720232769145,-2.676720232769145,-2.676720232769145
2018-06-24,-2.2970365193577056,-2.2970365193577056,-2.2970365193577056,-2.296112111273816,-2.296112111273816,-2.296112111273816,-2.1815365097511434,-2.1815365097511434,-2.1815365097511434,-2.2290209331500836,-2.2290209331500836,-2.2290209331500836
2018-07-01,-2.0865287535965766,-2.0865287535965766,-2.0865287535965766,-1.980636858572884,-1.980636858572884,-1.980636858572884,-2.1022849167965756,-2.1022849167965756,-2.1022849167965756,-1.9934569178733175,-1.9934569178733175,-1.9934569178733175
2018-07-08,-1.466614069468625,-1.466614069468625,-1.466614069468625,-1.5230769760903897,-1.5230769760903897,-1.5230769760903897,-1.445369825873091,-1.445369825873091,-1.445369825873091,-1.4464016882391533,-1.4464016882391533,-1.4464016882391533
2018-07-15,-1.1326823988103245,-1.1326823988103245,-1.1326823988103245,-1.101502769739459,-1.101502769739459,-1.101502769739459,-1.0810838161366607,-1.0810838161366607,-1.0810838161366607,-1.0512812346439488,-1.0512812346439488,-1.0512812346439488
2018-07-22,-0.5602848249659497,-0.5602848249659497,-0.5602848249659497,-0.7077948125616627,-0.7077948125616627,-0.7077948125616627,-0.7383270342349108,-0.7383270342349108,-0.7383270342349108,-0.7540694144396796,-0.7540694144396796,-0.7540694144396796
2018-07-29,-1.1268591864982955,-1.1268591864982955,-1.1268591864982955,-1.1410429409455258,-1.1410429409455258,-1.1410429409455258,-1.067349480569428,-1.067349480569428,-1.067349480569428,-1.1069066952813031,-1.1069066952813031,-1.1069066952813031
