Date,ProShares Ultra Gold_Open_average,ProShares Ultra Gold_Open_max,ProShares Ultra Gold_Open_min,ProShares Ultra Gold_High_average,ProShares Ultra Gold_High_max,ProShares Ultra Gold_High_min,ProShares Ultra Gold_Low_average,ProShares Ultra Gold_Low_max,ProShares Ultra Gold_Low_min,ProShares Ultra Gold_Close_average,ProShares Ultra Gold_Close_max,ProShares Ultra Gold_Close_min
2018-04-08,0.6963772022080184,0.6963772022080184,0.6963772022080184,0.7186314365853111,0.7186314365853111,0.7186314365853111,0.9367014376803934,0.9367014376803934,0.9367014376803934,0.7300772591398734,0.7300772591398734,0.7300772591398734
2018-04-15,-0.9183467859029809,-0.9183467859029809,-0.9183467859029809,-1.133382562800611,-1.133382562800611,-1.133382562800611,-0.9062624613678929,-0.9062624613678929,-0.9062624613678929,-1.088670309496357,-1.088670309496357,-1.088670309496357
2018-04-22,-1.5652816668171712,-1.5652816668171712,-1.5652816668171712,-1.3787150654828277,-1.3787150654828277,-1.3787150654828277,-1.4919961169975653,-1.4919961169975653,-1.4919961169975653,-1.5434125208509448,-1.5434125208509448,-1.5434125208509448
2018-04-29,-1.4093568774328016,-1.4093568774328016,-1.4093568774328016,-1.499515672032775,-1.499515672032775,-1.499515672032775,-1.278997759097289,-1.278997759097289,-1.278997759097289,-1.3768958613033384,-1.3768958613033384,-1.3768958613033384
2018-05-06,-0.8843308353434689,-0.8843308353434689,-0.8843308353434689,-1.0331775622366628,-1.0331775622366628,-1.0331775622366628,-1.1197923622844503,-1.1197923622844503,-1.1197923622844503,-1.2800575788206388,-1.2800575788206388,-1.2800575788206388
2018-05-13,-2.2314638974283816,-2.2314638974283816,-2.2314638974283816,-2.15066334550593,-2.15066334550593,-2.15066334550593,-2.1224517684835194,-2.1224517684835194,-2.1224517684835194,-2.028783192605245,-2.028783192605245,-2.028783192605245
2018-05-20,-1.2157699711118035,-1.2157699711118035,-1.2157699711118035,-1.271926678728803,-1.271926678728803,-1.271926678728803,-1.156317411722,-1.156317411722,-1.156317411722,-1.3285002940759902,-1.3285002940759902,-1.3285002940759902
2018-05-27,-1.4500230075017984,-1.4500230075017984,-1.4500230075017984,-1.4097668869401652,-1.4097668869401652,-1.4097668869401652,-1.4249166043554686,-1.4249166043554686,-1.4249166043554686,-1.5309924588979524,-1.5309924588979524,-1.5309924588979524
2018-06-03,-1.0069792795381536,-1.0069792795381536,-1.0069792795381536,-1.0519530322499502,-1.0519530322499502,-1.0519530322499502,-0.9590011907079489,-0.9590011907079489,-0.9590011907079489,-0.9654392968619188,-0.9654392968619188,-0.9654392968619188
2018-06-10,-1.5877304300583714,-1.5877304300583714,-1.5877304300583714,-1.619518394412154,-1.619518394412154,-1.619518394412154,-1.5627055815275863,-1.5627055815275863,-1.5627055815275863,-1.5697262061262993,-1.5697262061262993,-1.5697262061262993
2018-06-17,-1.7899457072470095,-1.7899457072470095,-1.7899457072470095,-1.7937190623354706,-1.7937190623354706,-1.7937190623354706,-1.7468744255794668,-1.7468744255794668,-1.7468744255794668,-1.7405300859906743,-1.7405300859906743,-1.7405300859906743
2018-06-24,-1.9204060392037212,-1.9204060392037212,-1.9204060392037212,-1.9285664439243113,-1.9285664439243113,-1.9285664439243113,-2.066231590685257,-2.066231590685257,-2.066231590685257,-2.03201266234177,-2.03201266234177,-2.03201266234177
2018-07-01,-1.2481213998832155,-1.2481213998832155,-1.2481213998832155,-1.2476712377630679,-1.2476712377630679,-1.2476712377630679,-1.2604388802149065,-1.2604388802149065,-1.2604388802149065,-1.2792180281742758,-1.2792180281742758,-1.2792180281742758
2018-07-08,-1.7886275977661823,-1.7886275977661823,-1.7886275977661823,-1.7188552250341498,-1.7188552250341498,-1.7188552250341498,-1.6645650796664357,-1.6645650796664357,-1.6645650796664357,-1.6081928834416717,-1.6081928834416717,-1.6081928834416717
2018-07-15,-1.7598791215792182,-1.7598791215792182,-1.7598791215792182,-1.768124348346,-1.768124348346,-1.768124348346,-1.7359743993050414,-1.7359743993050414,-1.7359743993050414,-1.7297189947218359,-1.7297189947218359,-1.7297189947218359
2018-07-22,-1.5771596560823475,-1.5771596560823475,-1.5771596560823475,-1.5286430031146367,-1.5286430031146367,-1.5286430031146367,-1.5125332008918657,-1.5125332008918657,-1.5125332008918657,-1.540593301549077,-1.540593301549077,-1.540593301549077
2018-07-29,-1.6050032015015727,-1.6050032015015727,-1.6050032015015727,-1.597709087346461,-1.597709087346461,-1.597709087346461,-1.586731636180702,-1.586731636180702,-1.586731636180702,-1.6062868799328427,-1.6062868799328427,-1.6062868799328427
2018-08-05,-1.56182222841431,-1.56182222841431,-1.56182222841431,-1.5714036061433974,-1.5714036061433974,-1.5714036061433974,-1.678646183194348,-1.678646183194348,-1.678646183194348,-1.6591899490064637,-1.6591899490064637,-1.6591899490064637
2018-08-12,-1.5586812581498286,-1.5586812581498286,-1.5586812581498286,-1.54171205194082,-1.54171205194082,-1.54171205194082,-1.5190120415016435,-1.5190120415016435,-1.5190120415016435,-1.4437145112181986,-1.4437145112181986,-1.4437145112181986
2018-08-19,-1.0137149338385076,-1.0137149338385076,-1.0137149338385076,-0.9021180136475614,-0.9021180136475614,-0.9021180136475614,-0.9128068240472622,-0.9128068240472622,-0.9128068240472622,-0.8523537033827662,-0.8523537033827662,-0.8523537033827662
2018-08-26,-0.973961725178169,-0.973961725178169,-0.973961725178169,-0.9826292300348893,-0.9826292300348893,-0.9826292300348893,-0.9738029072882273,-0.9738029072882273,-0.9738029072882273,-1.0135474323497595,-1.0135474323497595,-1.0135474323497595
