Date,ETFS Physical Precious Metal Basket Shares_Open_average,ETFS Physical Precious Metal Basket Shares_Open_max,ETFS Physical Precious Metal Basket Shares_Open_min,ETFS Physical Precious Metal Basket Shares_High_average,ETFS Physical Precious Metal Basket Shares_High_max,ETFS Physical Precious Metal Basket Shares_High_min,ETFS Physical Precious Metal Basket Shares_Low_average,ETFS Physical Precious Metal Basket Shares_Low_max,ETFS Physical Precious Metal Basket Shares_Low_min,ETFS Physical Precious Metal Basket Shares_Close_average,ETFS Physical Precious Metal Basket Shares_Close_max,ETFS Physical Precious Metal Basket Shares_Close_min
2018-04-08,-0.14454682003804284,-0.14454682003804284,-0.14454682003804284,-0.010512408186682734,-0.010512408186682734,-0.010512408186682734,0.06879501486945583,0.06879501486945583,0.06879501486945583,0.09195569048477474,0.09195569048477474,0.09195569048477474
2018-04-15,0.6342731361460288,0.6342731361460288,0.6342731361460288,0.6671984141558674,0.6671984141558674,0.6671984141558674,0.7941614452056572,0.7941614452056572,0.7941614452056572,0.7228369356541039,0.7228369356541039,0.7228369356541039
2018-04-22,-0.8403133049888281,-0.8403133049888281,-0.8403133049888281,-0.8455933937681438,-0.8455933937681438,-0.8455933937681438,-0.709834592158961,-0.709834592158961,-0.709834592158961,-0.7916794197055955,-0.7916794197055955,-0.7916794197055955
2018-04-29,-1.4486115666938244,-1.4486115666938244,-1.4486115666938244,-1.1528988874177444,-1.1528988874177444,-1.1528988874177444,-1.2231890955530187,-1.2231890955530187,-1.2231890955530187,-1.1029837312813915,-1.1029837312813915,-1.1029837312813915
2018-05-06,0.08512466689952203,0.08512466689952203,0.08512466689952203,-0.0870874044204393,-0.0870874044204393,-0.0870874044204393,-0.21571968979210288,-0.21571968979210288,-0.21571968979210288,-0.4663330111317791,-0.4663330111317791,-0.4663330111317791
2018-05-13,-1.962932981144974,-1.962932981144974,-1.962932981144974,-1.9703453998753533,-1.9703453998753533,-1.9703453998753533,-1.8044329446737313,-1.8044329446737313,-1.8044329446737313,-2.0071943667452863,-2.0071943667452863,-2.0071943667452863
2018-05-20,-0.8036263595797432,-0.8036263595797432,-0.8036263595797432,-0.9522951285111235,-0.9522951285111235,-0.9522951285111235,-0.9628681239248978,-0.9628681239248978,-0.9628681239248978,-1.218741551941724,-1.218741551941724,-1.218741551941724
2018-05-27,-1.1940540929428014,-1.1940540929428014,-1.1940540929428014,-1.0992473377963572,-1.0992473377963572,-1.0992473377963572,-1.1099156539889927,-1.1099156539889927,-1.1099156539889927,-1.2334078321619575,-1.2334078321619575,-1.2334078321619575
2018-06-03,-0.29441596841344203,-0.29441596841344203,-0.29441596841344203,-0.45394760892139385,-0.45394760892139385,-0.45394760892139385,-0.33493428978327927,-0.33493428978327927,-0.33493428978327927,-0.3082590955776407,-0.3082590955776407,-0.3082590955776407
2018-06-10,-0.6079850087644739,-0.6079850087644739,-0.6079850087644739,-0.7354685648093359,-0.7354685648093359,-0.7354685648093359,-1.4488931689448887,-1.4488931689448887,-1.4488931689448887,-1.348351586259817,-1.348351586259817,-1.348351586259817
2018-06-17,-1.9931646740526328,-1.9931646740526328,-1.9931646740526328,-1.9705703453262944,-1.9705703453262944,-1.9705703453262944,-1.745815941145858,-1.745815941145858,-1.745815941145858,-1.758592325845002,-1.758592325845002,-1.758592325845002
2018-06-24,-2.1730645299483395,-2.1730645299483395,-2.1730645299483395,-2.1118086493681303,-2.1118086493681303,-2.1118086493681303,-2.0576093797555464,-2.0576093797555464,-2.0576093797555464,-2.059660358950834,-2.059660358950834,-2.059660358950834
2018-07-01,-1.6572196428235564,-1.6572196428235564,-1.6572196428235564,-1.7602357020328339,-1.7602357020328339,-1.7602357020328339,-1.6130622575071654,-1.6130622575071654,-1.6130622575071654,-1.6786705322230688,-1.6786705322230688,-1.6786705322230688
2018-07-08,-1.7368367955668726,-1.7368367955668726,-1.7368367955668726,-1.8108305006170442,-1.8108305006170442,-1.8108305006170442,-1.7696161394558123,-1.7696161394558123,-1.7696161394558123,-1.8145430702505712,-1.8145430702505712,-1.8145430702505712
2018-07-15,-2.0063393502943083,-2.0063393502943083,-2.0063393502943083,-1.9898792665084326,-1.9898792665084326,-1.9898792665084326,-2.045329937317318,-2.045329937317318,-2.045329937317318,-2.008637557489462,-2.008637557489462,-2.008637557489462
2018-07-22,-1.5514776961415342,-1.5514776961415342,-1.5514776961415342,-1.5763998252809737,-1.5763998252809737,-1.5763998252809737,-1.5922757615741714,-1.5922757615741714,-1.5922757615741714,-1.6419625186990237,-1.6419625186990237,-1.6419625186990237
2018-07-29,-1.5213646807314751,-1.5213646807314751,-1.5213646807314751,-1.406747244397009,-1.406747244397009,-1.406747244397009,-1.529436315220385,-1.529436315220385,-1.529436315220385,-1.5456728992969184,-1.5456728992969184,-1.5456728992969184
2018-08-05,-1.3180996470661273,-1.3180996470661273,-1.3180996470661273,-1.3496025237271536,-1.3496025237271536,-1.3496025237271536,-1.376782041072948,-1.376782041072948,-1.376782041072948,-1.4275308451658342,-1.4275308451658342,-1.4275308451658342
2018-08-12,-1.8210014216504846,-1.8210014216504846,-1.8210014216504846,-1.7909736161931824,-1.7909736161931824,-1.7909736161931824,-1.8809250113180969,-1.8809250113180969,-1.8809250113180969,-1.7509224316571126,-1.7509224316571126,-1.7509224316571126
2018-08-19,-1.229181668489751,-1.229181668489751,-1.229181668489751,-1.1671076555022073,-1.1671076555022073,-1.1671076555022073,-1.2356525866184607,-1.2356525866184607,-1.2356525866184607,-1.2057270031768303,-1.2057270031768303,-1.2057270031768303
2018-08-26,-1.0790201274041535,-1.0790201274041535,-1.0790201274041535,-1.0887086370445629,-1.0887086370445629,-1.0887086370445629,-1.078519927524948,-1.078519927524948,-1.078519927524948,-1.134097066497385,-1.134097066497385,-1.134097066497385
2018-09-02,-1.1165124810458098,-1.1165124810458098,-1.1165124810458098,-1.187114067726185,-1.187114067726185,-1.187114067726185,-1.1845726113534139,-1.1845726113534139,-1.1845726113534139,-1.2531517488962458,-1.2531517488962458,-1.2531517488962458
2018-09-09,-0.9015882946650076,-0.9015882946650076,-0.9015882946650076,-1.0842415308381752,-1.0842415308381752,-1.0842415308381752,-1.0831543891271025,-1.0831543891271025,-1.0831543891271025,-1.1798343346324958,-1.1798343346324958,-1.1798343346324958
2018-09-16,-0.7433712343521904,-0.7433712343521904,-0.7433712343521904,-0.5958156856772489,-0.5958156856772489,-0.5958156856772489,-0.6673900631391417,-0.6673900631391417,-0.6673900631391417,-0.5363945896788326,-0.5363945896788326,-0.5363945896788326
2018-09-23,-0.36338404416715225,-0.36338404416715225,-0.36338404416715225,-0.25349438151981224,-0.25349438151981224,-0.25349438151981224,-0.30408399610126574,-0.30408399610126574,-0.30408399610126574,-0.2235885311610456,-0.2235885311610456,-0.2235885311610456
2018-09-30,0.3182975350603864,0.3182975350603864,0.3182975350603864,0.17292857575227039,0.17292857575227039,0.17292857575227039,0.2789341600915694,0.2789341600915694,0.2789341600915694,0.27145134104929947,0.27145134104929947,0.27145134104929947
2018-10-07,1.280848224870754,1.280848224870754,1.280848224870754,1.124981574988926,1.124981574988926,1.124981574988926,1.0687183076841564,1.0687183076841564,1.0687183076841564,1.021368324929323,1.021368324929323,1.021368324929323
2018-10-14,1.4812295996997915,1.4812295996997915,1.4812295996997915,1.2963320002681147,1.2963320002681147,1.2963320002681147,1.3969178222595948,1.3969178222595948,1.3969178222595948,1.3527440796987418,1.3527440796987418,1.3527440796987418
2018-10-21,1.572537827942406,1.572537827942406,1.572537827942406,1.7250113059665662,1.7250113059665662,1.7250113059665662,1.6695546525726557,1.6695546525726557,1.6695546525726557,1.7031885988517899,1.7031885988517899,1.7031885988517899
2018-10-28,1.5815328686553172,1.5815328686553172,1.5815328686553172,1.5639215228381558,1.5639215228381558,1.5639215228381558,1.6044600721880453,1.6044600721880453,1.6044600721880453,1.6733802164606049,1.6733802164606049,1.6733802164606049
2018-11-04,-0.028004625679730243,-0.028004625679730243,-0.028004625679730243,0.6958740118173605,0.6958740118173605,0.6958740118173605,0.08230321643572681,0.08230321643572681,0.08230321643572681,0.2514171776294925,0.2514171776294925,0.2514171776294925
2018-11-11,1.095055346232648,1.095055346232648,1.095055346232648,0.9329149420523227,0.9329149420523227,0.9329149420523227,1.0693026337096943,1.0693026337096943,1.0693026337096943,1.0412115707517668,1.0412115707517668,1.0412115707517668
2018-11-18,0.6677050251310607,0.6677050251310607,0.6677050251310607,0.47607267850097806,0.47607267850097806,0.47607267850097806,0.6063909656123057,0.6063909656123057,0.6063909656123057,0.4705389153353347,0.4705389153353347,0.4705389153353347
2018-11-25,0.5169473773564076,0.5169473773564076,0.5169473773564076,0.2905488983068089,0.2905488983068089,0.2905488983068089,0.29402359465220834,0.29402359465220834,0.29402359465220834,0.3826711939638946,0.3826711939638946,0.3826711939638946
2018-12-02,1.2612009318247792,1.2612009318247792,1.2612009318247792,1.7321265003018809,1.7321265003018809,1.7321265003018809,1.3953490660122758,1.3953490660122758,1.3953490660122758,1.782951919320721,1.782951919320721,1.782951919320721
2018-12-09,1.1746944012394465,1.1746944012394465,1.1746944012394465,1.327265469251579,1.327265469251579,1.327265469251579,1.2582646577146064,1.2582646577146064,1.2582646577146064,1.42212701727448,1.42212701727448,1.42212701727448
2018-12-16,1.9808317855835822,1.9808317855835822,1.9808317855835822,1.916872313447299,1.916872313447299,1.916872313447299,1.8453503928200454,1.8453503928200454,1.8453503928200454,1.7559443662643155,1.7559443662643155,1.7559443662643155
2018-12-23,2.7340126386387618,2.7340126386387618,2.7340126386387618,2.69573531246757,2.69573531246757,2.69573531246757,2.5029823882283826,2.5029823882283826,2.5029823882283826,2.4820741277713387,2.4820741277713387,2.4820741277713387
2018-12-30,1.951436234654904,1.951436234654904,1.951436234654904,2.121766577694637,2.121766577694637,2.121766577694637,2.160819432325376,2.160819432325376,2.160819432325376,2.2330586964294237,2.2330586964294237,2.2330586964294237
2019-01-06,1.7310577793820128,1.7310577793820128,1.7310577793820128,1.7338533818898654,1.7338533818898654,1.7338533818898654,1.9462330144619666,1.9462330144619666,1.9462330144619666,1.7842758986343457,1.7842758986343457,1.7842758986343457
2019-01-13,1.417038469362911,1.417038469362911,1.417038469362911,1.3414921274694172,1.3414921274694172,1.3414921274694172,1.4931121826599663,1.4931121826599663,1.4931121826599663,1.3807281335296282,1.3807281335296282,1.3807281335296282
2019-01-20,1.2515559475463751,1.2515559475463751,1.2515559475463751,1.450449088975353,1.450449088975353,1.450449088975353,1.4030135345359025,1.4030135345359025,1.4030135345359025,1.5327921497753794,1.5327921497753794,1.5327921497753794
