Date,PowerShares mntl Invest Grade Corp Bond Portfolio_Open_average,PowerShares mntl Invest Grade Corp Bond Portfolio_Open_max,PowerShares mntl Invest Grade Corp Bond Portfolio_Open_min,PowerShares mntl Invest Grade Corp Bond Portfolio_High_average,PowerShares mntl Invest Grade Corp Bond Portfolio_High_max,PowerShares mntl Invest Grade Corp Bond Portfolio_High_min,PowerShares mntl Invest Grade Corp Bond Portfolio_Low_average,PowerShares mntl Invest Grade Corp Bond Portfolio_Low_max,PowerShares mntl Invest Grade Corp Bond Portfolio_Low_min,PowerShares mntl Invest Grade Corp Bond Portfolio_Close_average,PowerShares mntl Invest Grade Corp Bond Portfolio_Close_max,PowerShares mntl Invest Grade Corp Bond Portfolio_Close_min
2018-04-08,-0.7254949507831244,-0.7254949507831244,-0.7254949507831244,-1.0281138448897795,-1.0281138448897795,-1.0281138448897795,-0.7822253016647479,-0.7822253016647479,-0.7822253016647479,-0.7635227245941747,-0.7635227245941747,-0.7635227245941747
2018-04-15,-1.8097115763746605,-1.8097115763746605,-1.8097115763746605,-1.7647793647211285,-1.7647793647211285,-1.7647793647211285,-1.7959993026204706,-1.7959993026204706,-1.7959993026204706,-1.4968082004645478,-1.4968082004645478,-1.4968082004645478
2018-04-22,-1.3798017000520395,-1.3798017000520395,-1.3798017000520395,-1.4803728708815405,-1.4803728708815405,-1.4803728708815405,-1.4605356906063154,-1.4605356906063154,-1.4605356906063154,-1.2145400610627421,-1.2145400610627421,-1.2145400610627421
2018-04-29,-1.5796899532837219,-1.5796899532837219,-1.5796899532837219,-1.4495634722451138,-1.4495634722451138,-1.4495634722451138,-1.442966228966192,-1.442966228966192,-1.442966228966192,-1.2600600727003635,-1.2600600727003635,-1.2600600727003635
2018-05-06,-1.274523091372845,-1.274523091372845,-1.274523091372845,-1.4303970797042924,-1.4303970797042924,-1.4303970797042924,-1.3305081984301377,-1.3305081984301377,-1.3305081984301377,-1.3282858642602495,-1.3282858642602495,-1.3282858642602495
2018-05-13,-1.6242536649091868,-1.6242536649091868,-1.6242536649091868,-1.782188038667163,-1.782188038667163,-1.782188038667163,-1.7894357763209885,-1.7894357763209885,-1.7894357763209885,-1.932722145015016,-1.932722145015016,-1.932722145015016
2018-05-20,-0.8297238360143426,-0.8297238360143426,-0.8297238360143426,-0.43484045731489335,-0.43484045731489335,-0.43484045731489335,-0.6406905410974355,-0.6406905410974355,-0.6406905410974355,-0.6823178176330242,-0.6823178176330242,-0.6823178176330242
2018-05-27,-0.26911906532571483,-0.26911906532571483,-0.26911906532571483,-0.3964839537996265,-0.3964839537996265,-0.3964839537996265,-0.37919297335327706,-0.37919297335327706,-0.37919297335327706,-0.5712909164086941,-0.5712909164086941,-0.5712909164086941
2018-06-03,-0.486212930019534,-0.486212930019534,-0.486212930019534,-0.6894144802748542,-0.6894144802748542,-0.6894144802748542,-0.7626333329746398,-0.7626333329746398,-0.7626333329746398,-0.7883708213545948,-0.7883708213545948,-0.7883708213545948
2018-06-10,-0.6244606759058294,-0.6244606759058294,-0.6244606759058294,-0.8164965809277278,-0.8164965809277278,-0.8164965809277278,-0.808767568471668,-0.808767568471668,-0.808767568471668,-0.9898437276633563,-0.9898437276633563,-0.9898437276633563
