Date,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_min,U.S. Global GO GOLD and Precious Metal MinersEtf_High_average,U.S. Global GO GOLD and Precious Metal MinersEtf_High_max,U.S. Global GO GOLD and Precious Metal MinersEtf_High_min,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_min,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_min
2018-05-27,-0.027128908718474353,-0.027128908718474353,-0.027128908718474353,0.027626728383106272,0.027626728383106272,0.027626728383106272,-0.12006209447910997,-0.12006209447910997,-0.12006209447910997,0.04192673762812317,0.04192673762812317,0.04192673762812317
2018-06-03,0.7852897714243937,0.7852897714243937,0.7852897714243937,0.5985565740987936,0.5985565740987936,0.5985565740987936,0.8228529295911067,0.8228529295911067,0.8228529295911067,0.6446278808373376,0.6446278808373376,0.6446278808373376
2018-06-10,0.5123019674990242,0.5123019674990242,0.5123019674990242,0.5497979033461553,0.5497979033461553,0.5497979033461553,0.38431921211937187,0.38431921211937187,0.38431921211937187,0.27964480955704035,0.27964480955704035,0.27964480955704035
2018-06-17,-0.2964824386754577,-0.2964824386754577,-0.2964824386754577,0.287153403374215,0.287153403374215,0.287153403374215,-0.057712755201154674,-0.057712755201154674,-0.057712755201154674,0.25405596453437196,0.25405596453437196,0.25405596453437196
2018-06-24,-0.19623327975065835,-0.19623327975065835,-0.19623327975065835,-0.33544464489738723,-0.33544464489738723,-0.33544464489738723,0.04273233191031772,0.04273233191031772,0.04273233191031772,-0.15155234747229218,-0.15155234747229218,-0.15155234747229218
2018-07-01,0.7334559303772041,0.7334559303772041,0.7334559303772041,0.5122369111571264,0.5122369111571264,0.5122369111571264,0.9970431413223293,0.9970431413223293,0.9970431413223293,0.7630757925096907,0.7630757925096907,0.7630757925096907
2018-07-08,0.03355342899677498,0.03355342899677498,0.03355342899677498,-0.3015271082479691,-0.3015271082479691,-0.3015271082479691,-0.3433569849182438,-0.3433569849182438,-0.3433569849182438,-0.17361169562669815,-0.17361169562669815,-0.17361169562669815
2018-07-15,-0.09525057370029948,-0.09525057370029948,-0.09525057370029948,-0.4454919261782349,-0.4454919261782349,-0.4454919261782349,-0.597797919029124,-0.597797919029124,-0.597797919029124,-0.8257244603893453,-0.8257244603893453,-0.8257244603893453
2018-07-22,-0.8379427073049005,-0.8379427073049005,-0.8379427073049005,-1.2867091883420452,-1.2867091883420452,-1.2867091883420452,-1.181997365972112,-1.181997365972112,-1.181997365972112,-1.3679938800410703,-1.3679938800410703,-1.3679938800410703
2018-07-29,-2.134978361971205,-2.134978361971205,-2.134978361971205,-2.1784644654619516,-2.1784644654619516,-2.1784644654619516,-2.072723830285714,-2.072723830285714,-2.072723830285714,-2.242490837124205,-2.242490837124205,-2.242490837124205
