Date,Schwab Short Term US TreasuryEtf_Open_average,Schwab Short Term US TreasuryEtf_Open_max,Schwab Short Term US TreasuryEtf_Open_min,Schwab Short Term US TreasuryEtf_High_average,Schwab Short Term US TreasuryEtf_High_max,Schwab Short Term US TreasuryEtf_High_min,Schwab Short Term US TreasuryEtf_Low_average,Schwab Short Term US TreasuryEtf_Low_max,Schwab Short Term US TreasuryEtf_Low_min,Schwab Short Term US TreasuryEtf_Close_average,Schwab Short Term US TreasuryEtf_Close_max,Schwab Short Term US TreasuryEtf_Close_min
2018-05-27,-0.7755875892026147,-0.7755875892026147,-0.7755875892026147,-0.8509820894647038,-0.8509820894647038,-0.8509820894647038,-0.8295816424615913,-0.8295816424615913,-0.8295816424615913,-0.801722803053779,-0.801722803053779,-0.801722803053779
2018-06-03,-1.0655127297672655,-1.0655127297672655,-1.0655127297672655,-0.8782266186135891,-0.8782266186135891,-0.8782266186135891,-0.8800586023626495,-0.8800586023626495,-0.8800586023626495,-1.051334099096284,-1.051334099096284,-1.051334099096284
2018-06-10,-1.2752072004360926,-1.2752072004360926,-1.2752072004360926,-1.125300075687109,-1.125300075687109,-1.125300075687109,-1.0742320956710167,-1.0742320956710167,-1.0742320956710167,-1.1872841232574676,-1.1872841232574676,-1.1872841232574676
2018-06-17,-0.3821999176494758,-0.3821999176494758,-0.3821999176494758,-0.5870327916113833,-0.5870327916113833,-0.5870327916113833,-0.4577560375618069,-0.4577560375618069,-0.4577560375618069,-0.39269379525742143,-0.39269379525742143,-0.39269379525742143
2018-06-24,0.2526538978421495,0.2526538978421495,0.2526538978421495,0.13995581040456687,0.13995581040456687,0.13995581040456687,0.330635780006387,0.330635780006387,0.330635780006387,0.32210909054481995,0.32210909054481995,0.32210909054481995
2018-07-01,-0.5644286484585518,-0.5644286484585518,-0.5644286484585518,-0.7571823262032936,-0.7571823262032936,-0.7571823262032936,-0.6441845122937454,-0.6441845122937454,-0.6441845122937454,-0.5475424744631298,-0.5475424744631298,-0.5475424744631298
2018-07-08,-0.6418131497884094,-0.6418131497884094,-0.6418131497884094,-0.6784431723345674,-0.6784431723345674,-0.6784431723345674,-0.7186396545002088,-0.7186396545002088,-0.7186396545002088,-0.7402090415672185,-0.7402090415672185,-0.7402090415672185
2018-07-15,-0.12168713538946697,-0.12168713538946697,-0.12168713538946697,-0.32324624169545985,-0.32324624169545985,-0.32324624169545985,-0.3416601822480232,-0.3416601822480232,-0.3416601822480232,-0.2687288655888324,-0.2687288655888324,-0.2687288655888324
2018-07-22,-0.8439754791447315,-0.8439754791447315,-0.8439754791447315,-0.974917480505807,-0.974917480505807,-0.974917480505807,-1.0436536905411316,-1.0436536905411316,-1.0436536905411316,-0.7522373194575077,-0.7522373194575077,-0.7522373194575077
2018-07-29,-1.4884850466973618,-1.4884850466973618,-1.4884850466973618,-1.3047219594341692,-1.3047219594341692,-1.3047219594341692,-1.3791509672123239,-1.3791509672123239,-1.3791509672123239,-1.0759125870492425,-1.0759125870492425,-1.0759125870492425
2018-08-05,-0.7961813408609735,-0.7961813408609735,-0.7961813408609735,-0.13006649542862195,-0.13006649542862195,-0.13006649542862195,-0.5045249791094902,-0.5045249791094902,-0.5045249791094902,-0.10674173251055682,-0.10674173251055682,-0.10674173251055682
2018-08-12,0.5617152137481771,0.5617152137481771,0.5617152137481771,0.46074993520711444,0.46074993520711444,0.46074993520711444,0.6251127915013363,0.6251127915013363,0.6251127915013363,0.44256361417844114,0.44256361417844114,0.44256361417844114
2018-08-19,1.1832422780917606,1.1832422780917606,1.1832422780917606,1.1360598084244378,1.1360598084244378,1.1360598084244378,1.2564186077375987,1.2564186077375987,1.2564186077375987,1.2980895563675485,1.2980895563675485,1.2980895563675485
2018-08-26,1.1832422780917606,1.1832422780917606,1.1832422780917606,1.6172936550051047,1.6172936550051047,1.6172936550051047,1.466609490023343,1.466609490023343,1.466609490023343,1.538476511250371,1.538476511250371,1.538476511250371
2018-09-02,-1.2779717512979034,-1.2779717512979034,-1.2779717512979034,-1.3386051650516997,-1.3386051650516997,-1.3386051650516997,-1.3239054815280895,-1.3239054815280895,-1.3239054815280895,-1.4167810079935577,-1.4167810079935577,-1.4167810079935577
2018-09-09,-2.0835400741301804,-2.0835400741301804,-2.0835400741301804,-2.256607943743085,-2.256607943743085,-2.256607943743085,-1.9044668562237062,-1.9044668562237062,-1.9044668562237062,-1.9515868431981047,-1.9515868431981047,-1.9515868431981047
