Date,iShares Edge MSCI Intl Momentum Factor_Open_average,iShares Edge MSCI Intl Momentum Factor_Open_max,iShares Edge MSCI Intl Momentum Factor_Open_min,iShares Edge MSCI Intl Momentum Factor_High_average,iShares Edge MSCI Intl Momentum Factor_High_max,iShares Edge MSCI Intl Momentum Factor_High_min,iShares Edge MSCI Intl Momentum Factor_Low_average,iShares Edge MSCI Intl Momentum Factor_Low_max,iShares Edge MSCI Intl Momentum Factor_Low_min,iShares Edge MSCI Intl Momentum Factor_Close_average,iShares Edge MSCI Intl Momentum Factor_Close_max,iShares Edge MSCI Intl Momentum Factor_Close_min
2018-04-08,-0.24409133066417776,-0.24409133066417776,-0.24409133066417776,-0.33152984706430344,-0.33152984706430344,-0.33152984706430344,-0.05219885839149182,-0.05219885839149182,-0.05219885839149182,-0.09835967548100406,-0.09835967548100406,-0.09835967548100406
2018-04-15,-0.09501656643115036,-0.09501656643115036,-0.09501656643115036,-0.11074381123813176,-0.11074381123813176,-0.11074381123813176,0.1269567468565054,0.1269567468565054,0.1269567468565054,0.05054606668507273,0.05054606668507273,0.05054606668507273
2018-04-22,0.12502324306696055,0.12502324306696055,0.12502324306696055,0.15760941923970595,0.15760941923970595,0.15760941923970595,0.48373538325206145,0.48373538325206145,0.48373538325206145,0.23092412132694226,0.23092412132694226,0.23092412132694226
2018-04-29,0.28581715993956686,0.28581715993956686,0.28581715993956686,0.310806853219781,0.310806853219781,0.310806853219781,0.5113374219986752,0.5113374219986752,0.5113374219986752,0.40834152749383873,0.40834152749383873,0.40834152749383873
2018-05-06,1.268601543563702,1.268601543563702,1.268601543563702,1.3692264806225654,1.3692264806225654,1.3692264806225654,1.2935812242249802,1.2935812242249802,1.2935812242249802,1.1530578483837457,1.1530578483837457,1.1530578483837457
2018-05-13,1.3297201950211879,1.3297201950211879,1.3297201950211879,1.5114468498093523,1.5114468498093523,1.5114468498093523,1.3588151333635168,1.3588151333635168,1.3588151333635168,1.407747683619728,1.407747683619728,1.407747683619728
2018-05-20,0.10647706004517311,0.10647706004517311,0.10647706004517311,0.03820528086253554,0.03820528086253554,0.03820528086253554,0.2029198972562419,0.2029198972562419,0.2029198972562419,0.23685619992649068,0.23685619992649068,0.23685619992649068
2018-05-27,0.13491333604052394,0.13491333604052394,0.13491333604052394,0.019317434225875185,0.019317434225875185,0.019317434225875185,0.3144658603791698,0.3144658603791698,0.3144658603791698,0.24447884644227547,0.24447884644227547,0.24447884644227547
2018-06-03,0.8628654649102765,0.8628654649102765,0.8628654649102765,0.9913583811414136,0.9913583811414136,0.9913583811414136,0.8781585999473928,0.8781585999473928,0.8781585999473928,1.0631463665044856,1.0631463665044856,1.0631463665044856
2018-06-10,-1.0078739387799347,-1.0078739387799347,-1.0078739387799347,-0.6014493751496616,-0.6014493751496616,-0.6014493751496616,-0.5563315817938348,-0.5563315817938348,-0.5563315817938348,-0.3752059043115029,-0.3752059043115029,-0.3752059043115029
