Date,ProShares UltraPro Short S&P500Etf_Open_average,ProShares UltraPro Short S&P500Etf_Open_max,ProShares UltraPro Short S&P500Etf_Open_min,ProShares UltraPro Short S&P500Etf_High_average,ProShares UltraPro Short S&P500Etf_High_max,ProShares UltraPro Short S&P500Etf_High_min,ProShares UltraPro Short S&P500Etf_Low_average,ProShares UltraPro Short S&P500Etf_Low_max,ProShares UltraPro Short S&P500Etf_Low_min,ProShares UltraPro Short S&P500Etf_Close_average,ProShares UltraPro Short S&P500Etf_Close_max,ProShares UltraPro Short S&P500Etf_Close_min
2018-05-27,-0.7526700407357805,-0.7526700407357805,-0.7526700407357805,-0.8306820996252777,-0.8306820996252777,-0.8306820996252777,-0.7806653972760037,-0.7806653972760037,-0.7806653972760037,-0.8429649772000315,-0.8429649772000315,-0.8429649772000315
2018-06-03,-1.396986598562936,-1.396986598562936,-1.396986598562936,-1.303359481239536,-1.303359481239536,-1.303359481239536,-1.463609236213312,-1.463609236213312,-1.463609236213312,-1.4125961656523152,-1.4125961656523152,-1.4125961656523152
2018-06-10,-1.5297510904000247,-1.5297510904000247,-1.5297510904000247,-1.3075299159128597,-1.3075299159128597,-1.3075299159128597,-1.586793356747415,-1.586793356747415,-1.586793356747415,-1.4827306933616853,-1.4827306933616853,-1.4827306933616853
2018-06-17,-1.3750251403397138,-1.3750251403397138,-1.3750251403397138,-1.1562179903018723,-1.1562179903018723,-1.1562179903018723,-1.2680785825817025,-1.2680785825817025,-1.2680785825817025,-1.089188400627192,-1.089188400627192,-1.089188400627192
2018-06-24,-0.7842143178420354,-0.7842143178420354,-0.7842143178420354,-0.7441687577224801,-0.7441687577224801,-0.7441687577224801,-0.8487458376276906,-0.8487458376276906,-0.8487458376276906,-0.5223681241426348,-0.5223681241426348,-0.5223681241426348
2018-07-01,-0.877444737373445,-0.877444737373445,-0.877444737373445,-0.900593109140659,-0.900593109140659,-0.900593109140659,-1.1739014977326991,-1.1739014977326991,-1.1739014977326991,-1.0627450976844115,-1.0627450976844115,-1.0627450976844115
2018-07-08,-1.629039595283147,-1.629039595283147,-1.629039595283147,-1.5175867824241747,-1.5175867824241747,-1.5175867824241747,-1.6773139341729835,-1.6773139341729835,-1.6773139341729835,-1.4923374103246594,-1.4923374103246594,-1.4923374103246594
2018-07-15,-1.518035721761855,-1.518035721761855,-1.518035721761855,-1.4313512481794655,-1.4313512481794655,-1.4313512481794655,-1.5418425290638849,-1.5418425290638849,-1.5418425290638849,-1.3311413141529083,-1.3311413141529083,-1.3311413141529083
2018-07-22,-1.7852359491949275,-1.7852359491949275,-1.7852359491949275,-1.3975657318517887,-1.3975657318517887,-1.3975657318517887,-1.7972967972347351,-1.7972967972347351,-1.7972967972347351,-1.4422278201922423,-1.4422278201922423,-1.4422278201922423
2018-07-29,-1.4643337136122068,-1.4643337136122068,-1.4643337136122068,-1.4407974007180215,-1.4407974007180215,-1.4407974007180215,-1.570017511374206,-1.570017511374206,-1.570017511374206,-1.4798691262657984,-1.4798691262657984,-1.4798691262657984
2018-08-05,-1.3933833676054315,-1.3933833676054315,-1.3933833676054315,-1.3452287761417134,-1.3452287761417134,-1.3452287761417134,-1.4596539689538404,-1.4596539689538404,-1.4596539689538404,-1.3650143880243932,-1.3650143880243932,-1.3650143880243932
2018-08-12,-1.3441547951025752,-1.3441547951025752,-1.3441547951025752,-1.3291827884936105,-1.3291827884936105,-1.3291827884936105,-1.503135923030429,-1.503135923030429,-1.503135923030429,-1.4253746933941926,-1.4253746933941926,-1.4253746933941926
2018-08-19,-1.5131401962258435,-1.5131401962258435,-1.5131401962258435,-1.562030630406651,-1.562030630406651,-1.562030630406651,-1.6005129064930363,-1.6005129064930363,-1.6005129064930363,-1.6273875349121574,-1.6273875349121574,-1.6273875349121574
2018-08-26,-1.6705779477832414,-1.6705779477832414,-1.6705779477832414,-1.6778377608148214,-1.6778377608148214,-1.6778377608148214,-1.7534145479168055,-1.7534145479168055,-1.7534145479168055,-1.7315646252181813,-1.7315646252181813,-1.7315646252181813
2018-09-02,-1.2182179913159303,-1.2182179913159303,-1.2182179913159303,-1.2624903143211832,-1.2624903143211832,-1.2624903143211832,-1.3463975906705263,-1.3463975906705263,-1.3463975906705263,-1.2948772933689028,-1.2948772933689028,-1.2948772933689028
2018-09-09,-1.4899744010578304,-1.4899744010578304,-1.4899744010578304,-1.469666804068266,-1.469666804068266,-1.469666804068266,-1.5043696955240415,-1.5043696955240415,-1.5043696955240415,-1.5349783926401264,-1.5349783926401264,-1.5349783926401264
2018-09-16,-1.8060107652159985,-1.8060107652159985,-1.8060107652159985,-1.7719658907348703,-1.7719658907348703,-1.7719658907348703,-1.7477237282015237,-1.7477237282015237,-1.7477237282015237,-1.6953231020226085,-1.6953231020226085,-1.6953231020226085
2018-09-23,-1.355690942245845,-1.355690942245845,-1.355690942245845,-1.4412585107898959,-1.4412585107898959,-1.4412585107898959,-1.4128861523014893,-1.4128861523014893,-1.4128861523014893,-1.4059651064139007,-1.4059651064139007,-1.4059651064139007
2018-09-30,-1.203873322073282,-1.203873322073282,-1.203873322073282,-0.8993574630345111,-0.8993574630345111,-0.8993574630345111,-1.1728938107831763,-1.1728938107831763,-1.1728938107831763,-0.9796320972712885,-0.9796320972712885,-0.9796320972712885
2018-10-07,0.4823881589606569,0.4823881589606569,0.4823881589606569,1.060472216927687,1.060472216927687,1.060472216927687,0.6184128289238037,0.6184128289238037,0.6184128289238037,0.660726234815986,0.660726234815986,0.660726234815986
