Date,iShares MSCI Argentina and Global ExposureEtf_Open_average,iShares MSCI Argentina and Global ExposureEtf_Open_max,iShares MSCI Argentina and Global ExposureEtf_Open_min,iShares MSCI Argentina and Global ExposureEtf_High_average,iShares MSCI Argentina and Global ExposureEtf_High_max,iShares MSCI Argentina and Global ExposureEtf_High_min,iShares MSCI Argentina and Global ExposureEtf_Low_average,iShares MSCI Argentina and Global ExposureEtf_Low_max,iShares MSCI Argentina and Global ExposureEtf_Low_min,iShares MSCI Argentina and Global ExposureEtf_Close_average,iShares MSCI Argentina and Global ExposureEtf_Close_max,iShares MSCI Argentina and Global ExposureEtf_Close_min
2018-05-27,-2.2231069793406513,-2.2231069793406513,-2.2231069793406513,-2.2422167534964514,-2.2422167534964514,-2.2422167534964514,-2.0737431952616734,-2.0737431952616734,-2.0737431952616734,-2.0945578032414796,-2.0945578032414796,-2.0945578032414796
2018-06-03,-1.672448185543425,-1.672448185543425,-1.672448185543425,-1.6330294284914184,-1.6330294284914184,-1.6330294284914184,-1.6483859913296741,-1.6483859913296741,-1.6483859913296741,-1.5271576615217395,-1.5271576615217395,-1.5271576615217395
2018-06-10,-1.9525915820218136,-1.9525915820218136,-1.9525915820218136,-1.9688977261253495,-1.9688977261253495,-1.9688977261253495,-1.9329097437435159,-1.9329097437435159,-1.9329097437435159,-1.9234342199910053,-1.9234342199910053,-1.9234342199910053
2018-06-17,-1.7454824463599279,-1.7454824463599279,-1.7454824463599279,-1.7298614161570856,-1.7298614161570856,-1.7298614161570856,-1.6743636317687671,-1.6743636317687671,-1.6743636317687671,-1.6623364183117155,-1.6623364183117155,-1.6623364183117155
2018-06-24,-1.9618404965828962,-1.9618404965828962,-1.9618404965828962,-1.955850458615283,-1.955850458615283,-1.955850458615283,-2.0468729077060352,-2.0468729077060352,-2.0468729077060352,-2.0510597438150158,-2.0510597438150158,-2.0510597438150158
2018-07-01,-1.5575786906839295,-1.5575786906839295,-1.5575786906839295,-1.56226085447042,-1.56226085447042,-1.56226085447042,-1.4916410416546626,-1.4916410416546626,-1.4916410416546626,-1.495619158582507,-1.495619158582507,-1.495619158582507
2018-07-08,-1.3242304126217626,-1.3242304126217626,-1.3242304126217626,-1.3215561632327386,-1.3215561632327386,-1.3215561632327386,-1.255648419726528,-1.255648419726528,-1.255648419726528,-1.2666268828956833,-1.2666268828956833,-1.2666268828956833
2018-07-15,-0.8285882323958282,-0.8285882323958282,-0.8285882323958282,-0.8478131072905318,-0.8478131072905318,-0.8478131072905318,-0.7734008441599841,-0.7734008441599841,-0.7734008441599841,-0.8036152110883028,-0.8036152110883028,-0.8036152110883028
2018-07-22,-0.5812911648453206,-0.5812911648453206,-0.5812911648453206,-0.6035548357627079,-0.6035548357627079,-0.6035548357627079,-0.6749683042524122,-0.6749683042524122,-0.6749683042524122,-0.680806510811761,-0.680806510811761,-0.680806510811761
2018-07-29,-0.9706117052495506,-0.9706117052495506,-0.9706117052495506,-0.8815554136359418,-0.8815554136359418,-0.8815554136359418,-0.897421378649861,-0.897421378649861,-0.897421378649861,-0.8344299189998804,-0.8344299189998804,-0.8344299189998804
