Date,iShares Intermediate GovtCredit Bond_Open_average,iShares Intermediate GovtCredit Bond_Open_max,iShares Intermediate GovtCredit Bond_Open_min,iShares Intermediate GovtCredit Bond_High_average,iShares Intermediate GovtCredit Bond_High_max,iShares Intermediate GovtCredit Bond_High_min,iShares Intermediate GovtCredit Bond_Low_average,iShares Intermediate GovtCredit Bond_Low_max,iShares Intermediate GovtCredit Bond_Low_min,iShares Intermediate GovtCredit Bond_Close_average,iShares Intermediate GovtCredit Bond_Close_max,iShares Intermediate GovtCredit Bond_Close_min
2018-04-08,-1.120318549073641,-1.120318549073641,-1.120318549073641,-0.7606644596937562,-0.7606644596937562,-0.7606644596937562,-0.9438179347448579,-0.9438179347448579,-0.9438179347448579,-1.024402485405668,-1.024402485405668,-1.024402485405668
2018-04-15,-1.2198545024028022,-1.2198545024028022,-1.2198545024028022,-1.5509789928310742,-1.5509789928310742,-1.5509789928310742,-1.6901262527382608,-1.6901262527382608,-1.6901262527382608,-1.7801350723064677,-1.7801350723064677,-1.7801350723064677
2018-04-22,-1.7636287280230862,-1.7636287280230862,-1.7636287280230862,-1.8308493378695823,-1.8308493378695823,-1.8308493378695823,-1.6680957003761308,-1.6680957003761308,-1.6680957003761308,-1.8041409815599505,-1.8041409815599505,-1.8041409815599505
2018-04-29,-1.6156383554668092,-1.6156383554668092,-1.6156383554668092,-1.7871435704079641,-1.7871435704079641,-1.7871435704079641,-1.9289193697160325,-1.9289193697160325,-1.9289193697160325,-1.7360594352038012,-1.7360594352038012,-1.7360594352038012
2018-05-06,-1.8973878108045446,-1.8973878108045446,-1.8973878108045446,-1.8180927045670323,-1.8180927045670323,-1.8180927045670323,-1.6148714646059479,-1.6148714646059479,-1.6148714646059479,-1.5089327518564986,-1.5089327518564986,-1.5089327518564986
2018-05-13,-2.1220679861507623,-2.1220679861507623,-2.1220679861507623,-1.9190630708879493,-1.9190630708879493,-1.9190630708879493,-1.926630330169095,-1.926630330169095,-1.926630330169095,-1.6811460605506134,-1.6811460605506134,-1.6811460605506134
2018-05-20,0.17483824754144506,0.17483824754144506,0.17483824754144506,-0.05943590775755582,-0.05943590775755582,-0.05943590775755582,-0.10348249124213739,-0.10348249124213739,-0.10348249124213739,-0.2478305766815478,-0.2478305766815478,-0.2478305766815478
2018-05-27,-0.3695619427094843,-0.3695619427094843,-0.3695619427094843,-0.4012587281577113,-0.4012587281577113,-0.4012587281577113,-0.41663694730947876,-0.41663694730947876,-0.41663694730947876,-0.31514442002350795,-0.31514442002350795,-0.31514442002350795
2018-06-03,-0.7689179294756381,-0.7689179294756381,-0.7689179294756381,-0.632499094077465,-0.632499094077465,-0.632499094077465,-0.5149514849497621,-0.5149514849497621,-0.5149514849497621,-0.5714357331181595,-0.5714357331181595,-0.5714357331181595
2018-06-10,-0.43489282883863284,-0.43489282883863284,-0.43489282883863284,-0.556302778912678,-0.556302778912678,-0.556302778912678,-0.5057510548411545,-0.5057510548411545,-0.5057510548411545,-0.6389075243910698,-0.6389075243910698,-0.6389075243910698
2018-06-17,-0.6745234131040931,-0.6745234131040931,-0.6745234131040931,-0.48304065024161635,-0.48304065024161635,-0.48304065024161635,-0.40043325231587623,-0.40043325231587623,-0.40043325231587623,-0.39116545342232917,-0.39116545342232917,-0.39116545342232917
2018-06-24,0.8533878088272076,0.8533878088272076,0.8533878088272076,0.6319398539779131,0.6319398539779131,0.6319398539779131,0.9495595597576129,0.9495595597576129,0.9495595597576129,0.8280786712108662,0.8280786712108662,0.8280786712108662
2018-07-01,0.9190759254547362,0.9190759254547362,0.9190759254547362,0.6933748805102948,0.6933748805102948,0.6933748805102948,0.9252264165107309,0.9252264165107309,0.9252264165107309,1.1498305864099572,1.1498305864099572,1.1498305864099572
2018-07-08,0.6163795878138663,0.6163795878138663,0.6163795878138663,0.8334250148401993,0.8334250148401993,0.8334250148401993,1.2195382889020092,1.2195382889020092,1.2195382889020092,1.1362801335905475,1.1362801335905475,1.1362801335905475
2018-07-15,0.7347869183489844,0.7347869183489844,0.7347869183489844,0.9628922444092931,0.9628922444092931,0.9628922444092931,0.7597168753253871,0.7597168753253871,0.7597168753253871,0.9888058289265453,0.9888058289265453,0.9888058289265453
2018-07-22,-0.4604234502313577,-0.4604234502313577,-0.4604234502313577,0.027851777324794578,0.027851777324794578,0.027851777324794578,-0.1324199131894179,-0.1324199131894179,-0.1324199131894179,0.057407511450997976,0.057407511450997976,0.057407511450997976
2018-07-29,-0.5514586993142944,-0.5514586993142944,-0.5514586993142944,-0.30999535193451205,-0.30999535193451205,-0.30999535193451205,-0.3418007930136125,-0.3418007930136125,-0.3418007930136125,-0.521711166006768,-0.521711166006768,-0.521711166006768
2018-08-05,1.3855384172918919,1.3855384172918919,1.3855384172918919,1.2959862063979803,1.2959862063979803,1.2959862063979803,0.8265428463927533,0.8265428463927533,0.8265428463927533,1.0077074237636463,1.0077074237636463,1.0077074237636463
2018-08-12,1.095741617792702,1.095741617792702,1.095741617792702,1.7020757326619949,1.7020757326619949,1.7020757326619949,1.9141126056273015,1.9141126056273015,1.9141126056273015,1.8389110259560852,1.8389110259560852,1.8389110259560852
2018-08-19,1.5574923507590521,1.5574923507590521,1.5574923507590521,1.781285866928784,1.781285866928784,1.781285866928784,1.7100383694163717,1.7100383694163717,1.7100383694163717,1.8939304623701851,1.8939304623701851,1.8939304623701851
2018-08-26,1.4474100432640886,1.4474100432640886,1.4474100432640886,1.4604562341310334,1.4604562341310334,1.4604562341310334,1.6047554827460484,1.6047554827460484,1.6047554827460484,1.1590587799798657,1.1590587799798657,1.1590587799798657
2018-09-02,-0.3426972942034744,-0.3426972942034744,-0.3426972942034744,-0.8252893724888094,-0.8252893724888094,-0.8252893724888094,-0.9079213661461796,-0.9079213661461796,-0.9079213661461796,-1.2133171994113139,-1.2133171994113139,-1.2133171994113139
2018-09-09,-1.552702328397336,-1.552702328397336,-1.552702328397336,-1.6810221306943283,-1.6810221306943283,-1.6810221306943283,-1.5961639115870705,-1.5961639115870705,-1.5961639115870705,-1.7884130802837817,-1.7884130802837817,-1.7884130802837817
2018-09-16,-1.8421446140285316,-1.8421446140285316,-1.8421446140285316,-2.0170283650064045,-2.0170283650064045,-2.0170283650064045,-1.897225685039191,-1.897225685039191,-1.897225685039191,-1.6372687811677218,-1.6372687811677218,-1.6372687811677218
2018-09-23,-0.8177071865625931,-0.8177071865625931,-0.8177071865625931,-1.1681187850533896,-1.1681187850533896,-1.1681187850533896,-0.9714514159397756,-0.9714514159397756,-0.9714514159397756,-1.017538538282997,-1.017538538282997,-1.017538538282997
2018-09-30,-2.3411521897308996,-2.3411521897308996,-2.3411521897308996,-2.4904861031486947,-2.4904861031486947,-2.4904861031486947,-2.5106147215158274,-2.5106147215158274,-2.5106147215158274,-2.4778717796840404,-2.4778717796840404,-2.4778717796840404
2018-10-07,-1.5406426425502031,-1.5406426425502031,-1.5406426425502031,-1.318268657788803,-1.318268657788803,-1.318268657788803,-1.49234060109767,-1.49234060109767,-1.49234060109767,-1.4623548973309102,-1.4623548973309102,-1.4623548973309102
2018-10-14,-1.36050571283922,-1.36050571283922,-1.36050571283922,-1.4826165454195992,-1.4826165454195992,-1.4826165454195992,-1.4140755953044497,-1.4140755953044497,-1.4140755953044497,-1.489634298646395,-1.489634298646395,-1.489634298646395
2018-10-21,-0.3943864509476327,-0.3943864509476327,-0.3943864509476327,-0.42846125993077744,-0.42846125993077744,-0.42846125993077744,-0.3882446426041378,-0.3882446426041378,-0.3882446426041378,-0.354853279189579,-0.354853279189579,-0.354853279189579
2018-10-28,-1.4344402788619612,-1.4344402788619612,-1.4344402788619612,-1.3216259289030448,-1.3216259289030448,-1.3216259289030448,-1.4978130364050508,-1.4978130364050508,-1.4978130364050508,-1.553324909164089,-1.553324909164089,-1.553324909164089
2018-11-04,-1.333780680913839,-1.333780680913839,-1.333780680913839,-1.2590601570378048,-1.2590601570378048,-1.2590601570378048,-1.1513428035701814,-1.1513428035701814,-1.1513428035701814,-1.092203715843748,-1.092203715843748,-1.092203715843748
2018-11-11,0.22582061083407404,0.22582061083407404,0.22582061083407404,0.09761234814342092,0.09761234814342092,0.09761234814342092,-0.31933769864625494,-0.31933769864625494,-0.31933769864625494,-0.29438404874183627,-0.29438404874183627,-0.29438404874183627
2018-11-18,0.26587429710739485,0.26587429710739485,0.26587429710739485,0.13871862618954545,0.13871862618954545,0.13871862618954545,-0.05815403315196342,-0.05815403315196342,-0.05815403315196342,0.2557366782112463,0.2557366782112463,0.2557366782112463
2018-11-25,0.5038526782379138,0.5038526782379138,0.5038526782379138,0.4346898322541933,0.4346898322541933,0.4346898322541933,0.5327912060145404,0.5327912060145404,0.5327912060145404,0.6728242570808843,0.6728242570808843,0.6728242570808843
2018-12-02,0.4121390112553253,0.4121390112553253,0.4121390112553253,1.2670773141016771,1.2670773141016771,1.2670773141016771,0.8239133532547589,0.8239133532547589,0.8239133532547589,1.3934040515602952,1.3934040515602952,1.3934040515602952
2018-12-09,1.536443051139967,1.536443051139967,1.536443051139967,1.5381782132076462,1.5381782132076462,1.5381782132076462,1.7607585776923307,1.7607585776923307,1.7607585776923307,1.4765023277636355,1.4765023277636355,1.4765023277636355
2018-12-16,1.2177254307527043,1.2177254307527043,1.2177254307527043,1.7057924609451407,1.7057924609451407,1.7057924609451407,1.5089642491006443,1.5089642491006443,1.5089642491006443,1.62246528513401,1.62246528513401,1.62246528513401
2018-12-23,1.9589838766810084,1.9589838766810084,1.9589838766810084,1.9712237956440724,1.9712237956440724,1.9712237956440724,1.9346033336266903,1.9346033336266903,1.9346033336266903,1.971627256850074,1.971627256850074,1.971627256850074
2018-12-30,2.348292124950197,2.348292124950197,2.348292124950197,2.150230815555239,2.150230815555239,2.150230815555239,2.168325549063341,2.168325549063341,2.168325549063341,1.8501768462544772,1.8501768462544772,1.8501768462544772
2019-01-06,1.5476989902942553,1.5476989902942553,1.5476989902942553,1.5589943458373297,1.5589943458373297,1.5589943458373297,1.7443663888073384,1.7443663888073384,1.7443663888073384,1.662051128702412,1.662051128702412,1.662051128702412
2019-01-13,1.173039758842963,1.173039758842963,1.173039758842963,1.1620061820378238,1.1620061820378238,1.1620061820378238,1.2705621714412931,1.2705621714412931,1.2705621714412931,1.2080225645422626,1.2080225645422626,1.2080225645422626
2019-01-20,1.3455903077415703,1.3455903077415703,1.3455903077415703,1.3502735984013086,1.3502735984013086,1.3502735984013086,1.3926625123313552,1.3926625123313552,1.3926625123313552,1.246236667415207,1.246236667415207,1.246236667415207
2019-01-27,1.668010376074541,1.668010376074541,1.668010376074541,1.6733083395433477,1.6733083395433477,1.6733083395433477,1.4684614108659586,1.4684614108659586,1.4684614108659586,1.3787406864752871,1.3787406864752871,1.3787406864752871
2019-02-03,1.6256776484675524,1.6256776484675524,1.6256776484675524,1.5097217795782472,1.5097217795782472,1.5097217795782472,1.6560606334413537,1.6560606334413537,1.6560606334413537,1.6342915132690652,1.6342915132690652,1.6342915132690652
2019-02-10,1.2133464932699152,1.2133464932699152,1.2133464932699152,1.2246019728355548,1.2246019728355548,1.2246019728355548,1.3304716309241134,1.3304716309241134,1.3304716309241134,1.4172123807760588,1.4172123807760588,1.4172123807760588
2019-02-17,0.9841892440325863,0.9841892440325863,0.9841892440325863,1.2277721274183944,1.2277721274183944,1.2277721274183944,1.1779894038336278,1.1779894038336278,1.1779894038336278,1.3086591027995012,1.3086591027995012,1.3086591027995012
